Block,Time,KOTESHWR,NLCTS2EXP,PARBATI2,RSTPSU1TO6,VALLURNTECL,DADRI_GF,BRBCL,DADRT2,DHAULIGNGA,NNTPP,RAPPD,TelanganaSTPP,URI,AURY_RF,DADRI_LF,CHAMERA1,KGSU1AND2,KISHANGANGA,NJPC,NLCEXP,NLCIIST2,RAPPB,RIHAND3,SIMHST1,SIMHST2,TALA,UNCHAHAR1,ANTA_GF,ANTA_LF,KHSTPP-II,KOLDAM,RAMPUR,RIHAND2,SALAL,UNCHAHAR2,UNCHAHAR3,DADRI_CRF,CHAMERA3,FSTPP I & II,JHAJJAR,KGSU3AND4,MAPS,NTPL,RSTPSU7,SINGRAULI_HYDRO,TALST2,TEHRI,TEHRIPSP,URI2,AURY_CRF,AURY_GF,BSIUL,CHAMERA2,KHSTPP-I,SEWA2,SINGRAULI,ANTA_RF,KKNPPU2,KUDGI,NAPP,PARBATI3,RAPPC,TANAKPUR,TANDA2,UNCHAHAR4,ANTA_CRF,AURY_LF,DULHASTI,KKNP,NLCIIST1,RIHAND1,SASAN,DADRI_RF
57,14:00-14:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,31.93,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,103.98,28.06,0,0,0,0,30.35,18.87,113.75,49.06,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

58,14:15-14:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,31.93,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,103.98,28.06,0,0,0,0,30.35,18.87,113.75,49.06,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

59,14:30-14:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,11.04,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,103.98,28.06,0,0,0,0,30.35,18.87,113.75,49.06,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

60,14:45-15:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,9.93,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,103.98,28.06,0,0,0,0,30.35,18.87,113.75,49.06,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

61,15:00-15:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,9.93,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,103.98,28.06,0,0,0,0,30.35,18.87,113.75,48.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

62,15:15-15:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,9.93,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,103.98,28.06,0,0,0,0,30.35,18.87,113.75,48.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

63,15:30-15:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,48.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

64,15:45-16:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,48.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

65,16:00-16:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,48.05,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

66,16:15-16:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.37,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,48.05,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

67,16:30-16:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.28,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,48.05,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

68,16:45-17:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.22,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,48.05,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

69,17:00-17:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,26.01,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,47.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,410.62,103.43

70,17:15-17:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,25.87,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,47.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,400.5,103.43

71,17:30-17:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,23.11,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,47.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,103.43

72,17:45-18:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,22.99,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,47.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,103.43

73,18:00-18:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,22.7,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,47.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,103.43

74,18:15-18:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,4.65,175.8,0,0,0,130.84,0,0,22.44,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,47.55,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,103.43

75,18:30-18:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,22.05,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,47.29,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,103.43

76,18:45-19:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.7,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,21.97,22.41,0,0,129.8,8.63,5.85,120.68,80.18,42.68,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,47.29,0,0,24.23,46.83,65.6,0,5.73,1.52,0,0,38.45,0,0,46.89,382.5,103.43

77,19:00-19:15,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,13.25,81.7,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,21.97,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,47.29,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,103.43

78,19:15-19:30,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,13.25,81.7,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,22.02,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,47.29,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,103.43

79,19:30-19:45,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,13.25,81.7,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,22.25,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,47.8,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,103.43

80,19:45-20:00,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,13.25,81.7,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,22.4,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,47.8,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,103.43

81,20:00-20:15,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,36.43,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,22.46,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,48.55,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

82,20:15-20:30,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,36.43,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,22.58,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,48.55,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

83,20:30-20:45,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,36.43,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,22.6,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,48.55,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

84,20:45-21:00,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,36.43,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,22.72,21.93,0,0,129.8,8.63,5.68,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,48.55,0,0,24.23,46.09,65.6,0,5.73,1.53,0,0,37.42,0,0,46.89,382.5,105.4

85,21:00-21:15,45.08,0,0,0,0,0,18.75,686.31,31.84,0,38.75,0,36.43,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,22.91,21.93,0,0,129.8,8.63,5.68,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,49.31,0,0,24.23,46.09,65.6,0,5.73,1.53,0,0,37.42,0,0,46.89,382.5,105.4

86,21:15-21:30,45.08,0,0,0,0,0,18.75,685.72,31.84,0,38.75,0,36.43,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,22.99,21.93,0,0,129.8,8.63,5.68,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,49.31,0,0,24.23,46.09,65.6,0,5.73,1.53,0,0,37.42,0,0,46.89,382.5,105.4

87,21:30-21:45,45.08,0,0,0,0,0,18.75,687.89,31.84,0,38.75,0,36.43,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,23.14,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,50.08,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

88,21:45-22:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,23.28,21.93,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,50.08,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

89,22:00-22:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,23.43,22.41,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,50.58,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

90,22:15-22:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.44,0,7.18,177.45,0,0,0,130.84,0,0,23.58,22.41,0,0,129.8,8.63,5.85,120.68,80.18,42.72,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,49.6,30.05,19.49,107.85,50.58,0,0,24.23,46.83,65.6,0,5.73,1.53,0,0,38.45,0,0,46.89,382.5,105.4

91,22:30-22:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.73,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,50.83,0,0,24.23,46.09,65.6,0,5.73,1.53,0,0,37.42,0,0,46.89,382.5,105.4

92,22:45-23:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.81,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.57,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,50.83,0,0,24.23,46.09,65.6,0,5.73,1.53,0,0,37.42,0,0,46.89,382.5,105.4

93,23:00-23:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.87,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,51.59,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,105.4

94,23:15-23:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.97,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.05,18.87,107.85,51.59,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,105.4

95,23:30-23:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.01,22.41,0,0,129.8,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.35,18.87,107.85,51.84,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,105.4

96,23:45-24:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.13,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,47.12,30.35,18.87,107.85,51.84,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,382.5,105.4

