Block,Time,KKNPPU2,KOTESHWR,RAPPC,TALA,TALST2,TANDA2,UNCHAHAR2,URI,AURY_CRF,DADRI_CRF,DULHASTI,KGSU3AND4,KHSTPP-I,RIHAND1,SIMHST1,AURY_LF,CHAMERA1,KHSTPP-II,NLCEXP,NNTPP,RIHAND2,RSTPSU1TO6,RSTPSU7,TelanganaSTPP,ANTA_CRF,ANTA_LF,DHAULIGNGA,KGSU1AND2,KUDGI,NAPP,NLCTS2EXP,NTPL,RIHAND3,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,CHAMERA3,KKNP,RAPPB,SASAN,AURY_RF,DADRT2,JHAJJAR,TANAKPUR,UNCHAHAR4,AURY_GF,DADRI_GF,BRBCL,BSIUL,CHAMERA2,KOLDAM,PARBATI3,RAMPUR,SIMHST2,URI2,ANTA_GF,ANTA_RF,FSTPP I & II,KISHANGANGA,MAPS,NJPC,NLCIIST1,NLCIIST2,SALAL,SEWA2,SINGRAULI,DADRI_LF,DADRI_RF
63,15:30-15:45,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,41.67,0,0,2.33,0,104.16,21.92,65.76

64,15:45-16:00,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,41.67,0,0,2.33,0,104.16,21.92,65.76

65,16:00-16:15,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,40.11,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

66,16:15-16:30,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,29.87,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,40.11,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

67,16:30-16:45,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,29.87,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,40.11,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

68,16:45-17:00,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,46.69,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,40.11,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

69,17:00-17:15,0,8.87,52.03,0,0,0,42.4,1.11,0,0,49.43,0,44.31,92,0,0,11.85,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,46.69,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,1.1,4,0,0,0,0,4.57,0,40.11,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

70,17:15-17:30,0,8.87,52.03,0,0,0,42.4,1.11,0,0,49.43,0,44.31,92,0,0,27.17,148.3,0,0,118.76,0,0,0,0,0,18.23,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,1.1,8,0,0,0,0,4.57,0,40.11,20.8,0,0,93.56,0,0,2.33,0,104.16,21.92,65.76

71,17:30-17:45,0,8.87,52.03,0,0,0,42.4,1.11,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,27.48,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,19.36,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,6.52,15.99,0,0,0,0,4.57,0,40.11,20.8,0,0,115.54,0,0,13.95,5.27,104.16,21.92,65.76

72,17:45-18:00,0,9.86,52.03,0,0,0,42.4,1.11,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,19.56,39.51,0,0,0,0,4.57,0,40.11,20.8,0,0,140.34,0,0,79.38,10.54,104.16,21.92,65.76

73,18:00-18:15,0,9.86,52.03,0,0,0,42.4,1.11,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,19.56,39.51,0,0,0,0,4.57,0,40.63,20.8,0,0,140.34,0,0,79.38,10.54,104.16,21.92,65.76

74,18:15-18:30,0,9.86,52.03,0,0,0,42.4,1.11,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,19.56,39.51,0,0,0,0,4.57,0,40.63,20.8,0,0,140.34,0,0,79.38,10.54,104.16,21.92,65.76

75,18:30-18:45,0,9.86,52.03,0,0,0,42.4,39.19,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,19.56,39.51,0,0,0,0,4.57,0,40.63,20.8,0,0,140.34,0,0,79.38,10.54,104.16,21.92,65.76

76,18:45-19:00,0,9.86,52.03,0,0,0,42.4,39.19,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,19.56,39.51,0,2.55,0,0,4.57,0,40.95,20.8,0,0,140.34,0,0,13.95,10.54,104.16,21.92,65.76

77,19:00-19:15,0,9.86,52.03,0,0,0,42.4,2.76,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,459.81,6.4,0,0,0,20.01,19.56,39.51,0,6.36,0,0,4.57,0,41.16,20.8,0,0,140.34,0,0,2.33,10.54,104.16,21.92,65.76

78,19:15-19:30,0,9.86,52.03,0,0,0,42.4,1.33,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,19.56,39.51,0,33.1,0,0,4.57,0,41.16,20.8,0,0,140.34,0,0,2.33,10.54,104.16,21.92,65.76

79,19:30-19:45,0,8.87,52.03,0,0,0,42.4,1.33,0,0,49.43,0,44.31,92,0,0,42.15,148.3,0,0,118.76,0,0,0,0,0,27.48,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,19.36,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,1.1,26.34,0,33.1,0,0,4.57,0,41.16,20.8,0,0,116.95,0,0,2.33,5.27,104.16,21.92,65.76

80,19:45-20:00,0,8.87,52.03,0,0,0,42.4,1.33,0,0,49.43,0,44.31,92,0,0,27.17,148.3,0,0,118.76,0,0,0,0,0,18.23,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,12,0,33.1,0,0,4.57,0,41.16,20.8,0,0,93.56,0,0,2.33,0,104.16,21.92,65.76

81,20:00-20:15,0,8.87,52.03,0,0,0,42.4,1.33,0,0,32.96,0,44.31,92,0,0,11.85,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,62.24,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,12,0,33.1,0,0,4.57,0,41.16,20.8,0,0,93.56,0,0,2.33,0,104.16,21.92,65.76

82,20:15-20:30,0,8.87,52.03,0,0,0,42.4,1.33,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,46.69,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,33.1,0,0,4.57,0,41.16,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

83,20:30-20:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,46.69,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,33.1,0,0,4.57,0,41.16,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

84,20:45-21:00,0,8.87,52.03,0,0,0,42.4,39.19,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,46.69,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,5.09,0,0,4.57,0,41.16,20.8,0,0,70.17,0,0,2.33,0,104.16,21.92,65.76

85,21:00-21:15,0,8.87,52.03,0,0,0,42.4,39.19,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,29.87,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,2.55,0,0,4.57,0,41.16,20.8,0,0,46.78,0,0,2.33,0,104.16,21.92,65.76

86,21:15-21:30,0,8.87,52.03,0,0,0,42.4,2.21,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,29.87,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,46.78,0,0,2.33,0,104.16,21.92,65.76

87,21:30-21:45,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,29.87,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,23.39,0,0,2.33,0,104.16,21.92,65.76

88,21:45-22:00,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,29.87,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,23.29,0,0,2.33,0,104.16,21.92,65.76

89,22:00-22:15,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,15.56,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,12,0,0,0,0,4.57,0,41.68,20.8,0,0,21.78,0,0,2.33,0,104.16,21.92,65.76

90,22:15-22:30,0,8.87,52.03,0,0,0,42.4,1.11,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,15.56,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,12,0,0,0,0,18.83,0,41.68,20.8,0,0,21.78,0,0,2.33,0,104.16,21.92,65.76

91,22:30-22:45,0,8.87,52.03,0,0,0,42.4,1.11,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,12,0,0,0,0,18.83,0,41.68,20.8,0,0,0,0,0,2.33,0,104.16,21.92,65.76

92,22:45-23:00,0,8.87,52.03,0,0,0,42.4,2.21,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,12,0,0,0,0,18.83,0,41.68,20.8,0,0,0,0,0,2.33,0,104.16,21.92,65.76

93,23:00-23:15,0,8.87,52.03,0,0,0,42.4,39.19,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,18.83,0,42.74,20.8,0,0,0,0,0,2.33,0,104.16,21.92,65.76

94,23:15-23:30,0,8.87,52.03,0,0,0,42.4,39.19,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,42.74,20.8,0,0,0,0,0,2.33,0,104.16,21.92,65.76

95,23:30-23:45,0,8.87,52.03,0,0,0,42.4,2.21,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,42.74,20.8,0,0,0,0,0,2.33,0,104.16,21.92,65.76

96,23:45-24:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,0,0,0,2.33,0,104.16,21.92,65.76

