Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
1,00:00-00:15,13.1076,42.14808,147.214156,1.1529,4.233847,16.442524,44.326064,2.392833,48.576,1.074768,51.564209,36.642235,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,1.634584,0,95.888555,122.432091,128.451291,37.821176,5.349991,61.586,53.138889,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.72,3.57,3.78,0.9,0.87,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

2,00:15-00:30,13.1076,42.14808,147.214156,1.1529,4.233847,16.442524,44.326064,2.392833,4.416,1.074768,51.564209,36.642235,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,1.634584,0,95.888555,122.432091,128.451291,37.821176,5.349991,61.586,53.138889,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.72,3.57,3.78,0.9,0.87,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

3,00:30-00:45,13.1076,42.14808,147.214156,1.1529,4.233847,19.907199,44.326064,2.392833,4.416,1.074768,51.564209,32.331384,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,1.362153,0,95.888555,122.432091,128.451291,37.821176,5.349991,61.586,44.318263,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.89,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

4,00:45-01:00,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,16.56,1.074768,51.564209,32.331384,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,1.326619,0,95.888555,122.432091,128.451291,37.821176,5.349991,61.586,43.02744,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.89,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

5,01:00-01:15,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,51.564209,32.331384,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,0.663309,0,95.888555,122.432091,128.451291,37.821176,3.566661,61.586,21.51372,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

6,01:15-01:30,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,51.564209,32.331384,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,3.566661,63.91,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

7,01:30-01:45,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,38.673157,32.331384,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,3.566661,83.664,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

8,01:45-02:00,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,25.782105,32.331384,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,3.566661,83.664,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

9,02:00-02:15,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.642235,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,18.274474,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,3.566661,83.664,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

10,02:15-02:30,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.642235,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,1.78333,83.664,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

11,02:30-02:45,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,49.68,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

12,02:45-03:00,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,49.68,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.87,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

13,03:00-03:15,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

14,03:15-03:30,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

15,03:30-03:45,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.98,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

16,03:45-04:00,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.98,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

17,04:00-04:15,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,56.92678,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.98,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

18,04:15-04:30,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,56.92678,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.98,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

19,04:30-04:45,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,56.92678,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.98,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

20,04:45-05:00,13.1076,42.14808,147.214156,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,56.92678,0,61.586,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,2.87,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

21,05:00-05:15,13.1076,42.14808,147.214156,0,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.642235,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,56.92678,0,48.804,0,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

22,05:15-05:30,13.1076,42.14808,147.214156,0,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.642235,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,1.78333,48.804,21.51372,64.950987,0,13.693989,24.898162,0,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,0.9,0.91,0.23,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.277245,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.140171,340.875,0,0,0,0,0.02032,0,0,0,0.015133

