Block,Time Block,JHAJJAR,FSTPP I & II,DULHASTI,MAPS,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,DHAULIGNGA,DADRT2,KUDGI,KOTESHWR,KHSTPP-II,KISHANGANGA,KHSTPP-I,KGSU3AND4,KGSU1AND2,KOLDAM,KKNP,KKNPPU2,TEHRIPSP,URI2,UNCHAHAR3,TEHRI,ANTA_CRF,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,RIHAND2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RIHAND3,RAPPC,SASAN,TALA,SINGRAULI_HYDRO,SIMHST1,SIMHST2,RSTPSU7,TANDA2,SALAL,SEWA2,SINGRAULI,TALST2,TANAKPUR,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,115.5,10.71,53.3,0,0,32.67,19.9,45.35,40.57,40.87,45.38,0,9.76,113.74,6.79,29.86,0,0,8.3,0,0,0,23.25,12.95,0,0,0,23.1,34.01,10.01,0.59,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,1.59,78.85,0,138.34,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

55,13:30-13:45,115.5,12.4,53.3,0,0,32.67,20.79,45.35,40.57,40.87,45.38,0,9.76,113.74,6.79,34.2,0,0,8.3,0,0,0,23.25,12.95,0,0,0,23.1,34.01,10.01,0.59,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,1.59,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

56,13:45-14:00,115.5,12.4,53.3,0,0,32.67,18.1,45.35,40.57,40.87,45.38,0,9.76,113.74,6.79,34.2,0,0,8.3,0,0,0,23.25,12.95,12.92,0,0,23.1,34.01,10.01,0.59,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,1.59,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

57,14:00-14:15,115.5,14.72,53.3,0,0,32.67,18.74,45.35,40.57,40.87,0,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,25.82,0,0,23.1,34.01,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

58,14:15-14:30,115.5,17.26,53.3,0,0,32.67,19.74,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,34.01,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

59,14:30-14:45,115.5,17.26,53.3,0,0,32.67,20.94,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,23.38,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

60,14:45-15:00,115.5,17.26,53.3,0,0,32.67,19.38,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,23.38,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.56,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

61,15:00-15:15,115.5,17.26,53.3,0,0,32.67,19.42,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,23.38,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.69,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

62,15:15-15:30,115.5,17.26,53.3,0,0,32.67,23.82,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,23.38,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.67,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

63,15:30-15:45,115.5,17.26,53.3,0,0,32.67,24.05,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,25.5,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.66,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

64,15:45-16:00,115.5,17.26,53.3,0,0,32.67,18.55,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,25.5,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.66,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,17.88,0,0,0,169.2,0,0,5.49,0,0,0,0,0

65,16:00-16:15,115.5,17.26,53.3,0,0,32.67,17.22,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,25.5,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,31.04,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,31.48,0,0,0,169.2,0,0,5.49,0,0,0,0,0

66,16:15-16:30,115.5,17.26,53.3,0,0,32.67,18.89,45.35,40.57,40.87,45.38,0,9.76,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,25.5,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,31.04,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,31.48,0,0,0,169.2,0,0,5.49,0,0,0,0,0

67,16:30-16:45,115.5,17.26,53.3,0,0,32.67,19.12,45.35,40.57,40.87,45.38,0,19.53,142.74,6.79,43.82,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,27.63,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,28.24,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,31.48,0,0,0,169.2,0,0,5.49,0,0,0,0,0

68,16:45-17:00,115.5,17.26,53.3,0,0,32.67,19.24,45.35,40.57,40.87,45.38,0,19.53,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,12.95,51.65,0,0,23.1,27.63,10.01,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,28.12,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,31.48,0,0,0,169.2,0,0,5.49,0,0,0,0,0

69,17:00-17:15,115.5,17.26,53.3,0,0,32.67,21.43,45.35,40.57,40.87,45.38,0,19.53,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,15.78,51.65,0,0,28.93,27.63,11.82,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.42,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

70,17:15-17:30,115.5,17.26,53.3,0,0,32.67,24.05,45.35,40.57,40.87,45.38,0,19.53,142.74,6.79,37.77,0,0,8.3,0,0,0,23.25,15.78,51.65,0,0,28.93,27.63,11.87,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,30.28,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

71,17:30-17:45,115.5,17.26,53.3,0,0,32.67,24.05,45.35,40.57,40.87,45.38,0,19.53,142.74,6.79,37.77,0,0,8.3,0,0,0,21,15.78,51.65,0,0,28.93,27.63,11.87,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,27.39,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,37.2,0,0,0,169.2,0,0,5.49,0,0,0,0,0

72,17:45-18:00,116.56,17.26,53.3,0,0,32.67,24.05,45.35,40.57,40.87,47.31,0,19.53,142.74,6.79,37.77,0,0,8.3,0,0,0,21,15.78,51.65,0,0,28.93,27.63,11.87,1.46,0,0,0,0,0,0,0,0,0,0,0,0,119.19,93.34,0,0,23.28,124.55,62.97,259.88,27.19,1.02,0,0,0,2.51,78.85,0,139.45,0,11.46,23.32,0,0,37.2,0,0,0,169.2,0,0,5.49,0,0,0,0,0

73,18:00-18:15,124.33,17.26,53.3,0,0,32.67,23.05,45.35,40.57,40.87,50.49,0,29.29,142.74,6.79,37.77,0,0,8.3,0,0,0,21,14.66,51.65,0,0,23.82,50.4,11.87,2.18,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.06,1.02,0,0,0,5.34,78.85,0,143.5,0,11.46,23.32,0,0,30.05,0,0,0,169.2,0,0,5.49,0,0,0,0,0

74,18:15-18:30,124.33,17.26,53.3,0,0,32.67,20.88,45.35,40.57,40.87,50.49,0,29.29,142.74,6.79,37.77,0,0,8.3,0,0,0,21,14.66,51.65,0,0,23.82,50.4,11.87,2.22,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.91,1.02,0,0,0,5.34,78.85,0,143.5,0,11.46,23.32,0,0,30.05,0,0,0,169.2,0,0,5.49,0,0,0,0,0

75,18:30-18:45,124.33,17.26,53.3,0,0,32.67,21.65,45.35,40.57,40.87,94.74,0,29.29,142.74,6.79,37.77,0,0,8.3,0,0,70.06,18.01,14.66,52.54,0,0,23.82,50.4,11.87,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.74,1.02,0,0,0,5.34,78.85,0,143.5,0,11.46,23.32,0,0,30.05,0,0,0,169.2,0,0,5.49,0,0,0,0,0

76,18:45-19:00,124.33,20.02,53.3,0,0,32.67,18.23,45.35,40.57,40.87,94.74,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,18.01,14.66,52.54,0,0,23.82,50.4,13.54,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.51,1.02,0,0,0,5.34,78.85,5.89,143.5,0,11.46,23.32,0,0,30.05,0,0,0,169.2,0,0,5.49,0,0,0,0,0

77,19:00-19:15,127.12,20.02,53.3,0,0,32.67,18.61,45.35,40.57,40.87,171.74,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,18.01,23.15,52.54,0,0,37.69,38.26,18.07,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.4,1.02,0,0,0,5.34,78.85,11.76,143.5,0,11.46,23.32,0,0,30.05,0,0,0,169.2,0,0,5.49,0,0,0,0,0

78,19:15-19:30,127.12,20.02,55.51,0,0,34.35,21.87,47.73,40.68,42.91,248.74,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,18.01,23.15,52.54,0,0,37.69,38.26,18.07,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.31,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

79,19:30-19:45,166.58,20.02,55.51,0,0,34.35,23.34,47.73,40.68,42.91,340.18,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,18.01,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.26,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

80,19:45-20:00,195.45,20.02,55.51,0,0,34.35,23.93,47.73,40.68,42.91,424.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,18.01,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.29,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

81,20:00-20:15,224.33,20.02,55.51,0,0,34.35,22.64,47.73,40.68,42.91,472.91,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,18.01,26.65,52.54,0,0,43.31,34.01,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.35,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

82,20:15-20:30,224.33,20.02,55.51,0,0,34.35,22.17,47.73,40.68,42.91,524.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,18.01,26.65,52.54,0,0,43.31,34.01,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.46,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

83,20:30-20:45,224.33,20.02,55.51,0,0,34.35,21.51,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,21,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.57,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

84,20:45-21:00,224.33,20.02,55.51,0,0,34.35,24.05,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,21,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,26.81,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

85,21:00-21:15,224.33,20.02,55.51,0,0,34.35,19.89,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,24,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.03,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

86,21:15-21:30,224.33,20.02,53.3,0,0,32.67,22.45,45.35,40.57,40.87,528.78,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,24,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.22,1.02,0,0,0,5.34,78.85,17.65,132.29,0,11.46,23.32,0,0,20.04,0,0,0,169.2,0,0,5.49,0,0,0,0,0

87,21:30-21:45,224.33,20.02,53.3,0,0,32.67,20.84,45.35,40.57,40.87,528.78,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,24,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.39,1.02,0,0,0,5.34,78.85,17.65,132.29,0,11.46,23.32,0,0,20.04,0,0,0,169.2,0,0,5.49,0,0,0,0,0

88,21:45-22:00,224.33,20.02,55.51,0,0,34.35,21.59,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,24,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.57,1.02,0,0,0,5.34,78.85,18.76,132.29,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

89,22:00-22:15,224.33,20.02,55.51,0,0,34.35,19.45,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,24,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.76,1.02,0,0,0,5.34,78.85,18.76,132.29,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

90,22:15-22:30,224.33,20.02,55.51,0,0,34.35,19.88,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,24,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.86,1.02,0,0,0,5.34,78.85,18.76,132.29,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

91,22:30-22:45,224.33,20.02,55.51,0,0,34.35,19.85,47.73,40.68,42.91,528.78,0,42.97,142.74,6.91,43.82,0,0,8.3,0,0,70.06,26.26,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.9,1.02,0,0,0,5.34,78.85,18.76,143.5,0,11.46,23.32,0,0,37.2,0,0,0,170.79,0,0,5.62,0,0,0,0,0

92,22:45-23:00,224.33,20.02,53.3,0,0,32.67,21.17,45.35,40.57,40.87,528.78,0,39.27,142.74,6.79,43.82,0,0,8.3,0,0,70.06,26.26,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.93,1.02,0,0,0,5.34,78.85,17.65,143.5,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

93,23:00-23:15,224.33,20.02,53.3,0,0,32.67,20.19,45.35,40.57,40.87,528.78,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,26.26,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.96,1.02,0,0,0,5.34,78.85,17.65,143.5,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

94,23:15-23:30,224.33,20.02,53.3,0,0,32.67,17.82,45.35,40.57,40.87,528.78,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,26.26,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.98,1.02,0,0,0,5.34,78.85,17.65,143.5,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

95,23:30-23:45,224.33,20.02,53.3,0,0,32.67,15.13,45.35,40.57,40.87,528.78,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,70.06,26.26,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,27.98,1.02,0,0,0,5.34,78.85,17.65,143.5,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

96,23:45-24:00,224.33,20.02,53.3,0,0,32.67,16.47,45.35,40.57,40.87,528.78,0,39.05,142.74,6.79,43.82,0,0,8.3,0,0,0,26.26,26.65,52.54,0,0,43.31,38.26,20.84,3.1,0,0,0,0,0,0,0,0,0,0,0,0,120.57,94.63,0,0,23.28,125.93,62.97,259.88,28.05,1.02,0,0,0,5.34,78.85,17.65,143.5,0,11.46,23.32,0,0,34.34,0,0,0,169.2,0,0,5.49,0,0,0,0,0

