Block,Time Block,KISHANGANGA,KHSTPP-II,KKNP,NLCIIST2,NLCIIST1,NLCTS2EXP,NNTPP,KHSTPP-I,NJPC,NAPP,NLCEXP,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,RIHAND1,RIHAND2,RIHAND3,RAPPB,RAPPC,KGSU1AND2,KGSU3AND4,MAPS,SIMHST2,SINGRAULI,SIMHST1,TALST2,SINGRAULI_HYDRO,TALA,UNCHAHAR2,URI,TEHRI,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,BRBCL,BSIUL,KUDGI,KKNPPU2,KOLDAM,KOTESHWR,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,JHAJJAR,DULHASTI,FSTPP I & II,DHAULIGNGA,PARBATI3,RAMPUR,NTPL,CHAMERA2,DADRT2,CHAMERA1,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,0.64,0,0,0,15.45,0,5.84,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

63,15:30-15:45,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,1.07,0,0,0,15.45,0,4.41,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,0,426.28,0,0,0,0,0,0,0

64,15:45-16:00,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,1.07,0,0,0,15.45,0,4.41,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,0,455.2,0,0,0,0,0,0,0

65,16:00-16:15,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,1.07,15.79,0,0,15.45,0,4.41,22.84,11.12,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,0,474.48,0,0,0,0,0,0,0

66,16:15-16:30,0,70.79,0,0,0,0,0,40.39,20.08,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,1.07,15.79,0,0,15.45,0,4.41,22.84,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,0,522.69,0,0,0,0,0,0,0

67,16:30-16:45,0,70.79,0,0,0,0,0,40.39,36.52,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,1.07,29.76,0,0,15.45,0,4.41,22.84,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,295.44,15.89,17.86,0,0,0,0,0,522.69,0,0,0,0,0,0,0

68,16:45-17:00,0,70.79,0,0,0,0,0,40.39,59.35,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,1.07,29.76,0,0,15.45,0,4.41,22.84,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,353.28,15.89,20.05,0,0,0,0,0,580.17,0,0,0,0,0,0,0

69,17:00-17:15,0,70.79,0,0,0,0,0,40.39,82.17,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,0.64,44.65,0,0,17.51,0,4.41,22.84,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,404.38,15.89,20.05,8.8,0,0,0,0,580.17,0,0,0,0,0,0,0

70,17:15-17:30,0,70.79,0,0,0,0,0,40.39,111.39,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.07,0.64,44.65,0,0,19.64,0,4.41,25.44,4.32,0,19.28,1.06,0,0,0,8.55,403.74,0,0,2.25,0,362.56,15.89,20.05,17.61,0,0,0,3.21,611.98,11.85,9.33,0,0,0,0,0

71,17:30-17:45,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.07,0.64,60.01,0,0,19.64,0,4.41,25.44,4.32,0,19.28,3.18,0,0,0,8.55,403.74,0,0,2.25,5.08,424.74,31.78,20.05,26.42,0,0,0,7.71,658.29,27.09,18.66,0,0,0,0,0

72,17:45-18:00,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.07,0.64,60.01,0,0,19.64,0,4.41,25.44,11.12,0,19.28,12.57,0,0,0,9.51,403.74,0,0,2.25,10.16,424.74,47.66,20.05,35.24,0,0,0,38.09,658.29,40.64,28.02,0,0,0,0,0

73,18:00-18:15,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.43,0.64,60.01,0,0,19.82,0,4.41,25.44,6.17,0,19.28,12.57,0,0,0,9.51,403.74,0,0,13.45,10.16,424.74,47.66,20.05,35.24,0,0,0,38.09,658.29,40.64,28.02,0,0,0,0,0

74,18:15-18:30,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.43,0.64,60.01,0,0,19.82,0,4.41,25.44,6.17,0,19.28,12.57,0,0,0,9.51,403.74,0,0,67.22,10.16,424.74,47.66,20.05,35.24,0,0,0,38.09,658.29,40.64,28.02,0,0,0,0,0

75,18:30-18:45,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.43,0.64,60.01,0,0,19.82,0,4.41,25.44,6.17,0,19.28,12.57,0,0,0,9.51,403.74,0,0,67.22,10.16,424.74,47.66,20.05,35.24,0,0,0,38.09,654.09,40.64,28.02,0,0,0,0,0

76,18:45-19:00,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.43,0.64,60.01,0,0,19.82,0,4.41,25.44,6.17,0,19.28,12.57,0,0,0,9.51,403.74,0,0,67.22,10.16,424.74,47.66,20.05,35.24,2.46,0,0,38.09,580,40.64,28.02,0,0,0,0,0

77,19:00-19:15,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,34.06,60.01,0,0,15.45,0,6.48,22.84,6.17,0,19.28,12.57,0,0,0,9.51,403.74,0,0,67.22,10.16,500.46,47.66,20.05,35.24,6.13,0,0,38.09,580.02,40.64,28.02,0,0,0,0,0

78,19:15-19:30,0,70.79,0,0,0,0,0,40.39,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,34.06,60.01,0,0,15.45,0,6.48,19.33,6.17,0,19.28,12.57,0,0,0,9.51,403.74,0,0,13.45,10.16,338.82,47.66,20.05,35.24,31.91,0,0,38.09,580.02,27.08,28.02,0,0,0,0,0

79,19:30-19:45,0,70.79,0,0,0,0,0,40.39,112.75,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,4.25,60.01,0,0,15.45,0,6.48,22.84,6.17,0,19.28,1.06,0,0,0,8.55,403.74,0,0,2.25,5.08,299.3,31.78,20.05,26.42,31.91,0,0,2.57,580.02,11.96,9.81,0,0,0,0,0

80,19:45-20:00,0,70.79,0,0,0,0,0,40.39,112.75,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,18.13,1.28,60.01,0,0,15.45,0,6.48,22.84,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,270.37,15.89,20.05,17.61,31.91,0,0,0,580.02,0,0,0,0,0,0,0

81,20:00-20:15,0,70.79,0,0,0,0,0,40.39,90.2,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.43,1.28,60.01,0,0,16.82,0,6.48,23.97,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,257.84,15.89,20.05,8.8,31.91,0,0,0,522.54,0,0,0,0,0,0,0

82,20:15-20:30,0,70.79,0,0,0,0,0,40.39,67.65,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,20.43,1.28,44.65,0,0,16.82,0,6.48,23.97,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,253.98,15.89,20.05,8.8,31.91,0,0,0,498.44,0,0,0,0,0,0,0

83,20:30-20:45,0,70.79,0,0,0,0,0,40.39,67.65,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,1.28,44.65,0,0,14.96,0,6.48,18.68,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,243.38,15.89,20.05,8.8,31.91,0,0,0,474.34,0,0,0,0,0,0,0

84,20:45-21:00,0,70.79,0,0,0,0,0,40.39,45.1,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,1.28,44.65,0,0,14.96,0,6.48,18.68,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,4.91,0,0,0,474.34,0,0,0,0,0,0,0

85,21:00-21:15,0,70.79,0,0,0,0,0,40.39,45.1,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,33.96,0,0,14.96,0,4.41,18.68,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,2.46,0,0,0,474.34,0,0,0,0,0,0,0

86,21:15-21:30,0,70.79,0,0,0,0,0,40.39,21.91,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,29.76,0,0,14.96,0,4.41,18.68,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

87,21:30-21:45,0,77.85,0,0,0,0,0,40.39,20.08,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,29.76,0,0,14.96,0,4.41,18.68,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

88,21:45-22:00,0,88.52,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,14.89,0,0,14.96,0,4.41,18.68,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

89,22:00-22:15,0,95.32,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,14.89,0,0,14.96,0,4.41,18.68,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,244.34,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

90,22:15-22:30,0,95.32,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,14.89,0,0,14.96,0,4.41,18.68,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

91,22:30-22:45,0,95.32,0,0,0,0,0,42.72,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,0,0,0,14.96,0,4.41,18.68,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

92,22:45-23:00,0,95.32,0,0,0,0,0,42.72,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,11.17,0,0,0,14.96,0,4.41,18.68,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,20.05,8.8,0,0,0,0,474.34,0,0,0,0,0,0,0

93,23:00-23:15,0,79.62,0,0,0,0,0,36.63,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,4.25,0,0,0,14.96,0,4.41,18.68,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,0,474.34,0,0,0,0,0,0,0

94,23:15-23:30,0,84.44,0,0,0,0,0,36.63,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,4.25,0,0,0,14.96,0,4.41,18.68,4.95,0,19.08,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,0,474.34,0,0,0,0,0,0,0

95,23:30-23:45,0,79.62,0,0,0,0,0,36.63,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,4.25,0,0,0,14.96,0,4.41,18.68,4.95,0,16.5,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,0,474.34,0,0,0,0,0,0,0

96,23:45-24:00,0,72.87,0,0,0,0,0,36.63,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,5.32,0,0,0,14.96,0,4.41,18.68,4.95,0,17.18,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,0,474.34,0,0,0,0,0,0,0

