Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,RAMPUR,RIHAND1,RAPPD,RAPPC,SALAL,RIHAND2,RAPPB,RIHAND3,SEWA2,SIMHST1,RSTPSU1TO6,RSTPSU7,SASAN,TALA,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,DADRT2,CHAMERA3,CHAMERA2,PARBATI3,PARBATI2,NTPL,CHAMERA1,BSIUL,BRBCL,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NAPP,NNTPP,MAPS,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KUDGI,KISHANGANGA,KGSU1AND2,KGSU3AND4,JHAJJAR,KHSTPP-I,AURY_CRF,DADRI_CRF,DADRI_RF,ANTA_RF,AURY_RF,DADRI_LF,ANTA_LF,AURY_GF,AURY_LF,DADRI_GF,ANTA_GF,KHSTPP-II,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,URI2,UNCHAHAR3,TANDA2,TALST2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,22.88,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,4.26,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

54,13:15-13:30,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,20.86,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,10.66,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

55,13:30-13:45,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,106.71,143.31,21.83,45.48,47.37,24.8,0,40.69,18.88,21,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,50.54,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

56,13:45-14:00,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,106.71,143.31,21.83,45.48,47.37,24.8,0,40.69,18.88,20.92,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,50.54,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

57,14:00-14:15,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,108.33,143.31,21.83,45.48,47.37,24.8,0,40.69,18.88,21.13,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,36.23,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

58,14:15-14:30,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,108.33,143.31,21.83,45.48,47.37,24.8,0,40.69,18.88,22.58,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,36.23,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

59,14:30-14:45,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,108.33,211.84,21.83,45.48,47.37,24.8,0,40.69,18.88,21.44,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,36.23,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

60,14:45-15:00,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,108.33,264.94,21.83,45.48,47.37,24.8,0,40.69,18.88,22.91,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,36.23,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

61,15:00-15:15,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,108.33,289.07,21.83,45.48,47.37,24.8,0,40.69,18.88,23.63,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,36.23,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,3.72,0,0,0,0,0

62,15:15-15:30,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,25.77,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,23.73,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,36.23,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,3.72,0,0,0,0,0

63,15:30-15:45,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.72,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,21.31,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,3.72,0,0,0,0,0

64,15:45-16:00,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.72,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0.62,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,21.31,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

65,16:00-16:15,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.45,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,24,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,2.25,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,21.31,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

66,16:15-16:30,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.51,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,21.4,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,2.25,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,21.31,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

67,16:30-16:45,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.61,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,20.41,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,17.06,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

68,16:45-17:00,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.73,0,0,108.33,313.2,21.83,45.48,47.37,24.8,0,40.69,18.88,20.49,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,17.06,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

69,17:00-17:15,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.28,0,0,108.33,314.02,21.83,45.48,47.37,24.8,0,40.69,18.88,24.03,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,250.68,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,37.47,17.06,0,16.93,1.94,0,185.89,32.36,23.22,4.88,0,11.5,0,0,0,0,0

70,17:15-17:30,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.03,0,0,108.33,314.02,21.83,45.48,47.37,24.8,0,40.69,18.88,21.79,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,250.68,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,37.47,17.06,0,16.93,1.94,0,185.89,32.36,23.22,4.88,0,11.5,0,0,0,0,0

71,17:30-17:45,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,21.79,0,0,108.33,317.27,21.83,45.48,50.23,24.8,0,40.69,18.88,21.85,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,308.6,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,37.47,17.06,0,16.93,1.94,0,185.89,32.36,23.22,4.88,0,11.5,0,0,0,0,0

72,17:45-18:00,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,21.6,0,0,108.33,390.51,21.83,45.48,50.23,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,377.13,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,37.04,17.06,0,16.93,1.67,0,185.89,32.36,23.22,4.88,0,11.5,0,0,0,0,0

73,18:00-18:15,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,21.43,0,0,108.33,369.4,21.83,45.48,50.23,24.8,0,40.69,18.88,23.86,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,458.33,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,12.79,0,18.65,1.73,0,185.89,32.36,25.61,4.88,0,11.5,0,0,0,0,0

74,18:15-18:30,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,21.22,0,0,108.33,452.88,21.83,45.48,50.23,24.8,0,40.69,18.88,20.8,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,458.33,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,12.79,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

75,18:30-18:45,40.99,36.99,14.76,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,21,0,0,108.33,479.49,21.83,45.48,50.23,24.8,0,40.69,18.88,23.27,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,427.96,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

76,18:45-19:00,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,20.85,0,0,108.33,479.49,22.97,47.88,55.97,26.9,0,40.88,19.75,21.58,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.34,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

77,19:00-19:15,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,20.88,0,0,108.33,533.69,22.97,47.88,55.97,26.9,0,40.88,19.75,21.47,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

78,19:15-19:30,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,20.99,0,0,108.33,616.8,22.97,47.88,55.97,26.9,0,40.88,19.75,23.87,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

79,19:30-19:45,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,21.04,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,23.01,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,25.65,9.67,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,50.54,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

80,19:45-20:00,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,21.15,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,24.12,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,25.65,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,50.54,0,18.89,1.73,0,185.89,32.36,26.43,4.88,0,11.5,0,0,0,0,0

81,20:00-20:15,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,21.23,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,24.12,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,18.89,1.73,0,185.89,32.36,26.43,4.9,0,11.5,0,0,0,0,0

82,20:15-20:30,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,21.34,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,24.12,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,18.89,1.73,0,185.89,32.36,26.43,4.9,0,11.5,0,0,0,0,0

83,20:30-20:45,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,21.43,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,24.12,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,19.46,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

84,20:45-21:00,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,21.6,0,0,108.33,665.1,21.83,45.48,47.37,25.14,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,19.46,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

85,21:00-21:15,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.14,0,0,108.33,665.1,21.83,45.48,47.37,25.14,0,40.69,18.88,23.37,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,19.07,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

86,21:15-21:30,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.32,0,0,108.33,665.1,21.83,45.48,47.37,25.14,0,40.69,18.88,23.17,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,50.54,0,19.07,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

87,21:30-21:45,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,22.48,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,21.25,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,50.54,0,19.07,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

88,21:45-22:00,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,22.65,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,23.62,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,20.14,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.07,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

89,22:00-22:15,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,22.77,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,21.08,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,18.11,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.33,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

90,22:15-22:30,43.26,37.12,13.42,5.65,45.65,38.76,63.16,76.84,120.92,0,126.3,18.81,0,0,0,401.81,22.88,0,0,108.33,665.1,22.97,47.88,55.97,26.9,0,40.88,19.75,21.84,0,0,0,171.29,0,23.27,0,0,43.52,0,0,8.33,0,6.93,0,0,458.38,43.95,0,0,26.14,11.58,18.11,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.33,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

91,22:30-22:45,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.92,0,0,108.33,665.1,21.83,45.48,47.37,24.8,0,40.69,18.88,18.72,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,439.28,43.95,0,0,0.7,1.14,2.35,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.78,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

92,22:45-23:00,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.96,0,0,108.33,665.1,21.83,45.48,47.37,24.8,0,40.69,18.88,21.08,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,439.28,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.78,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

93,23:00-23:15,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,23.02,0,0,108.33,665.1,21.83,45.48,47.37,24.8,0,40.69,18.88,22.16,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,439.28,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,19.78,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

94,23:15-23:30,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,23.06,0,0,108.33,665.1,21.83,45.48,47.37,24.8,0,40.69,18.88,18.95,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,439.28,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,10.66,0,19.78,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

95,23:30-23:45,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,23.08,0,0,108.33,665.1,21.83,45.48,47.37,24.8,0,40.69,18.88,19.89,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,439.28,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.78,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

96,23:45-24:00,40.99,36.99,13.42,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,23.13,0,0,108.33,665.1,21.83,45.48,47.37,24.8,0,40.69,18.88,18.79,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,6.73,0,0,439.28,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.82,17.06,0,19.78,1.73,0,185.89,32.36,26.43,4.89,0,11.5,0,0,0,0,0

