Time,Block,NER/2024/2023/A/7496,NR/2024/18388/A/7251,WR/2024/21740/A/7554,WR/2024/21710/A/7550,NR/2024/18691/A/7551,WR/2024/21675/A/7500,NR/2024/18747/C,Total
,,APPCPL,ITCLH,MANIKARAN,MANIKARAN,MANIKARAN,APPCPL,NVVNL,Total

,,DELHI,ANDHRA PRADESH,DELHI,DELHI,DELHI,DELHI,NA,
,,BRPL,ITCWIND,BYPL,BRPL,BRPL,BRPL,SOLAPUR_SOLAR,
,,MANIPUR,DELHI,MAHARASHTRA,GOA,HIMACHAL PRADESH,GOA,DELHI,
,,Manipur_Ben,ITCLH,AEML,GOA_Beneficiary,HP,GOA_Beneficiary,MES (Delhi),
,,North-East-North East,South-West-North,North-West,North-West,North-North,North-West,West-North,
1,00:00-00:15,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

2,00:15-00:30,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

3,00:30-00:45,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

4,00:45-01:00,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

5,01:00-01:15,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

6,01:15-01:30,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

7,01:30-01:45,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

8,01:45-02:00,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

9,02:00-02:15,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

10,02:15-02:30,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

11,02:30-02:45,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

12,02:45-03:00,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

13,03:00-03:15,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

14,03:15-03:30,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

15,03:30-03:45,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

16,03:45-04:00,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

17,04:00-04:15,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

18,04:15-04:30,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

19,04:30-04:45,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

20,04:45-05:00,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

21,05:00-05:15,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

22,05:15-05:30,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

23,05:30-05:45,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

24,05:45-06:00,25.000000,0.390000,50.000000,0.000000,0.000000,0.000000,0,75.39

25,06:00-06:15,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,0,267.43

26,06:15-06:30,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,0,267.43

27,06:30-06:45,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,0,267.43

28,06:45-07:00,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,0.13,267.56

29,07:00-07:15,25.000000,0.580000,50.000000,0.000000,191.900000,0.000000,0.51,267.99

30,07:15-07:30,25.000000,0.580000,50.000000,0.000000,191.900000,0.000000,0.9,268.38

31,07:30-07:45,25.000000,0.580000,50.000000,0.000000,191.900000,0.000000,1.4,268.88

32,07:45:08:00,25.000000,0.580000,50.000000,0.000000,191.900000,0.000000,1.98,269.46

33,08:00-08:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,2.63,270.5

34,08:15-08:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,3.3,271.17

35,08:30-08:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,3.95,271.82

36,08:45:09:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,4.62,272.49

37,09:00:09:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,5.23,273.1

38,09:15-09:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,5.82,273.69

39,09:30-09:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,6.4,274.27

40,09:45-10:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,6.87,274.74

41,10:00-10:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,7.1,274.97

42,10:15-10:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,7.39,275.26

43,10:30-10:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,7.48,275.35

44,10:45-11:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,7.63,275.5

45,11:00-11:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,7.82,275.69

46,11:15-11:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.16,276.03

47,11:30-11:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.35,276.22

48,11:45-12:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.4,276.27

49,12:00-12:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.45,276.32

50,12:15-12:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.49,276.36

51,12:30-12:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.5,276.37

52,12:45-13:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.6,276.47

53,13:00-13:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.59,276.46

54,13:15-13:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.64,276.51

55,13:30-13:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.69,276.56

56,13:45-14:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.59,276.46

57,14:00-14:15,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.4,276.27

58,14:15-14:30,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,8.16,276.03

59,14:30-14:45,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,7.34,275.21

60,14:45-15:00,25.000000,0.970000,50.000000,0.000000,191.900000,0.000000,6.08,273.95

61,15:00-15:15,25.000000,0.770000,50.000000,0.000000,191.900000,0.000000,5.7,273.37

62,15:15-15:30,25.000000,0.770000,50.000000,0.000000,191.900000,0.000000,5.21,272.88

63,15:30-15:45,25.000000,0.770000,50.000000,0.000000,191.900000,0.000000,4.83,272.5

64,15:45-16:00,25.000000,0.770000,50.000000,0.000000,191.900000,0.000000,4.15,271.82

65,16:00-16:15,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,3.86,271.29

66,16:15-16:30,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,2.95,270.38

67,16:30-16:45,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,2.59,270.02

68,16:45-17:00,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,2.49,269.92

69,17:00-17:15,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,1.97,269.4

70,17:15-17:30,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,1.97,269.4

71,17:30-17:45,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,1.33,268.76

72,17:45-18:00,25.000000,0.530000,50.000000,0.000000,191.900000,0.000000,0.81,268.24

73,18:00-18:15,25.000000,0.530000,50.000000,25.000000,30.600000,57.760000,0.38,189.27

74,18:15-18:30,25.000000,0.530000,50.000000,25.000000,30.600000,57.760000,0.12,189.01

75,18:30-18:45,25.000000,0.530000,50.000000,25.000000,30.600000,57.760000,0,188.89

76,18:45-19:00,25.000000,0.530000,50.000000,25.000000,30.600000,57.760000,0,188.89

77,19:00-19:15,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

78,19:15-19:30,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

79,19:30-19:45,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

80,19:45-20:00,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

81,20:00-20:15,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

82,20:15-20:30,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

83,20:30-20:45,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

84,20:45-21:00,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

85,21:00-21:15,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

86,21:15-21:30,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

87,21:30-21:45,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

88,21:45-22:00,25.000000,0.630000,50.000000,25.000000,30.600000,57.760000,0,188.99

89,22:00-22:15,25.000000,0.530000,50.000000,0.000000,0.000000,57.760000,0,133.29

90,22:15-22:30,25.000000,0.530000,50.000000,0.000000,0.000000,57.760000,0,133.29

91,22:30-22:45,25.000000,0.530000,50.000000,0.000000,0.000000,57.760000,0,133.29

92,22:45-23:00,25.000000,0.530000,50.000000,0.000000,0.000000,57.760000,0,133.29

93,23:00-23:15,25.000000,0.480000,50.000000,0.000000,0.000000,0.000000,0,75.48

94,23:15-23:30,25.000000,0.480000,50.000000,0.000000,0.000000,0.000000,0,75.48

95,23:30-23:45,25.000000,0.480000,50.000000,0.000000,0.000000,0.000000,0,75.48

96,23:45-24:00,25.000000,0.480000,50.000000,0.000000,0.000000,0.000000,0,75.48

