Block,Time,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/23032024/30032024/HP-64,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/23032024/30032024/HP-60,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01032024/31032024/NVVN/OA/16997,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/01032024/31032024/SJVN010324NR1589,NR/26072023/31072042/L_NR_2023_07,NR/01012024/31032024/ ChanjuII,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/23032024/30032024/HP-57,NR/01102023/05012040/L_NR_2020_02,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05
63,15:30-15:45,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,11.250000,2.230000,0.000000,11.540000,96.550000,32.38,100.0374,48.280000,70,34.8,35,57.67,23,32.38,24.33,32.39,73,0,144,0.000000,48.28,0,57.67,0,75.14,84.810000,24.34,61,39.98,0.000000,1.850000,48.28,0,2.640000,14.48,53.100000,199.91,52.280000,11.250000,14.05,57.910000

64,15:45-16:00,25.530000,23.170000,0.000000,25.530000,134.010000,0.000000,10.210000,2.230000,0.000000,10.460000,96.550000,32.38,89.950904,48.280000,63,31.7,32,59.33,23.66,32.38,25.67,32.39,77,0,130,0.000000,48.28,0,59.33,0,69.69,84.810000,25.66,55,37.74,0.000000,1.850000,48.28,0,2.640000,14.48,53.100000,188.68,52.280000,10.210000,14.25,57.910000

65,16:00-16:15,25.530000,23.170000,0.000000,25.530000,134.010000,0.000000,9.230000,2.230000,0.000000,9.450000,96.550000,32.38,79.601536,48.280000,53,28.9,27,60.67,24.34,32.38,26.5,32.39,79.5,0,112,0.000000,48.28,0,60.67,0,59.83,102.530000,26.5,48,30.06,0.000000,1.900000,48.28,0,2.640000,14.48,53.100000,150.3,52.280000,9.230000,14.45,57.910000

66,16:15-16:30,25.530000,24.140000,0.000000,25.530000,134.010000,0.000000,8.400000,2.230000,0.000000,8.610000,96.550000,32.38,69.6124,48.280000,47,25.5,23,62,25,32.38,26.83,32.39,80.5,0,98,0.000000,48.28,0,62,0,54.02,102.530000,26.84,42,26.73,0.000000,1.900000,48.28,0,2.640000,14.48,53.100000,133.63,52.280000,8.400000,14.45,57.910000

67,16:30-16:45,25.530000,25.100000,0.000000,25.530000,134.010000,0.000000,7.000000,2.000000,0.000000,7.180000,96.550000,32.38,59.19488,48.280000,40,21.8,20,61.67,25.66,32.38,27,32.39,81,0,84,0.000000,48.28,0,61.67,0,47.74,126.660000,27,36,24.23,0.000000,1.900000,48.28,0,2.800000,14.48,53.100000,121.13,76.420000,7.000000,14.53,57.910000

68,16:45-17:00,25.530000,26.070000,0.000000,25.530000,134.010000,0.000000,5.910000,2.000000,0.000000,6.060000,96.550000,32.38,48.076368,48.280000,33,19,17,62.33,26,32.38,27,32.39,81,0,70,0.000000,48.28,0,62.33,0,41.07,130.630000,27,30,21.06,0.000000,1.900000,48.28,0,2.800000,14.48,53.100000,105.32,76.550000,5.910000,14.69,57.910000

69,17:00-17:15,25.530000,26.070000,0.000000,25.530000,134.010000,0.000000,4.640000,2.080000,0.000000,4.760000,96.550000,23.38,36.227656,48.280000,25,15.5,12,62.67,26,26.01,27,33,81,0,56,0.000000,48.28,0,62.67,0,34.28,130.630000,27,24,17.94,0.000000,1.900000,48.28,0,2.330000,0,53.100000,89.69,76.550000,4.640000,14.96,57.910000

70,17:15-17:30,25.530000,26.070000,0.000000,25.530000,134.010000,0.000000,3.420000,2.080000,0.000000,3.500000,96.550000,15.49,24.97284,48.280000,16,12,8,61.67,26,16.83,26.67,22,80,0,46,0.000000,48.28,0,61.67,0,27.44,130.630000,26.66,19,14.81,0.000000,1.900000,48.28,0,2.330000,0,53.100000,74.07,76.550000,3.420000,15.28,57.910000

71,17:30-17:45,25.530000,27.030000,0.000000,25.530000,134.010000,0.000000,2.460000,2.080000,0.000000,2.520000,96.550000,8.54,15.266048,48.280000,10,9,5,68.33,25.66,9.41,26,7,78,0,28,0.000000,48.28,0,68.33,0,20.4,217.410000,26,12,11.69,0.000000,1.900000,48.28,0,2.330000,0,53.100000,58.45,76.550000,2.460000,21.9,57.910000

72,17:45-18:00,25.530000,27.030000,0.000000,25.530000,134.010000,0.000000,1.590000,2.080000,0.000000,1.640000,96.550000,3.42,8.207448,48.280000,9,6,4,68.33,25,3.84,25.67,1,77,0,18,0.000000,48.28,0,68.33,0,13.91,217.410000,25.66,7,8.56,0.000000,1.900000,48.28,0,2.330000,0,53.100000,42.83,76.550000,1.590000,21.2,57.910000

73,18:00-18:15,25.530000,28.000000,0.000000,25.530000,134.010000,0.000000,0.900000,2.080000,0.000000,0.930000,96.550000,0,4.157272,48.280000,3,4,1,68.85,24,0,24.5,0,73.5,0,7,0.000000,96.55,0,68.85,0,8.42,234.910000,24.5,3,6.55,0.000000,1.950000,48.28,0,2.480000,0,77.460000,32.75,76.550000,0.900000,22.21,57.910000

74,18:15-18:30,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.400000,2.080000,0.000000,0.410000,96.550000,0,1.596704,48.280000,0,3,0,68.3,23.34,0,23.83,0,71.5,0,1,0.000000,96.55,0,68.3,0,4.21,234.910000,23.84,1,4.53,0.000000,1.950000,48.28,0,2.480000,0,89.320000,22.68,87.090000,0.400000,21.76,57.910000

75,18:30-18:45,30.900000,28.960000,0.000000,11.000000,134.010000,0.000000,0.050000,2.530000,0.000000,0.050000,96.550000,0,0,48.280000,0,2,0,61.33,25.12,0,25.11,0,75.32,0,1,0.000000,96.55,0,61.33,0,1.28,246.490000,25.1,0,2.52,0.000000,1.950000,48.28,0,2.480000,0,89.320000,12.6,87.090000,0.050000,21.37,57.910000

76,18:45-19:00,30.900000,28.960000,0.000000,11.000000,134.010000,0.000000,0.000000,2.530000,0.000000,0.000000,96.550000,0,0,48.280000,0,1,0,60.33,24.99,0,24.75,0,74.26,0,0,0.000000,96.55,0,60.33,0,0.63,246.490000,24.76,0,0.51,0.000000,1.950000,48.28,0,2.480000,0,89.320000,2.53,87.090000,0.000000,20.95,57.910000

77,19:00-19:15,30.900000,28.960000,0.000000,11.000000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,96.550000,0,0,48.280000,0,0,0,45,20,0,23.65,0,70.94,0,0,0.000000,96.55,0,45,0,0,246.490000,23.64,0,0.28,0.000000,1.950000,48.28,0,2.480000,0,89.320000,1.43,87.090000,0.000000,15.67,57.910000

78,19:15-19:30,30.900000,28.960000,0.000000,11.000000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,96.550000,0,0,48.280000,0,0,0,44.33,20,0,22.98,0,68.93,0,0,0.000000,96.55,0,44.33,0,0,246.490000,22.96,0,0.13,0.000000,1.950000,48.28,0,2.480000,0,89.320000,0.63,87.090000,0.000000,15.62,57.910000

79,19:30-19:45,30.900000,28.000000,0.000000,11.000000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,96.550000,0,0,48.280000,0,0,0,43.67,19.66,0,16.83,0,50.5,0,0,0.000000,96.55,0,43.67,0,0,246.490000,16.84,0,0.03,0.000000,1.950000,48.28,0,1.940000,0,89.320000,0.16,87.090000,0.000000,11.41,57.910000

80,19:45-20:00,30.900000,28.000000,0.000000,11.000000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,96.550000,0,0,48.280000,0,0,0,42.67,19.66,0,16.33,0,49,0,0,0.000000,96.55,0,42.67,0,0,246.490000,16.34,0,0,0.000000,1.950000,48.28,0,1.940000,0,89.320000,0,87.090000,0.000000,11.21,57.910000

81,20:00-20:15,30.900000,28.000000,0.000000,11.000000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,41.67,19,0,16,0,48,0,0,0.000000,96.55,0,41.67,0,0,246.490000,16,0,0,0.000000,1.950000,48.28,0,1.940000,0,89.320000,0,87.090000,0.000000,10.81,57.910000

82,20:15-20:30,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,41,18.34,0,16.17,0,48.5,0,0,0.000000,96.55,0,41,0,0,246.490000,16.16,0,0,0.000000,1.950000,48.28,0,1.940000,0,89.320000,0,76.550000,0.000000,10.61,57.910000

83,20:30-20:45,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.33,18.34,0,15.67,0,47,0,0,0.000000,96.55,0,40.33,0,0,246.490000,15.66,0,0,0.000000,1.950000,48.28,0,1.940000,0,89.320000,0,76.550000,0.000000,10.21,57.910000

84,20:45-21:00,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.460000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.33,18.34,0,15.67,0,47,0,0,0.000000,96.55,0,40.33,0,0,246.490000,15.66,0,0,0.000000,1.950000,48.28,0,1.940000,0,89.320000,0,76.550000,0.000000,9.61,57.910000

85,21:00-21:15,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.67,17.66,0,15.83,0,47.5,0,0,0.000000,96.55,0,40.67,0,0,246.490000,15.84,0,0,0.000000,1.850000,48.28,0,2.020000,0,89.320000,0,76.550000,0.000000,8.01,57.910000

86,21:15-21:30,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.67,17.66,0,16.33,0,49,0,0,0.000000,96.55,0,40.67,0,0,246.490000,16.34,0,0,0.000000,1.850000,48.28,0,2.020000,0,89.320000,0,76.550000,0.000000,7.61,57.910000

87,21:30-21:45,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.67,17.66,0,16.5,0,49.5,0,0,0.000000,96.55,0,40.67,0,0,246.490000,16.5,0,0,0.000000,1.850000,48.28,0,2.480000,0,89.320000,0,76.550000,0.000000,7.21,57.910000

88,21:45-22:00,30.900000,28.000000,0.000000,24.460000,134.010000,0.000000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.67,17.66,0,16.33,0,49,0,0,0.000000,96.55,0,40.67,0,0,246.490000,16.34,0,0,0.000000,1.850000,48.28,0,2.480000,0,89.320000,0,76.550000,0.000000,7.21,57.910000

89,22:00-22:15,25.530000,27.030000,29.540000,24.460000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.33,17.66,0,16.83,0,50.5,0,0,0.000000,96.55,0,40.33,0,0,246.490000,16.84,0,0,173.020000,1.820000,48.28,0,2.480000,0,89.320000,0,76.550000,0.000000,7.21,57.910000

90,22:15-22:30,25.530000,27.030000,29.540000,24.460000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,39.33,18.34,0,17.83,0,53.5,0,0,0.000000,96.55,0,39.33,0,0,246.490000,17.84,0,0,173.020000,1.820000,48.28,0,2.480000,0,89.320000,0,76.550000,0.000000,7.21,57.910000

91,22:30-22:45,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,38.67,18.66,0,18.33,0,55,0,0,0.000000,96.55,0,38.67,0,0,246.490000,18.34,0,0,173.020000,1.820000,48.28,0,2.480000,0,89.320000,0,76.550000,0.000000,7.21,57.910000

92,22:45-23:00,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,38.33,18,0,18.17,0,54.5,0,0,0.000000,96.55,0,38.33,0,0,246.490000,18.16,0,0,173.020000,1.820000,48.28,0,2.480000,0,89.320000,0,76.550000,0.000000,7.21,57.910000

93,23:00-23:15,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,38.33,18.34,0,18.83,0,56.5,0,0,0.000000,96.55,0,38.33,0,0,246.490000,18.84,0,0,173.020000,1.770000,48.28,0,2.480000,0,62.760000,0,76.550000,0.000000,7.21,57.910000

94,23:15-23:30,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,38.67,18.34,0,18.67,0,56,0,0,0.000000,96.55,0,38.67,0,0,230.390000,18.66,0,0,173.020000,1.770000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,7.21,57.910000

95,23:30-23:45,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,38.33,16,0,19.17,0,57.5,0,0,0.000000,96.55,0,38.33,0,0,230.390000,19.16,0,0,173.020000,1.770000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,7.21,57.910000

96,23:45-24:00,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40.67,13.66,0,20.33,0,61,0,0,0.000000,96.55,0,40.67,0,0,230.390000,20.34,0,0,173.020000,1.770000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,7.21,57.910000

