Time,Block,NR/2023/17404/F,NR/2023/17402/F,NR/2023/14875/A,NR/2023/17871/C,NR/2023/17496/F,NR/2023/17872/C,NR/2023/17344/F,NR/2023/17165/A,NR/2023/17263/F,WR/2023/17681/A,WR/2023/17681/A/II,NR/2023/17875/C,NR/2023/17874/C,WR/2023/19090/A,Total
8,01:45-02:00,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

9,02:00-02:15,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

10,02:15-02:30,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

11,02:30-02:45,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

12,02:45-03:00,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

13,03:00-03:15,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

14,03:15-03:30,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

15,03:30-03:45,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

16,03:45-04:00,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

17,04:00-04:15,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

18,04:15-04:30,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

19,04:30-04:45,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

20,04:45-05:00,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

21,05:00-05:15,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

22,05:15-05:30,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

23,05:30-05:45,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

24,05:45-06:00,20.400000,0.000000,76.880000,4.430000,6.780000,0.000000,0.530000,62.930000,179.140000,100.000000,0.000000,0,0,0.000000,451.09

25,06:00-06:15,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.580000,62.930000,0.000000,0.000000,100.000000,0,0,0.000000,450.6

26,06:15-06:30,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.580000,62.930000,0.000000,0.000000,100.000000,0,0,0.000000,450.6

27,06:30-06:45,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.580000,62.930000,0.000000,0.000000,100.000000,0,0,0.000000,450.6

28,06:45-07:00,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.580000,62.930000,0.000000,0.000000,100.000000,0,0.35,0.000000,450.95

29,07:00-07:15,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.680000,62.930000,0.000000,0.000000,100.000000,0,0.64,0.000000,451.34

30,07:15-07:30,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.680000,62.930000,0.000000,0.000000,100.000000,0,1.01,0.000000,451.71

31,07:30-07:45,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.680000,62.930000,0.000000,0.000000,100.000000,0,1.39,0.000000,452.09

32,07:45:08:00,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.680000,62.930000,0.000000,0.000000,100.000000,0,1.83,0.000000,452.53

33,08:00-08:15,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.970000,62.930000,0.000000,0.000000,100.000000,0,2.27,0.000000,453.26

34,08:15-08:30,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.970000,62.930000,0.000000,0.000000,100.000000,0,2.73,0.000000,453.72

35,08:30-08:45,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.970000,62.930000,0.000000,0.000000,100.000000,0,3.18,0.000000,454.17

36,08:45:09:00,20.400000,255.480000,0.000000,4.430000,6.780000,0.000000,0.970000,62.930000,0.000000,0.000000,100.000000,0,3.65,0.000000,454.64

37,09:00:09:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,4.16,0.000000,499.61

38,09:15-09:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,4.6,0.000000,500.05

39,09:30-09:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,5.01,0.000000,500.46

40,09:45-10:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,5.36,0.000000,500.81

41,10:00-10:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,5.69,0.000000,501.14

42,10:15-10:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,5.96,0.000000,501.41

43,10:30-10:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.19,0.000000,501.64

44,10:45-11:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.29,0.000000,501.74

45,11:00-11:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.58,0.000000,502.03

46,11:15-11:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.78,0.000000,502.23

47,11:30-11:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.87,0.000000,502.32

48,11:45-12:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,7.02,0.000000,502.47

49,12:00-12:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,7.12,0.000000,502.57

50,12:15-12:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,7.16,0.000000,502.61

51,12:30-12:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,7.21,0.000000,502.66

52,12:45-13:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,7.41,0.000000,502.86

53,13:00-13:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,7.55,0.000000,503

54,13:15-13:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.97,0.000000,502.42

55,13:30-13:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.67,0.000000,502.12

56,13:45-14:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.44,0.000000,501.89

57,14:00-14:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,6.12,0.000000,501.57

58,14:15-14:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,5.71,0.000000,501.16

59,14:30-14:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,5.33,0.000000,500.78

60,14:45-15:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,24.21,4.9,0.000000,500.35

61,15:00-15:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,0,4.58,0.000000,475.82

62,15:15-15:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,0,3.92,0.000000,475.16

63,15:30-15:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,0,3.52,0.000000,474.76

64,15:45-16:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.970000,62.930000,0.000000,0.000000,100.000000,0,2.77,0.000000,474.01

65,16:00-16:15,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.870000,62.930000,0.000000,0.000000,100.000000,0,2.01,0.000000,473.15

66,16:15-16:30,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.870000,62.930000,0.000000,0.000000,100.000000,0,1.75,0.000000,472.89

67,16:30-16:45,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.870000,62.930000,0.000000,0.000000,100.000000,0,1.63,0.000000,472.77

68,16:45-17:00,20.400000,255.480000,0.000000,4.350000,6.780000,20.330000,0.870000,62.930000,0.000000,0.000000,100.000000,0,1,0.000000,472.14

69,17:00-17:15,20.400000,255.480000,0.000000,4.350000,6.780000,0.000000,0.770000,62.930000,0.000000,0.000000,100.000000,0,0.7,0.000000,451.41

70,17:15-17:30,20.400000,255.480000,0.000000,4.350000,6.780000,0.000000,0.770000,62.930000,0.000000,0.000000,100.000000,0,0.34,0.000000,451.05

71,17:30-17:45,20.400000,255.480000,0.000000,4.350000,6.780000,0.000000,0.770000,62.930000,0.000000,0.000000,100.000000,0,0.15,0.000000,450.86

72,17:45-18:00,20.400000,255.480000,0.000000,4.350000,6.780000,0.000000,0.770000,62.930000,0.000000,0.000000,100.000000,0,0,0.000000,450.71

73,18:00-18:15,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

74,18:15-18:30,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

75,18:30-18:45,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

76,18:45-19:00,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

77,19:00-19:15,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

78,19:15-19:30,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

79,19:30-19:45,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

80,19:45-20:00,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

81,20:00-20:15,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

82,20:15-20:30,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

83,20:30-20:45,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

84,20:45-21:00,20.400000,0.000000,0.000000,4.430000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.27

85,21:00-21:15,20.400000,0.000000,0.000000,4.350000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.19

86,21:15-21:30,20.400000,0.000000,0.000000,4.350000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.19

87,21:30-21:45,20.400000,0.000000,0.000000,4.350000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.19

88,21:45-22:00,20.400000,0.000000,0.000000,4.350000,6.780000,0.000000,0.730000,62.930000,0.000000,100.000000,0.000000,0,0,100.000000,295.19

89,22:00-22:15,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.680000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.16

90,22:15-22:30,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.680000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.16

91,22:30-22:45,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.680000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.16

92,22:45-23:00,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.680000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.16

93,23:00-23:15,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.630000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.11

94,23:15-23:30,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.630000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.11

95,23:30-23:45,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.630000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.11

96,23:45-24:00,20.400000,0.000000,76.880000,4.350000,6.780000,0.000000,0.630000,62.930000,179.140000,100.000000,0.000000,0,0,100.000000,551.11

