Block,Time,CHAMERA1,FSTPP I & II,KGSU1AND2,NLCIIST2,AURY_CRF,AURY_RF,DADRI_CRF,DADRI_RF,NLCIIST1,SEWA2,TANDA2,ANTA_GF,DADRI_GF,DHAULIGNGA,KHSTPP-II,KOTESHWR,NJPC,RIHAND3,TEHRI,UNCHAHAR4,URI2,VALLURNTECL,ANTA_RF,CHAMERA2,DULHASTI,KOLDAM,RSTPSU7,SIMHST1,SINGRAULI,DADRT2,KHSTPP-I,KKNP,KKNPPU2,KUDGI,NAPP,NLCTS2EXP,PARBATI3,RAMPUR,RAPPC,RSTPSU1TO6,TALA,TelanganaSTPP,AURY_GF,JHAJJAR,NLCEXP,NTPL,RIHAND2,TALST2,ANTA_CRF,ANTA_LF,AURY_LF,DADRI_LF,CHAMERA3,KGSU3AND4,KISHANGANGA,MAPS,NNTPP,SALAL,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR1,BRBCL,BSIUL,RAPPB,RIHAND1,SASAN,TANAKPUR,UNCHAHAR2,UNCHAHAR3,URI
65,16:00-16:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,31.12,0,4.31,0,42.94,0,0,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,0.51,42.39,26.39,0.66

66,16:15-16:30,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,31.12,0,4.31,0,42.94,0,0,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,0.51,42.39,26.39,0.66

67,16:30-16:45,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,18.94,124.32,46.68,0,4.31,0,42.94,0,0,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,0.51,42.39,26.39,0.66

68,16:45-17:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,37.88,124.32,46.68,0,4.31,0,42.94,0,0,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,0.51,42.39,26.39,0.66

69,17:00-17:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,9.14,148.3,17.75,70.17,124.32,46.68,0,4.31,0,43.26,2,0,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,1.15,42.39,26.39,0.66

70,17:15-17:30,12.04,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,18.27,148.3,26.63,85.23,124.32,46.68,0,4.31,0,43.57,4,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,9.67,0,0,0,0,1.4,0,0,10.27,20,2.2,0,92,405,1.15,42.39,26.39,0.66

71,17:30-17:45,27.14,20.8,0,0,0,53.76,0,69.05,0,7.9,0,0,0,27.41,148.3,39.05,116.96,124.32,62.24,0,4.31,0,44.41,26.34,32.95,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,19.38,0,0,0,0,1.4,0,0,10.27,20,13.04,0,92,405,1.79,42.39,26.39,0.66

72,17:45-18:00,27.14,20.8,0,0,0,53.76,0,69.05,0,7.9,0,0,0,27.41,148.3,39.05,116.96,124.32,62.24,0,4.31,0,44.41,26.34,32.95,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,19.38,0,0,0,0,1.4,0,0,10.27,20,13.04,0,92,405,1.79,42.39,26.39,0.66

73,18:00-18:15,27.14,20.8,0,0,0,53.76,0,69.05,0,7.9,0,0,0,27.41,148.3,39.05,116.96,124.32,62.24,0,4.31,0,44.63,26.34,32.95,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,19.38,0,0,0,0,1.4,0,0,10.27,20,13.04,0,92,405,1.79,42.39,26.39,0.66

74,18:15-18:30,27.14,20.8,0,0,0,53.76,0,69.05,0,7.9,0,0,0,27.41,148.3,39.05,116.96,124.32,62.24,0,4.31,0,44.83,26.34,32.95,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,19.38,0,0,0,0,1.4,0,0,10.27,20,13.04,0,92,405,1.79,42.39,26.39,0.66

75,18:30-18:45,12.04,20.8,0,0,0,53.76,0,69.05,0,7.9,0,0,0,27.41,148.3,39.05,93,124.32,62.24,0,4.31,0,44.83,26.34,32.95,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,19.38,0,0,0,0,1.4,0,0,10.27,20,13.04,0,92,405,1.79,42.39,26.39,2.21

76,18:45-19:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,18.23,148.3,19.72,70.17,124.32,62.24,0,4.31,0,44.83,2.67,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,9.67,0,0,0,0,1.4,0,0,10.27,20,2.2,0,92,405,1.79,42.39,26.39,2.21

77,19:00-19:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,18.23,148.3,8.88,89.96,124.32,62.24,0,10.76,0,45.05,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,3.82,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,9.67,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,1.79,42.39,26.39,26.49

78,19:15-19:30,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,9.14,148.3,8.88,56.82,124.32,62.24,0,10.76,0,45.05,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,16.55,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,9.67,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,1.79,42.39,26.39,26.49

79,19:30-19:45,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,37.88,124.32,46.68,0,10.76,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,16.55,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,9.67,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,1.79,42.39,26.39,26.49

80,19:45-20:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,18.94,124.32,46.68,0,10.76,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,16.55,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,405,1.79,42.39,26.39,26.49

81,20:00-20:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,31.12,0,10.76,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,16.55,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,4.65,0,0,10.27,20,0,0,92,405,1.79,42.39,26.39,26.49

82,20:15-20:30,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,31.12,0,10.76,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,16.55,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,27.89,0,0,10.27,20,0,0,92,405,1.79,42.39,26.39,13.8

83,20:30-20:45,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,31.12,0,4.31,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,16.55,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,27.89,0,0,10.27,20,0,0,92,413.44,1.79,42.39,26.39,3.31

84,20:45-21:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,31.12,0,4.31,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,3.56,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,27.89,0,0,10.27,20,0,0,92,413.44,1.79,42.39,26.39,3.31

85,21:00-21:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,15.37,0,4.31,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,27.89,0,0,10.27,20,0,0,92,413.44,0.51,42.39,26.39,7.73

86,21:15-21:30,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,27.89,0,0,10.27,20,0,0,92,413.44,0.51,42.39,26.39,7.73

87,21:30-21:45,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,27.89,0,0,10.27,20,0,0,92,413.44,0.51,42.39,26.39,13.8

88,21:45-22:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.41,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,4.65,0,0,10.27,20,0,0,92,413.44,0.51,42.39,26.39,13.8

89,22:00-22:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.63,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

90,22:15-22:30,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.83,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

91,22:30-22:45,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.83,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

92,22:45-23:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.83,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

93,23:00-23:15,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,44.83,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

94,23:15-23:30,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,45.05,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

95,23:30-23:45,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,45.05,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

96,23:45-24:00,0,20.8,0,0,0,53.76,0,69.05,0,0,0,0,0,0,148.3,8.88,0,124.32,0,0,4.31,0,45.05,0,16.48,0,0,0,125.96,683.14,33.69,0,0,0,43.79,0,0,0,53.93,0,0,0,0,654.3,0,0,118.75,0,0,0,0,23.57,0,0,0,0,0,1.4,0,0,10.27,20,0,0,92,413.44,0,42.39,26.39,3.31

