Block,Time,SH-06,L_NR_2018_61,LT-05,L_NR_2020_02,L_NR_2019_19,L_NR_2019_11,LT-36,L_NR_2012_01,LT-31,LT-35,L_NR_2023_04,LT-59,LT_MEJA_Delhi,L_NR_2012_02,L_NR_2012_04,SH-07,L_NR_2012_07,L_NR_2021_17,L_NR_2020_07,L_NR_2021_13,L_NR_2020_05,L_NR_2019_06,L_NR_2021_16,L_NR_2022_08,L_NR_2019_07,L_NR_2022_09,L_NR_2019_05,L_NR_2022_10,L_NR_2021_15,L_NR_2021_12,L_NR_2020_06,L_NR_2021_14
16,03:45-04:00,0.000000,19.95,115.730000,6.420000,0.000000,6.380000,0.000000,101.310000,0.000000,0.000000,0.000000,6.230000,3.230000,261.720000,272.020000,0.000000,87.240000,0,21.43,0,64.27,0,0,14.72,0,53.77,0,53.77,0,0,21.42,0

17,04:00-04:15,0.000000,20.12,115.730000,6.280000,0.000000,6.380000,0.000000,101.310000,0.000000,0.000000,0.000000,6.230000,1.350000,230.550000,272.020000,0.000000,63.430000,0,21.27,0,63.81,0,0,15.17,0,53.22,0,53.22,0,0,21.27,0

18,04:15-04:30,0.000000,21.21,115.730000,6.280000,0.000000,6.380000,0.000000,101.310000,0.000000,0.000000,0.000000,6.230000,1.350000,201.540000,272.020000,0.000000,63.430000,0,21.35,0,64.07,0,0,15.66,0,52.88,0,52.88,0,0,21.36,0

19,04:30-04:45,0.000000,21.93,115.730000,6.280000,0.000000,6.380000,0.000000,101.310000,0.000000,0.000000,0.000000,6.000000,1.350000,201.540000,272.020000,0.000000,63.430000,0,21.19,0,63.55,0,0,15.82,0,52.6,0,52.6,0,0,21.18,0

20,04:45-05:00,0.000000,23.71,115.730000,6.280000,0.000000,6.380000,0.000000,101.310000,0.000000,0.000000,0.000000,6.000000,1.350000,201.540000,272.020000,0.000000,63.430000,0,24.85,0,74.54,0,0,15.48,0,51.37,0,51.37,0,0,24.85,0

21,05:00-05:15,0.000000,17,115.730000,6.180000,0.000000,6.230000,0.000000,101.310000,0.000000,0.000000,0.000000,6.000000,1.350000,201.540000,272.020000,0.000000,63.430000,0,24.64,0,73.9,0,0,24.9,0,58.51,0,58.51,0,0,24.63,0

22,05:15-05:30,0.000000,16.84,115.730000,6.180000,0.000000,6.230000,0.000000,101.310000,0.000000,0.000000,0.000000,6.000000,2.180000,201.540000,272.020000,0.000000,63.430000,0,24.82,0,74.46,0,0,24.78,0,59.85,0,59.85,0,0,24.82,0

23,05:30-05:45,0.000000,16.34,115.730000,6.180000,1.630000,6.230000,0.000000,101.310000,0.000000,0.000000,0.000000,6.000000,2.180000,201.540000,272.020000,0.000000,63.430000,0.17,32.76,0,98.26,0,0.34,24.72,0,60.5,0,60.5,0,0,32.75,0

24,05:45-06:00,0.000000,15.89,115.730000,6.180000,5.800000,6.230000,0.000000,101.310000,0.000000,0.000000,0.000000,6.000000,2.180000,201.540000,272.020000,0.000000,63.430000,0.83,33.04,0.01,99.11,0,1.66,24.95,0,62.43,0,62.43,0.37,0.06,33.03,0

25,06:00-06:15,0.000000,15.15,115.730000,6.180000,9.840000,6.230000,0.000000,101.310000,0.000000,0.000000,0.000000,5.830000,2.180000,201.540000,272.020000,0.000000,63.430000,2.09,33.05,0.57,99.14,11.48,4.18,25.36,1.45,64.23,14.54,64.23,0.8,2.84,33.04,0.03

26,06:15-06:30,0.000000,6.32,115.730000,6.180000,13.990000,6.230000,0.130000,101.310000,0.130000,0.130000,0.000000,5.830000,2.140000,201.540000,272.020000,0.000000,63.430000,3.54,33.2,1.54,99.58,20.14,7.09,25.91,4.02,66.26,23.88,66.26,2.02,7.68,33.19,0.03

27,06:30-06:45,0.000000,6.23,107.190000,6.180000,19.390000,6.230000,0.420000,101.310000,0.410000,0.410000,0.000000,5.830000,2.140000,201.540000,272.020000,0.000000,63.430000,5.43,33.37,2.72,100.13,30.41,10.86,26.41,11.64,67.49,33,67.49,3.32,13.6,33.38,1.27

28,06:45-07:00,0.000000,6.27,98.640000,6.180000,26.480000,6.230000,0.950000,53.200000,0.920000,0.920000,0.000000,5.830000,2.140000,201.540000,272.020000,0.000000,51.910000,7.82,33.59,4.18,100.76,31.72,15.64,26.82,18,68.78,31.73,68.78,5.04,20.93,33.59,3.7

29,07:00-07:15,0.000000,6.43,90.110000,6.180000,34.410000,6.070000,1.490000,53.200000,1.460000,1.460000,0.000000,5.830000,2.140000,155.410000,272.020000,0.000000,32.880000,10.6,33.59,6.28,100.76,27.22,21.2,26.89,27,68,27.23,68,7.3,31.43,33.59,7.27

30,07:15-07:30,0.000000,6.67,70.570000,6.180000,42.760000,6.070000,2.290000,53.200000,2.230000,2.230000,0.000000,5.830000,2.140000,155.410000,272.020000,0.000000,32.880000,13.59,33.59,8.96,100.72,27.15,27.19,26.8,27.15,67.54,27.15,67.54,10.03,44.79,33.57,12.1

31,07:30-07:45,0.000000,6.5,70.570000,6.180000,51.150000,6.070000,3.420000,53.200000,3.340000,3.340000,0.000000,5.830000,2.140000,155.410000,272.020000,0.000000,32.880000,16.91,33.59,12.12,100.76,27.15,33.82,26.99,27.15,67.51,27.15,67.51,12.95,60.58,33.59,18.1

32,07:45:08:00,0.000000,6.76,70.570000,6.180000,59.360000,6.070000,4.660000,53.200000,4.540000,4.540000,0.000000,5.830000,2.140000,155.410000,272.020000,0.000000,32.880000,20.55,33.62,15.59,100.84,27.15,41.11,27.68,27.15,71.39,27.15,71.39,16,77.94,33.61,24.93

33,08:00-08:15,0.000000,7.05,70.570000,6.180000,66.750000,6.070000,6.120000,53.200000,5.960000,5.960000,0.000000,5.830000,2.140000,130.570000,272.020000,0.000000,32.880000,24.21,33.71,19.18,101.14,32.34,48.42,28.01,32.33,71.49,32.33,71.49,23,95.93,33.71,32.47

34,08:15-08:30,0.000000,7.33,70.570000,6.180000,73.520000,6.070000,7.460000,53.200000,7.270000,7.270000,0.000000,5.830000,2.140000,130.570000,272.020000,0.000000,32.880000,27.5,33.81,22.82,101.43,32.34,55,28.33,32.33,72.71,32.33,72.71,26.85,114.12,33.81,40.7

35,08:30-08:45,0.000000,7.1,70.570000,6.180000,80.930000,6.070000,8.680000,53.200000,8.470000,8.470000,0.000000,5.830000,2.110000,130.570000,272.020000,0.000000,32.880000,30.35,33.57,26.41,100.68,32.34,60.7,28.55,32.33,73.14,32.33,73.14,30.41,132.07,33.56,46.73

36,08:45:09:00,0.000000,6.86,70.570000,6.180000,88.840000,6.070000,9.490000,53.200000,9.250000,9.250000,0.000000,5.830000,2.110000,130.570000,272.020000,0.000000,32.880000,33.07,33.18,29.88,99.54,32.34,66.14,28.9,32.33,72.84,32.33,72.84,33.55,149.4,33.18,53.97

37,09:00:09:15,0.000000,7.22,70.570000,6.090000,96.160000,6.000000,10.030000,53.200000,9.790000,9.790000,0.000000,5.830000,2.110000,130.570000,272.020000,0.000000,32.880000,35.84,37.13,33.16,111.36,32.34,71.68,33.12,32.33,75.34,32.33,75.34,36.03,165.78,37.12,59.8

38,09:15-09:30,0.000000,7.15,70.570000,6.090000,101.350000,6.000000,10.110000,53.200000,9.860000,9.860000,0.000000,5.830000,2.110000,149.920000,272.020000,0.000000,32.880000,38.39,37.11,36.22,111.32,32.34,76.79,32.73,32.33,75.29,32.33,75.29,38.07,181.1,37.11,66

39,09:30-09:45,0.000000,7.19,94.850000,6.090000,105.540000,6.000000,10.310000,53.200000,10.060000,10.060000,0.000000,5.830000,1.350000,201.540000,272.020000,0.000000,51.910000,36.66,37.19,39.14,111.59,32.34,73.34,32.58,32.33,75.18,32.33,75.18,41.75,195.7,37.2,71.5

40,09:45-10:00,0.000000,7.14,116.100000,6.090000,109.300000,6.000000,10.330000,53.200000,10.080000,10.080000,0.000000,5.830000,1.350000,201.540000,272.020000,0.000000,51.910000,39.33,37.15,41.78,111.48,32.34,78.67,32.05,32.33,75.25,32.33,75.25,44.14,208.89,37.16,76.3

41,10:00-10:15,0.000000,7.27,116.100000,6.420000,111.200000,6.000000,10.330000,53.200000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,51.910000,42.66,36.97,44.17,110.91,32.34,85.34,32.4,32.33,75.11,32.33,75.11,45.73,220.83,36.97,80.9

42,10:15-10:30,0.000000,7.27,116.100000,6.420000,111.050000,6.000000,10.330000,53.200000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,51.910000,44,36.85,46.27,110.57,32.34,88,32.24,32.33,75.05,32.33,75.05,46.46,231.36,36.86,85.23

43,10:30-10:45,0.000000,7.15,116.100000,6.420000,111.480000,6.000000,10.330000,53.200000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,51.910000,45,36.83,47.5,110.5,32.34,90,32.48,32.33,75.06,32.33,75.06,46.94,237.5,36.83,88.2

44,10:45-11:00,0.000000,7.13,116.100000,6.420000,112.710000,6.000000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,51.910000,45.33,33.43,47.5,100.31,32.34,90.67,29.46,32.33,71.41,32.33,71.41,47.13,237.5,33.44,89.63

45,11:00-11:15,0.000000,8.53,116.100000,6.280000,114.560000,6.000000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,51.910000,45,33.46,45.97,100.36,32.66,90,29.69,32.67,71.6,32.67,71.6,48.57,229.88,33.45,90.67

46,11:15-11:30,0.000000,8.8,116.100000,6.280000,117.120000,6.000000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,51.910000,45,33.65,45.97,100.97,32.66,90,29.6,32.67,71.38,32.67,71.38,49.28,229.88,33.66,91.2

47,11:30-11:45,0.000000,8.93,115.730000,6.280000,119.890000,6.000000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,63.430000,44.66,33.59,45.97,100.79,32.66,89.34,29.43,32.67,71.43,32.67,71.43,49.85,229.88,33.6,91.27

48,11:45-12:00,0.000000,9.05,115.730000,6.280000,122.060000,6.000000,10.320000,101.310000,10.070000,10.070000,0.000000,5.680000,1.350000,261.720000,272.020000,0.000000,63.430000,44.66,38.37,45.97,115.14,32.66,89.34,29.51,32.67,76.8,32.67,76.8,50,229.88,38.38,91.27

49,12:00-12:15,1.840000,20.13,115.730000,6.280000,121.870000,6.070000,10.320000,101.310000,10.070000,10.070000,0.000000,5.680000,1.350000,261.720000,272.020000,1.840000,63.430000,44.33,38.41,45.97,115.28,32.66,88.67,29.46,32.67,76.94,32.67,76.94,49.75,229.88,38.43,91.27

50,12:15-12:30,1.840000,20.66,115.730000,6.280000,117.790000,6.070000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,1.350000,261.720000,272.020000,1.840000,63.430000,7.67,38.44,45.97,115.29,32.66,15.33,23.45,32.67,76.93,32.67,76.93,49.25,229.88,38.43,91.27

51,12:30-12:45,1.840000,21.26,115.730000,6.280000,118.970000,6.070000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,4.67,38.48,45.97,115.43,32.66,9.33,23.76,32.67,76.76,32.67,76.76,50,229.88,38.48,91.27

52,12:45-13:00,1.840000,21.79,115.730000,6.280000,121.900000,6.070000,10.320000,101.310000,10.070000,10.070000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,3.33,38.44,45.97,115.33,32.66,6.67,24.31,32.67,76.93,32.67,76.93,50,229.88,38.44,91.23

53,13:00-13:15,1.840000,22.06,115.730000,6.740000,122.130000,6.150000,10.330000,101.310000,10.080000,10.080000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,2,38.47,45.97,115.43,32.66,4,24.64,32.67,76.88,32.67,76.88,50,229.88,38.48,91.13

54,13:15-13:30,1.840000,15.16,115.730000,6.740000,122.660000,6.150000,10.280000,101.310000,10.030000,10.030000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,0.33,38.45,45.97,115.36,32.66,0.67,24.78,32.67,76.82,32.67,76.82,49.18,229.88,38.45,91.1

55,13:30-13:45,1.840000,15.54,115.730000,6.740000,119.960000,6.150000,10.310000,101.310000,10.060000,10.060000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,0.67,38.48,45.97,115.46,32.66,1.33,25.21,32.67,76.73,32.67,76.73,47.88,229.88,38.49,91.13

56,13:45-14:00,1.840000,15.79,115.730000,6.740000,115.880000,6.150000,10.280000,101.310000,10.030000,10.030000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,1.33,36.75,45.97,110.23,32.66,2.67,22.12,32.67,73.51,32.67,73.51,46.45,229.88,36.74,90.9

57,14:00-14:15,1.840000,15.94,115.730000,6.890000,111.620000,6.310000,10.300000,101.310000,10.050000,10.050000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,19,36.74,45.97,110.22,32.66,37,22.87,32.67,73.42,32.67,73.42,44.11,229.88,36.74,86.76

58,14:15-14:30,1.840000,16.14,115.730000,6.890000,107.050000,6.310000,10.200000,101.310000,9.950000,9.950000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,21,36.77,45.97,110.29,32.66,42,23.51,32.67,73.61,32.67,73.61,42.83,229.88,36.76,86.21

59,14:30-14:45,1.840000,16.13,115.730000,6.890000,102.310000,6.310000,10.260000,101.310000,10.010000,10.010000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,39.66,36.79,45.97,110.37,32.66,79.34,23.63,32.67,73.51,32.67,73.51,41.67,229.88,36.79,85.19

60,14:45-15:00,1.840000,16.24,115.730000,6.890000,96.940000,6.310000,10.170000,101.310000,9.920000,9.920000,0.000000,5.680000,3.230000,261.720000,272.020000,1.840000,87.240000,38.66,36.8,45.93,110.38,32.66,77.34,23.59,32.67,73.5,32.67,73.5,40.29,229.63,36.79,83.45

61,15:00-15:15,1.840000,16.74,115.730000,7.070000,90.800000,6.540000,10.260000,101.310000,10.010000,10.010000,0.000000,6.000000,3.230000,261.720000,272.020000,1.840000,87.240000,36.66,36.8,45.93,110.4,32.66,73.34,23.48,32.67,73.4,32.67,73.4,38.62,229.63,36.8,79.5

62,15:15-15:30,1.840000,16.78,115.730000,7.070000,84.250000,6.540000,10.300000,101.310000,10.050000,10.050000,0.000000,6.000000,3.230000,261.720000,272.020000,1.840000,87.240000,34,36.74,44.27,110.25,32.66,68,24.54,32.67,73.62,32.67,73.62,36.74,221.36,36.75,74.93

63,15:30-15:45,1.840000,16.43,115.730000,7.070000,77.290000,6.540000,10.000000,101.310000,9.750000,9.750000,0.000000,6.000000,3.230000,261.720000,272.020000,1.840000,87.240000,31.33,36.79,41.82,110.32,32.66,62.67,25.88,32.67,73.65,32.67,73.65,37.25,209.13,36.77,66.88

64,15:45-16:00,1.840000,16.8,115.730000,7.070000,70.140000,6.540000,9.690000,101.310000,9.460000,9.460000,0.000000,6.000000,3.230000,261.720000,272.020000,1.840000,87.240000,29.66,36.8,39.14,110.39,32.66,59.34,26.31,32.67,73.45,32.67,73.45,34.88,195.69,36.8,61.71

65,16:00-16:15,1.840000,17.28,115.730000,6.610000,62.490000,6.770000,9.570000,101.310000,9.340000,9.340000,0.000000,5.750000,3.230000,261.720000,272.020000,1.840000,87.240000,26.66,36.77,36.15,110.3,32.66,53.34,26.54,32.67,73.63,32.67,73.63,32.09,180.77,36.77,56.48

66,16:15-16:30,1.840000,17.37,115.730000,6.610000,54.350000,6.770000,8.880000,101.310000,8.660000,8.660000,0.000000,5.750000,3.230000,261.720000,272.020000,1.840000,87.240000,22.33,36.71,33.07,110.12,32.66,44.67,27.54,32.67,73.56,32.67,73.56,28.89,165.38,36.71,30

67,16:30-16:45,1.840000,17.39,115.730000,6.610000,45.290000,6.770000,5.920000,101.310000,5.770000,5.770000,0.000000,5.750000,3.230000,261.720000,272.020000,1.840000,87.240000,19,36.7,29.62,110.12,32.66,38,27.73,32.67,73.45,32.67,73.45,25.7,148.13,36.71,31.67

68,16:45-17:00,1.840000,17.86,115.730000,6.610000,36.660000,6.770000,5.130000,101.310000,5.000000,5.000000,0.000000,5.750000,3.230000,261.720000,272.020000,1.840000,87.240000,15.67,36.76,22.97,110.25,32.66,31.33,29.44,32.67,74.27,32.67,74.27,22.45,114.84,36.75,28.33

69,17:00-17:15,1.840000,20.67,115.730000,6.840000,28.980000,6.770000,4.340000,101.310000,4.230000,4.230000,0.000000,5.920000,3.230000,261.720000,272.020000,1.840000,87.240000,13,36.35,19.72,109.05,33,26,29.45,25,74.23,33,74.23,6.82,98.58,36.35,26.67

70,17:15-17:30,1.840000,20.82,115.730000,6.840000,22.480000,6.770000,3.550000,101.310000,3.460000,3.460000,0.000000,5.920000,3.230000,261.720000,272.020000,1.840000,87.240000,5,36.17,14.17,108.53,33,10,29.4,15,74.15,33,74.15,5.76,70.83,36.18,10

71,17:30-17:45,1.840000,21,115.730000,6.840000,16.980000,6.770000,3.160000,101.310000,3.080000,3.080000,0.000000,6.000000,3.230000,261.720000,272.020000,1.840000,87.240000,4.67,35.61,10.91,106.83,22.48,9.33,29.13,8.74,74.07,21.74,74.07,4.75,54.56,35.61,8.33

72,17:45-18:00,1.840000,20.91,115.730000,6.840000,12.270000,6.770000,2.590000,101.310000,2.520000,2.520000,0.000000,6.000000,3.230000,261.720000,272.020000,1.840000,87.240000,4,35.11,7.5,105.33,10.48,8,28.91,2.7,74.21,12.44,74.21,3.8,37.5,35.11,6.67

73,18:00-18:15,1.840000,21.22,115.730000,6.970000,8.480000,6.310000,1.740000,101.310000,1.690000,1.690000,0.000000,5.750000,3.230000,261.720000,272.020000,1.840000,87.240000,3.33,34.35,5.72,103.05,0,6.67,28.34,0,74.18,0,74.18,2.91,28.59,34.35,6

74,18:15-18:30,7.250000,21.32,115.730000,6.970000,5.070000,6.310000,1.220000,101.310000,1.190000,1.190000,0.000000,5.750000,3.230000,261.720000,272.020000,7.250000,87.240000,2.33,33.7,3.64,101.09,0,4.67,28.5,0,68.54,0,68.54,5,18.2,33.7,3.67

75,18:30-18:45,8.060000,28.89,115.730000,6.970000,2.580000,6.310000,0.000000,101.310000,0.000000,0.000000,0.000000,5.750000,3.230000,261.720000,272.020000,8.060000,87.240000,1,32.36,2.33,97.08,0,2,25.08,0,67.54,0,67.54,5,11.65,32.36,2.61

76,18:45-19:00,9.670000,29.24,115.730000,6.970000,1.090000,6.310000,0.000000,101.310000,0.000000,0.000000,0.000000,5.750000,3.230000,261.720000,272.020000,9.670000,87.240000,0.67,30.86,1.31,92.61,0,1.33,24.53,0,66.54,0,66.54,5,6.56,30.87,0.82

77,19:00-19:15,14.570000,29.25,115.730000,7.250000,0.210000,6.070000,0.000000,101.310000,0.000000,0.000000,0.000000,5.750000,3.230000,261.720000,272.020000,14.570000,87.240000,0.54,29.6,0.58,88.82,0,1.07,24.08,0,65.88,0,65.88,5,2.92,29.61,0.03

78,19:15-19:30,18.930000,29.75,115.730000,7.250000,0.000000,6.070000,0.000000,101.310000,0.000000,0.000000,0.000000,5.750000,3.230000,261.720000,272.020000,18.930000,87.240000,0.16,28.33,0.14,84.97,0,0.32,23.75,0,64.88,0,64.88,0,0.73,28.32,0

79,19:30-19:45,20.470000,29.93,115.730000,7.250000,0.000000,6.070000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,20.470000,87.240000,0,27.15,0,81.45,0,0,23.26,0,63.58,0,63.58,0,0,27.15,0

80,19:45-20:00,30.950000,30.01,115.730000,7.250000,0.000000,6.070000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,19.130000,87.240000,0,25.96,0,77.93,0,0,19.76,0,61.04,0,61.04,0,0,25.98,0

81,20:00-20:15,30.950000,31.65,115.730000,7.250000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,19.130000,87.240000,0,25.59,0,76.82,0,0,18.89,0,53.19,0,53.19,0,0,25.61,0

82,20:15-20:30,30.950000,31.95,115.730000,7.250000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,19.130000,87.240000,0,25.28,0,75.81,0,0,17.67,0,52.14,0,52.14,0,0,25.27,0

83,20:30-20:45,30.950000,31.98,115.730000,6.510000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,19.130000,87.240000,0,24.93,0,74.82,0,0,17.66,0,51.93,0,51.93,0,0,24.94,0

84,20:45-21:00,30.950000,31.81,115.730000,6.510000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,19.130000,87.240000,0,18.76,0,56.31,0,0,17.45,0,39.27,0,39.27,0,0,18.77,0

85,21:00-21:15,30.950000,31.18,115.730000,6.790000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,19.130000,87.240000,0,18.94,0,56.81,0,0,13.41,0,39.64,0,39.64,0,0,18.94,0

86,21:15-21:30,30.950000,31.04,115.730000,6.790000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,19.130000,87.240000,0,19.44,0,58.31,0,0,13.64,0,40.37,0,40.37,0,0,19.44,0

87,21:30-21:45,30.950000,32.49,115.730000,6.790000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,19.130000,87.240000,0,19.5,0,58.49,0,0,13.8,0,40.39,0,40.39,0,0,19.5,0

88,21:45-22:00,30.950000,32.38,115.730000,6.790000,0.000000,6.850000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,19.130000,87.240000,0,20.12,0,60.31,0,0,13.97,0,41.21,0,41.21,0,0,20.1,0

89,22:00-22:15,30.950000,32.24,115.730000,6.790000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,11.030000,87.240000,0,21.12,0,63.31,0,0,14.62,0,41.84,0,41.84,0,0,21.1,0

90,22:15-22:30,30.950000,31.88,115.730000,6.790000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,11.030000,87.240000,0,12.62,0,37.81,0,0,10.56,0,26.44,0,26.44,0,0,12.6,0

91,22:30-22:45,30.950000,37.74,115.730000,6.790000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,11.030000,87.240000,0,13.72,0,41.18,0,0,11.17,0,27.63,0,27.63,0,0,13.73,0

