Block,Time Block,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRI_GF,DADRI_RF,DADRI_LF,UNCHAHAR1,UNCHAHAR4,TALST2,TANAKPUR,TelanganaSTPP,URI2,UNCHAHAR3,TEHRI,UNCHAHAR2,URI,TANDA2,ANTA_CRF,ANTA_RF,VALLURNTECL,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RIHAND2,SASAN,TALA,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,KOTESHWR,KKNP,NLCEXP,NLCIIST1,KKNPPU2,KUDGI,KOLDAM,NJPC,MAPS,NAPP,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,482.73,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,14.87,40.52,6.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,434.73,0,15.28,0,0,0,0,0,0

64,15:45-16:00,505.82,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,14.87,40.52,6.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,434.73,0,15.28,0,0,0,0,0,0

65,16:00-16:15,553.62,0,0,0,0,0,18.72,0,0,0,19.65,0,0,5.51,0,4.12,25.23,14.87,40.52,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,8.88,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,522.68,0,15.28,0,0,0,0,0,0

66,16:15-16:30,601.41,0,0,0,0,0,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,29.75,40.52,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,39.99,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,610.62,0,15.28,0,0,0,0,0,0

67,16:30-16:45,601.41,0,0,0,3.18,0,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,44.62,40.52,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,39.99,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

68,16:45-17:00,615.05,0,0,0,12.59,0,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,44.62,40.52,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,39.99,0,120.41,118.84,0,8.49,0,0,0,0,0,0,44.73,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

69,17:00-17:15,652.68,0,0,0,12.59,0,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,44.62,40.52,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,39.99,0,120.41,118.84,0,8.49,0,0,0,0,0,0,67.08,0,42.37,0,141.76,0,32.49,625.45,0,15.28,15.75,0,0,0,0,0

70,17:15-17:30,652.68,11.48,2.1,9.24,25.18,0,19.12,0,19.77,0,19.65,0,0,5.51,0,4.12,25.23,44.62,40.52,5.28,0,0,12.68,0,0,0,0,0,0,0,20.86,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,39.99,7.55,120.41,118.84,0,8.49,0,0,0,0,0,0,89.43,0,42.37,0,141.76,0,32.49,625.45,0,15.28,31.5,0,0,0,0,0

71,17:30-17:45,652.68,26.86,12.46,27.79,25.18,8.74,19.12,0,19.77,0,19.65,0,0,0,0,4.12,25.23,59.5,20.3,1.59,0,0,12.68,0,0,0,0,0,0,0,20.86,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,39.99,7.55,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

72,17:45-18:00,652.68,26.86,12.46,27.79,25.18,16.8,19.12,0,19.77,0,19.65,0,0,0,0,4.12,25.23,59.5,20.3,1.59,0,0,12.68,0,0,0,0,0,0,0,20.86,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,8.88,7.55,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

73,18:00-18:15,652.68,26.86,12.46,27.79,25.18,26.2,19.12,0,62.78,0,19.65,0,0,0,0,4.12,25.23,59.5,21.91,7.39,0,0,41.36,0,0,0,0,0,0,0,67.7,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,7.55,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

74,18:15-18:30,652.68,26.86,12.46,27.79,25.18,26.2,19.12,0,62.78,0,19.65,0,0,0,0,4.12,25.23,59.5,24.04,7.39,0,0,41.36,0,0,0,0,0,0,0,67.7,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,7.55,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

75,18:30-18:45,652.68,11.48,12.46,27.79,25.18,26.2,19.12,0,62.78,0,19.65,0,0,0,0,4.12,25.23,59.5,26.02,7.39,0,0,41.36,0,0,0,0,0,0,0,67.7,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,7.55,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

76,18:45-19:00,652.68,0,2.1,1.21,25.18,26.2,19.12,0,62.78,0,19.65,0,0,0,0,4.12,25.23,59.5,29.23,7.39,0,0,41.36,0,0,0,0,0,0,0,67.7,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,31.5,0,0,0,0,0

77,19:00-19:15,652.68,0,0,0,12.59,26.2,19.12,0,62.78,0,19.65,0,0,0,0,6.82,25.23,44.62,29.95,25.32,0,0,41.36,0,0,0,0,0,0,0,67.7,0,0,0,0,3.65,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,89.43,0,42.37,0,141.76,0,32.49,625.45,0,15.28,15.75,0,0,0,0,0

78,19:15-19:30,652.68,0,0,0,0,15.65,19.03,0,62.78,0,19.65,0,0,0,0,6.82,25.23,44.62,32.26,25.32,0,0,41.36,0,0,0,0,0,0,0,67.7,0,0,0,0,15.82,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,44.73,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

79,19:30-19:45,652.68,0,0,0,0,7.57,19.12,0,19.77,0,19.65,0,0,0,0,6.82,25.23,29.75,35.47,25.32,0,0,13.63,0,0,0,0,0,0,0,22.08,0,0,0,0,15.82,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

80,19:45-20:00,652.68,0,0,0,0,0,19.12,0,19.77,0,19.65,0,0,0,0,6.82,25.23,29.75,39.15,25.32,0,0,13.02,0,0,0,0,0,0,0,20.95,0,0,0,0,15.82,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

81,20:00-20:15,581.47,0,0,0,0,0,19.12,0,1.12,0,19.65,0,0,0,0,6.82,25.23,29.75,40.52,18.99,0,0,1.35,0,0,0,0,0,0,0,2.11,0,0,0,0,15.82,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

82,20:15-20:30,554.76,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,6.82,25.23,14.87,40.52,15.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

83,20:30-20:45,596.02,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,6.82,25.23,0,28.88,13.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,20.01,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

84,20:45-21:00,548.23,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,6.82,25.23,0,28.88,13.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

85,21:00-21:15,500.43,0,0,0,0,0,19.12,0,0,22.53,19.65,0,0,0,0,6.82,25.23,0,30.85,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,277.97,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

86,21:15-21:30,496.27,0,0,0,0,0,19.12,0,0,22.53,19.65,0,0,0,0,6.82,25.23,0,34.12,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,294.1,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

87,21:30-21:45,477.15,0,0,0,0,0,19.12,0,0,1.45,19.65,0,0,0,0,6.82,25.23,0,37.43,15.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,305.59,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,625.45,0,15.28,0,0,0,0,0,0

88,21:45-22:00,448.47,0,0,0,0,0,18.84,0,0,0,19.65,0,0,0,0,6.82,25.23,0,39.9,15.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,310.96,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,542.75,0,15.28,0,0,0,0,0,0

89,22:00-22:15,377.58,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,6.82,25.23,0,40.52,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,316.35,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,454.81,0,15.28,0,0,0,0,0,0

90,22:15-22:30,310.67,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,6.82,25.23,0,40.52,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,321.72,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

91,22:30-22:45,281.99,0,0,0,0,0,18.88,0,0,0,19.65,0,0,0,0,6.82,25.23,0,40.52,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,327.09,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

92,22:45-23:00,281.99,0,0,0,0,0,17.32,0,0,0,19.65,0,0,0,0,6.82,25.23,0,40.52,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,332.61,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

93,23:00-23:15,281.99,0,0,0,0,0,19.12,0,0,0,16.94,0,0,0,0,6.82,21.74,0,34.93,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

94,23:15-23:30,281.99,0,0,0,0,0,17.79,0,0,0,16.94,0,0,0,0,6.82,21.74,0,34.93,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

95,23:30-23:45,281.99,0,0,0,0,0,17.21,0,0,0,16.94,0,0,0,0,6.82,21.74,0,34.93,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,10.63,0,0,0,0,0,0

96,23:45-24:00,281.99,0,0,0,0,0,17.4,0,0,0,16.94,0,0,0,0,6.82,21.74,0,34.93,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,2.23,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,10.63,0,0,0,0,0,0

