Block,Time,SEWA2,URI,RIHAND1,TEHRI,UNCHAHAR1,ANTA_LF,DADRI_GF,ANTA_GF,AURY_LF,PARBATI3,JHAJJAR,TANAKPUR,DADRT2,UNCHAHAR3,RAPPC,CHAMERA1,UNCHAHAR2,RIHAND3,KOTESHWR,NJPC,UNCHAHAR4,SINGRAULI,BSIUL,RAPPB,DHAULIGNGA,AURY_CRF,CHAMERA2,DADRI_RF,SALAL,AURY_GF,RAMPUR,URI2,ANTA_RF,ANTA_CRF,DADRI_CRF,TANDA2,AURY_RF,NAPP,KOLDAM,RIHAND2,CHAMERA3,DADRI_LF,KISHANGANGA,DULHASTI,SINGRAULI_HYDRO,TALA,FSTPP I & II,BRBCL,KHSTPP-II,KHSTPP-I,KUDGI,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,14.941315,88.936400,43.849512,19.319500,0.000000,0.000000,0.000000,0.000000,0.000000,631.400202,7.925393,663.910184,25.511310,49.437715,13.517366,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,69.644935,0.000000,0.000000,31.729878,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,14.800646,95.065278,37.810150,43.50,404.020181,0,0,0,0,0

7,01:30-01:45,0.000000,17.075789,88.936400,43.849512,13.737194,0.000000,0.000000,0.000000,0.000000,0.000000,625.189154,7.925393,592.092114,18.173573,49.437715,13.517366,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,15.423023,95.065278,37.810150,43.50,404.020181,0,0,0,0,0

8,01:45-02:00,0.000000,17.075789,88.936400,43.849512,13.737194,0.000000,0.000000,0.000000,0.000000,0.000000,625.189154,7.925393,531.145678,18.173573,49.437715,0.000000,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,15.350182,95.065278,37.810150,43.50,404.020181,0,0,0,0,0

9,02:00-02:15,0.000000,18.143026,88.936400,43.849512,13.737194,0.000000,0.000000,0.000000,0.000000,0.000000,625.189154,7.925393,473.143678,18.173573,49.437715,0.000000,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,16.115618,95.065278,37.810150,46.67,404.020181,0,0,0,0,0

10,02:15-02:30,0.000000,18.143026,88.936400,43.849512,13.737194,0.000000,0.000000,0.000000,0.000000,0.000000,625.189154,7.925393,439.309178,18.173573,49.437715,0.000000,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,17.060836,95.065278,37.810150,46.67,404.020181,0,0,0,0,0

11,02:30-02:45,0.000000,16.008552,88.936400,36.541260,10.762174,0.000000,0.000000,0.000000,0.000000,0.000000,580.498516,7.925393,361.864301,14.593787,49.437715,0.000000,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,17.806094,95.065278,41.059041,46.67,404.020181,0,0,0,0,0

12,02:45-03:00,0.000000,16.008552,88.936400,29.233008,10.762174,0.000000,0.000000,0.000000,0.000000,0.000000,580.498516,7.925393,359.488009,14.593787,49.437715,0.000000,19.469435,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,11.421560,16.669996,95.065278,41.334062,46.67,404.020181,0,0,0,0,0

13,03:00-03:15,0.000000,13.874078,88.936400,29.233008,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,533.009379,7.925393,359.488009,14.445031,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,30.926666,0.000000,76.721759,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,16.907083,67.813135,26.901714,74.76,404.020181,0,0,0,0,0

14,03:15-03:30,0.000000,13.874078,88.936400,29.233008,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,504.008379,7.925393,359.488009,10.670572,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,17.265033,67.813135,26.901714,46.67,404.020181,0,0,0,0,0

15,03:30-03:45,0.000000,13.874078,88.936400,29.233008,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,407.338379,7.925393,359.488009,9.423336,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,17.909000,67.813135,26.901714,46.67,404.020181,0,0,0,0,0

16,03:45-04:00,0.000000,13.874078,88.936400,29.233008,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,368.670379,7.925393,359.488009,9.423336,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,46.67,404.020181,0,0,0,0,0

17,04:00-04:15,0.000000,13.874078,88.936400,16.139056,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,339.669379,7.925393,359.488009,9.423336,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,18.499496,67.813135,26.901714,44.66,404.020181,0,0,0,0,0

18,04:15-04:30,0.000000,17.075789,88.936400,16.139056,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,328.068979,7.925393,359.488009,9.423336,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,44.66,404.020181,0,0,0,0,0

19,04:30-04:45,0.000000,19.210262,88.936400,16.139056,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,405.506805,7.925393,371.608084,9.423336,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,44.66,404.020181,0,0,0,0,0

20,04:45-05:00,0.000000,19.210262,88.936400,16.139056,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,484.674379,7.925393,376.441584,9.423336,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,17.622748,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,44.66,404.020181,0,0,0,0,0

21,05:00-05:15,0.000000,46.958419,88.936400,16.139056,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,571.677379,7.925393,395.775584,6.670230,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,44.66,404.020181,0,0,0,0,0

22,05:15-05:30,0.000000,46.958419,88.936400,14.616504,4.765831,0.000000,0.000000,0.000000,0.000000,0.000000,579.889496,7.925393,395.775584,6.670230,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,44.66,404.020181,0,0,0,0,0

23,05:30-05:45,0.000000,16.008552,88.936400,14.616504,13.737194,0.000000,0.000000,0.000000,0.000000,0.000000,625.189154,7.925393,437.283865,18.173573,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

24,05:45-06:00,0.000000,16.008552,88.936400,14.616504,13.737194,0.000000,0.000000,0.000000,0.000000,0.000000,625.189154,7.925393,439.309178,18.173573,49.437715,0.000000,13.818590,119.547560,9.531662,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

25,06:00-06:15,0.000000,16.008552,88.936400,14.616504,10.762174,0.000000,0.000000,0.000000,0.000000,0.000000,579.531816,7.925393,439.309178,14.593787,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,9.355568,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

26,06:15-06:30,0.000000,16.008552,88.936400,14.616504,10.762174,0.000000,0.000000,0.000000,0.000000,0.000000,579.531816,7.925393,439.309178,14.593787,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,18.813722,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

27,06:30-06:45,0.000000,16.008552,88.936400,14.616504,10.762174,0.000000,0.000000,0.000000,0.000000,0.000000,579.531816,7.925393,439.010564,14.593787,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,30.926666,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

28,06:45-07:00,0.000000,16.008552,88.936400,8.160881,10.762174,0.000000,0.000000,0.000000,0.000000,0.000000,579.531816,7.925393,439.010564,14.593787,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,30.926666,0.000000,76.721759,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

29,07:00-07:15,0.000000,16.008552,88.936400,0.000000,11.054560,0.000000,0.000000,0.000000,0.000000,0.000000,579.531816,7.925393,439.010564,14.593787,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

30,07:15-07:30,0.000000,16.008552,88.936400,0.000000,9.034093,0.000000,0.000000,0.000000,0.000000,0.000000,484.316700,7.925393,430.213594,10.508029,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,13.004048,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

31,07:30-07:45,0.000000,16.008552,88.936400,0.000000,7.808532,0.000000,0.000000,0.000000,0.000000,0.000000,387.646700,7.925393,348.012000,9.560663,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

32,07:45:08:00,0.000000,16.008552,88.936400,0.000000,7.808532,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,348.012000,9.560663,49.437715,0.000000,13.818590,119.547560,8.578496,113.059915,0.000000,134.670977,6.335558,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,114.191438,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,49.92,404.020181,0,0,0,0,0

33,08:00-08:15,0.000000,17.075789,56.286688,0.000000,7.808532,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,348.012000,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,67.10,404.020181,0,0,0,0,0

34,08:15-08:30,0.000000,17.075789,56.286688,0.000000,7.808532,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,348.012000,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,73.41,404.020181,0,0,0,0,0

35,08:30-08:45,0.000000,46.958419,56.286688,0.000000,11.003029,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,354.501035,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,67.10,404.020181,0,0,0,0,0

36,08:45:09:00,0.000000,46.958419,56.286688,0.000000,11.003029,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,354.501035,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,73.014851,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,72.35,404.020181,0,0,0,0,0

37,09:00:09:15,0.000000,19.210262,56.286688,0.000000,11.367719,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,355.140419,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,69.644935,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

38,09:15-09:30,0.000000,19.210262,56.286688,0.000000,11.367719,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,355.140419,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,17.622748,0.000000,30.926666,0.000000,69.644935,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

39,09:30-09:45,0.000000,19.210262,56.286688,0.000000,11.367719,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,355.140419,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,69.644935,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,43.50,404.020181,0,0,0,0,0

40,09:45-10:00,0.000000,21.344736,56.286688,0.000000,11.367719,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,355.140419,9.560663,49.437715,0.000000,13.818590,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,30.926666,0.000000,69.644935,0.000000,0.000000,9.753036,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,18.711136,0.000000,0.000000,47.790319,1.054099,17.052588,8.341364,19.334041,67.813135,26.901714,54.80,404.020181,0,0,0,0,0

41,10:00-10:15,0.000000,21.344736,56.286688,0.000000,10.687980,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,354.551209,8.593963,49.437715,0.000000,10.806739,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,18.556000,0.000000,69.644935,0.000000,0.000000,11.053441,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,9.355568,0.000000,0.000000,47.790319,1.054099,19.894686,8.341364,19.334041,55.266916,21.121235,54.80,404.020181,0,0,0,0,0

42,10:15-10:30,0.000000,21.344736,56.286688,0.000000,10.687980,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,354.551209,8.593963,49.437715,0.000000,10.806739,82.539939,8.578496,113.059915,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,18.556000,0.000000,69.644935,0.000000,0.000000,11.053441,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,9.355568,0.000000,0.000000,47.790319,1.054099,19.894686,8.341364,19.334041,55.266916,21.121235,54.80,404.020181,0,0,0,0,0

43,10:30-10:45,0.000000,21.344736,56.286688,0.000000,9.490264,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,362.462989,8.593963,49.437715,0.000000,10.806739,82.539939,8.578496,105.278464,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,18.556000,0.000000,51.672048,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,9.355568,0.000000,0.000000,47.790319,1.054099,19.894686,8.341364,19.334041,55.266916,21.121235,71.89,404.020181,0,0,0,0,0

44,10:45-11:00,0.000000,21.344736,56.286688,0.000000,9.490264,0.000000,0.000000,0.000000,0.000000,0.000000,321.911100,7.925393,362.462989,8.593963,49.437715,0.000000,10.806739,82.539939,8.578496,105.278464,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,18.556000,0.000000,51.672048,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,9.355568,0.000000,0.000000,47.790319,1.054099,19.894686,8.341364,19.334041,55.266916,21.121235,71.89,404.020181,0,0,0,0,0

45,11:00-11:15,0.000000,19.210262,56.286688,0.000000,9.490264,0.000000,0.000000,0.000000,0.000000,0.000000,377.979700,7.925393,363.786137,8.593963,49.437715,0.000000,10.806739,82.539939,8.578496,105.278464,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,18.556000,0.000000,51.672048,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,9.355568,0.000000,0.000000,47.790319,1.054099,19.894686,8.341364,19.334041,55.266916,21.121235,71.89,404.020181,0,0,0,0,0

46,11:15-11:30,0.000000,19.210262,56.286688,0.000000,9.490264,0.000000,0.000000,0.000000,0.000000,0.000000,377.979700,7.925393,363.786137,8.593963,49.437715,0.000000,10.806739,82.539939,8.578496,105.278464,0.000000,122.560449,6.303657,0.000000,26.434121,0.000000,18.556000,0.000000,51.672048,0.000000,0.000000,11.703644,0.000000,0.000000,0.000000,0.000000,0.000000,37.993630,0.000000,88.208765,9.355568,0.000000,0.000000,47.790319,1.054099,19.894686,8.341364,18.154359,55.266916,21.121235,71.89,404.020181,0,0,0,0,0

