Block,Time,SH-06,L_NR_2023_04,LT-35,L_NR_2022_10,L_NR_2021_14,L_NR_2019_11,LT-31,L_NR_2020_05,L_NR_2012_02,L_NR_2022_09,L_NR_2019_19,L_NR_2020_02,L_NR_2023_07,L_NR_2012_01,L_NR_2019_05,L_NR_2021_16,L_NR_2023_10,LT-59,LT-36,L_NR_2021_12,LT-05,L_NR_2020_06,L_NR_2018_61,SH-07,L_NR_2021_15,L_NR_2019_07,L_NR_2012_07,L_NR_2022_08,L_NR_2021_13,L_NR_2012_04,L_NR_2020_07,L_NR_2019_06,L_NR_2021_17
1,00:00-00:15,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.810000,0.000000,0,116.090000,39.17,21.45,30.950000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

2,00:15-00:30,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.810000,0.000000,0,116.090000,39.17,20.32,30.950000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

3,00:30-00:45,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.810000,0.000000,0,116.090000,39.17,20.08,13.920000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

4,00:45-01:00,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.810000,0.000000,0,116.090000,39.17,19.04,13.920000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

5,01:00-01:15,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,39.17,18.07,13.920000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

6,01:15-01:30,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,39.17,16.9,13.920000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

7,01:30-01:45,30.950000,29.820000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,39.17,15.66,13.920000,0,0,74.170000,36.67,0,272.050000,39.16,0,0

8,01:45-02:00,30.950000,29.820000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,39.17,14.35,13.920000,0,0,74.170000,36.41,0,272.050000,39.16,0,0

9,02:00-02:15,30.950000,29.820000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,9.330000,0.000000,0,116.090000,39.17,20.08,24.460000,0,0,74.170000,36.5,0,272.050000,39.16,0,0

10,02:15-02:30,30.950000,29.820000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,9.330000,0.000000,0,116.090000,39.17,19.68,24.460000,0,0,74.170000,36.57,0,272.050000,39.16,0,0

11,02:30-02:45,30.950000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,9.330000,0.000000,0,116.090000,39.17,19.48,24.460000,0,0,74.170000,36.55,0,272.050000,39.16,0,0

12,02:45-03:00,25.330000,29.780000,0.000000,81.67,0,8.620000,0.000000,117.5,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,9.330000,0.000000,0,116.090000,39.17,19.04,25.330000,0,0,74.170000,36.61,0,272.050000,39.16,0,0

13,03:00-03:15,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,9.100000,0.000000,0,116.090000,39.17,18.07,25.330000,0,0,74.170000,36.27,0,272.050000,39.16,0,0

14,03:15-03:30,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.300000,0,101.320000,0,0,0,9.100000,0.000000,0,116.090000,39.17,16.9,25.330000,0,0,56.100000,36.01,0,272.050000,39.16,0,0

15,03:30-03:45,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.300000,0,101.320000,0,0,0,9.100000,0.000000,0,116.090000,39.17,15.66,25.330000,0,0,56.100000,35.81,0,272.050000,39.16,0,0

16,03:45-04:00,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.300000,0,101.320000,0,0,0,9.100000,0.000000,0,116.090000,39.17,14.35,25.330000,0,0,56.100000,35.83,0,272.050000,39.16,0,0

17,04:00-04:15,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,9.100000,0.000000,0,116.090000,39.17,13.29,25.330000,0,0,56.100000,35.53,0,272.050000,39.16,0,0

18,04:15-04:30,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,9.100000,0.000000,0,116.090000,39.17,12.64,25.330000,0,0,56.100000,35.13,0,272.050000,39.16,0,0

19,04:30-04:45,25.330000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,8.720000,0.000000,0,116.090000,39.17,12,25.330000,0,0,56.100000,35.22,0,272.050000,39.16,0,0

20,04:45-05:00,30.950000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,8.720000,0.000000,0,116.090000,39.17,11.06,24.460000,0,0,56.100000,35.26,0,272.050000,39.16,0,0

21,05:00-05:15,30.950000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,8.720000,0.000000,0,116.090000,39.17,10.55,24.460000,0,0,56.100000,35.76,0,272.050000,39.16,0,0

22,05:15-05:30,30.950000,29.780000,0.000000,81.67,0,8.460000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,8.720000,0.000000,0,116.090000,39.17,10.12,24.460000,0,0,56.100000,35.85,0,272.050000,39.16,0,0

23,05:30-05:45,30.950000,29.780000,0.000000,81.67,0,8.080000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0,0,8.720000,0.000000,0,116.090000,39.17,9.64,24.460000,0,0,56.100000,36.55,0,272.050000,39.16,0,0

24,05:45-06:00,30.950000,29.780000,0.000000,81.67,0.18,8.080000,0.000000,117.5,145.100000,81.67,0,7.210000,0,101.320000,0,0.67,0,8.720000,0.000000,0,116.090000,39.17,9.19,24.460000,0,0,56.100000,36.99,0,272.050000,39.16,0,0.33

25,06:00-06:15,30.950000,29.780000,0.000000,81.67,1.66,8.080000,0.000000,117.5,145.100000,81.67,1.891888,7.070000,0,101.320000,0,3.33,0,8.560000,0.000000,0,116.090000,39.17,8.69,24.460000,0,1.45,56.100000,37.39,0,272.050000,39.16,7.31,1.67

26,06:15-06:30,30.950000,29.780000,0.040000,81.67,3.79,8.080000,0.040000,117.5,145.100000,81.67,6.348552,7.070000,1.55,101.320000,2.04,6,0.67,8.560000,0.040000,0.09,116.090000,39.17,8.4,24.460000,0.27,3,56.100000,37.57,0.02,272.050000,39.16,14.24,3

27,06:30-06:45,30.950000,29.780000,0.270000,81.67,6.53,8.080000,0.270000,117.5,145.100000,81.67,11.84868,7.070000,5.4,101.320000,5.85,6.67,2.32,8.560000,0.280000,4.83,116.090000,39.17,7.8,24.460000,0.79,8,56.100000,38.16,0.97,272.050000,39.16,23.36,3.33

28,06:45-07:00,30.950000,29.780000,0.650000,81.67,9.75,8.080000,0.650000,117.5,145.100000,81.67,18.43128,7.070000,11.59,101.320000,13.04,7.33,4.97,8.560000,0.670000,11.13,116.090000,39.17,7.4,24.460000,1.89,15,56.100000,39.01,2.22,272.050000,39.16,33,3.67

29,07:00-07:15,30.950000,29.780000,1.190000,81.67,13.28,7.920000,1.190000,117.5,145.100000,81.67,26.145112,7.440000,20.21,101.320000,22.31,9.33,8.66,8.560000,1.220000,18.93,116.090000,39.17,7.4,24.460000,3.61,22,56.100000,39.27,3.79,272.050000,39.16,33,4.67

30,07:15-07:30,30.950000,29.780000,1.910000,81.67,14.43,7.920000,1.910000,117.5,145.100000,81.67,35.087696,7.440000,30.88,101.320000,29.31,11.33,13.23,8.560000,1.960000,28.03,116.090000,39.17,7.4,24.460000,6,29.32,56.100000,39.27,5.61,272.050000,39.16,29.32,5.67

31,07:30-07:45,30.950000,29.780000,2.660000,81.67,19.43,7.920000,2.660000,117.5,145.100000,81.67,45.15176,7.440000,43.23,101.320000,30.34,15.33,18.53,8.560000,2.730000,36.75,116.090000,39.17,7.4,24.460000,8,30.33,56.100000,39.27,7.35,272.050000,39.16,30.33,7.67

32,07:45:08:00,30.950000,29.780000,3.560000,81.67,24.93,7.920000,3.560000,117.5,145.100000,81.67,55.742432,7.440000,56,101.320000,30.84,19.33,24,8.560000,3.660000,48.28,116.090000,39.17,7.4,24.460000,12,30.83,56.100000,39.27,9.66,272.050000,39.16,30.83,9.67

33,08:00-08:15,30.950000,29.780000,4.700000,81.67,30.77,7.920000,4.700000,120,145.100000,81.67,65.943024,7.440000,66.5,101.320000,32,23.33,28.5,8.560000,4.820000,58.96,116.090000,40,7.4,24.460000,16.5,32,56.100000,37.67,11.79,272.050000,40,32,11.67

34,08:15-08:30,30.950000,30.750000,6.680000,81.67,36.7,7.920000,6.680000,120,145.100000,81.67,75.617008,7.440000,77,101.320000,32.34,27.33,33,8.560000,6.850000,71.04,116.090000,40,7.4,24.460000,19,32.33,56.100000,37.67,14.21,272.050000,40,32.33,13.67

35,08:30-08:45,30.950000,30.750000,7.970000,81.67,42.47,7.920000,7.970000,120,145.100000,81.67,84.715624,7.440000,87.5,101.320000,32.5,32,37.5,8.560000,8.170000,85.67,116.090000,40,7.4,24.460000,23,32.5,56.100000,37.67,17.13,272.050000,40,32.5,16

36,08:45:09:00,30.950000,31.720000,9.240000,81.67,48.33,7.920000,9.240000,120,145.100000,81.67,93.141352,7.440000,98,101.320000,32.5,38,42,8.560000,9.470000,103.13,116.090000,40,7.4,24.460000,27,32.5,56.100000,37.67,20.63,272.050000,40,32.5,19

37,09:00:09:15,25.330000,25.660000,10.140000,81.67,53.87,7.920000,10.140000,120,145.100000,81.67,101.4208,7.350000,108.5,101.320000,32.5,46.67,46.5,8.560000,10.390000,118.48,116.090000,40,7.4,25.330000,30,32.5,56.100000,37.67,23.69,272.050000,40,32.5,23.33

38,09:15-09:30,25.330000,26.630000,11.570000,81.67,59.2,7.920000,11.570000,120,145.100000,81.67,108.608024,7.350000,119,101.320000,32.5,51.34,51,8.560000,11.850000,125.21,116.090000,40,7,25.330000,32,32.5,56.100000,37.67,25.04,272.050000,40,32.5,25.66

39,09:30-09:45,25.330000,26.630000,12.560000,81.67,64.2,7.920000,12.560000,120,145.100000,81.67,114.898064,7.350000,129.5,101.320000,32.66,56.67,55.5,8.560000,12.860000,146.04,116.090000,40,7,25.330000,35.5,32.67,56.100000,40,29.21,272.050000,40,32.67,28.33

40,09:45-10:00,25.330000,27.600000,13.290000,81.67,68.57,7.920000,13.290000,120,145.100000,81.67,120.222656,7.350000,140,101.320000,32.66,59.34,60,8.560000,13.620000,162.71,116.090000,40,7,25.330000,37,32.67,56.100000,40,32.54,272.050000,40,32.67,29.66

41,10:00-10:15,25.330000,27.600000,14.180000,81.67,72.77,7.920000,14.180000,120,145.100000,81.67,124.962128,7.250000,157.5,101.320000,32.66,62.67,67.5,8.790000,14.540000,179.71,66.400000,40,7,25.330000,39.5,32.67,41.090000,40,35.94,272.050000,40,32.67,31.33

42,10:15-10:30,25.330000,27.600000,14.890000,81.67,76.83,7.920000,14.890000,120,145.100000,81.67,129.428544,7.250000,164.5,101.320000,32.66,66.67,70.5,8.790000,15.260000,191.88,85.350000,40,7,25.330000,41,32.67,56.100000,40,38.37,272.050000,40,32.67,33.33

43,10:30-10:45,25.330000,27.600000,15.490000,81.67,79.33,7.920000,15.490000,120,145.100000,81.67,133.729176,7.250000,171.5,101.320000,32.66,68.67,73.5,8.790000,15.870000,204.38,85.350000,40,7,25.330000,43,32.67,56.100000,40,40.87,272.050000,40,32.67,34.33

44,10:45-11:00,25.330000,27.600000,15.870000,81.67,82.33,7.920000,15.870000,120,145.100000,81.67,137.922536,7.250000,178.5,101.320000,32.66,72,76.5,8.790000,16.270000,212.71,85.350000,40,7.4,25.330000,44,32.67,56.100000,40,42.54,272.050000,40,32.67,36

45,11:00-11:15,25.330000,27.600000,16.040000,81.67,85,7.840000,16.040000,120,145.100000,81.67,141.901352,7.160000,183.4,101.320000,32.66,75.34,78.6,8.790000,16.450000,216.88,85.350000,40,7.4,25.330000,45.5,32.67,56.100000,40,43.37,272.050000,40,32.67,37.66

46,11:15-11:30,25.330000,27.600000,16.040000,81.67,86,7.840000,16.040000,120,145.100000,81.67,145.421824,7.160000,183.4,101.320000,32.66,75.34,78.6,8.790000,16.450000,221.04,85.350000,40,7.4,25.330000,46,32.67,56.100000,40,44.21,272.050000,40,32.67,37.66

47,11:30-11:45,25.330000,27.600000,16.040000,81.67,87.03,7.840000,16.040000,120,145.100000,81.67,148.08412,7.160000,183.4,101.320000,32.66,75.34,78.6,8.790000,16.450000,225.21,85.350000,40,7.4,25.330000,46,32.67,56.100000,40,45.04,272.050000,40,32.67,37.66

