Block,Time,SH-06,L_NR_2023_04,LT-35,L_NR_2022_10,L_NR_2021_14,L_NR_2019_11,LT-31,L_NR_2020_05,L_NR_2012_02,L_NR_2022_09,L_NR_2019_19,L_NR_2020_02,L_NR_2023_07,L_NR_2012_01,L_NR_2019_05,L_NR_2021_16,L_NR_2023_10,LT-59,LT-36,L_NR_2021_12,LT-05,L_NR_2020_06,L_NR_2018_61,SH-07,L_NR_2021_15,L_NR_2019_07,L_NR_2012_07,L_NR_2022_08,L_NR_2021_13,L_NR_2012_04,L_NR_2020_07,L_NR_2019_06,L_NR_2021_17
48,11:45-12:00,25.330000,27.600000,16.040000,81.67,87.2,7.840000,16.040000,120,145.100000,81.67,149.976008,7.160000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,229.17,85.350000,40,7.4,25.330000,46.5,32.67,56.100000,40,45.83,272.050000,40,32.67,38.33

49,12:00-12:15,24.460000,27.600000,16.040000,81.67,87.53,8.080000,16.040000,120,145.100000,81.67,148.240152,7.160000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,229.17,85.350000,40,7.4,30.950000,46.5,32.67,41.090000,40,45.83,272.050000,40,32.67,38.33

50,12:15-12:30,24.460000,26.630000,16.040000,81.67,87.63,8.080000,16.040000,120,145.100000,81.67,147.918336,7.160000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,229.17,85.350000,40,7.41,30.950000,46.5,32.67,41.090000,40,45.83,272.050000,40,32.67,38.33

51,12:30-12:45,25.330000,26.630000,16.040000,81.67,87.33,8.080000,16.040000,120,145.100000,81.67,146.991896,7.160000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,229.17,85.360000,40,11.52,25.330000,46.5,32.67,41.090000,40,45.83,272.050000,40,32.67,38.33

52,12:45-13:00,25.330000,26.630000,16.040000,81.67,87.67,8.080000,16.040000,120,145.100000,81.67,144.982984,7.160000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,229.17,85.360000,40,11.74,25.330000,46.5,32.67,41.090000,40,45.83,272.050000,40,32.67,38.33

53,13:00-13:15,25.330000,26.630000,16.040000,81.67,87.3,8.080000,16.040000,120,145.100000,81.67,142.213416,7.070000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,237.5,85.360000,40,11.94,25.330000,46.5,32.67,41.090000,40,47.5,272.050000,40,32.67,38.33

54,13:15-13:30,25.330000,26.630000,16.040000,81.67,86.97,8.080000,16.040000,120,145.100000,81.67,114.644512,7.070000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.450000,237.5,85.360000,40,23.55,25.330000,46.5,32.67,41.090000,40,47.5,272.050000,40,32.67,38.33

55,13:30-13:45,25.330000,26.630000,16.690000,81.67,86.53,8.080000,16.690000,120,145.100000,81.67,113.669312,7.070000,183.4,101.320000,32.66,76.67,78.6,8.790000,17.100000,237.5,85.360000,40,23.33,25.330000,46.5,32.67,41.090000,40,47.5,272.050000,40,32.67,38.33

56,13:45-14:00,25.330000,26.630000,16.530000,81.67,85.3,8.080000,16.530000,120,145.100000,81.67,112.577088,7.070000,183.4,101.320000,32.66,76.67,78.6,8.790000,16.940000,237.5,66.400000,40,23.3,25.330000,46.5,32.67,56.100000,31.88,47.5,272.050000,40,32.67,38.33

57,14:00-14:15,25.330000,26.630000,16.190000,81.67,84.67,8.080000,16.190000,120,145.100000,81.67,111.80668,7.160000,178.5,101.320000,32.66,72,76.5,9.100000,16.590000,237.5,66.400000,40,22.95,25.330000,46.5,32.67,56.100000,31.88,47.5,272.050000,40,32.67,36

58,14:15-14:30,25.330000,26.630000,15.900000,81.67,83.13,8.080000,15.900000,120,145.100000,81.67,109.768512,7.160000,175,101.320000,32.66,68.67,75,9.100000,16.300000,237.5,74.930000,40,21.96,25.330000,45,32.67,56.100000,31.88,47.5,272.050000,40,32.67,34.33

59,14:30-14:45,26.110000,26.630000,15.470000,81.67,81,8.080000,15.470000,120,145.100000,81.67,106.5406,7.160000,168,101.320000,32.66,66,72,9.100000,15.860000,235.47,83.460000,40,21.25,26.110000,43.5,32.67,56.100000,31.88,47.09,272.050000,40,32.67,33

60,14:45-15:00,26.110000,26.630000,14.790000,81.67,77.8,8.080000,14.790000,120,174.110000,81.67,101.137992,7.160000,161,101.320000,32.66,64.67,69,9.100000,15.170000,232.72,116.090000,40,21.92,26.110000,42,32.67,56.100000,31.88,46.54,272.050000,40,32.67,32.33

61,15:00-15:15,21.180000,26.630000,14.310000,81.67,74.33,8.080000,14.310000,120,174.110000,81.67,94.64316,7.250000,154,101.320000,32.66,60.67,66,8.640000,14.670000,218.66,116.090000,40,22.53,21.180000,40,32.67,56.100000,31.88,43.73,272.050000,40,32.67,30.33

62,15:15-15:30,21.180000,26.630000,13.850000,81.67,70.57,8.080000,13.850000,120,174.110000,81.67,87.689984,7.250000,143.5,101.320000,32.66,58,61.5,8.640000,14.200000,204.11,116.090000,40,23.7,21.180000,38.5,32.67,74.170000,31.88,40.82,272.050000,40,32.67,29

63,15:30-15:45,21.180000,27.600000,12.970000,81.67,66.57,8.080000,12.970000,120,174.110000,81.67,80.444248,0.000000,133,101.320000,32.66,56,57,8.640000,13.290000,191.9,116.090000,40,23.67,21.180000,37,32.67,74.170000,35,38.38,272.050000,40,32.67,28

64,15:45-16:00,21.180000,27.600000,11.880000,81.67,62.27,8.080000,11.880000,120,174.110000,81.67,72.866944,0.000000,122.5,101.320000,32.66,50.67,52.5,8.640000,12.180000,173.91,116.090000,40,23.67,21.180000,35,32.67,74.170000,35,34.78,272.050000,40,32.67,25.33

65,16:00-16:15,21.180000,27.600000,11.190000,81.67,57.1,8.080000,11.190000,120,174.110000,81.67,65.884512,0.000000,112,101.320000,32.66,46,48,8.790000,11.470000,154.84,116.090000,40,23.67,21.180000,31.5,32.67,74.170000,36.67,30.97,272.050000,40,32.67,23

66,16:15-16:30,21.180000,27.600000,10.160000,81.67,52.3,8.080000,10.160000,120,174.110000,81.67,58.9996,7.720000,98,101.320000,32.66,42.67,42,8.790000,10.420000,140.91,116.090000,40,23.59,21.180000,29,32.67,74.170000,36.67,28.18,272.050000,40,32.67,21.33

67,16:30-16:45,21.180000,27.600000,8.840000,81.67,47,8.080000,8.840000,120,174.110000,81.67,52.182952,7.720000,87.5,101.320000,20.87,38.67,37.5,8.790000,9.060000,123.45,116.090000,40,23.34,21.180000,26.5,33,74.170000,36.67,24.69,272.050000,40,33,19.33

68,16:45-17:00,21.180000,27.600000,7.640000,81.67,41.07,8.080000,7.640000,120,174.110000,81.67,45.463824,7.720000,77,101.320000,10.97,34.67,33,8.790000,7.830000,104.04,116.090000,40,18.13,21.180000,23,25,74.170000,36.67,20.81,272.050000,40,33,17.33

69,17:00-17:15,21.180000,27.600000,6.390000,81.67,35.2,8.310000,6.390000,120,174.110000,81.67,37.467184,7.720000,66.5,101.320000,4.08,34,28.5,8.950000,6.550000,83.6,116.090000,40,17.68,21.180000,21,20,74.170000,36.67,16.72,272.050000,40,33,17

70,17:15-17:30,21.180000,27.600000,5.430000,81.67,29.77,8.310000,5.430000,120,174.110000,81.67,29.577816,7.720000,52.5,101.320000,0.58,30.67,22.5,8.950000,5.570000,64.29,116.090000,40,17.6,21.180000,17,15,74.170000,36.67,12.86,272.050000,40,33,15.33

71,17:30-17:45,9.280000,27.600000,4.330000,81.67,24.27,8.310000,4.330000,120,174.110000,81.67,22.000512,7.720000,42,101.320000,0,26.67,18,8.950000,4.440000,54.31,116.090000,40,17.23,9.280000,13.5,8.74,74.170000,36.67,10.86,272.050000,40,30.29,13.33

72,17:45-18:00,9.280000,27.600000,3.330000,81.67,19.17,8.310000,3.330000,120,174.110000,81.67,14.452464,7.720000,31.5,101.320000,0,21.33,13.5,8.950000,3.420000,44.38,116.090000,40,17.1,9.280000,9,2.7,74.170000,36.67,8.87,272.050000,40,22.72,10.67

73,18:00-18:15,0.000000,27.600000,2.390000,81.67,14.43,8.310000,2.390000,120,174.110000,81.67,10.697944,8.000000,21,101.320000,0,14.67,9,9.180000,2.440000,31.37,116.090000,40,16.88,30.950000,6.04,0,74.170000,38.33,6.27,272.050000,40,0,7.33

74,18:15-18:30,0.000000,27.600000,1.850000,81.67,10.47,8.310000,1.850000,120,174.110000,81.67,6.97268,8.000000,14,101.320000,0,10.67,6,9.180000,1.900000,20.44,116.090000,40,23.03,30.950000,3.82,0,74.170000,38.33,4.09,272.050000,40,0,5.33

75,18:30-18:45,0.000000,27.600000,0.750000,81.67,6.4,8.310000,0.750000,120,174.110000,81.67,3.032872,7.440000,7,101.320000,0,8.67,3,9.180000,0.770000,10.92,116.090000,40,23.65,30.950000,2.22,0,74.170000,38.33,2.18,272.050000,40,0,4.33

76,18:45-19:00,0.000000,27.600000,0.400000,81.67,0.33,8.310000,0.400000,120,174.110000,81.67,0.458344,7.440000,0.7,101.320000,0,6.67,0.3,9.180000,0.410000,3.88,116.090000,40,23.21,30.950000,1.37,0,74.170000,38.33,0.78,272.050000,40,0,3.33

77,19:00-19:15,0.000000,29.530000,0.090000,81.67,0.03,8.460000,0.090000,120,174.110000,81.67,0,7.440000,0,101.320000,0,3.33,0,9.330000,0.090000,2.55,116.090000,40,22.28,30.950000,0.57,0,74.170000,38.33,0.51,272.050000,40,0,1.67

78,19:15-19:30,0.000000,29.530000,0.000000,81.67,0,8.460000,0.000000,120,174.110000,81.67,0,7.440000,0,101.320000,0,0.67,0,9.330000,0.000000,0.56,116.090000,40,21.55,30.950000,0,0,74.170000,38.33,0.11,272.050000,40,0,0.33

79,19:30-19:45,0.000000,29.530000,0.000000,81.67,0,8.460000,0.000000,120,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.330000,0.000000,0,116.090000,40,36.19,30.950000,0,0,74.170000,38.33,0,272.050000,40,0,0

80,19:45-20:00,0.000000,29.530000,0.000000,81.67,0,8.460000,0.000000,120,174.110000,81.67,0,7.440000,0,101.320000,0,0,0,9.330000,0.000000,0,116.090000,40,35.79,30.950000,0,0,74.170000,38.33,0,272.050000,40,0,0

81,20:00-20:15,29.500000,29.530000,0.000000,81.67,0,8.150000,0.000000,120,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,8.560000,0.000000,0,116.090000,40,35.53,29.500000,0,0,74.170000,38.33,0,272.050000,40,0,0

82,20:15-20:30,29.500000,29.530000,0.000000,81.67,0,8.150000,0.000000,120,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,8.560000,0.000000,0,116.090000,40,34.97,29.500000,0,0,74.170000,38.33,0,272.050000,40,0,0

83,20:30-20:45,29.500000,29.530000,0.000000,81.67,0,9.080000,0.000000,120,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,8.870000,0.000000,0,116.090000,40,34.62,29.500000,0,0,74.170000,38.33,0,272.050000,40,0,0

84,20:45-21:00,29.500000,29.530000,0.000000,81.67,0,9.080000,0.000000,120,174.110000,81.67,0,7.300000,0,101.320000,0,0,0,8.870000,0.000000,0,116.090000,40,34.83,29.500000,0,0,74.170000,38.33,0,272.050000,40,0,0

85,21:00-21:15,29.500000,29.530000,0.000000,81.67,0,9.080000,0.000000,120,174.110000,81.67,0,6.000000,0,101.320000,0,0,0,9.720000,0.000000,0,116.090000,40,35.03,29.500000,0,0,74.170000,32.95,0,272.050000,40,0,0

86,21:15-21:30,29.500000,29.530000,0.000000,81.67,0,9.080000,0.000000,110,174.110000,81.67,0,6.000000,0,101.320000,0,0,0,9.720000,0.000000,0,116.090000,36.67,27.27,29.500000,0,0,74.170000,33.06,0,272.050000,36.66,0,0

87,21:30-21:45,29.500000,28.560000,0.000000,78.55,0,9.080000,0.000000,110,174.110000,78.55,0,6.000000,0,101.320000,0,0,0,9.720000,0.000000,0,116.090000,36.67,27.19,29.500000,0,0,74.170000,33.12,0,272.050000,36.66,0,0

88,21:45-22:00,29.500000,28.560000,0.000000,80.45,0,9.080000,0.000000,110,174.110000,80.45,0,6.000000,0,101.320000,0,0,0,9.720000,0.000000,0,116.090000,36.67,27.05,29.500000,0,0,74.170000,33.79,0,272.050000,36.66,0,0

89,22:00-22:15,29.500000,28.560000,0.000000,81.67,0,8.850000,0.000000,110,174.110000,81.67,0,6.000000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,36.67,26.78,29.500000,0,0,74.170000,34.06,0,272.050000,36.66,0,0

90,22:15-22:30,29.500000,27.600000,0.000000,81.67,0,8.850000,0.000000,110,174.110000,81.67,0,6.000000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,36.67,26.27,29.500000,0,0,74.170000,34.08,0,272.050000,36.66,0,0

91,22:30-22:45,29.500000,27.600000,0.000000,81.67,0,8.080000,0.000000,110,174.110000,81.67,0,6.000000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,36.67,15.49,29.500000,0,0,74.170000,34.24,0,272.050000,36.66,0,0

92,22:45-23:00,29.500000,27.600000,0.000000,71.88,0,8.080000,0.000000,99.32,174.110000,71.88,0,6.000000,0,101.320000,0,0,0,9.570000,0.000000,0,116.090000,33.11,15.09,29.500000,0,0,74.170000,22.82,0,272.050000,33.11,0,0

93,23:00-23:15,29.990000,26.630000,0.000000,73,0,8.080000,0.000000,99.51,174.110000,73,0,6.000000,0,101.320000,0,0,0,8.250000,0.000000,0,116.090000,33.17,14.67,29.990000,0,0,74.170000,23.22,0,272.050000,33.17,0,0

94,23:15-23:30,29.990000,26.630000,0.000000,73.88,0,8.080000,0.000000,99.39,174.110000,73.88,0,6.000000,0,101.320000,0,0,0,8.870000,0.000000,0,116.090000,33.13,14.23,29.990000,0,0,74.170000,23,0,272.050000,33.13,0,0

95,23:30-23:45,29.990000,26.630000,0.000000,75.16,0,8.080000,0.000000,99.67,174.110000,75.16,0,6.000000,0,101.320000,0,0,0,8.870000,0.000000,0,116.090000,33.22,10.07,29.990000,0,0,74.170000,23.12,0,272.050000,33.23,0,0

