Time,Block,NER/2024/1922/A/4521,NR/2024/18388/A/4328,NR/2024/18436/A/4353,NR/2024/18445/A/4539,NER/2024/1934/A/4520,WR/2024/21351/A/4526,WR/2024/21355/A/4540,NR/2024/18577/C,Total
15,03:30-03:45,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

16,03:45-04:00,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

17,04:00-04:15,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

18,04:15-04:30,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

19,04:30-04:45,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

20,04:45-05:00,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

21,05:00-05:15,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

22,05:15-05:30,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

23,05:30-05:45,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

24,05:45-06:00,25.000000,0.380000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.08

25,06:00-06:15,25.000000,0.430000,7.700000,158.480000,20.000000,0.000000,0.000000,0,211.61

26,06:15-06:30,25.000000,0.430000,7.700000,158.480000,20.000000,0.000000,0.000000,0,211.61

27,06:30-06:45,25.000000,0.430000,7.700000,158.480000,20.000000,0.000000,0.000000,0,211.61

28,06:45-07:00,25.000000,0.430000,7.700000,158.480000,20.000000,0.000000,0.000000,0,211.61

29,07:00-07:15,25.000000,0.480000,7.700000,158.480000,20.000000,0.000000,0.000000,0,211.66

30,07:15-07:30,25.000000,0.480000,7.700000,158.480000,20.000000,0.000000,0.000000,0.28,211.94

31,07:30-07:45,25.000000,0.480000,7.700000,158.480000,20.000000,0.000000,0.000000,0.61,212.27

32,07:45:08:00,25.000000,0.480000,7.700000,158.480000,20.000000,0.000000,0.000000,0.9,212.56

33,08:00-08:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,1.14,213.19

34,08:15-08:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,1.75,213.8

35,08:30-08:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,1.85,213.9

36,08:45:09:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,2.72,214.77

37,09:00:09:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,3.56,215.61

38,09:15-09:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,4.07,216.12

39,09:30-09:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,4.57,216.62

40,09:45-10:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,5.07,217.12

41,10:00-10:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,5.56,217.61

42,10:15-10:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,5.93,217.98

43,10:30-10:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,6.28,218.33

44,10:45-11:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,6.62,218.67

45,11:00-11:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,6.91,218.96

46,11:15-11:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.15,219.2

47,11:30-11:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.39,219.44

48,11:45-12:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.54,219.59

49,12:00-12:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.63,219.68

50,12:15-12:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.66,219.71

51,12:30-12:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.68,219.73

52,12:45-13:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.67,219.72

53,13:00-13:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.6,219.65

54,13:15-13:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.53,219.58

55,13:30-13:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.33,219.38

56,13:45-14:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,7.07,219.12

57,14:00-14:15,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,6.84,218.89

58,14:15-14:30,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,6.87,218.92

59,14:30-14:45,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,6.32,218.37

60,14:45-15:00,25.000000,0.870000,7.700000,158.480000,20.000000,0.000000,0.000000,5.75,217.8

61,15:00-15:15,25.000000,0.670000,7.700000,158.480000,20.000000,0.000000,0.000000,5.48,217.33

62,15:15-15:30,25.000000,0.670000,7.700000,158.480000,20.000000,0.000000,0.000000,5.23,217.08

63,15:30-15:45,25.000000,0.670000,7.700000,158.480000,20.000000,0.000000,0.000000,4.86,216.71

64,15:45-16:00,25.000000,0.670000,7.700000,158.480000,20.000000,0.000000,0.000000,4.28,216.13

65,16:00-16:15,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,3.66,215.37

66,16:15-16:30,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,3.11,214.82

67,16:30-16:45,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,2.59,214.3

68,16:45-17:00,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,2.08,213.79

69,17:00-17:15,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,1.58,213.29

70,17:15-17:30,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,1.07,212.78

71,17:30-17:45,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,0.64,212.35

72,17:45-18:00,25.000000,0.530000,7.700000,158.480000,20.000000,0.000000,0.000000,0.39,212.1

73,18:00-18:15,25.000000,0.530000,7.700000,158.480000,20.000000,55.000000,25.000000,0.16,291.87

74,18:15-18:30,25.000000,0.530000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.71

75,18:30-18:45,25.000000,0.530000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.71

76,18:45-19:00,25.000000,0.530000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.71

77,19:00-19:15,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

78,19:15-19:30,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

79,19:30-19:45,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

80,19:45-20:00,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

81,20:00-20:15,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

82,20:15-20:30,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

83,20:30-20:45,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

84,20:45-21:00,25.000000,0.630000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.81

85,21:00-21:15,25.000000,0.580000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.76

86,21:15-21:30,25.000000,0.580000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.76

87,21:30-21:45,25.000000,0.580000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.76

88,21:45-22:00,25.000000,0.580000,7.700000,158.480000,20.000000,55.000000,25.000000,0,291.76

89,22:00-22:15,25.000000,0.530000,7.700000,0.000000,20.000000,55.000000,0.000000,0,108.23

90,22:15-22:30,25.000000,0.530000,7.700000,0.000000,20.000000,55.000000,0.000000,0,108.23

91,22:30-22:45,25.000000,0.530000,7.700000,0.000000,20.000000,55.000000,0.000000,0,108.23

92,22:45-23:00,25.000000,0.530000,7.700000,0.000000,20.000000,55.000000,0.000000,0,108.23

93,23:00-23:15,25.000000,0.480000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.18

94,23:15-23:30,25.000000,0.480000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.18

95,23:30-23:45,25.000000,0.480000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.18

96,23:45-24:00,25.000000,0.480000,7.700000,0.000000,20.000000,0.000000,0.000000,0,53.18

