Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/22052037/LT-59,NR/23122023/31122023/HP-17,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01122023/31122023/BYPL_KSEB_DEC23,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/23122023/31122023/SJVN231223NR1309,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_17,NR/23122023/31122023/SJVN231223NR1310,NR/01102023/14082046/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/23122023/31122023/HP-21,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61
63,15:30-15:45,1.220000,14.410000,5.760000,270.110000,6.600000,11.520000,8.160000,0.000000,65.880000,6.67,0.770000,0.000000,6.66,84,0,46.8,31.48,14.67,6.450000,31.49,48.02,33,31.48,24.01,257.300000,36,14.67,75.190000,0.000000,5.66,62.076736,24,22.410000,22.410000,96.040000,20,64.570000,17,28.81,0,6.450000,250.750000,144.05,1.760000,28.81,17.85

64,15:45-16:00,1.220000,14.410000,5.760000,270.110000,5.620000,11.520000,8.160000,0.000000,65.880000,6.67,0.770000,0.000000,6.66,70,0,40.23,31.48,14.67,5.490000,31.49,48.02,27,31.48,24.01,257.300000,30,14.67,75.190000,0.000000,5.66,50.442216,21.5,22.410000,22.410000,96.040000,20,83.020000,13,28.81,0,5.490000,250.750000,127.13,1.760000,25.43,17.47

65,16:00-16:15,1.300000,14.410000,5.760000,270.110000,4.630000,11.520000,8.160000,0.000000,94.120000,6.67,1.010000,0.000000,6.66,60,0,33.03,25.95,14.67,4.530000,33,48.02,20,26,14.31,257.300000,25,14.67,71.070000,0.000000,5.66,38.759016,17,0.000000,30.730000,96.040000,20,100.590000,10,28.81,0,4.530000,250.750000,108.37,1.760000,21.67,16.97

66,16:15-16:30,1.300000,14.410000,5.760000,270.110000,3.520000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,49,0,25.44,13.51,14.67,3.440000,24.58,48.02,13,12.7,4.71,257.300000,21,14.67,71.070000,0.000000,5.66,27.572352,12,30.730000,30.730000,96.040000,20,100.590000,7,28.81,0,3.440000,250.750000,89.38,1.760000,17.88,16.51

67,16:30-16:45,1.300000,14.410000,5.760000,270.110000,2.430000,11.520000,8.160000,22.090000,113.330000,6.67,1.010000,0.000000,6.66,35,0,17.33,2.05,14.67,2.370000,10,48.02,10,4.3,0,257.300000,15,14.67,71.070000,0.000000,5.66,16.804336,11,30.730000,30.730000,96.040000,20,100.590000,5,0,0,2.370000,250.750000,68.23,1.760000,13.64,21.34

68,16:45-17:00,1.300000,14.410000,5.760000,270.110000,1.450000,11.520000,8.160000,22.090000,113.330000,6.67,1.010000,0.000000,6.66,25,0,9.21,1,14.67,1.420000,1,48.02,7,0.7,0,257.300000,10,14.67,71.070000,0.000000,5.66,9.190784,7,30.730000,30.730000,96.040000,20,100.590000,3,0,0,1.420000,250.750000,49.42,1.760000,9.88,21.14

69,17:00-17:15,1.300000,14.410000,5.760000,270.110000,0.760000,11.520000,8.160000,23.050000,113.330000,6.67,1.010000,0.000000,6.66,18,0,1.66,0,15.01,0.740000,0,48.02,5,0,0,257.300000,7,15.01,71.070000,0.000000,5.66,4.77064,4,30.250000,30.250000,96.040000,20,100.590000,3,0,0,0.740000,250.750000,30.68,1.760000,6.14,20.94

70,17:15-17:30,1.300000,14.410000,5.760000,270.110000,0.320000,11.520000,8.160000,23.050000,113.330000,6.67,1.010000,0.000000,6.66,7,0,0.31,0,16.6,0.320000,0,48.02,5,0,0,257.300000,3,16.6,71.070000,0.000000,5.66,1.294888,2,30.250000,30.250000,96.040000,20,100.590000,2,0,0,0.320000,250.750000,17.26,1.760000,3.45,20.68

71,17:30-17:45,1.300000,14.410000,5.760000,270.110000,0.100000,11.520000,8.160000,24.010000,113.330000,9.25,1.010000,0.000000,9.26,1,0,0,0,26.67,0.090000,0,48.02,1,0,0,257.300000,1,26.67,71.070000,0.000000,7.84,0.058416,1,30.250000,30.250000,96.040000,27.76,100.590000,1,0,0,0.090000,250.750000,7.68,1.760000,1.53,20.69

72,17:45-18:00,1.300000,14.410000,5.760000,270.110000,0.010000,11.520000,8.160000,24.010000,113.330000,9.47,1.010000,0.000000,9.49,0,0,0,0,28.34,0.010000,0,48.02,0,0,0,257.300000,0,28.34,71.070000,0.000000,8.29,0,0,30.250000,30.250000,96.040000,28.42,100.590000,0,0,0,0.010000,250.750000,1.92,1.760000,0.38,20.71

73,18:00-18:15,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,113.330000,10.34,1.090000,0.000000,10.33,0,0,0,0,26.17,0.000000,0,48.02,0,0,0,257.300000,0,26.17,71.070000,0.000000,8.68,0,0,30.250000,30.250000,96.040000,31.01,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,15.53

74,18:15-18:30,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,113.330000,10.84,1.090000,0.000000,10.83,0,0,0,0,28.01,0.000000,0,48.02,0,0,0,257.300000,0,28.01,71.070000,0.000000,9.34,0,0,30.250000,30.250000,96.040000,32.51,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,15.65

75,18:30-18:45,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,11.34,1.090000,0.000000,11.33,0,0,0,0,29.34,0.000000,0,48.02,0,0,0,257.300000,0,29.34,71.070000,0.000000,8.14,0,0,30.250000,30.250000,96.040000,34.01,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,16.05

76,18:45-19:00,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,11.67,1.090000,0.000000,11.67,0,0,0,0,31.67,0.000000,0,48.02,0,0,0,257.300000,0,31.67,71.070000,0.000000,8.52,0,0,30.250000,30.250000,96.040000,35.01,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,16.45

77,19:00-19:15,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,12.34,1.090000,0.000000,12.33,0,0,0,0,37.67,0.000000,0,48.02,0,0,0,257.300000,0,37.67,71.070000,0.000000,8.88,0,0,30.250000,30.250000,96.040000,37.01,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,17.21

78,19:15-19:30,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,12.5,1.090000,0.000000,12.51,0,0,0,0,40,0.000000,0,48.02,0,0,0,257.300000,0,40,71.070000,0.000000,8.74,0,0,30.250000,30.250000,96.040000,37.51,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,18.65

79,19:30-19:45,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,13.34,1.090000,0.000000,13.33,0,0,0,0,50.01,0.000000,0,48.02,0,0,0,257.300000,0,50.01,71.070000,0.000000,9.95,0,0,30.620000,30.620000,96.040000,40.01,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,19.65

80,19:45-20:00,1.300000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,14.67,1.090000,0.000000,14.67,0,0,0,0,51.67,0.000000,0,48.02,0,0,0,257.300000,0,51.67,71.070000,0.000000,11.32,0,0,30.620000,30.620000,96.040000,44.01,100.590000,0,0,0,0.000000,147.310000,0,1.760000,0,19.85

81,20:00-20:15,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,15.84,1.010000,0.000000,15.83,0,0,0,0,61.67,0.000000,0,48.02,0,0,0,257.300000,0,61.67,71.070000,0.000000,11.58,0,0,30.620000,30.620000,96.040000,47.51,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,20.05

82,20:15-20:30,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,18,1.010000,0.000000,18.01,0,0,0,0,62.67,0.000000,0,48.02,0,0,0,257.300000,0,62.67,71.070000,0.000000,11.66,0,0,30.620000,30.620000,96.040000,54.01,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,20.26

83,20:30-20:45,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,22.17,1.010000,0.000000,22.17,0,0,0,0,63.34,0.000000,0,48.02,0,0,0,257.300000,0,63.34,71.070000,0.000000,18.2,0,0,30.730000,5.180000,96.040000,66.51,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,19.99

84,20:45-21:00,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,23.84,1.010000,0.000000,23.83,0,0,0,0,64.01,0.000000,0,48.02,0,0,0,257.300000,0,64.01,71.070000,0.000000,18.6,0,0,30.730000,5.180000,96.040000,71.51,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,19.59

85,21:00-21:15,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,28.75,1.010000,0.000000,28.76,0,0,0,0,68.34,0.000000,0,48.02,0,0,0,257.300000,0,68.34,71.070000,0.000000,24.68,0,0,30.730000,23.670000,96.040000,86.26,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,20.04

86,21:15-21:30,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,28.84,1.010000,0.000000,28.83,0,0,0,0,68.01,0.000000,0,48.02,0,0,0,257.300000,0,68.01,71.070000,0.000000,25.01,0,0,30.730000,24.930000,96.040000,86.51,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,19.9

87,21:30-21:45,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,117.170000,30.09,1.010000,0.000000,30.08,0,0,0,0,71.67,0.000000,0,48.02,0,0,0,257.300000,0,71.67,71.070000,0.000000,25.18,0,0,25.580000,25.580000,96.040000,90.26,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,19.83

88,21:45-22:00,1.220000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,108.530000,30.17,1.010000,0.000000,30.17,0,0,0,0,71.67,0.000000,0,48.02,0,0,0,257.300000,0,71.67,71.070000,0.000000,24.68,0,0,25.580000,25.580000,96.040000,90.51,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,19.69

89,22:00-22:15,1.140000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,99.880000,30,1.010000,114.620000,30.01,0,0,0,0,71.33,0.000000,0,48.02,0,0,0,257.300000,0,71.33,53.300000,0.000000,18.5,0,0,25.580000,25.580000,96.040000,90.01,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,20.82

90,22:15-22:30,1.140000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,91.240000,29.5,1.010000,114.620000,29.51,0,0,0,0,71,0.000000,0,48.02,0,0,0,257.300000,0,71,48.500000,0.000000,17.98,0,0,25.580000,25.580000,96.040000,88.51,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,20.9

91,22:30-22:45,1.140000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,24.010000,71.450000,29.34,1.010000,114.620000,29.33,0,0,0,0,70.67,0.000000,0,48.02,0,0,0,257.300000,0,70.67,48.500000,0.000000,17.83,0,0,25.580000,25.580000,96.040000,88.01,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,21.04

92,22:45-23:00,1.140000,14.410000,5.760000,230.500000,0.000000,11.520000,8.160000,24.010000,71.450000,29.34,1.010000,114.620000,29.33,0,0,0,0,70,0.000000,0,48.02,0,0,0,238.090000,0,70,48.500000,0.000000,17.88,0,0,25.580000,25.580000,96.040000,88.01,100.590000,0,0,0,0.000000,147.310000,0,1.710000,0,21.18

93,23:00-23:15,1.140000,14.410000,5.760000,192.080000,0.000000,11.520000,8.160000,23.050000,71.450000,28.84,1.010000,114.620000,28.83,0,0,0,0,69.33,0.000000,0,48.02,0,0,0,204.480000,0,69.33,48.500000,0.000000,17.45,0,0,25.580000,25.580000,96.040000,86.51,71.780000,0,0,0,0.000000,147.310000,0,1.660000,0,21.39

94,23:15-23:30,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,71.450000,28.34,1.010000,114.620000,28.33,0,0,0,0,68.67,0.000000,0,48.02,0,0,0,204.480000,0,68.67,48.500000,0.000000,16.76,0,0,25.580000,25.580000,96.040000,85.01,62.430000,0,0,0,0.000000,147.310000,0,1.660000,0,21.6

95,23:30-23:45,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,71.450000,27.5,1.010000,114.620000,27.51,0,0,0,0,46.67,0.000000,0,48.02,0,0,0,204.480000,0,46.67,48.500000,0.000000,16.51,0,0,25.580000,25.580000,96.040000,82.51,57.620000,0,0,0,0.000000,147.310000,0,1.660000,0,21.7

96,23:45-24:00,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,71.450000,26.67,1.010000,114.620000,26.67,0,0,0,0,46.67,0.000000,0,48.02,0,0,0,204.480000,0,46.67,48.500000,0.000000,16.51,0,0,25.580000,25.580000,96.040000,80.01,76.830000,0,0,0,0.000000,147.310000,0,1.660000,0,21.93

