Block,Time Block,KKNP,CHAMERA2,KHSTPP-II,KHSTPP-I,KISHANGANGA,DADRT2,DHAULIGNGA,CHAMERA3,KGSU3AND4,KGSU1AND2,JHAJJAR,FSTPP I & II,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,ANTA_LF,URI2,UNCHAHAR3,AURY_CRF,ANTA_GF,TelanganaSTPP,UNCHAHAR2,URI,CHAMERA1,DULHASTI,BSIUL,BRBCL,RAPPC,RIHAND2,PARBATI3,RIHAND1,RAPPB,RAPPD,RAMPUR,TANDA2,SASAN,TALST2,TANAKPUR,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,TALA,TEHRI,SIMHST2,RSTPSU7,RIHAND3,SALAL,SEWA2,SINGRAULI,NAPP,NTPL,PARBATI2,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,KOTESHWR,KUDGI,KKNPPU2,MAPS,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,47.26,97.92,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,29.87,11.84,37.38,6.3,18.31,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

55,13:30-13:45,0,47.26,97.92,29.98,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,29.87,27.16,37.38,6.3,19.58,66.09,119.47,0,60.14,0,25.26,6.8,1.68,337.25,0,10.52,1.12,0,0,23.36,0,0,0,125.21,79.17,0,111.35,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

56,13:45-14:00,0,47.26,97.92,29.98,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,29.87,40.73,37.38,6.3,18,66.09,119.47,0,60.14,0,25.26,6.8,1.68,337.25,0,10.52,1.12,0,0,23.36,0,0,0,125.21,79.17,0,111.35,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

57,14:00-14:15,0,47.26,96.93,26.11,8.42,0,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,18.38,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,10.52,1.12,0,0,23.36,0,0,0,90.79,79.17,0,99.96,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

58,14:15-14:30,0,47.26,96.93,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,23.57,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,10.52,1.12,0,0,23.36,0,0,0,90.79,79.17,0,99.89,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

59,14:30-14:45,0,47.26,97.92,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,23.53,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,10.52,1.12,0,0,23.36,0,0,0,90.79,79.17,0,112.33,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

60,14:45-15:00,0,47.26,97.92,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,20.56,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,10.52,1.12,0,0,23.36,0,0,0,90.79,79.17,0,112.33,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,8.27,0,0,0,0,0

61,15:00-15:15,0,47.26,93.72,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,18.31,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,3.72,1.12,0,0,23.36,0,0,0,90.79,79.17,0,104.44,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,7.02,0,0,0,0,0

62,15:15-15:30,0,47.26,93.72,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,20.71,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,3.72,1.12,0,0,23.36,0,0,0,90.79,79.17,0,104.44,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,7.02,0,0,0,0,0

63,15:30-15:45,0,47.26,92.16,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,23.33,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,3.72,1.12,0,0,23.36,0,0,0,90.79,79.17,0,104.44,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

64,15:45-16:00,0,47.26,91.39,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,40.73,37.38,6.3,18.75,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,11.51,1.12,0,0,23.36,0,0,0,90.79,79.17,0,104.44,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

65,16:00-16:15,0,47.26,94.66,24.66,8.42,24.3,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,11.93,0.97,0,0,0,27.99,16.6,0,0,0,24.25,34.14,40.73,37.38,6.3,17.53,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,11.51,1.12,0,0,21.94,0,0,0,90.79,79.17,0,88.21,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

66,16:15-16:30,0,47.26,91.5,24.66,8.42,24.3,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,27.99,16.6,0,0,0,24.25,34.14,40.73,37.38,6.3,20.8,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,11.51,1.12,0,0,21.94,0,0,0,90.79,79.17,0,88.21,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

67,16:30-16:45,0,47.26,89.59,24.66,8.42,24.3,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,31.1,16.6,0,0,0,24.25,34.14,40.73,37.38,6.3,20.07,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,11.51,1.12,0,0,21.94,0,0,0,90.79,79.17,0,88.21,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

68,16:45-17:00,0,47.26,89.59,24.66,8.42,24.3,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,31.1,16.6,0,0,0,24.25,34.14,40.73,37.38,6.3,17.94,66.09,78.7,0,53.06,0,25.26,6.8,1.68,318.38,0,11.51,1.12,0,0,21.94,0,0,0,90.79,79.17,0,88.21,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

69,17:00-17:15,0,47.26,89.59,24.66,8.42,26.69,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,31.1,17.14,0,0,0,24.25,34.14,40.73,37.38,12.6,24.15,66.09,78.7,0,53.06,0,25.26,6.8,4.01,318.38,0,11.51,1.12,0,0,21.73,0,0,0,90.79,79.17,6.1,86.67,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

70,17:15-17:30,0,47.26,89.59,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,31.1,17.14,0,0,0,24.25,34.14,40.73,37.38,12.6,23.64,66.09,78.7,0,53.06,0,25.26,6.8,4.01,318.38,0,11.51,1.12,0,0,21.73,0,0,0,90.79,79.17,12.2,86.67,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

71,17:30-17:45,0,47.26,89.59,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,31.1,17.14,0,0,0,24.25,34.14,40.73,37.38,12.6,24.12,66.09,78.7,0,53.06,0,25.26,6.8,4.01,318.38,0,11.51,1.12,0,0,21.73,0,0,0,90.79,79.17,18.29,104.44,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

72,17:45-18:00,0,47.26,89.59,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,0,0,31.1,17.14,0,0,0,24.25,34.14,40.73,37.38,12.6,23.84,66.09,78.7,0,53.06,0,25.26,6.8,4.01,318.38,0,11.51,1.12,0,0,21.73,0,0,0,90.79,79.17,18.29,104.44,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

73,18:00-18:15,0,47.26,84.95,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,34.14,40.73,37.38,12.6,23.74,66.09,78.7,0,53.05,0,25.26,6.8,3.64,318.38,0,11.51,1.12,0,0,21.73,11.66,0,0,90.79,79.17,18.29,86.94,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

74,18:15-18:30,0,47.26,83.41,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,34.14,40.73,37.38,12.6,20.67,66.09,78.7,0,53.05,0,25.26,6.8,3.64,318.38,0,11.51,1.12,0,0,21.73,23.32,0,0,90.79,79.17,18.29,86.93,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

75,18:30-18:45,0,47.26,78.83,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,34.14,40.73,37.38,12.6,22.78,66.09,67.4,0,53.05,0,25.26,6.8,3.64,318.38,0,11.51,1.12,0,0,20.17,34.97,0,0,70.35,79.17,18.29,78.86,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

76,18:45-19:00,0,47.26,78.83,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,34.14,40.73,37.38,12.6,19.15,66.09,67.4,0,53.05,0,25.26,6.8,3.64,318.38,0,11.51,1.12,0,0,19.61,46.63,0,0,70.35,79.17,18.29,78.86,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

77,19:00-19:15,0,47.26,93.9,24.66,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,50.6,40.73,37.38,12.6,20.04,66.09,78.23,0,53.05,0,25.26,6.8,3.64,318.38,0,11.51,1.12,0,0,19.18,46.63,0,0,84.53,79.17,18.29,82.91,24.57,0,0,0,0,0,175.07,0,0,20.18,0,0,0,10.29,0,0,0,0,0

78,19:15-19:30,0,49.74,95.2,24.66,8.57,49.89,44.49,35.65,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,50.6,40.85,38.4,19.77,20.03,66.09,81.15,0,53.05,0,25.26,6.98,3.64,318.38,0,11.51,1.12,0,0,19.18,48.18,0,0,93.51,79.17,19.44,82.91,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

79,19:30-19:45,0,49.74,95.2,24.66,8.57,49.89,44.49,35.65,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,50.6,40.85,38.4,19.77,24.15,66.09,81.15,0,53.05,0,25.26,6.98,3.64,318.38,0,11.51,1.12,0,0,19.18,48.18,0,0,93.51,78.61,19.44,108.49,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

80,19:45-20:00,0,49.74,95.2,24.66,8.57,49.89,44.49,35.65,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,50.6,40.85,38.4,19.77,24.15,66.09,81.15,0,53.05,0,25.26,6.98,3.64,318.38,0,11.51,1.12,0,0,19.18,48.18,0,0,127.92,78.61,19.44,108.49,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

81,20:00-20:15,0,49.74,95.2,24.66,8.57,49.89,44.49,35.65,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,29.87,40.85,38.4,19.77,24.15,66.09,106.06,0,83.31,0,25.26,6.98,3.64,318.38,0,11.51,1.12,0,0,18.75,48.18,0,0,127.92,78.61,19.44,108.49,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

82,20:15-20:30,0,49.74,95.2,24.66,8.57,49.89,44.49,35.65,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,29.87,40.85,38.4,19.77,23.5,66.09,106.06,0,83.31,0,25.26,6.98,3.64,318.38,0,11.51,1.12,0,0,18.75,48.18,0,0,127.92,78.61,19.44,120.09,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

83,20:30-20:45,0,49.74,123.53,32.6,8.57,49.89,44.49,35.65,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.01,0.97,0,61.1,0,31.1,14.87,0,0,0,24.25,29.87,40.85,38.4,19.77,24,66.09,106.06,0,83.31,0,25.26,6.98,3.64,318.38,0,11.51,1.12,0,0,18.47,48.18,0,0,127.92,78.61,19.44,120.09,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

84,20:45-21:00,0,49.74,123.53,32.6,8.57,49.89,44.49,35.65,0,0,124.65,14.16,0,0,0,0,0,0,0,0,0,12.01,1.93,0,61.1,0,31.1,14.87,0,0,0,24.25,29.87,40.85,38.4,19.77,24.15,66.09,106.06,0,83.31,0,25.26,6.98,3.74,318.38,0,11.51,1.12,0,0,18.47,48.18,0,0,127.92,78.61,19.44,120.09,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

85,21:00-21:15,0,49.74,123.53,32.6,8.57,49.89,44.49,35.65,0,0,124.65,14.16,0,0,0,0,0,0,0,0,0,13.73,1.93,0,61.1,0,31.1,18.28,0,0,0,29.51,32.01,40.85,38.4,19.77,22.42,66.09,106.06,0,83.31,0,25.26,6.98,3.74,318.38,0,11.51,1.12,0,0,18.47,48.18,0,0,127.92,78.61,19.44,120.09,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

86,21:15-21:30,0,47.26,143.32,32.6,8.42,77.46,42.38,33.91,0,0,124.65,14.16,0,0,0,0,0,0,0,0,0,13.73,1.93,0,61.1,0,31.1,18.28,0,0,0,29.51,32.01,40.73,37.38,6.3,24.15,66.09,121.91,0,95.59,0,25.26,6.8,3.74,335.88,0,11.51,1.12,0,0,18.47,48.18,0,0,127.92,78.61,18.29,119.38,24.57,0,0,0,0,0,175.07,0,0,30.27,0,0,0,10.29,0,0,0,0,0

87,21:30-21:45,0,47.26,143.32,38.68,8.42,116.11,42.38,33.91,0,0,124.65,16.93,0,0,0,0,0,0,0,0,0,13.73,1.93,0,61.1,0,31.1,18.28,0,0,0,29.51,32.01,40.73,37.38,6.3,21.52,66.09,121.91,0,95.59,0,25.26,6.8,3.74,337.25,0,3.72,1.12,0,0,18.47,48.18,0,0,127.92,78.61,18.29,119.38,24.57,0,0,0,0,0,175.07,0,0,30.27,0,0,0,10.29,0,0,0,0,0

88,21:45-22:00,0,49.74,143.32,38.68,8.57,155.74,44.49,35.65,0,0,124.65,16.93,0,0,0,0,0,0,0,0,0,16.57,1.93,0,61.1,0,31.1,21.89,0,0,0,31.21,32.01,40.85,38.4,19.77,21.15,66.09,121.91,0,95.59,0,25.26,6.98,3.74,337.25,0,3.72,1.12,0,0,18.47,48.18,0,0,127.92,78.61,19.44,119.38,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

89,22:00-22:15,0,49.74,143.32,44,8.57,205.02,44.49,35.65,0,0,124.65,20.1,0,0,0,0,0,0,0,0,0,16.57,1.93,0,61.1,0,24.88,20.77,0,0,0,35.34,29.87,40.85,38.4,19.77,20.35,66.09,121.91,0,95.59,0,25.26,6.98,3.74,337.25,0,3.72,1.12,0,0,18.47,48.18,0,0,127.92,78.61,19.44,119.38,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

90,22:15-22:30,0,49.74,143.32,44,8.57,198.26,44.49,35.65,0,0,124.65,20.1,0,0,0,0,0,0,0,0,0,16.57,1.93,0,61.1,0,24.88,21.89,0,0,0,35.34,29.87,40.85,38.4,19.77,24.03,66.09,121.91,0,95.59,0,25.26,6.98,3.74,337.25,0,8.66,1.12,0,0,18.89,48.18,0,0,127.92,78.61,19.44,119.38,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

91,22:30-22:45,0,49.74,143.32,44,8.57,223.38,44.49,35.65,0,0,129.48,20.1,0,0,0,0,0,0,0,0,0,16.9,2.31,0,61.1,0,24.88,22.43,0,0,0,35.93,29.87,40.85,38.4,19.77,13.39,66.09,121.91,0,95.59,0,25.26,6.98,6.17,337.25,0,11.51,1.12,0,0,18.89,48.18,0,0,127.92,78.61,19.44,133.2,24.57,0,0,0,0,0,176.73,0,0,33.64,0,0,0,10.29,0,0,0,0,0

92,22:45-23:00,0,47.26,143.32,44,8.42,204.06,42.38,33.91,0,0,129.48,20.1,0,0,0,0,0,0,0,0,0,16.9,2.31,0,61.1,0,24.88,22.43,0,0,0,35.93,29.87,40.73,37.38,12.6,20.24,66.09,121.91,0,95.59,0,25.26,6.8,6.17,337.25,0,11.51,1.12,0,0,18.89,46.63,0,0,127.92,78.61,18.29,133.2,24.57,0,0,0,0,0,175.07,0,0,30.27,0,0,0,10.29,0,0,0,0,0

93,23:00-23:15,0,47.26,143.32,42.67,8.42,203.09,42.38,33.91,0,0,129.48,20.1,0,0,0,0,0,0,0,0,0,16.9,2.31,0,61.1,0,24.88,22.43,0,0,0,35.93,36.27,40.73,37.38,12.6,22.15,66.09,121.91,0,95.59,0,25.26,6.8,6.17,337.25,0,11.51,1.12,0,0,18.89,46.63,0,0,127.92,78.61,18.29,133.2,24.57,0,0,0,0,0,175.07,0,0,30.27,0,0,0,10.29,0,0,0,0,0

94,23:15-23:30,0,47.26,143.32,42.67,8.42,162.5,42.38,33.91,0,0,129.48,20.1,0,0,0,0,0,0,0,0,0,16.9,2.31,0,61.1,0,24.88,22.43,0,0,0,35.93,36.27,40.73,37.38,12.6,20.35,66.09,121.91,0,95.59,0,25.26,6.8,6.17,337.25,0,11.51,1.12,0,0,19.32,46.63,0,0,127.92,78.61,18.29,133.2,24.57,0,0,0,0,0,175.07,0,0,20.18,0,0,0,10.29,0,0,0,0,0

95,23:30-23:45,0,47.26,143.32,42.67,8.42,149.94,42.38,33.91,0,0,129.48,20.1,0,0,0,0,0,0,0,0,0,16.9,2.31,0,61.1,0,31.1,22.43,0,0,0,35.93,40.54,40.73,37.38,12.6,16.7,66.09,121.91,0,95.59,0,25.26,6.8,6.17,337.25,0,11.51,1.12,0,0,19.32,46.63,0,0,127.92,78.61,18.29,133.2,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

96,23:45-24:00,0,47.26,143.32,42.67,8.42,149.94,42.38,33.91,0,0,129.48,20.1,0,0,0,0,0,0,0,0,0,16.9,2.31,0,61.1,0,31.1,22.43,0,0,0,35.93,40.54,40.73,37.38,12.6,17.37,66.09,121.91,0,95.59,0,25.26,6.8,6.17,337.25,0,11.51,1.12,0,0,19.32,46.63,0,0,127.92,78.61,18.29,133.2,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

