Block,Time,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/03112023/30112023/IEX-231101-05680,L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01112023/30112023/HP-10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/01102023/L_NR_2020_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31102037/L_NR_2019_11,NR/01112023/30112023/HP-09,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09
8,01:45-02:00,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.710000,0,0,48.220000,0,169.970000,73.790000,12.3,9.59,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,12.29,24.110000,26.030000,0,36.9,0,48.220000,27.27,0,1.840000,172.780000,2.230000,27.27

9,02:00-02:15,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.630000,0,0,48.220000,0,169.970000,73.790000,11.75,9.21,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,11.76,24.110000,26.030000,0,35.26,0,48.220000,26.64,0,1.840000,172.780000,2.230000,26.64

10,02:15-02:30,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.630000,0,0,48.220000,0,169.970000,73.790000,11.47,8.98,71.760000,26.030000,31.830000,144.68,0,0.000000,48.220000,11.47,24.110000,26.030000,0,34.41,0,48.220000,26.22,0,1.840000,172.780000,2.230000,26.22

11,02:30-02:45,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.630000,0,0,48.220000,0,187.330000,73.790000,10.85,8.62,71.760000,26.030000,31.830000,144.68,0,0.000000,48.220000,10.85,24.110000,26.030000,0,32.56,0,48.220000,27,0,1.840000,172.780000,2.230000,27

12,02:45-03:00,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.630000,0,0,48.220000,0,187.330000,73.790000,10.42,8.1,71.760000,26.030000,31.830000,144.68,0,0.000000,48.220000,10.42,24.110000,26.030000,0,31.26,0,48.220000,26.95,0,1.840000,172.780000,2.230000,26.95

13,03:00-03:15,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.630000,0,0,48.220000,0,187.330000,73.790000,10.16,7.81,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,10.15,24.110000,26.030000,0,30.48,0,48.220000,26.63,0,1.770000,172.780000,2.230000,26.63

14,03:15-03:30,0.000000,183.260000,0,0,0,0.000000,0,0.000000,7.41,0,1.630000,0,0,48.220000,0,187.330000,73.790000,10.04,7.38,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,10.03,24.110000,26.030000,0,30.11,0,48.220000,26.18,0,1.770000,172.780000,2.230000,26.18

15,03:30-03:45,0.000000,183.260000,0,0,0,0.000000,0,0.000000,8.12,0,1.630000,0,0,48.220000,0,170.940000,73.790000,10.07,6.99,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,10.06,24.110000,26.030000,0,30.2,0,48.220000,25.26,0,1.770000,172.780000,2.230000,25.26

16,03:45-04:00,0.000000,183.260000,0,0,0,0.000000,0,0.000000,12.71,0,1.630000,0,0,48.220000,0,170.940000,73.790000,16.48,6.9,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,16.48,24.110000,26.030000,0,49.44,0,48.220000,23.05,0,1.770000,172.780000,2.230000,23.05

17,04:00-04:15,0.000000,183.260000,0,0,0,0.000000,0,0.000000,13.08,0,1.550000,0,0,48.220000,0,170.940000,73.790000,16.44,6.72,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,16.44,24.110000,26.030000,0,49.31,0,48.220000,28.33,0,1.770000,172.780000,2.230000,28.33

18,04:15-04:30,0.000000,183.260000,0,0,0,0.000000,0,0.000000,13.74,0,1.550000,0,0,48.220000,0,170.940000,73.790000,16.11,6.66,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,16.11,24.110000,26.030000,0,48.33,0,48.220000,28.28,0,1.770000,172.780000,2.230000,28.28

19,04:30-04:45,0.000000,183.260000,0,0,0,0.000000,0,0.000000,13.37,0,1.550000,0,0,48.220000,0,170.940000,73.790000,15.59,6.66,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,15.59,24.110000,26.030000,0,46.78,0,48.220000,27.96,0,1.770000,172.780000,2.230000,27.96

20,04:45-05:00,0.000000,183.260000,0,0,0,0.000000,0,0.000000,18.14,0,1.550000,0,0,48.220000,0,170.940000,73.790000,15.28,6.66,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,15.27,24.110000,26.030000,0,45.83,0,48.220000,27.52,0,1.770000,172.780000,2.230000,27.52

21,05:00-05:15,0.000000,183.260000,0,0,0,0.000000,0,0.000000,17.74,0,1.550000,0,0,48.220000,0,187.330000,73.790000,14.61,6.66,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,14.61,24.110000,26.030000,0,43.83,0,48.220000,26.59,0,1.770000,172.780000,2.230000,26.59

22,05:15-05:30,0.000000,231.480000,0,0,0,0.000000,0,0.000000,17.28,0,1.550000,0,0,48.220000,0,187.330000,73.790000,13.94,6.66,71.760000,26.030000,55.570000,144.68,0,0.000000,48.220000,13.95,24.110000,26.030000,0,41.83,0,48.220000,24.38,0,1.770000,172.780000,2.230000,24.38

23,05:30-05:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,16.91,0,1.710000,0,0,48.220000,0,242.980000,73.790000,13.28,6.66,71.760000,26.030000,74.550000,144.68,0,0.000000,48.220000,13.27,24.110000,26.030000,0,39.83,0,48.220000,21.46,0,1.770000,172.780000,2.230000,21.46

24,05:45-06:00,0.000000,271.270000,0,0,0,0.000000,0,0.000000,16.54,0,1.710000,0,0,48.220000,0,245.870000,73.790000,12.78,6.66,71.760000,26.030000,74.550000,144.68,0,0.000000,48.220000,12.77,25.080000,26.030000,0.18,38.33,0,48.220000,20.08,0,1.770000,172.780000,2.230000,20.08

25,06:00-06:15,0.000000,271.270000,0,0,0,0.000000,0,0.000000,15.93,0,1.710000,0,0,48.220000,0,231.400000,203.780000,12.44,6.66,67.520000,26.030000,74.550000,144.68,0,0.000000,48.220000,12.45,25.080000,26.030000,1.66,37.33,0,48.220000,22.78,0.17,1.690000,0.000000,2.230000,22.78

26,06:15-06:30,0.000000,271.270000,0,0,0,0.000000,0,0.000000,15.87,0,1.710000,1,0,48.220000,0,236.230000,203.780000,12.09,6.66,67.520000,26.030000,74.550000,144.68,0,0.000000,48.220000,12.09,25.080000,26.030000,3.79,36.28,2.04,48.220000,22.12,0.33,1.690000,0.000000,2.230000,22.12

27,06:30-06:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,15.73,0,1.710000,3,0,48.220000,0.175068,260.990000,203.780000,11.98,6.66,71.760000,26.030000,74.550000,144.68,0,0.000000,48.220000,11.98,25.080000,26.030000,6.53,35.94,5.85,48.220000,21.78,3.97,1.690000,0.000000,2.230000,21.78

28,06:45-07:00,0.010000,271.270000,3.5,1.5,0,0.010000,0.08,0.010000,15.67,0,1.710000,10,0,48.220000,3.929304,260.990000,203.780000,11.68,6.66,71.760000,26.030000,74.550000,144.68,0.39,0.000000,48.220000,11.69,23.150000,26.030000,9.75,35.04,12.64,48.220000,21.46,9.92,1.690000,0.000000,2.230000,21.46

29,07:00-07:15,0.050000,271.270000,7,3,0,0.050000,0.55,0.050000,18.01,2.55,1.710000,17,1,48.220000,12.332568,260.990000,203.780000,11.47,6.66,71.760000,26.030000,74.550000,144.68,2.74,0.000000,48.220000,11.48,23.150000,26.030000,0,34.42,17.64,48.220000,20.08,17.64,1.690000,0.000000,2.180000,20.08

30,07:15-07:30,0.230000,271.270000,11,4,1,0.240000,0.89,0.230000,17.73,5,1.710000,20.35,2,48.220000,20.930352,260.990000,203.780000,11.42,6.66,71.760000,26.030000,87.000000,144.68,4.47,0.000000,48.220000,11.42,22.180000,26.030000,0.31,34.26,20.35,63.660000,19.86,20.35,1.690000,0.000000,2.180000,19.86

31,07:30-07:45,0.630000,271.270000,14,6,3,0.650000,2.28,0.630000,17.49,9,1.710000,21.35,5,48.220000,29.391972,260.990000,203.780000,11.41,6.66,71.760000,26.030000,74.550000,144.68,11.41,0.000000,48.220000,11.4,22.180000,26.030000,1.53,34.22,21.35,88.730000,19.24,21.35,1.690000,0.000000,2.180000,19.24

32,07:45:08:00,1.280000,271.270000,22,10,5,1.310000,4.65,1.280000,17.07,12,1.710000,21.68,10,48.220000,38.476056,260.990000,203.780000,11.41,6.66,71.760000,26.030000,87.000000,144.68,23.26,0.000000,48.220000,11.4,23.150000,26.030000,7.65,34.22,21.69,101.020000,18.34,21.68,1.690000,0.000000,2.180000,18.34

33,08:00-08:15,2.020000,271.270000,42,18,8,2.060000,6.04,2.020000,16.6,9,1.630000,23.68,16,48.220000,47.599044,260.990000,203.780000,8.91,6.66,71.760000,26.030000,55.570000,144.68,30.18,0.000000,48.220000,8.9,21.220000,26.030000,14.74,26.72,23.69,67.520000,17.88,23.68,1.690000,0.000000,2.180000,17.88

34,08:15-08:30,2.850000,271.270000,56,24,11,2.910000,8.82,2.850000,15.9,11.67,1.630000,25.52,22,48.220000,56.128746,260.990000,203.780000,8.65,6.66,71.760000,26.030000,55.570000,144.68,44.08,0.000000,48.220000,8.66,21.220000,26.030000,21.83,25.96,25.51,67.520000,16.82,25.52,1.690000,0.000000,2.180000,16.82

35,08:30-08:45,3.670000,271.270000,74,31,15,3.750000,12.6,3.670000,15.52,14.74,1.630000,26.35,29,48.220000,64.113792,260.990000,203.780000,8.49,6.66,71.760000,26.030000,55.570000,144.68,63,0.000000,48.220000,8.48,21.220000,26.030000,28.91,25.46,26.35,67.520000,16.56,26.35,1.690000,0.000000,2.180000,16.56

36,08:45:09:00,4.650000,271.270000,88,37,18,4.770000,15.72,4.650000,10.14,18.03,1.630000,27.32,37,48.220000,71.797332,260.990000,203.780000,8.25,6.66,71.760000,26.030000,55.570000,144.68,78.61,0.000000,48.220000,8.26,21.220000,26.030000,35.31,24.75,27.31,79.090000,15.94,27.32,1.690000,0.000000,2.180000,15.94

37,09:00:09:15,5.620000,271.270000,95,40,20,5.770000,19.12,5.620000,9.74,22.84,1.630000,27.32,41,48.220000,73.470204,260.990000,203.780000,8.03,6.66,71.760000,26.030000,68.030000,144.68,95.61,0.000000,48.220000,8.01,21.220000,26.030000,41.86,24.08,27.31,48.370000,15.38,27.32,1.690000,0.000000,2.180000,15.38

38,09:15-09:30,6.690000,271.270000,109,46,23,6.860000,22.38,6.690000,9.14,25.55,1.630000,29.32,47,48.220000,80.706348,260.990000,203.780000,7.47,6.66,71.760000,26.030000,87.000000,144.68,111.92,0.000000,48.220000,7.49,21.220000,26.030000,47.36,22.42,29.31,48.370000,14.67,29.32,1.690000,0.000000,2.180000,14.67

39,09:30-09:45,7.610000,271.270000,116,49,27,7.800000,25.71,7.610000,8.54,28.33,1.630000,29.32,53,48.220000,87.407562,260.990000,203.780000,7.43,6.66,76.200000,25.480000,87.000000,144.68,128.53,0.000000,48.220000,7.44,21.220000,30.860000,52.25,22.3,29.31,72.340000,14.67,29.32,1.690000,0.000000,2.180000,14.67

40,09:45-10:00,8.530000,271.270000,126,54,30,8.740000,28.67,8.530000,8.4,30.13,1.630000,29.32,59,48.220000,93.398778,260.990000,203.780000,7.17,6.66,96.450000,25.480000,87.000000,144.68,143.34,0.000000,48.220000,7.16,21.220000,30.860000,57.29,21.5,29.31,72.340000,14.67,29.32,1.690000,0.000000,2.180000,14.67

41,10:00-10:15,9.430000,271.270000,137,58,30,9.660000,33.96,9.430000,8.01,32.16,1.630000,29.32,61,48.220000,98.845338,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,169.8,0.000000,48.220000,6.66,21.220000,30.860000,61.59,20,29.31,72.340000,14.67,29.32,1.690000,0.000000,2.180000,14.67

42,10:15-10:30,10.200000,271.270000,147,63,31,10.450000,36.73,10.200000,8.01,34.28,1.630000,29.32,62,48.220000,104.077926,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,183.67,0.000000,48.220000,6.66,21.220000,30.860000,65.3,20,29.31,72.340000,14.67,29.32,1.690000,0.000000,2.180000,14.67

43,10:30-10:45,11.100000,271.270000,154,66,32,11.370000,38.84,11.100000,7.41,36.27,1.630000,29.32,64,48.220000,97.707396,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,194.2,0.000000,48.220000,6.66,21.220000,30.860000,68.6,20,29.31,72.340000,14.67,29.32,1.690000,0.000000,2.180000,14.67

44,10:45-11:00,11.790000,271.270000,161,69,34,12.090000,40.94,11.790000,7.41,37.87,1.630000,29.32,67,48.220000,102.677382,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,204.73,0.000000,48.220000,6.66,21.220000,30.860000,71.23,20,29.31,72.340000,14.67,29.32,1.690000,0.000000,2.180000,14.67

45,11:00-11:15,12.360000,271.270000,172,73,35,12.670000,42.37,12.360000,7.41,38.72,1.630000,29.98,69,48.220000,107.345862,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,211.88,0.000000,48.220000,6.66,21.220000,30.860000,73.52,20,29.99,101.020000,14.67,29.98,1.770000,0.000000,2.180000,14.67

46,11:15-11:30,12.680000,271.270000,179,76,36,13.000000,43.63,12.680000,7.41,39.11,1.630000,29.98,72,48.220000,111.226536,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,218.18,0.000000,48.220000,6.66,21.220000,30.860000,75.6,20,29.99,101.020000,14.67,29.98,1.770000,0.000000,2.180000,14.67

47,11:30-11:45,13.000000,271.270000,182,78,39,13.320000,44.27,13.000000,7.41,39.65,1.630000,29.98,77,48.220000,114.66954,260.990000,203.780000,6.67,6.66,96.450000,25.480000,87.000000,144.68,221.35,0.000000,48.220000,6.66,21.220000,30.860000,77.05,20,29.99,101.020000,14.67,29.98,1.770000,0.000000,2.180000,14.67

48,11:45-12:00,13.000000,271.270000,182,78,38,13.320000,44.27,13.000000,7.41,39.67,1.630000,29.98,77,48.220000,117.704052,260.990000,203.780000,6.67,6.66,86.800000,25.480000,87.000000,144.68,221.35,0.000000,48.220000,6.66,21.220000,30.860000,77.94,20,29.99,101.020000,14.67,29.98,1.770000,0.000000,2.180000,14.67

49,12:00-12:15,13.000000,271.270000,182,78,40,13.320000,44.27,13.000000,14.13,37.76,1.710000,29.98,80,48.220000,123.588282,260.990000,203.780000,6.67,6.66,78.120000,30.860000,87.000000,144.68,221.35,0.000000,48.220000,6.66,21.220000,30.860000,78.68,20,29.99,101.020000,14.67,29.98,1.840000,0.000000,2.180000,14.67

50,12:15-12:30,13.000000,271.270000,182,78,40,13.320000,44.27,13.000000,11.74,38,1.710000,29.98,80,48.220000,123.90924,260.990000,203.780000,6.67,6.66,69.440000,30.860000,87.000000,144.68,221.35,0.000000,48.220000,6.66,21.220000,30.860000,79.37,20,29.99,101.020000,14.67,29.98,1.840000,0.000000,2.180000,14.67

51,12:30-12:45,13.000000,271.270000,182,78,40,13.320000,45.83,13.000000,10.54,38.16,1.710000,29.98,81,48.220000,123.111708,260.990000,203.780000,6.67,6.66,67.520000,30.860000,87.000000,144.68,229.17,0.000000,48.220000,6.66,21.220000,25.480000,79.45,20,29.99,101.020000,14.67,29.98,1.840000,0.000000,2.180000,14.67

52,12:45-13:00,12.940000,271.270000,182,78,41,13.260000,45.83,12.940000,10.08,38.18,1.710000,29.98,81,48.220000,119.697882,260.990000,203.780000,6.67,6.66,67.520000,30.860000,87.000000,144.68,229.17,0.000000,48.220000,6.66,21.220000,25.480000,79.08,20,29.99,101.020000,14.67,29.98,1.840000,0.000000,2.180000,14.67

53,13:00-13:15,12.850000,231.480000,179,76,39,13.170000,45.83,12.850000,9.14,37.63,1.710000,29.98,79,48.220000,116.03118,212.770000,203.780000,6.67,6.66,71.760000,30.860000,55.570000,144.68,229.17,0.000000,48.220000,6.66,21.220000,25.480000,78,20,29.99,72.090000,14.67,29.98,1.920000,0.000000,2.230000,14.67

54,13:15-13:30,12.690000,192.900000,175,75,37,13.010000,45.66,12.690000,7.41,37.64,1.710000,29.98,73,48.220000,112.199136,205.350000,203.780000,6.67,6.66,71.760000,30.860000,55.570000,144.68,228.31,0.000000,48.220000,6.66,21.220000,25.480000,76.58,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

55,13:30-13:45,12.260000,231.480000,168,72,32,12.570000,44.95,12.260000,7.41,35.76,1.710000,29.98,64,48.220000,104.45724,234.290000,203.780000,6.67,6.66,71.760000,30.860000,55.230000,144.68,224.76,0.000000,48.220000,6.66,21.220000,25.480000,74.48,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

56,13:45-14:00,11.780000,271.270000,161,69,29,12.080000,42.31,11.780000,7.41,34.53,1.710000,29.98,57,48.220000,99.59424,234.290000,203.780000,6.67,6.66,71.760000,30.860000,55.230000,144.68,211.56,0.000000,48.220000,6.66,21.220000,25.480000,72.74,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

57,14:00-14:15,11.170000,271.270000,151,64,28,11.450000,41.21,11.170000,7.41,32,1.710000,29.98,57,48.220000,94.206036,260.990000,203.780000,6.67,6.66,71.760000,30.860000,55.230000,144.68,206.03,0.000000,48.220000,6.66,21.220000,25.480000,69.42,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

58,14:15-14:30,10.530000,271.270000,144,61,26,10.800000,38.96,10.530000,10.14,30.29,1.710000,29.98,52,48.220000,88.039752,260.990000,203.780000,6.67,6.66,71.760000,30.860000,55.230000,144.68,194.81,0.000000,48.220000,6.66,22.180000,25.480000,65.93,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

59,14:30-14:45,9.830000,271.270000,137,58,23,10.080000,36.2,9.830000,9.54,29.03,1.710000,29.98,47,48.220000,81.35799,260.990000,203.780000,6.67,6.66,71.760000,26.030000,74.550000,144.68,181.03,0.000000,48.220000,6.66,22.180000,26.030000,57.65,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

60,14:45-15:00,8.810000,271.270000,126,54,21,9.030000,33.68,8.810000,13.13,25.44,1.710000,29.98,42,48.220000,73.907874,260.990000,203.780000,6.67,6.66,71.760000,26.030000,74.550000,144.68,168.42,0.000000,48.220000,6.66,22.180000,26.030000,53.57,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

61,15:00-15:15,7.900000,271.270000,116,49,20,8.100000,30.65,7.900000,12.93,23,1.860000,29.98,39,48.220000,61.12791,260.990000,203.780000,6.67,6.66,71.760000,25.480000,74.550000,144.68,153.28,0.000000,48.220000,6.66,23.150000,30.860000,49.19,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

62,15:15-15:30,6.850000,271.270000,102,43,16,7.020000,27.65,6.850000,12.08,21,1.860000,29.98,32,48.220000,51.30465,260.990000,203.780000,6.67,6.66,71.760000,25.480000,74.550000,144.68,138.26,0.000000,48.220000,6.66,23.150000,30.860000,44.1,20,29.99,48.220000,14.67,29.98,1.920000,0.000000,2.230000,14.67

63,15:30-15:45,5.840000,271.270000,88,37,14,6.000000,22.46,5.840000,9.76,21,1.860000,29.98,27,48.220000,41.28687,260.990000,203.780000,6.67,6.66,71.760000,25.480000,74.550000,144.68,112.28,0.000000,48.220000,6.66,23.150000,30.860000,38.51,20,29.99,46.510000,14.67,29.98,1.920000,0.000000,2.230000,14.67

64,15:45-16:00,4.860000,271.270000,74,31,14,4.990000,19.22,4.860000,9.14,14.05,1.860000,29.98,27,48.220000,31.80402,260.990000,203.780000,6.67,6.66,71.760000,25.480000,74.550000,144.68,96.1,0.000000,48.220000,6.66,23.150000,30.860000,33.51,20,29.99,46.510000,14.67,29.98,1.920000,0.000000,2.230000,14.67

65,16:00-16:15,3.890000,271.270000,56,24,12,3.990000,16.24,3.890000,8.5,12.8,1.860000,25,23,48.220000,22.943634,260.990000,203.780000,6.67,8.34,71.760000,25.480000,87.000000,144.68,81.23,0.000000,48.220000,6.66,23.150000,30.860000,27.63,20,32.47,75.440000,14.67,32.48,1.920000,0.000000,2.230000,14.67

66,16:15-16:30,3.080000,271.270000,42,18,8,3.160000,13.12,3.080000,7.41,9.95,1.860000,13,15,48.220000,15.70749,260.990000,203.780000,6.67,8.34,71.760000,25.480000,87.000000,144.68,65.58,0.000000,48.220000,6.66,23.150000,30.860000,21.71,20,33,101.020000,14.67,23.15,1.920000,0.000000,2.230000,14.67

67,16:30-16:45,2.090000,271.270000,32,13,3,2.150000,9.78,2.090000,7.41,8,1.860000,3,7,48.220000,9.726,260.990000,203.780000,6.67,8.34,71.760000,19.290000,87.000000,144.68,48.92,0.000000,48.220000,6.66,23.150000,30.860000,14.95,20,20.87,101.020000,14.67,13.28,1.920000,0.000000,2.230000,14.67

68,16:45-17:00,1.330000,271.270000,25,10,3,1.370000,6.86,1.330000,7.41,7,1.860000,1,7,48.220000,5.417382,260.990000,203.780000,6.67,8.34,117.670000,0.380000,87.000000,144.68,34.3,0.000000,48.220000,6.66,23.150000,30.860000,8.25,20,10.97,101.020000,14.67,5.97,1.920000,0.000000,2.230000,14.67

69,17:00-17:15,0.740000,271.270000,18,7,4,0.760000,4.81,0.740000,7.41,5,1.860000,0,9,48.220000,2.314788,260.990000,203.780000,6.67,8.34,117.670000,0.000000,87.000000,144.68,24.05,0.000000,48.220000,6.66,24.110000,30.860000,1.41,20,4.08,101.020000,14.67,1.37,1.920000,0.000000,2.280000,14.67

70,17:15-17:30,0.320000,271.270000,18,7,5,0.320000,2.74,0.320000,7.41,2,1.860000,0,10,48.220000,0.622464,260.990000,203.780000,6.67,8.34,117.670000,0.000000,87.000000,144.68,13.71,0.000000,48.220000,6.66,24.110000,30.860000,0.28,20,0.58,101.020000,16.33,1.14,1.920000,0.000000,2.280000,16.33

71,17:30-17:45,0.070000,271.270000,14,6,3,0.070000,1.18,0.070000,7.41,1,1.860000,0,6,48.220000,0,260.990000,203.780000,6.67,8.34,117.670000,0.000000,87.000000,144.68,5.9,0.000000,48.220000,6.66,24.110000,30.860000,0,20,0,101.020000,14.92,0.91,1.920000,0.000000,2.280000,14.92

72,17:45-18:00,0.030000,271.270000,4,1,1,0.030000,0.28,0.030000,7.41,0,1.860000,0,1,48.220000,0,260.990000,203.780000,6.67,8.34,117.670000,0.000000,87.000000,144.68,1.43,0.000000,48.220000,6.66,25.080000,30.860000,0,20,0,101.020000,17.43,0.69,1.920000,0.000000,2.280000,17.43

