Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/08/06/4330,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01082024/15082024/APL-Raigarh,NR/01102023/19072037/LT-05,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/jitpl,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01082024/31082024/APPCPL/180/F25/GNA/12763
7,01:30-01:45,20.66,20.67,42,0,62,42,18.66,0,0,0,85.6,0,0,144.44,0,261.43,0,6.02,15.91,24.0835,29.27,0,272.26,0,48.14,0,0,0,23.41,0,0,0,0,0,0,0,192.58,66.03,48.14,12.4,11.79,86.85,3.97,24.0835,38.52

8,01:45-02:00,20.34,20.33,42.67,0,61,42.67,18.66,0,0,0,85.6,0,0,144.44,0,261.43,0,6.02,15.91,24.0835,29.27,0,272.26,0,48.14,0,0,0,23.01,0,0,0,0,0,0,0,192.58,66.03,48.14,12.4,11.79,86.85,3.97,24.0835,38.52

9,02:00-02:15,20.34,20.33,43.33,0,61,43.33,19.66,0,0,0,85.6,0,0,144.44,0,261.43,0,5.84,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,22.61,0,0,0,0,0,0,0,192.58,66.03,48.14,12.4,11.79,86.85,3.97,26.9071,38.52

10,02:15-02:30,20.5,20.5,44,0,61.5,44,19.66,0,0,0,85.6,0,0,144.44,0,261.43,0,5.84,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,21.81,0,0,0,0,0,0,0,192.58,66.03,48.14,12.4,11.79,86.85,3.97,26.9071,38.52

11,02:30-02:45,14.16,14.17,31.67,0,42.5,31.67,11.66,0,0,0,56.71,0,0,144.44,0,258.89,0,5.84,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,16.01,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,76.35,3.97,26.9071,38.52

12,02:45-03:00,14.16,14.17,32.33,0,42.5,32.33,11.66,0,0,0,52.96,0,0,144.44,0,258.89,0,5.84,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,15.41,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,76.35,3.97,26.9071,38.52

13,03:00-03:15,14.16,14.17,43.33,0,42.5,43.33,11.66,0,0,0,52.96,0,0,0,0,258.89,0,5.65,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,15.01,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,75.92,3.97,26.9071,0

14,03:15-03:30,14.16,14.17,43.33,0,42.5,43.33,11.66,0,0,0,52.96,0,0,0,0,258.89,0,5.65,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,14.61,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,75.92,3.97,26.9071,0

15,03:30-03:45,19.04,19.06,43.33,0,57.17,43.33,19.74,0,0,0,52.96,0,0,0,0,241.62,0,5.65,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,14.21,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

16,03:45-04:00,19.63,19.64,43.33,0,58.91,43.33,20.19,0,0,0,52.96,0,0,0,0,203.1,0,5.65,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,13.61,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

17,04:00-04:15,20.71,20.69,48.33,0,62.08,48.33,20.34,0,0,0,52.96,0,0,0,0,231.99,0,5.46,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,13.01,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

18,04:15-04:30,21.97,21.95,48.33,0,65.86,48.33,20.66,0,0,0,52.96,0,0,0,0,203.1,0,5.46,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,12.21,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

19,04:30-04:45,25,25,48.33,0,75,48.33,21,0,0,0,52.96,0,0,0,0,203.1,0,5.46,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,9,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

20,04:45-05:00,25,25,48.93,0,75,48.93,21.34,0,0,0,52.96,0,0,0,0,203.1,0,5.46,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,8.6,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

21,05:00-05:15,25,25,50,0,75,50,23.34,0,0,0,52.96,0,0,0,0,203.1,0,5.28,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,8.2,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

22,05:15-05:30,25,25,50,0,75,50,23.34,0,0,0,52.96,0,0,0,0,203.1,0,5.28,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,7.8,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

23,05:30-05:45,25,25,50,0,75,50,23.34,0,0,0,51,0,0,0,0,171.05,0,5.28,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,7.4,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,57.49,3.97,26.9071,0

24,05:45-06:00,25,25,50,0,75,50,23.34,0,0,0.64,51,0,0,0,0,219.19,0,5.28,17.74,26.9071,0,0,272.26,0,48.14,0,0,0,7,0,0,0,0,0,0,0,192.58,70.17,48.14,12.4,11.79,75.92,3.97,26.9071,0

25,06:00-06:15,25,25,50,9.93,75,50,23.34,0,10.03,5.42,79.88,0,0,0,0,261.43,0,5.09,17.74,26.9071,0,0,272.26,0,48.14,0.82,0.31,1,7,0,0,1,1,0,1.58,1,192.58,70.17,48.14,12.4,12.43,86.85,3.97,26.9071,0

26,06:15-06:30,25,25,50,15.63,75,50,23.34,1,15.79,11.03,85.6,0,0.4,0,0,244.17,0.4,5.09,17.74,26.9071,0,0,272.26,0.41,48.14,2.92,0.86,2,7,1,0,4,1,0,4.3,2,192.58,70.17,48.14,12.4,13.09,86.85,3.97,26.9071,0

27,06:30-06:45,25,25,50,25.63,75,50,23.34,5,25.89,17.05,85.6,0,0.66,0,0,244.17,0.66,5.09,17.74,26.9071,0,0,272.26,0.68,48.14,4.94,1.66,5,6.4,3,0,7,3,0,8.31,3,192.58,70.17,48.14,12.4,13.73,86.85,3.97,26.9071,0

28,06:45-07:00,25,25,50,33,75,50,23.34,12,33,23.31,85.6,0,0.98,0,0,244.17,0.98,5.09,17.74,26.9071,0,0,272.26,1,48.14,7.94,2.77,8,6.4,4,0,14,6,0,13.83,5,192.58,70.17,48.14,12.4,14.38,86.85,3.97,26.9071,0

29,07:00-07:15,25,25,50,33,75,50,23.34,20,33,30.06,85.6,0,1.43,0,0,261.43,1.43,4.91,17.74,26.9071,0,0,272.26,1.47,48.14,11,3.8,10,6.4,5,0,21,9,0,18.99,7,192.58,70.17,48.14,12.4,15.36,86.85,3.97,26.9071,0

30,07:15-07:30,25,25,50,33,75,50,23.34,30,33,37.5,56.71,0,1.83,0,0,226.84,1.83,4.91,17.74,26.9071,0,0,272.26,1.88,48.14,14,5.65,12,6.4,6,0,28,12,0,28.23,7.5,192.58,70.17,48.14,12.4,16.01,75.92,3.97,26.9071,0

31,07:30-07:45,25,25,58.33,32.66,75,58.33,23.34,32.67,32.67,45.62,52.96,0,2.32,0,0,226.84,2.32,4.91,17.74,26.9071,30.28,0,272.26,2.38,48.14,17,6.15,15,6.4,7,0,39,16,0,30.75,7.5,192.58,70.17,48.14,12.4,16.01,57.49,3.97,26.9071,0

32,07:45-08:00,25,25,58.33,33,75,58.33,23.34,33,33,53.06,52.96,0,2.9,0,0,226.84,2.9,4.91,17.74,26.9071,30.28,0,272.26,2.97,48.14,21,6.6,20,6.4,10,0,49,21,0,32.99,8,192.58,70.17,48.14,12.4,16.66,57.49,3.97,26.9071,0

33,08:00-08:15,25,25,58.33,33,75,58.33,25,33,33,60.29,52.96,0,2.95,0,0,178.69,2.95,4.77,17.74,26.9071,30.28,0,272.26,3.01,48.14,24,5.39,24,6.4,11,0,49,21,0,26.96,8.5,192.58,70.17,48.14,12.4,17.3,57.49,3.97,26.9071,0

34,08:15-08:30,25.34,25.35,58.33,33,76.04,58.33,25,33,33,67.97,52.96,0,2.97,0,0,166.53,2.97,4.77,17.74,26.9071,30.28,0,272.26,3.03,48.14,31,5.72,27,6.4,13,0,56,24,0,28.63,9,192.58,70.17,48.14,12.4,17.95,57.49,3.97,26.9071,0

35,08:30-08:45,26.68,26.69,58.33,33,80.06,58.33,25,33,33,75.68,52.96,0,3.16,0,0,118.39,3.16,4.77,17.74,26.9071,31.29,0,231.1,3.24,48.14,15,6.06,27,6.4,13,0,56,24,0,30.29,8,192.58,70.17,48.14,12.4,17.95,57.49,3.97,26.9071,0

36,08:45-09:00,28.11,28.11,58.33,33,84.32,58.33,25,33,33,82.7,52.96,0,3.35,0,0,110.73,3.35,4.77,17.74,26.9071,31.29,0,192.58,3.44,48.14,15,6.39,30,6.4,15,0,63,27,0,31.96,8.5,192.58,70.17,48.14,12.4,17.95,57.49,3.97,26.9071,0

37,09:00-09:15,23.66,23.67,58.33,33,71,58.33,25,33,33,87.91,52.96,0,3.74,0,0,110.73,3.74,4.63,17.74,26.9071,30.28,0,149.74,3.83,0,15,6.72,30,7,15,0,63,27,0,33.63,7.5,0,70.17,0,12.4,17.95,57.49,3.97,26.9071,0

38,09:15-09:30,23.84,23.83,58.33,33,71.5,58.33,25,33,33,91.33,52.96,0,4.31,0,0,110.73,4.31,4.63,17.74,26.9071,31.29,0,149.74,4.42,0,15,7.5,34,7,16,0,70,30,0,37.5,8,0,70.17,0,12.4,18.6,57.49,3.97,26.9071,0

39,09:30-09:45,24,24,58.33,33,72,58.33,25,33,33,93.89,52.96,0,4.89,0,0,110.73,4.89,4.63,17.74,26.9071,29.77,0,149.74,5.02,0,17,7.5,44,6.4,21,0,88,37,0,37.5,8,0,70.17,0,12.4,19.25,57.49,3.97,26.9071,0

40,09:45-10:00,24.16,24.17,58.33,33,72.5,58.33,26.91,33,33,96,52.96,0,5.85,0,0,110.73,5.85,4.63,17.74,26.9071,30.27,0,149.74,6.01,0,17,7.83,47,6.4,23,0,95,40,0,39.17,8.5,0,70.17,0,12.4,19.89,57.49,3.97,26.9071,0

41,10:00-10:15,24.34,24.33,58.33,33,73,58.33,27.23,33,33,98.13,52.96,0,4.52,0,0,139.62,4.52,4.49,17.74,26.9071,30.27,0,192.58,4.62,0,15,8.06,58,6.4,27,0,119,51,0,40.29,7,0,70.17,0,12.4,20.55,57.49,3.97,26.9071,0

42,10:15-10:30,24.66,24.67,58.33,33,74,58.33,27.23,33,33,100.09,52.96,0,4.88,0,0,171.05,4.88,4.49,17.74,26.9071,30.27,0,231.1,5.01,0,15,8.23,61,6.4,29,0,126,54,0,41.15,7.5,0,70.17,0,12.4,21.2,57.49,3.97,26.9071,0

43,10:30-10:45,25.34,25.33,55,33,76,55,22,33,33,101.85,52.96,0,5.25,0,0,171.05,5.25,4.49,17.74,26.9071,29.26,0,231.1,5.38,0,15,8.96,64,6.4,31,0,98,42,0,44.83,7,0,70.17,0,12.4,21.85,57.49,3.97,26.9071,0

44,10:45-11:00,25.5,25.5,55.33,33,76.5,55.33,22.66,33,33,103.88,52.96,0,5.62,0,0,171.05,5.62,4.49,17.74,26.9071,29.26,0,272.26,5.76,0,15,9.7,68,6.4,32,0,105,45,0,48.51,7.5,0,70.17,0,12.4,21.85,57.49,3.97,26.9071,0

45,11:00-11:15,25.66,25.67,55.67,33,77,55.67,24,33,33,105.83,52.96,0,6.54,0,0,171.05,6.54,4.35,17.74,26.9071,28.76,0,272.26,6.7,0,15,11.83,68,6.4,32,0,112,48,0,59.17,7.5,0,66.03,0,12.4,21.85,57.49,3.97,26.9071,0

46,11:15-11:30,25.84,25.83,56,33,77.5,56,24.34,33,33,107.45,52.96,0,7.46,0,0,199.94,7.46,4.35,17.74,26.9071,28.76,0,272.26,7.65,0,15,13.8,68,6.4,32,0,119,51,0,69.03,8,0,66.03,0,12.4,21.85,57.49,3.97,26.9071,0

47,11:30-11:45,25.84,25.83,57.33,33,77.5,57.33,24.66,33,33,108.52,52.96,0,8.38,0,0,199.94,8.38,4.35,17.74,26.9071,28.76,0,272.26,8.59,0,17,13.11,61,6.4,29,0,126,54,0,65.55,9,0,66.03,0,12.4,22.49,57.49,3.97,26.9071,0

48,11:45-12:00,25.84,25.83,58.33,33,77.5,58.33,25,33,33,109.12,52.96,0,9.2,0,0,226.84,9.2,4.35,17.74,26.9071,28.26,0,272.26,9.43,0,18,14.44,64,6.4,31,0,133,57,0,72.22,9.5,0,66.03,0,12.4,23.15,57.49,3.97,26.9071,0

49,12:00-12:15,25.84,25.83,58.67,33,77.5,58.67,25,33,33,94.84,52.96,0,4.09,0,0,226.84,4.09,4.35,17.74,26.9071,28.26,0,272.26,4.19,0,18,15.76,59,7,28,0,140,60,0,78.81,10,0,66.03,0,12.4,23.15,57.49,3.97,26.9071,0

50,12:15-12:30,25.84,25.83,59.33,33,77.5,59.33,25,33,33,92.56,52.96,0,4.23,0,0,226.84,4.23,4.35,17.74,26.9071,28.26,0,272.26,4.34,0,18,16.54,59,7,28,0,147,63,0,82.71,11,0,66.03,0,12.4,23.15,75.92,3.97,26.9071,0

51,12:30-12:45,25.84,25.83,73.33,33,77.5,73.33,25.34,33,33,91.03,52.96,0,4.37,0,0,226.84,4.37,4.81,17.74,26.9071,28.26,0,272.26,4.48,0,18,15.64,54,7,26,0,91,39,0,78.23,10,0,66.03,0,12.4,23.15,75.92,3.97,26.9071,0

52,12:45-13:00,25.84,25.83,73.33,33,77.5,73.33,25.66,33,33,88.35,52.96,0,4.52,0,0,226.84,4.52,4.81,17.74,26.9071,28.26,0,272.26,4.62,0,18,16.47,53,7.4,26,0,91,39,0,82.37,11,0,66.03,0,12.4,23.79,57.49,3.97,26.9071,0

53,13:00-13:15,29.66,29.67,73.33,33,89,73.33,29.34,33,33,87.55,52.96,0,4.04,0,0,178.69,4.04,4.95,17.74,26.9071,28.26,0,231.1,4.15,0,23,16.22,66,7.4,32,0,130,55,0,81.08,12,0,66.03,0,12.4,24.23,57.49,3.97,26.9071,0

54,13:15-13:30,29.5,29.5,73.67,33,88.5,73.67,28.66,33,33,88.39,52.96,0,4.04,0,0,171.05,4.04,4.95,17.74,26.9071,28.26,0,231.1,4.15,0,25,16.03,66,7.4,32,0,130,55,0,80.16,15,0,66.03,0,12.4,24.23,57.49,3.97,26.9071,0

55,13:30-13:45,29.34,29.33,78,33,88,78,28.34,33,33,101.82,52.96,0,4.15,0,0,199.94,4.15,4.95,17.74,26.9071,28.26,0,272.26,4.25,0,42,15.92,53,8,25,0,116,49,0,79.58,21,0,66.03,0,12.4,24.23,57.49,3.97,26.9071,0

56,13:45-14:00,29.16,29.17,78,33,87.5,78,28.34,33,33,106.59,52.96,0,4.23,0,0,226.84,4.23,4.95,17.74,26.9071,28.26,0,272.26,4.34,0,43,15.87,51,8.4,24,0,109,46,0,79.38,23,0,66.03,0,12.4,24.23,75.92,3.97,26.9071,0

57,14:00-14:15,28.84,28.83,77.67,33,86.5,77.67,28.34,33,33,110.25,52.96,0,4.33,0,0,226.84,4.33,5.09,19.12,26.9071,28.26,0,272.26,4.44,0,45,16.15,53,9.6,25,0,130,55,0,80.74,29,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

58,14:15-14:30,28.66,28.67,77.33,33,86,77.33,28.34,33,33,112.57,52.96,0,4.33,0,0,226.84,4.33,5.09,19.12,26.9071,28.26,0,272.26,4.44,0,45,16.18,52,10,25,0,126,54,0,80.89,32,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

59,14:30-14:45,28.34,28.33,77,33,85,77,28,33,33,99.8,52.96,0,4.33,0,0,226.84,4.33,5.09,19.12,26.9071,28.26,0,272.26,4.44,0,50,16.02,51,13.01,24,0,119,51,0,80.08,26,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

60,14:45-15:00,28,28,76.67,33,84,76.67,27.66,33,33,86.85,52.96,0,4.33,0,0,226.84,4.33,5.09,19.12,26.9071,28.26,0,272.26,4.44,0,50,15.85,47,13.41,23,0,116,49,0,79.27,26,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

61,15:00-15:15,27.5,27.5,76.67,33,82.5,76.67,32.66,33,33,57.93,52.96,0,4.33,0,0,261.43,4.33,5.32,19.12,26.9071,28.26,0,272.26,4.44,0,53,15.67,61,17.61,29,0,116,49,0,78.37,25,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

62,15:15-15:30,27.16,27.17,76.67,33,81.5,76.67,32.34,33,33,49.35,52.96,0,4.33,0,0,261.43,4.33,5.32,19.12,26.9071,28.26,0,272.26,4.44,0,53,15.49,58,17.61,27,0,112,48,0,77.47,25,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

63,15:30-15:45,26.84,26.83,76.67,33,80.5,76.67,32,33,33,50.09,52.96,0,4.33,0,0,226.84,4.33,5.32,19.12,26.9071,29.26,0,272.26,4.44,0,40,15.31,34,17.61,16,0,109,46,0,76.57,23,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

64,15:45-16:00,26.66,26.67,76.67,33,80,76.67,31.66,33,33,50.48,52.96,0,4.33,0,0,226.84,4.33,5.32,19.12,26.9071,29.26,0,272.26,4.44,0,37,15.13,32,17.61,16,0,105,45,0,75.68,21,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

65,16:00-16:15,30.34,30.33,77,33,91,77,32,33,33,50.34,52.96,0,7.42,0,0,226.84,7.42,5.56,15.91,26.9071,29.26,0,272.26,7.61,0,33,14.45,27,17.61,13,0,35,15,0,72.23,17,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

66,16:15-16:30,30.34,30.33,76,33,91,76,31.66,33,33,49.82,52.96,0,6.62,0,0,226.84,6.62,5.56,15.91,26.9071,29.26,0,272.26,6.78,0,32,13.76,26,17.61,13,0,28,12,0,68.79,14,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

67,16:30-16:45,30.16,30.17,75.33,33,90.5,75.33,31.66,22,33,38.06,52.96,0,5.95,0,0,226.84,5.95,5.56,15.91,26.9071,29.26,0,272.26,6.1,0,30,13.07,26,20.41,12,0,21,9,0,65.35,14,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

68,16:45-17:00,30.16,30.17,74.33,33,90.5,74.33,31.66,12,33,33.35,52.96,0,5.11,0,0,226.84,5.11,5.56,15.91,26.9071,29.26,0,272.26,5.24,0,28,12.38,24,20.01,11,0,14,6,0,61.91,12,0,70.17,0,12.4,24.23,75.92,3.97,26.9071,0

69,17:00-17:15,29.84,29.83,73,33,89.5,73,31,7,33,28.52,52.96,0,4.19,0,0,226.84,4.19,6.07,15.91,26.9071,29.26,0,272.26,4.29,48.14,22,11.11,20,23.01,10,0,8,4,0,55.54,12,192.58,66.03,48.14,12.4,24.23,75.92,3.97,26.9071,0

70,17:15-17:30,29.84,29.83,72,31.76,89.5,72,30,1,32.08,23.6,52.96,0,3.42,0,0,226.84,3.42,6.07,15.91,26.9071,28.76,0,272.26,3.5,48.14,20,9.84,19,22.01,9,0,5,2,0,49.19,11,192.58,66.03,48.14,12.4,24.23,75.92,3.97,26.9071,0

71,17:30-17:45,29.34,29.33,70.67,25.3,88,70.67,29,0,25.55,19.21,52.96,0,2.56,0,0,226.84,2.56,6.07,15.91,26.9071,28.76,0,272.26,2.63,48.14,15,8.56,15,19,7,0,4,1,0,42.83,8,192.58,66.03,48.14,12.4,24.23,75.92,3.97,26.9071,0

72,17:45-18:00,29,29,67.67,19.67,87,67.67,28,0,19.87,14.66,52.96,0,1.93,0,0,226.84,1.93,6.07,15.91,26.9071,28.76,0,272.26,1.96,48.14,13,7.29,10,16,5,0,1,0,0,36.48,6.5,192.58,66.03,48.14,12.4,24.23,75.92,3.97,26.9071,0

73,18:00-18:15,29,29,66.33,0,87,66.33,28,0,0,8.78,89.89,0,1.48,0,0,261.43,1.48,6.58,19.12,26.9071,29.27,0,272.26,1.52,48.14,12,5.87,7,23.81,3,0,1,0,0,29.33,7,192.58,66.03,48.14,12.4,24.23,86.85,3.97,26.9071,0

74,18:15-18:30,28.5,28.5,65,0,85.5,65,27.34,0,0,5.37,89.89,0,1.1,0,0,261.43,1.1,6.58,19.12,26.9071,29.27,0,272.26,1.13,48.14,8,4.44,3,21.81,2,0,0,0,0,22.18,5,192.58,66.03,48.14,12.4,24.23,86.85,3.97,26.9071,0

75,18:30-18:45,28.5,28.5,64,0,85.5,64,26.34,0,0,1.76,89.89,0,0.53,0,0,261.43,0.53,6.58,19.12,26.9071,29.27,0,272.26,0.54,48.14,6,3.01,1,19,1,0,0,0,0,15.04,3,192.58,66.03,48.14,12.4,24.23,86.85,3.97,26.9071,0

76,18:45-19:00,28.16,28.17,62.33,0,84.5,62.33,26.34,0,0,0.07,89.89,0,0.32,0,0,261.43,0.32,6.58,19.12,26.9071,29.27,0,272.26,0.32,48.14,4,1.58,0,18.2,0,0,0,0,0,7.91,2,192.58,66.03,48.14,12.4,24.23,86.85,3.97,26.9071,0

77,19:00-19:15,27.66,27.67,61.33,0,83,61.33,25.66,0,0,0,89.89,0,0.07,144.44,0,261.43,0.07,6.94,19.12,23.377,29.77,0,272.26,0.07,48.14,2,0.89,0,9.01,0,0,0,0,0,4.44,1,192.58,66.03,48.14,12.4,24.23,86.85,3.97,23.377,0

78,19:15-19:30,27.16,27.17,60.67,0,81.5,60.67,25.66,0,0,0,89.89,0,0.01,144.44,0,261.43,0.01,6.94,19.12,23.377,30.27,0,272.26,0.01,48.14,1,0.4,0,8.61,0,0,0,0,0,1.98,0,192.58,66.03,48.14,12.4,24.23,86.85,3.97,23.377,0

79,19:30-19:45,26.66,26.67,59.67,0,80,59.67,25.66,0,0,0,89.89,0,0,144.44,0,261.43,0,6.94,19.12,32,30.78,0,272.26,0,48.14,0,0.1,0,8.01,0,0,0,0,0,0.49,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,0,0

