Block,Time Block,KHSTPP-I,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KGSU3AND4,KHSTPP-II,JHAJJAR,CHAMERA2,DADRT2,CHAMERA3,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,BRBCL,CHAMERA1,BSIUL,DHAULIGNGA,FSTPP I & II,DULHASTI,RIHAND1,RAPPC,RAPPB,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,RIHAND2,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,KGSU1AND2,NAPP,KUDGI,NLCEXP,NJPC,MAPS,NLCTS2EXP,RAMPUR,NNTPP,NTPL,PARBATI3,NLCIIST1,NLCIIST2,URI2,VALLURNTECL,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,28.39,8.53,0,0,0,0,0,112.28,226.31,0,361.41,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,28.39,8.53,0,0,0,0,0,112.28,246.89,0,361.41,0,13.1,0,20.19,0,32.68,0.63,25.56,14.42,0,0,0,14.09,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,28.39,8.53,0,0,0,0,0,112.28,290.31,0,431.73,0,13.1,0,20.19,0,32.68,0.43,38.32,14.42,0,0,0,14.09,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,28.39,8.53,0,0,0,0,0,112.28,357.37,0,431.73,0,13.1,0,20.19,0,32.68,0.43,38.32,14.42,0,0,0,14.09,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,36.87,8.53,0,0,0,0,0,142.55,414.64,0,361.98,0,13.1,0,20.19,0,32.68,0.43,38.32,14.42,0,0,0,19.94,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,18.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,40.17,8.53,0,0,0,0,0,142.55,396.02,0,417.22,0,19.2,0,25.38,0,40.58,0.43,38.32,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,40.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,40.18,17.06,0,0,0,0,0,142.55,396.02,0,431.67,0,19.2,0,25.38,0,40.75,0.43,38.32,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,5.07,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,60.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,40.18,25.59,0,0,0,0,0,142.55,417.79,2.56,503.12,9.3,19.2,0,25.38,0,40.75,0.43,51.11,14.42,12.69,2.11,8,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,80.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,40.18,37.53,0,0,0,0,0,142.55,417.79,37.98,580.02,18.63,19.2,0,25.38,0,40.75,0.43,51.11,14.42,23.16,12.53,17.56,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,112.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,40.18,37.53,0,0,0,0,0,142.55,417.79,37.98,615.22,18.63,19.2,0,25.38,0,40.75,0.43,51.11,14.42,23.16,18.8,17.56,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,134.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,40.18,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,1.07,51.11,14.42,23.16,18.8,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,134.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,40.18,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,1.07,51.11,14.42,23.16,12.53,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,112.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.18,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,6.37,51.11,14.42,23.16,12.53,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,81.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.18,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,25.46,51.11,14.42,12.69,12.53,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,58.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.18,28.43,0,0,0,0,0,142.55,417.79,1.92,656.3,9.3,19.2,0,25.38,0,40.75,25.46,38.32,14.42,0,1.06,16.5,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,58.26,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.18,17.25,0,0,0,0,0,142.55,417.79,0,656.3,9.3,19.2,0,25.38,0,40.75,25.46,25.56,14.42,0,0,7.61,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,40.05,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.18,8.53,0,0,0,0,0,142.55,417.79,0,656.3,0,19.2,0,25.38,0,40.75,3.18,25.56,14.42,0,0,7.61,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,5.07,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,21.12,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,40.18,8.53,0,0,0,0,0,142.55,417.79,0,656.3,0,19.2,0,25.38,0,40.75,1.07,25.56,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,15.9,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,40.18,8.53,0,0,0,0,0,142.55,417.79,0,656.29,0,18.12,0,25.38,0,40.75,1.07,25.56,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,15.9,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,40.18,8.53,0,0,0,0,0,142.55,417.79,0,610.42,0,18.12,0,25.38,0,40.75,1.07,24.59,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,15.9,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,40.18,8.53,0,0,0,0,0,142.55,417.79,0,571.94,0,18.12,0,25.38,0,40.75,3.18,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,15.9,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,40.18,8.53,0,0,0,0,0,142.55,417.79,0,656.63,0,18.12,0,25.38,0,40.75,3.18,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,3.43,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,40.18,8.53,0,0,0,0,0,142.55,414.93,0,656.63,0,18.12,0,25.38,0,40.75,25.46,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,40.18,8.53,0,0,0,0,0,142.55,363.03,0,548.15,0,14.79,0,21.87,0,35.12,25.46,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,40.18,8.53,0,0,0,0,0,142.55,305.35,0,451.15,0,14.79,0,21.87,0,35.12,25.46,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,12.84,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,40.18,8.53,0,0,0,0,0,142.55,249.6,0,446.96,0,14.79,0,21.87,0,35.12,3.18,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,12.84,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,40.18,8.53,0,0,0,0,0,142.55,249.6,0,371.98,0,14.79,0,21.87,0,35.12,1.6,12.29,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,12.84,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,34.83,8.53,0,0,0,0,0,142.55,249.6,0,322.96,0,14.79,0,21.87,0,35.12,1.6,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,12.84,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,34.83,8.53,0,0,0,0,0,142.55,249.6,0,284.52,0,14.79,0,21.87,0,35.12,1.6,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,30.76,8.53,0,0,0,0,0,142.55,230.95,0,284.52,0,14.79,0,21.87,0,35.12,1.6,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,30.76,8.53,0,0,0,0,0,142.55,230.95,0,284.52,0,14.79,0,21.87,0,35.12,0.85,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,30.76,8.53,0,0,0,0,0,122.84,230.95,0,284.52,0,14.79,0,21.87,0,35.12,0.85,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,30.76,8.53,0,0,0,0,0,122.84,230.95,0,284.52,0,14.79,0,21.87,0,35.12,2.12,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,7.81,0,134.27,59.75,0,114.15,389.29,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,30.76,8.53,0,0,0,0,0,122.84,230.95,0,284.52,0,14.79,0,21.87,0,35.12,2.12,12.29,14.42,0,0,0,17.22,15.84,88.43,25.13,0,0,0,0,0,7.81,0,134.27,59.75,0,114.15,389.29,0,0.49,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

