Block,Time,JHAJJAR,DADRT2,CHAMERA2,ANTA_CRF,KOLDAM,SALAL,RIHAND2,ANTA_GF,DHAULIGNGA,DADRI_CRF,BSIUL,PARBATI3,DULHASTI,ANTA_RF,URI2,ANTA_LF,AURY_LF,UNCHAHAR3,DADRI_RF,AURY_GF,SEWA2,KISHANGANGA,CHAMERA1,UNCHAHAR2,KOTESHWR,UNCHAHAR1,RAPPC,RAPPB,RIHAND1,NJPC,DADRI_GF,RAMPUR,DADRI_LF,UNCHAHAR4,SINGRAULI,TEHRI,AURY_RF,TANDA2,URI,TALA,BRBCL,RIHAND3,FSTPP I & II,KHSTPP-II,AURY_CRF,SINGRAULI_HYDRO,KHSTPP-I,TANAKPUR,CHAMERA3,SASAN,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,534.264724,665.767062,46.904184,0.000000,1.812053,37.084417,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,10.017773,0.000000,5.181808,33.631870,0.000000,17.648851,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

2,00:15-00:30,534.264724,665.767062,46.904184,0.000000,1.812053,37.084417,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,10.017773,0.000000,5.181808,33.631870,0.000000,17.880900,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

3,00:30-00:45,534.264724,665.767062,46.904184,0.000000,0.000000,37.084417,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,15.550928,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

4,00:45-01:00,534.264724,665.767062,46.904184,0.000000,0.000000,37.084417,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,14.661960,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

5,01:00-01:15,534.264724,665.767062,31.269456,0.000000,0.000000,50.569659,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,15.267044,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

6,01:15-01:30,534.264724,665.767062,31.269456,0.000000,0.000000,50.569659,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,12.997278,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

7,01:30-01:45,534.264724,665.767062,31.269456,0.000000,0.000000,76.764742,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,13.021985,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

8,01:45-02:00,534.264724,665.767062,31.269456,0.000000,0.000000,76.764742,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,13.269262,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

9,02:00-02:15,534.264724,665.767062,31.269456,0.000000,0.000000,76.764742,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,12.969746,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

10,02:15-02:30,534.264724,665.767062,31.269456,0.000000,0.000000,76.764742,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,14.197863,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

11,02:30-02:45,534.264724,609.198787,31.269456,0.000000,0.000000,61.807361,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,13.301836,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

12,02:45-03:00,534.264724,567.081522,31.269456,0.000000,0.000000,59.559821,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,13.208552,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

13,03:00-03:15,534.264724,487.669072,31.269456,0.000000,0.000000,59.559821,120.287898,0.000000,0.000000,0.000000,18.918797,0.000000,38.152355,0.000000,33.998240,0.000000,0.000000,26.729659,0.000000,0.000000,18.182077,5.377496,25.976306,21.711395,8.919085,21.885473,67.377536,0.000000,93.862802,21.553150,0.000000,0.834066,0.000000,2.988339,145.054314,0.000000,0.000000,5.181808,33.631870,0.000000,13.777330,126.284015,20.115680,142.938927,0.000000,0.754018,33.654413,0.000000,22.434239,400.379400,50.290479,0,0,0,0,0

