Block,Time,BSIUL,CHAMERA2,MAPS,NLCIIST1,RAPPC,RIHAND2,SASAN,AURY_RF,CHAMERA1,CHAMERA3,DADRT2,KHSTPP-II,KKNP,NAPP,NTPL,RAPPB,SINGRAULI,TANAKPUR,VALLURNTECL,DADRI_RF,DHAULIGNGA,FSTPP I & II,RIHAND1,SALAL,SEWA2,SIMHST1,TANDA2,UNCHAHAR2,ANTA_GF,AURY_GF,KGSU3AND4,KHSTPP-I,KOLDAM,NJPC,NLCEXP,PARBATI3,TALST2,TEHRI,TelanganaSTPP,URI2,ANTA_RF,DADRI_LF,BRBCL,JHAJJAR,KGSU1AND2,URI,KISHANGANGA,KOTESHWR,RIHAND3,RSTPSU1TO6,RSTPSU7,SIMHST2,UNCHAHAR4,ANTA_LF,NLCTS2EXP,TALA,AURY_LF,DADRI_GF,DULHASTI,KKNPPU2,KUDGI,NLCIIST2,NNTPP,RAMPUR,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,AURY_CRF,DADRI_CRF
65,16:00-16:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,44.22,0,4.31,0,0,20,434.65,0,0.66,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,42.32,70.59,92.62

66,16:15-16:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,44.22,0,4.31,0,0,20,434.65,0,0.66,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,42.32,70.59,92.62

67,16:30-16:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,18.94,0,0,0,44.22,0,4.31,0,0,20,434.65,0,0.66,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,42.32,70.59,92.62

68,16:45-17:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,36.8,1.4,0,0,0,42.39,0,0,0,45.22,0,41.67,0,0,0,44.22,0,4.31,0,0,20,434.65,0,0.66,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,42.32,70.59,92.62

69,17:00-17:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,9.14,19.46,40.8,1.4,0,0,0,42.39,0,0,0,45.22,0,62.51,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,26.62,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,42.63,70.59,92.62

70,17:15-17:30,2.2,3.74,0,0,53.93,118.76,418.77,0,13.24,9.68,683.14,148.3,0,43.89,0,0,139.69,0,0,0,18.27,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,83.33,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,26.62,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,42.95,70.59,92.62

71,17:30-17:45,13.04,39.51,0,0,53.93,118.76,418.77,0,24.09,19.38,683.14,148.3,0,43.89,0,0,139.69,0,0,0,27.41,19.46,45,1.4,7.9,0,0,42.39,0,0,0,45.22,0,116.95,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.47,70.59,92.62

72,17:45-18:00,13.04,39.51,0,0,53.93,118.76,418.77,0,24.09,19.38,683.14,148.3,0,43.89,0,0,139.69,0,0,0,36.55,19.46,45,1.4,7.9,0,0,42.39,0,0,0,45.22,0,116.95,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.47,70.59,92.62

73,18:00-18:15,13.04,39.51,0,0,53.93,118.76,418.77,0,24.09,19.38,683.14,148.3,0,43.89,0,0,139.69,0,0,0,36.55,19.46,45,1.4,7.9,0,0,42.39,0,0,0,45.22,0,116.95,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.47,70.59,92.62

74,18:15-18:30,13.04,39.51,0,0,53.93,118.76,418.77,0,13.24,19.38,683.14,148.3,0,43.89,0,0,139.69,0,0,0,36.55,19.46,45,1.4,7.9,0,0,42.39,0,0,0,45.22,0,113.64,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.47,70.59,92.62

75,18:30-18:45,13.04,39.51,0,0,53.93,118.76,418.77,0,0,19.38,682.79,148.3,0,43.89,0,0,139.69,0,0,0,18.27,19.46,45,1.4,7.9,0,0,42.39,0,0,0,45.22,0,113.64,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.68,70.59,92.62

76,18:45-19:00,13.04,39.51,0,0,53.93,118.76,418.77,0,0,19.38,682.79,148.3,0,43.89,0,0,139.69,0,0,0,9.14,19.46,45,1.4,7.9,0,0,42.39,0,0,0,45.22,0,83.43,0,0,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.68,70.59,92.62

77,19:00-19:15,2.2,2.66,0,0,53.93,118.76,418.77,0,0,9.68,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,9.29,0,0,0,42.39,0,0,0,33.08,0,62.51,0,3.82,0,58.97,0,4.31,0,0,20,434.65,0,0.66,0,26.62,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.65,10.28,26.4,43.68,70.59,92.62

78,19:15-19:30,0,0,0,0,53.93,118.76,418.77,0,0,9.68,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,41.83,0,0,0,42.39,0,0,0,33.08,0,41.67,0,16.54,0,44.22,0,4.31,0,0,20,434.65,0,0.66,0,26.62,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.68,70.59,92.62

79,19:30-19:45,0,0,0,0,53.93,118.76,418.77,0,0,9.68,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,41.83,0,0,0,42.39,0,0,0,33.08,0,18.94,0,16.54,0,44.22,0,10.76,0,0,20,434.65,0,0.66,0,26.62,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.79,70.59,92.62

80,19:45-20:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,41.83,0,0,0,42.39,0,0,0,33.08,0,0,0,16.54,0,44.22,0,10.76,0,0,20,434.65,0,26.49,0,26.62,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.79,70.59,92.62

81,20:00-20:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,41.83,0,0,0,42.39,0,0,0,33.08,0,0,0,16.54,0,29.48,0,10.76,0,0,20,434.65,0,26.49,0,26.62,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.79,70.59,92.62

82,20:15-20:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,41.83,0,0,0,42.39,0,0,0,33.08,0,0,0,16.54,0,29.48,0,10.76,0,0,20,434.65,0,26.49,0,26.62,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.79,70.59,92.62

83,20:30-20:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,41.83,0,0,0,42.39,0,0,0,33.08,0,0,0,16.54,0,29.48,0,10.76,0,0,20,434.65,0,26.49,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.79,70.59,92.62

84,20:45-21:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,45,9.29,0,0,0,42.39,0,0,0,33.08,0,0,0,3.57,0,29.48,0,10.76,0,0,20,434.65,0,26.49,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.79,70.59,92.62

85,21:00-21:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,26.49,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.89,70.59,92.62

86,21:15-21:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,2.21,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.89,70.59,92.62

87,21:30-21:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,8.83,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.89,70.59,92.62

88,21:45-22:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,8.83,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.89,70.59,92.62

89,22:00-22:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,8.83,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,43.99,70.59,92.62

90,22:15-22:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,8.83,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.21,70.59,92.62

91,22:30-22:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,14.74,0,4.31,0,0,20,434.65,0,2.21,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.21,70.59,92.62

92,22:45-23:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,14.74,0,4.31,0,0,20,434.65,0,2.21,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.21,70.59,92.62

93,23:00-23:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,14.74,0,4.31,0,0,20,434.65,0,2.21,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.21,70.59,92.62

94,23:15-23:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,14.74,0,4.31,0,0,20,434.65,0,2.21,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.42,70.59,92.62

95,23:30-23:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,2.21,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.42,70.59,92.62

96,23:45-24:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,33.08,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,2.21,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.65,10.28,26.4,44.42,70.59,92.62

