Block,Time,L_NR_2012_02,LT-31,LT-36,SH-07,L_NR_2012_04,SH-06,LT-35,LT-59,LT-05,L_NR_2020_02,L_NR_2012_01,L_NR_2023_04,LT_MEJA_Delhi,L_NR_2019_11,L_NR_2012_07,L_NR_2018_61,L_NR_2022_09,L_NR_2020_06,L_NR_2021_16,L_NR_2019_06,L_NR_2021_15,L_NR_2021_13,L_NR_2022_10,L_NR_2022_08,L_NR_2019_07,L_NR_2020_05,L_NR_2020_07,L_NR_2021_17,L_NR_2019_19,L_NR_2021_14,L_NR_2019_05,L_NR_2021_12
9,02:00-02:15,261.860000,0.000000,0.000000,30.670000,239.990000,0.000000,0.000000,7.160000,116.160000,9.730000,101.370000,0.000000,3.910000,7.690000,87.290000,36.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,261.860000,0.000000,0.000000,30.670000,239.990000,0.000000,0.000000,7.160000,116.160000,9.730000,101.370000,0.000000,3.910000,7.690000,87.290000,36.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,261.860000,0.000000,0.000000,30.670000,239.990000,0.000000,0.000000,7.160000,116.160000,9.730000,101.370000,0.000000,3.910000,7.690000,87.290000,36.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,261.860000,0.000000,0.000000,30.670000,239.990000,0.000000,0.000000,7.160000,116.160000,9.730000,101.370000,0.000000,3.910000,7.690000,87.290000,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,261.860000,0.000000,0.000000,30.670000,252.570000,0.000000,0.000000,7.010000,116.160000,9.580000,101.370000,0.000000,3.910000,7.470000,87.290000,36.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,7.010000,116.160000,9.580000,101.370000,0.000000,3.910000,7.470000,87.290000,35.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,7.010000,116.160000,9.580000,101.370000,0.000000,3.910000,7.470000,87.290000,35.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,7.010000,116.160000,9.580000,101.370000,0.000000,3.910000,7.470000,87.290000,34.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.400000,101.370000,0.000000,3.910000,7.470000,87.290000,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.400000,101.370000,0.000000,3.910000,7.470000,87.290000,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.400000,101.370000,0.000000,3.910000,7.470000,87.290000,34.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.400000,101.370000,0.000000,3.910000,7.470000,87.290000,34.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.210000,101.370000,0.000000,3.910000,7.470000,87.290000,36.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.210000,101.370000,0.000000,3.910000,7.470000,87.290000,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,261.860000,0.000000,0.000000,30.970000,252.570000,0.000000,0.000000,6.850000,116.160000,9.210000,101.370000,0.000000,3.910000,7.470000,87.290000,36.11,0,0,0.27,0,0,0,0,0,0,0,0,0.14,1.570877,0.03,0,0

24,05:45-06:00,261.860000,0.010000,0.010000,30.970000,252.570000,0.000000,0.010000,6.850000,116.160000,9.210000,101.370000,0.000000,3.910000,7.470000,87.290000,36.01,0,0,1.34,0,0.35,0.01,0,0,0,0,0,0.66,6.14691,0.31,0,0.05

25,06:00-06:15,261.860000,0.240000,0.240000,30.970000,252.570000,0.000000,0.240000,6.700000,116.160000,9.080000,101.370000,0.000000,3.910000,7.240000,87.290000,34.94,0,0,3.4,11.48,0.81,0.51,0,0,4.44,0,0,1.71,10.713186,1.57,14.54,2.54

26,06:15-06:30,261.860000,0.540000,0.550000,30.970000,252.570000,0.000000,0.540000,6.700000,116.160000,9.080000,101.370000,0.000000,3.910000,7.240000,87.290000,33.81,0,0,5.75,20.14,1.72,1.37,0,0,8.88,0,0,2.87,15.074565,3.32,23.88,6.88

27,06:30-06:45,261.860000,0.790000,0.810000,18.900000,252.570000,18.900000,0.790000,6.700000,116.160000,9.080000,101.370000,0.000000,3.910000,7.240000,87.290000,28.14,0,0,8.9,30.41,2.14,2.43,0,0,15.75,0,0,4.45,20.118934,5.33,32.09,12.16

28,06:45-07:00,261.860000,1.100000,1.130000,21.770000,252.570000,21.770000,1.100000,6.700000,66.430000,9.080000,101.370000,0.000000,3.910000,7.240000,87.290000,27.68,0,0,9.33,27.47,3.04,3.74,0,0,26.51,0,0,4.67,26.617096,7.95,27.47,18.71

29,07:00-07:15,261.860000,1.470000,1.510000,21.770000,265.150000,21.770000,1.470000,6.700000,66.430000,8.930000,101.370000,0.000000,3.910000,7.240000,74.790000,20.84,0,0,13.33,27.15,4.15,5.62,0,0,27.15,0,0,6.67,34.003145,11.26,27.15,28.1

30,07:15-07:30,261.860000,1.720000,1.760000,21.770000,265.150000,21.770000,1.720000,6.700000,66.430000,8.930000,101.370000,0.000000,3.910000,7.240000,74.790000,20.64,0,0,18,27.15,5.85,6.6,0,0,27.15,0,0,9,41.720932,15.49,27.15,32.98

31,07:30-07:45,220.550000,2.270000,2.330000,21.770000,272.170000,21.770000,2.270000,6.700000,66.430000,8.930000,101.370000,0.000000,3.910000,7.240000,56.730000,19.16,0,0,2,27.15,7.97,7.59,0,0,27.15,0,0,1,49.66313,13.43,27.15,37.95

32,07:45:08:00,220.550000,2.700000,2.770000,21.770000,272.170000,21.770000,2.700000,6.700000,66.430000,8.930000,72.340000,0.000000,3.910000,7.240000,56.730000,17.66,0,0,0,27.15,10.38,8.37,0,0,27.15,0,0,0,57.400431,15.33,27.15,41.88

33,08:00-08:15,185.050000,3.290000,3.380000,21.770000,272.170000,21.770000,3.290000,6.700000,66.430000,8.800000,53.220000,0.000000,3.910000,7.240000,56.730000,17.28,8.15,0,0.67,32.33,11.37,9.21,8.15,0,32.34,0,0,0.33,64.464499,16.67,32.33,46.04

34,08:15-08:30,185.050000,4.150000,4.250000,21.770000,272.170000,21.770000,4.150000,6.700000,66.430000,8.800000,53.220000,0.000000,3.910000,7.240000,56.730000,16.83,8.15,0,2.67,32.33,13.97,10.08,8.15,0,32.34,0,0,1.33,70.904119,18.67,32.33,50.42

35,08:30-08:45,185.050000,4.990000,5.120000,21.770000,272.170000,21.770000,4.990000,6.700000,66.430000,8.800000,53.220000,0.000000,3.910000,7.240000,56.730000,15.18,8.15,0,6.67,32.33,14.91,12.54,8.15,0,32.34,0,0,3.33,77.548636,20.67,32.33,62.71

36,08:45:09:00,185.050000,3.270000,3.360000,21.770000,272.170000,21.770000,3.270000,6.700000,66.430000,8.800000,53.220000,0.000000,3.910000,7.240000,56.730000,13.51,8.15,0,8.67,32.33,15.68,14.21,8.15,0,32.34,0,0,4.33,84.466349,22.67,32.33,71.04

37,09:00:09:15,185.050000,3.660000,3.750000,21.770000,272.170000,21.770000,3.660000,6.540000,66.430000,8.800000,53.220000,0.000000,3.910000,7.080000,56.730000,25.68,16.71,0,10.67,32.33,16.24,9.21,16.71,0,32.34,0,0,5.33,91.052324,24.67,32.33,46.04

38,09:15-09:30,185.050000,4.040000,4.150000,21.770000,272.170000,21.770000,4.040000,6.540000,66.430000,8.800000,53.220000,0.000000,3.910000,7.080000,56.730000,25.28,16.71,0,25.33,32.33,16.29,10.04,16.71,0,32.34,0,0,12.67,96.379646,26.67,32.33,50.21

39,09:30-09:45,185.050000,4.230000,4.340000,21.770000,272.170000,21.770000,4.230000,6.540000,66.430000,8.800000,53.220000,0.000000,3.910000,7.080000,56.730000,24.93,19.77,0,26.67,32.33,15.89,10.93,19.77,0,32.34,0,0,13.33,100.438558,28.67,32.33,54.63

40,09:45-10:00,185.050000,4.620000,4.730000,21.770000,272.170000,21.770000,4.620000,6.540000,66.430000,8.800000,82.250000,0.000000,3.910000,7.080000,56.730000,24.55,19.91,0,28.67,32.33,17.72,11.76,19.91,0,32.34,0,0,14.33,104.214517,30.67,32.33,58.8

41,10:00-10:15,220.550000,5.000000,5.130000,21.770000,272.170000,21.770000,5.000000,6.540000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,24.14,20,0,30.67,32.33,19.48,25.04,20,5.12,32.34,0,0,15.33,107.239187,33.33,32.33,125.21

42,10:15-10:30,220.550000,5.390000,5.520000,21.770000,272.170000,21.770000,5.390000,6.540000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,23.23,19.62,0,29.33,32.33,21.23,25.04,19.62,5.23,32.34,0,0,14.67,109.18083,36.67,32.33,125.21

43,10:30-10:45,220.550000,5.770000,5.920000,21.770000,272.170000,21.770000,5.770000,6.540000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,22.55,19.72,0,44,32.33,20.85,25.87,19.72,5.23,32.34,0,0,22,111.356641,53.33,32.33,129.38

44,10:45-11:00,220.550000,6.280000,6.450000,21.770000,272.170000,21.770000,6.280000,6.540000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,24.55,19.83,0,45.34,32.33,20.15,26.71,19.83,0,32.34,0,0,22.66,114.283741,55.67,32.33,133.54

45,11:00-11:15,220.550000,6.300000,6.460000,21.770000,272.170000,21.770000,6.300000,6.620000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,24.08,20.22,0,46.67,32.67,21.18,27.54,20.22,0,32.66,0,0,23.33,116.976673,57.67,32.67,137.71

46,11:15-11:30,220.550000,6.290000,6.450000,21.770000,272.170000,21.770000,6.290000,6.620000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,23.3,20.22,0,48.67,32.67,19.22,28.37,20.22,0,32.66,0,0,24.33,117.610878,60,32.67,141.88

47,11:30-11:45,261.860000,6.310000,6.460000,21.770000,272.170000,21.770000,6.310000,6.620000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,87.290000,22.76,20.22,0,51.34,32.67,21.49,29.21,20.22,0,32.66,0,0,25.66,117.96213,83.33,32.67,146.04

48,11:45-12:00,235.060000,6.290000,6.460000,21.770000,232.250000,21.770000,6.290000,6.620000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,69.220000,22.48,20.22,0,50,32.67,23.8,22.43,20.22,0,32.66,0,0,25,118.850017,82.67,32.67,112.13

49,12:00-12:15,220.550000,6.290000,6.450000,21.770000,272.170000,21.770000,6.290000,6.700000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,68.250000,24.65,22.11,0,48.67,32.67,25.82,22.59,22.11,0,32.66,0,0,24.33,118.069457,82,32.67,112.97

50,12:15-12:30,220.550000,7.880000,8.070000,21.770000,272.170000,21.770000,7.880000,6.700000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,68.250000,25.57,22.11,0,47.34,32.67,27.55,22.43,22.11,0,32.66,0,0,23.66,116.898617,81.33,32.67,112.13

51,12:30-12:45,220.550000,7.920000,8.110000,21.770000,232.250000,21.770000,7.920000,6.700000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,68.250000,15.64,27.91,0,46,32.67,30.4,22.54,27.91,0,32.66,0,0,23,111.337127,80,32.67,112.71

52,12:45-13:00,220.550000,7.920000,8.110000,21.770000,232.250000,21.770000,7.920000,6.700000,66.430000,8.650000,101.370000,0.000000,3.940000,7.080000,68.250000,15.54,28.13,0,44,32.67,30.68,22.26,28.13,0,32.66,0,0,22,110.097988,76.67,32.67,111.3

53,13:00-13:15,220.550000,7.900000,8.100000,21.770000,272.170000,21.770000,7.900000,6.230000,66.430000,8.840000,101.370000,0.000000,3.940000,7.320000,68.250000,16.1,28.76,0,42.67,32.67,30.96,22.43,28.76,0,32.66,0,0,21.33,110.137016,73.33,32.67,112.13

54,13:15-13:30,220.550000,7.900000,8.100000,21.770000,272.170000,21.770000,7.900000,6.230000,66.430000,8.840000,101.370000,0.000000,3.940000,7.320000,68.250000,17.03,28.7,0,42,32.67,31.12,22.59,28.7,6.76,32.66,0,0,21,111.239557,70,32.67,112.97

55,13:30-13:45,220.550000,7.890000,8.080000,21.770000,272.170000,21.770000,7.890000,6.230000,66.430000,8.840000,101.370000,0.000000,3.940000,7.320000,68.250000,18.1,31.82,0,66.47,32.67,31.33,22.54,31.82,6.86,32.66,0,0,33.23,110.263857,68.33,32.67,112.71

56,13:45-14:00,220.550000,7.870000,8.060000,21.770000,232.250000,21.770000,7.870000,6.230000,66.430000,8.840000,101.370000,0.000000,3.940000,7.320000,68.250000,20.02,31.74,0,64.41,32.67,31.4,22.43,31.74,8.75,32.66,0,0,32.21,104.897507,66.23,32.67,112.13

57,14:00-14:15,220.550000,7.860000,8.060000,21.770000,272.170000,21.770000,7.860000,6.390000,70.600000,9.080000,101.370000,0.000000,3.940000,7.620000,68.250000,30.65,32.19,0,33.33,32.67,31.32,14.53,32.19,9.52,32.66,0,0,16.67,98.83841,64.37,32.67,72.68

58,14:15-14:30,220.550000,7.840000,8.040000,21.770000,272.170000,21.770000,7.840000,6.390000,70.600000,9.080000,101.370000,0.000000,3.940000,7.620000,68.250000,32.54,32.1,0,32.67,32.67,31.1,14.03,32.1,11.74,32.66,0,0,16.33,92.818341,62.4,32.67,70.17

59,14:30-14:45,261.860000,7.830000,8.020000,18.890000,272.170000,18.890000,7.830000,6.620000,66.430000,9.080000,101.370000,0.000000,3.940000,7.620000,68.250000,34.54,31.99,0,32,32.67,29.85,13.27,31.99,12.7,32.66,0,0,16,86.925113,59.69,32.67,66.34

60,14:45-15:00,261.860000,7.810000,8.000000,18.890000,272.170000,18.890000,7.810000,6.620000,116.160000,9.080000,101.370000,0.000000,3.940000,7.620000,87.290000,36.5,32.18,0,31.33,32.67,28.51,12.14,32.18,13.4,32.66,0,0,15.67,80.778203,57.32,32.67,60.69

61,15:00-15:15,261.860000,7.780000,7.970000,18.890000,272.170000,18.890000,7.780000,6.930000,116.160000,9.310000,101.370000,0.000000,3.940000,7.850000,87.290000,38.54,32.06,0,30.67,32.67,27.03,11.37,32.06,14.73,32.66,0,0,15.33,75.060601,41.78,32.67,56.87

62,15:15-15:30,261.860000,7.740000,7.940000,12.580000,272.170000,12.580000,7.740000,6.930000,116.160000,9.310000,101.370000,0.000000,3.940000,7.850000,87.290000,39.6,31.92,0,29.33,32.67,25.38,10.61,31.92,15.5,32.66,0,0,14.67,69.625952,41.15,32.67,53.04

63,15:30-15:45,261.860000,7.720000,7.910000,30.970000,272.170000,0.000000,7.720000,7.080000,116.160000,9.310000,101.370000,0.000000,3.940000,7.850000,87.290000,33.08,32.26,0,31.33,32.67,15.49,9.84,32.26,13.03,32.66,0,0,15.67,63.898593,40.11,32.67,49.22

64,15:45-16:00,261.860000,7.600000,7.790000,30.970000,272.170000,0.000000,7.600000,7.080000,116.160000,9.310000,101.370000,0.000000,3.940000,7.850000,87.290000,33.74,32.25,0,31.33,32.67,13.48,9.08,32.25,13.22,32.66,0,0,15.67,58.190748,18.48,32.67,45.39

65,16:00-16:15,261.860000,3.460000,3.550000,30.970000,272.170000,0.000000,3.460000,7.630000,116.160000,9.730000,101.370000,0.000000,3.940000,7.850000,87.290000,34.67,32.42,0,31.33,32.67,11.44,5,32.42,13.69,32.66,0,0,15.67,52.219464,16.82,32.67,25

66,16:15-16:30,261.860000,3.660000,3.750000,30.970000,272.170000,0.000000,3.660000,7.630000,116.160000,9.730000,101.370000,0.000000,3.940000,7.850000,87.290000,35.8,32.42,0,30,32.67,9.41,5,32.42,13.79,32.66,0,0,15,45.974984,15.82,32.67,25

67,16:30-16:45,261.860000,3.850000,3.940000,30.970000,272.170000,0.000000,3.850000,7.630000,116.160000,9.730000,101.370000,0.000000,3.940000,8.310000,87.290000,37.2,32.68,0,28,32.67,8.43,5,32.68,13.95,32.66,0,0,14,39.174355,15,32.67,25

68,16:45-17:00,261.860000,3.660000,3.750000,30.970000,272.170000,0.000000,3.660000,7.630000,116.160000,9.730000,101.370000,0.000000,3.940000,8.310000,87.290000,27.06,32.63,0,26.67,33,7.47,5,32.63,13.58,24.64,0,0,13.33,32.178586,14.83,33,25

69,17:00-17:15,261.860000,3.460000,3.550000,30.970000,272.170000,0.000000,3.460000,7.780000,116.160000,8.850000,101.370000,0.000000,3.890000,8.620000,87.290000,27.94,36.97,0,24.67,33,5.21,5,36.97,19.63,14.28,0,0,12.33,26.236573,14.73,33,25

70,17:15-17:30,261.860000,3.440000,3.530000,30.970000,272.170000,0.000000,3.440000,7.780000,116.160000,8.850000,101.370000,0.000000,3.890000,8.620000,87.290000,28.27,36.68,0,19.33,33,4.58,4.87,36.68,19.48,8.14,0,0,9.67,21.445886,14.7,33,24.33

71,17:30-17:45,261.860000,2.640000,2.690000,30.160000,272.170000,30.160000,2.640000,7.780000,116.160000,10.700000,101.370000,0.000000,3.890000,8.620000,87.290000,28.91,36.38,0,13.33,22.48,4,3.68,36.38,19.37,2.51,0,0,6.67,17.152806,14,21.74,18.42

72,17:45-18:00,261.860000,1.780000,1.830000,30.160000,272.170000,30.160000,1.780000,7.780000,116.160000,10.700000,101.370000,0.000000,3.890000,8.620000,87.290000,29,37.25,0,8,10.48,3.42,2.5,37.25,19.68,0.93,0,0,4,13.191464,12.85,12.44,12.5

73,18:00-18:15,261.860000,0.980000,1.010000,30.670000,272.170000,30.670000,0.980000,7.780000,116.160000,11.070000,101.370000,0.000000,3.890000,9.090000,87.290000,28.51,37.47,0,6,0,2.81,2.07,37.47,19.43,0,0,0,3,9.425262,9.48,0,10.34

74,18:15-18:30,261.860000,0.410000,0.420000,30.670000,272.170000,30.670000,0.410000,7.780000,116.160000,11.070000,101.370000,0.000000,3.890000,9.090000,87.290000,29.11,36.45,0,4,0,2.18,1.64,36.45,23.65,0,0,0,2,6.127396,6.83,0,8.19

75,18:30-18:45,261.860000,0.210000,0.210000,30.670000,272.170000,30.670000,0.210000,7.940000,66.430000,11.070000,101.370000,0.000000,3.890000,9.090000,87.290000,24.13,40.14,0,2,0,1.37,1.21,40.14,23.66,0,0,0,1,3.102726,4.78,0,6.03

76,18:45-19:00,261.860000,0.000000,0.000000,30.670000,272.170000,30.670000,0.000000,7.940000,116.160000,11.070000,101.370000,0.000000,3.890000,9.090000,87.290000,24.28,40.02,0,0.67,0,0.7,0.77,40.02,23.64,0,0,0,0.33,1.26841,1.19,0,3.88

77,19:00-19:15,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,7.940000,116.160000,11.450000,101.370000,0.000000,3.890000,9.390000,87.290000,24.48,41.01,0,0.81,0,0.27,0.58,41.01,23.64,0,0,0,0.41,0.331738,0.03,0,2.92

78,19:15-19:30,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,7.940000,116.160000,11.450000,101.370000,0.000000,3.890000,9.390000,87.290000,25.19,40.77,0,0,0,0.03,0.39,40.77,23.61,0,0,0,0,0,0,0,1.96

79,19:30-19:45,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.100000,116.160000,11.450000,101.370000,0.000000,3.890000,8.620000,87.290000,25.64,40.56,0,0,0,0,0.2,40.56,23.58,0,0,0,0,0,0,0,1.01

80,19:45-20:00,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.100000,116.160000,11.450000,101.370000,0.000000,3.890000,8.620000,87.290000,35.03,43.36,0,0,0,0,0,43.36,27.55,0,0,0,0,0,0,0,0

81,20:00-20:15,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.100000,116.160000,11.450000,101.370000,0.000000,3.890000,8.620000,87.290000,35.17,43.62,0,0,0,0,0,43.62,27.45,0,0,0,0,0,0,0,0

82,20:15-20:30,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.100000,116.160000,11.450000,101.370000,0.000000,3.890000,8.620000,87.290000,35.44,43.95,0,0,0,0,0,43.95,27.51,0,0,0,0,0,0,0,0

83,20:30-20:45,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.250000,116.160000,11.450000,101.370000,0.000000,3.890000,8.620000,87.290000,34.68,43.08,0,0,0,0,0,43.08,27.41,0,0,0,0,0,0,0,0

84,20:45-21:00,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.250000,116.160000,11.450000,101.370000,0.000000,3.890000,8.620000,87.290000,33.93,43.5,0,0,0,0,0,43.5,27.41,0,0,0,0,0,0,0,0

85,21:00-21:15,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.250000,116.160000,11.630000,101.370000,0.000000,3.890000,8.620000,87.290000,33.29,51.4,0,0,0,0,0,51.4,27.38,0,0,0,0,0,0,0,0

86,21:15-21:30,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.250000,116.160000,11.630000,101.370000,0.000000,3.890000,8.620000,87.290000,38.69,52.18,0,0,0,0,0,52.18,35.58,0,0,0,0,0,0,0,0

87,21:30-21:45,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.250000,116.160000,11.630000,101.370000,0.000000,3.890000,8.620000,87.290000,38.62,51.71,0,0,0,0,0,51.71,35.55,0,0,0,0,0,0,0,0

88,21:45-22:00,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,8.250000,116.160000,11.630000,101.370000,0.000000,3.890000,8.620000,87.290000,38.2,52.26,0,0,0,0,0,52.26,35.28,0,0,0,0,0,0,0,0

89,22:00-22:15,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,7.010000,116.160000,11.630000,101.370000,0.000000,3.890000,7.470000,87.290000,38.13,52.34,0,0,0,0,0,52.34,35.18,0,0,0,0,0,0,0,0

90,22:15-22:30,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,7.010000,116.160000,11.630000,101.370000,0.000000,3.890000,7.470000,87.290000,37.74,51.42,0,0,0,0,0,51.42,35.19,0,0,0,0,0,0,0,0

91,22:30-22:45,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,7.010000,116.160000,11.630000,101.370000,0.000000,3.910000,7.470000,87.290000,37.14,43.22,0,0,0,0,0,43.22,35.12,0,0,0,0,0,0,0,0

92,22:45-23:00,261.860000,0.000000,0.000000,28.800000,272.170000,28.800000,0.000000,7.010000,116.160000,11.630000,101.370000,0.000000,3.910000,7.470000,87.290000,34.89,43.38,0,0,0,0,0,43.38,34.89,0,0,0,0,0,0,0,0

93,23:00-23:15,261.860000,0.000000,0.000000,29.510000,272.170000,0.000000,0.000000,7.390000,116.160000,11.350000,101.370000,0.000000,3.910000,7.470000,87.290000,34.64,44.06,0,0,0,0,0,44.06,34.78,0,0,0,0,0,0,0,0

94,23:15-23:30,261.860000,0.000000,0.000000,29.510000,272.170000,0.000000,0.000000,7.390000,116.160000,11.350000,101.370000,0.000000,3.910000,7.470000,87.290000,29.55,43.69,0,0,0,0,0,43.69,34.7,0,0,0,0,0,0,0,0

95,23:30-23:45,261.860000,0.000000,0.000000,29.510000,272.170000,0.000000,0.000000,7.390000,116.160000,11.350000,101.370000,0.000000,3.910000,7.470000,87.290000,29.33,43.32,0,0,0,0,0,43.32,34.71,0,0,0,0,0,0,0,0

96,23:45-24:00,261.860000,0.000000,0.000000,29.510000,272.170000,0.000000,0.000000,7.390000,116.160000,11.350000,101.370000,0.000000,3.910000,7.470000,87.290000,29.14,42.94,0,0,0,0,0,42.94,34.71,0,0,0,0,0,0,0,0

