Block,Time,UNCHAHAR3,DADRI_CRF,TANDA2,NJPC,URI,URI2,DADRI_GF,JHAJJAR,ANTA_RF,DADRI_RF,SALAL,AURY_RF,UNCHAHAR1,RIHAND3,SEWA2,SINGRAULI,RAPPB,ANTA_CRF,TEHRI,CHAMERA2,UNCHAHAR2,RAPPC,CHAMERA3,CHAMERA1,RIHAND1,DHAULIGNGA,KISHANGANGA,ANTA_LF,DADRT2,RIHAND2,DULHASTI,RAMPUR,SINGRAULI_HYDRO,AURY_GF,AURY_LF,PARBATI3,AURY_CRF,NAPP,KOLDAM,DADRI_LF,KOTESHWR,TANAKPUR,ANTA_GF,UNCHAHAR4,BSIUL,KUDGI,TALA,KHSTPP-I,BRBCL,SASAN,KHSTPP-II,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,25.868161,0.000000,1.348441,154.929110,45.962390,33.479576,0.000000,636.969001,0.165738,0.000000,79.315912,2.883169,20.094992,121.310901,16.061339,137.484400,0.000000,0.000000,33.396007,40.533274,41.681010,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,666.362695,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.784242,12.690778,16.86,25.618572,40.257272,13.046629,405.453114,142.824507,20.070786,0,0,0,0,0

10,02:15-02:30,25.868161,0.000000,1.348441,154.929110,45.962390,33.479576,0.000000,636.969001,0.000000,0.000000,79.315912,0.000000,20.094992,121.310901,16.061339,137.484400,0.000000,0.000000,33.396007,40.533274,41.681010,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,666.362695,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.784242,12.690778,14.52,25.618572,40.257272,13.501422,405.453114,142.824507,20.070786,0,0,0,0,0

11,02:30-02:45,25.868161,0.000000,1.348441,154.929110,45.962390,33.479576,0.000000,636.969001,0.000000,0.000000,79.315912,0.000000,20.094992,121.310901,16.061339,137.484400,0.000000,0.000000,33.396007,40.533274,41.681010,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,580.982585,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.784242,12.690778,14.52,25.618572,40.844969,10.367410,405.453114,142.824507,20.070786,0,0,0,0,0

12,02:45-03:00,25.868161,0.000000,1.348441,154.929110,45.962390,33.479576,0.000000,636.969001,0.000000,0.000000,79.315912,0.000000,20.094992,121.310901,16.061339,137.484400,0.000000,0.000000,33.396007,40.533274,41.681010,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,488.543360,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,18.152530,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.784242,12.690778,14.52,25.618572,40.844969,12.665024,405.453114,142.824507,20.070786,0,0,0,0,0

13,03:00-03:15,19.206571,0.000000,0.698510,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,33.396007,40.533274,41.681010,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,363.939302,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,18.152530,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,41.138818,15.712540,405.453114,142.824507,20.070786,0,0,0,0,0

14,03:15-03:30,19.206571,0.000000,0.291508,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,33.396007,40.533274,32.901580,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,363.939302,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,18.152530,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,30.034242,17.072417,405.453114,142.824507,20.070786,0,0,0,0,0

15,03:30-03:45,19.206571,0.000000,0.209634,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,25.047006,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,391.497286,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,19.449140,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,17.212039,405.453114,99.460959,14.160119,0,0,0,0,0

16,03:45-04:00,19.206571,0.000000,0.209634,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,8.153323,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,391.497286,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,19.449140,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,16.553647,405.453114,99.460959,14.160119,0,0,0,0,0

17,04:00-04:15,13.169787,0.000000,0.313562,154.929110,50.237962,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,11.122035,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,362.710259,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,19.449140,0.000000,40.121123,2.351873,0.000000,16.948064,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,16.772081,405.453114,99.460959,14.160119,0,0,0,0,0

18,04:15-04:30,13.169787,0.000000,0.313562,154.929110,50.237962,32.796320,0.000000,590.315413,0.000000,0.000000,79.315912,0.000000,11.122035,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,362.710259,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,19.449140,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,18.684513,405.453114,99.460959,14.160119,0,0,0,0,0

19,04:30-04:45,19.206571,0.000000,0.313562,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,391.497286,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,20.745748,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,19.127433,405.453114,99.460959,14.160119,0,0,0,0,0

20,04:45-05:00,19.206571,0.000000,0.313562,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,421.705126,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,20.745748,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

21,05:00-05:15,12.737239,0.000000,0.313562,154.929110,45.962390,32.796320,0.000000,551.587413,0.000000,0.000000,79.315912,0.000000,10.766436,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,382.387589,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,20.745748,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

22,05:15-05:30,19.206571,0.000000,0.313562,154.929110,45.962390,32.796320,0.000000,605.490882,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,430.451360,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,66.614598,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

23,05:30-05:45,19.206571,0.000000,0.313562,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,430.451360,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,66.614598,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

24,05:45-06:00,19.206571,0.000000,0.313562,154.929110,45.962390,32.796320,0.000000,627.584916,0.000000,0.000000,79.315912,0.000000,15.055413,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,90.352424,37.069087,2.114992,0.000000,430.451360,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,66.614598,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.078424,19.036167,14.52,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

25,06:00-06:15,12.621179,0.039890,0.313562,154.929110,45.962390,32.796320,0.000000,576.252830,0.000000,0.000000,79.315912,0.000000,10.658329,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,362.740527,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,66.614598,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.079214,19.036167,18.40,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

26,06:15-06:30,12.621179,0.039890,0.348571,154.929110,45.962390,32.796320,0.000000,473.142529,0.000000,0.000000,79.315912,0.000000,10.658329,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,362.740527,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,66.614598,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.079214,19.036167,18.40,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

27,06:30-06:45,12.621179,0.039890,0.348571,154.929110,45.962390,32.796320,0.000000,425.721413,0.000000,0.000000,79.315912,0.000000,10.658329,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,362.740527,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,66.614598,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.079214,19.036167,18.40,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

28,06:45-07:00,12.629931,0.039890,0.349183,154.929110,50.237962,32.796320,0.000000,425.721413,0.000000,0.000000,79.315912,0.000000,10.660317,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,30.826713,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,362.823500,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,16.855921,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.079981,19.036167,18.40,25.618572,27.748322,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

29,07:00-07:15,12.629931,0.039890,0.178583,154.929110,50.237962,32.796320,0.000000,367.629413,0.000000,0.000000,79.315912,0.000000,10.660317,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,18.234595,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,362.823500,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,3.241524,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.383315,19.036167,18.40,25.618572,20.059071,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

30,07:15-07:30,12.629931,0.039890,0.178583,154.929110,45.962390,32.796320,0.000000,367.629413,0.000000,0.000000,79.315912,0.000000,10.660317,121.310901,13.953422,137.484400,0.000000,0.000000,0.000000,40.533274,18.234595,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,362.823500,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,3.241524,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.383315,19.036167,18.40,25.618572,20.059071,19.363991,405.453114,99.460959,14.160119,0,0,0,0,0

31,07:30-07:45,12.629931,0.039890,0.178583,154.929110,45.962390,32.796320,0.000000,338.494523,0.000000,0.000000,79.315912,0.000000,11.528199,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,12.684346,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.429466,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,3.241524,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.388373,12.690778,18.40,25.618572,16.058573,19.363991,405.453114,99.460959,9.063030,0,0,0,0,0

32,07:45:08:00,12.629931,0.039890,0.178583,154.929110,45.962390,32.796320,0.000000,338.123979,0.000000,0.000000,79.315912,0.000000,11.528199,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,12.678684,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.429466,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,3.241524,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.388373,12.690778,18.40,25.618572,14.523000,18.867229,405.453114,99.460959,9.063030,0,0,0,0,0

33,08:00-08:15,13.076500,0.039890,0.134680,154.929110,45.962390,32.796320,0.000000,341.522937,0.000000,0.000000,79.315912,0.000000,11.560599,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,19.029692,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.602233,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.389156,12.690778,18.40,25.618572,14.523000,19.363991,405.453114,92.625406,5.549832,0,0,0,0,0

34,08:15-08:30,13.076500,0.039890,0.134680,154.929110,45.962390,32.796320,0.000000,341.522937,0.000000,0.000000,79.315912,0.000000,11.560599,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,19.029692,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.602233,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.389156,12.690778,18.40,25.618572,14.523000,19.363991,405.453114,73.075538,2.904600,0,0,0,0,0

35,08:30-08:45,13.076500,0.039890,0.134680,154.929110,45.962390,32.796320,0.000000,341.522937,0.000000,0.000000,79.315912,0.000000,11.560599,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,18.138474,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.602233,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.389156,12.690778,18.40,25.618572,14.523000,19.363991,405.453114,60.486359,2.904600,0,0,0,0,0

36,08:45:09:00,13.076500,0.039890,0.134680,154.929110,45.962390,32.796320,0.000000,341.522937,0.000000,0.000000,79.315912,0.000000,11.560599,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,18.158673,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.602233,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.389156,12.690778,18.40,25.618572,14.523000,19.363991,405.453114,60.486359,2.904600,0,0,0,0,0

37,09:00:09:15,13.236911,0.039890,0.134680,154.929110,45.962390,32.796320,0.000000,341.522937,0.000000,0.000000,79.315912,0.000000,10.706646,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,20.077972,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.029254,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.389156,12.690778,41.63,22.772064,14.523000,19.363991,400.834800,60.486359,2.904600,0,0,0,0,0

38,09:15-09:30,13.236911,0.039890,0.134680,154.929110,45.962390,32.796320,0.000000,341.522937,0.000000,0.000000,79.315912,0.000000,10.706646,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,20.077972,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,363.708594,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.389156,12.690778,54.22,22.772064,14.523000,19.363991,400.834800,60.486359,9.063030,0,0,0,0,0

39,09:30-09:45,13.285914,0.039890,0.288030,154.929110,45.962390,32.796320,0.000000,345.630554,0.000000,0.000000,79.315912,0.000000,11.560599,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,19.047256,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,364.191648,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.391797,12.690778,62.93,22.772064,14.368088,19.363991,400.834800,94.619959,9.063030,0,0,0,0,0

40,09:45-10:00,13.285914,0.039890,0.387038,154.929110,45.962390,32.796320,0.000000,345.630554,0.000000,0.000000,79.315912,0.000000,11.560599,121.310901,16.061339,137.484400,0.000000,0.000000,0.000000,40.533274,19.047256,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,364.191648,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.391797,12.690778,69.71,22.772064,14.368088,19.363991,400.834800,94.619959,9.063030,0,0,0,0,0

41,10:00-10:15,13.285914,0.039890,0.585056,154.929110,45.962390,32.796320,0.000000,345.630554,0.000000,0.000000,78.190864,0.000000,11.560599,121.310901,9.482909,137.484400,0.000000,0.000000,0.000000,40.533274,19.047256,53.835345,29.601353,40.807771,86.427923,27.866283,2.114992,0.000000,364.191648,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.391797,12.690778,77.46,22.772064,14.368088,17.636841,400.834800,94.619959,9.063030,0,0,0,0,0

42,10:15-10:30,13.285914,0.039890,0.684063,154.929110,45.962390,32.796320,0.000000,345.630554,0.000000,0.000000,78.190864,0.000000,11.560599,121.310901,9.482909,137.484400,0.000000,0.000000,0.000000,40.533274,19.047256,53.835345,29.601353,40.807771,86.427923,27.866283,2.114992,0.000000,364.191648,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,7.441585,0.000000,0.391797,12.690778,81.33,22.772064,14.368088,15.390305,400.834800,94.619959,9.063030,0,0,0,0,0

43,10:30-10:45,13.878532,0.039890,0.684063,154.929110,45.962390,32.796320,0.000000,346.802631,0.000000,0.000000,78.190864,0.000000,11.578110,121.310901,9.482909,137.484400,0.000000,0.000000,0.000000,40.533274,19.047256,53.835345,29.601353,40.807771,86.427923,27.866283,2.114992,0.000000,364.967523,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.396226,12.690778,91.01,22.772064,14.368088,13.959389,400.834800,94.619959,9.063030,0,0,0,0,0

44,10:45-11:00,13.878532,0.039890,0.684063,154.929110,50.237962,32.796320,0.000000,346.802631,0.000000,0.000000,78.190864,0.000000,11.578110,121.310901,5.147865,137.484400,0.000000,0.000000,0.000000,40.533274,19.047256,53.835345,29.601353,40.807771,86.427923,27.866283,2.114992,0.000000,364.967523,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,11.782510,0.000000,0.396226,12.690778,93.92,22.772064,14.368088,13.661926,400.834800,94.619959,9.063030,0,0,0,0,0

45,11:00-11:15,13.825768,0.039890,0.679782,154.929110,50.237962,32.796320,0.000000,348.733204,0.000000,0.000000,78.190864,0.000000,11.549002,121.310901,5.283335,137.484400,0.000000,0.000000,0.000000,40.533274,18.822509,53.835345,29.601353,40.807771,86.427923,27.801816,2.114992,0.000000,364.645797,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,8.681849,0.000000,0.357810,12.690778,97.79,22.772064,14.368088,15.963327,381.228750,94.619959,9.063030,0,0,0,0,0

46,11:15-11:30,13.825768,0.039890,0.702656,154.929110,45.962390,32.796320,0.000000,348.733204,0.000000,0.000000,78.190864,0.000000,11.549002,121.310901,5.364617,137.484400,0.000000,0.000000,0.000000,40.533274,18.957438,53.835345,29.601353,40.807771,86.405363,27.801816,2.114992,0.000000,364.645797,115.787038,50.334016,1.698786,1.053942,0.000000,0.000000,15.559312,0.000000,40.121123,2.351873,0.000000,8.174949,8.681849,0.000000,0.357810,12.690778,98.76,22.772064,14.368088,17.583612,381.228750,94.619959,9.063030,0,0,0,0,0

