Time,Block,NR/2024/18560/C,NR/2024/18561/C,NR/2024/18562/C,NR/2024/18436/A/4181,NR/2024/18388/A/4136,NR/2024/18445/A/4332,NER/2024/1934/A/4314,NER/2024/1922/A/4315,WR/2024/21351/A/4318,NR/2024/18559/C,WR/2024/21355/A/4333,Total
,,SJVNL,SJVNL,SJVNL,IEXL,ITCLH,MANIKARAN,APPCPL,APPCPL,APPCPL,NVVNL,MANIKARAN,Total

,,UTTAR PRADESH,TELANGANA,UTTAR PRADESH,MAHARASHTRA,ANDHRA PRADESH,DELHI,DELHI,DELHI,DELHI,NA,DELHI,
,,BCMLB001,NSLKSLWPRTY,BCMLUH,A_A_Energy_MH_Bio,ITCWIND,BRPL,BYPL,BRPL,BRPL,SOLAPUR_SOLAR,BRPL,
,,DELHI,DELHI,DELHI,DELHI,DELHI,HIMACHAL PRADESH,NAGALAND,MANIPUR,GOA,DELHI,GOA,
,,NDMC,NDMC,NDMC,MES (Delhi),ITCLH,HP,Nagaland_Ben,Manipur_Ben,GOA_Beneficiary,MES (Delhi),GOA_Beneficiary,
,,North-North,South-West-North,North-North,West-East-North,South-West-North,North-North,North-East-North East,North-East-North East,North-West,West-North,North-West,
1,00:00-00:15,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

2,00:15-00:30,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

3,00:30-00:45,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

4,00:45-01:00,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

5,01:00-01:15,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

6,01:15-01:30,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

7,01:30-01:45,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

8,01:45-02:00,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

9,02:00-02:15,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

10,02:15-02:30,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

11,02:30-02:45,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

12,02:45-03:00,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

13,03:00-03:15,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

14,03:15-03:30,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

15,03:30-03:45,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

16,03:45-04:00,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

17,04:00-04:15,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

18,04:15-04:30,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

19,04:30-04:45,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

20,04:45-05:00,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

21,05:00-05:15,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

22,05:15-05:30,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

23,05:30-05:45,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

24,05:45-06:00,0.000000,0.000000,0.000000,7.700000,0.380000,0.000000,20.000000,25.000000,0.000000,0,0.000000,53.08

25,06:00-06:15,0.000000,0.000000,0.000000,7.700000,0.430000,158.480000,20.000000,25.000000,0.000000,0,0.000000,211.61

26,06:15-06:30,0.000000,0.000000,0.000000,7.700000,0.430000,158.480000,20.000000,25.000000,0.000000,0,0.000000,211.61

27,06:30-06:45,0.000000,0.000000,0.000000,7.700000,0.430000,158.480000,20.000000,25.000000,0.000000,0,0.000000,211.61

28,06:45-07:00,0.000000,0.000000,0.000000,7.700000,0.430000,158.480000,20.000000,25.000000,0.000000,0,0.000000,211.61

29,07:00-07:15,0.000000,0.000000,0.000000,7.700000,0.480000,158.480000,20.000000,25.000000,0.000000,0,0.000000,211.66

30,07:15-07:30,0.000000,0.000000,0.000000,7.700000,0.480000,158.480000,20.000000,25.000000,0.000000,0.14,0.000000,211.8

31,07:30-07:45,0.000000,0.000000,0.000000,7.700000,0.480000,158.480000,20.000000,25.000000,0.000000,0.42,0.000000,212.08

32,07:45:08:00,0.000000,0.000000,0.000000,7.700000,0.480000,158.480000,20.000000,25.000000,0.000000,0.7,0.000000,212.36

33,08:00-08:15,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,1.08,0.000000,213.13

34,08:15-08:30,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,1.51,0.000000,213.56

35,08:30-08:45,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,1.95,0.000000,214

36,08:45:09:00,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,2.39,0.000000,214.44

37,09:00:09:15,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,2.96,0.000000,215.01

38,09:15-09:30,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,3.48,0.000000,215.53

39,09:30-09:45,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,3.94,0.000000,215.99

40,09:45-10:00,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,4.41,0.000000,216.46

41,10:00-10:15,0.000000,0.000000,0.000000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,4.77,0.000000,216.82

42,10:15-10:30,4.330000,3.950000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,5.21,0.000000,228.91

43,10:30-10:45,4.330000,3.950000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,5.52,0.000000,229.22

44,10:45-11:00,4.330000,3.950000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,5.93,0.000000,229.63

45,11:00-11:15,4.330000,3.750000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.21,0.000000,229.71

46,11:15-11:30,4.330000,3.750000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.49,0.000000,229.99

47,11:30-11:45,4.330000,3.750000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.69,0.000000,230.19

48,11:45-12:00,4.330000,3.750000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.82,0.000000,230.32

49,12:00-12:15,4.330000,3.460000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.91,0.000000,230.12

50,12:15-12:30,4.330000,3.460000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,7.09,0.000000,230.3

51,12:30-12:45,4.330000,3.460000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,7.16,0.000000,230.37

52,12:45-13:00,4.330000,3.460000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,7.12,0.000000,230.33

53,13:00-13:15,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,7.06,0.000000,230.18

54,13:15-13:30,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.96,0.000000,230.08

55,13:30-13:45,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.87,0.000000,229.99

56,13:45-14:00,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.62,0.000000,229.74

57,14:00-14:15,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.47,0.000000,229.59

58,14:15-14:30,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,6.09,0.000000,229.21

59,14:30-14:45,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,5.7,0.000000,228.82

60,14:45-15:00,4.330000,3.370000,3.370000,7.700000,0.870000,158.480000,20.000000,25.000000,0.000000,5.3,0.000000,228.42

61,15:00-15:15,4.330000,3.370000,3.370000,7.700000,0.670000,158.480000,20.000000,25.000000,0.000000,5.17,0.000000,228.09

62,15:15-15:30,4.330000,3.370000,3.370000,7.700000,0.670000,158.480000,20.000000,25.000000,0.000000,4.69,0.000000,227.61

