Block,Time,KGSU3AND4,KOTESHWR,MAPS,NLCEXP,RAMPUR,SASAN,TALA,URI,ANTA_RF,AURY_LF,CHAMERA1,DHAULIGNGA,DULHASTI,FSTPP I & II,KGSU1AND2,NAPP,NJPC,NNTPP,SIMHST1,TALST2,TANAKPUR,CHAMERA3,KHSTPP-I,KHSTPP-II,KISHANGANGA,KOLDAM,NLCIIST2,RIHAND1,UNCHAHAR2,UNCHAHAR3,ANTA_GF,DADRI_CRF,DADRI_GF,DADRI_LF,DADRT2,KUDGI,RSTPSU1TO6,SALAL,SINGRAULI,TEHRI,TelanganaSTPP,URI2,AURY_CRF,BSIUL,KKNPPU2,NTPL,RAPPB,UNCHAHAR1,VALLURNTECL,ANTA_LF,AURY_RF,BRBCL,JHAJJAR,NLCIIST1,RIHAND2,RIHAND3,SEWA2,SIMHST2,TANDA2,KKNP,NLCTS2EXP,PARBATI3,UNCHAHAR4,AURY_GF,DADRI_RF,CHAMERA2,RAPPC,RSTPSU7,SINGRAULI_HYDRO,ANTA_CRF
64,15:45-16:00,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

65,16:00-16:15,0,8.87,0,0,0,371.25,0,4.97,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

66,16:15-16:30,0,8.87,0,0,0,371.25,0,4.97,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,598.62,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

67,16:30-16:45,0,8.87,0,0,0,371.25,0,1.21,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.54,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,638.62,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

68,16:45-17:00,0,8.87,0,0,0,371.25,0,1.21,5.25,0,0,0,0,11.7,0,43.57,23.39,0,0,0,1.54,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,3.33,54.06,0,0,23.83

69,17:00-17:15,0,8.87,0,0,0,371.25,0,1.21,5.25,0,0,0,16.48,11.7,0,43.57,46.78,0,0,0,1.54,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,13.17,54.06,0,0,23.83

70,17:15-17:30,0,8.87,0,0,0,371.25,0,1.21,5.25,0,12.01,8.06,16.48,11.7,0,43.57,61.56,0,0,0,1.54,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,23.83

71,17:30-17:45,0,26.62,0,0,0,371.25,0,4.97,5.25,0,13.66,16.12,32.96,11.7,0,43.57,93.56,0,0,0,1.54,6.36,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.47

72,17:45-18:00,0,39.83,0,0,0,371.25,0,4.97,5.25,0,28.05,36.55,49.43,11.7,0,43.57,116.95,0,0,0,1.54,29.06,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.47

73,18:00-18:15,0,39.83,0,0,0,371.25,0,4.97,5.25,0,28.05,36.55,49.43,11.7,0,43.57,140.34,0,0,0,1.15,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.47

74,18:15-18:30,0,39.83,0,0,0,371.25,0,7.62,5.25,0,28.05,36.55,49.43,11.7,0,43.57,140.34,0,0,0,1.15,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.47

75,18:30-18:45,0,39.83,0,0,0,371.25,0,26.49,5.25,0,28.05,36.55,49.43,10.15,0,43.57,140.34,0,0,0,1.15,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,9.29,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.47

76,18:45-19:00,0,39.83,0,0,0,371.25,0,26.49,5.25,0,28.05,36.55,49.43,8.62,0,43.57,140.34,0,0,0,1.15,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,55.77,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.47

77,19:00-19:15,0,39.83,0,0,0,371.25,0,26.49,5.25,0,24.49,16.12,49.43,8.62,0,43.57,116.95,0,0,0,1.15,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,55.77,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,10.54,0,0,0,0,3.82,0,0,7.12,26.34,54.06,0,0,24.47

78,19:15-19:30,0,19.72,0,0,0,371.25,0,7.73,5.25,0,24.49,8.06,32.96,8.62,0,43.57,93.56,0,0,0,1.15,1.91,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,55.77,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,26.34,54.06,0,0,24.47

79,19:30-19:45,0,8.87,0,0,0,371.25,0,5.52,5.25,0,12.01,0,16.48,8.62,0,43.57,70.17,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,682.78,0,0,9.29,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,3.33,54.06,0,0,24.47

80,19:45-20:00,0,8.87,0,0,0,371.25,0,5.52,5.25,0,0,0,16.48,8.62,0,43.57,43.56,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,638.63,0,0,2.33,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,0,54.06,0,0,24.47

81,20:00-20:15,0,8.87,0,0,0,371.25,0,5.52,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,2.33,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,0,54.06,0,0,24.15

82,20:15-20:30,0,8.87,0,0,0,371.25,0,5.52,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,2.33,125.97,62.24,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,0,54.06,0,0,24.15

83,20:30-20:45,0,8.87,0,0,0,371.25,0,5.52,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,2.33,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,0,54.06,0,0,24.15

84,20:45-21:00,0,8.87,0,0,0,371.25,0,5.52,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,2.33,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,3.56,0,0,7.12,0,54.06,0,0,24.15

85,21:00-21:15,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,2.33,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

86,21:15-21:30,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,2.33,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

87,21:30-21:45,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,46.69,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

88,21:45-22:00,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,46.69,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

89,22:00-22:15,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,46.69,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

90,22:15-22:30,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,8.62,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,46.69,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

91,22:30-22:45,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,9.73,0,43.57,0,0,0,0,0.51,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,31.13,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

92,22:45-23:00,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,10.84,0,43.57,0,0,0,0,0.51,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,31.13,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

93,23:00-23:15,0,8.87,0,0,0,371.25,0,11.04,5.25,0,0,0,16.48,12.39,0,43.57,0,0,0,0,0.51,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,31.13,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

94,23:15-23:30,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,16.48,13.08,0,43.57,0,0,0,0,0.51,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,31.13,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

95,23:30-23:45,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,16.48,13.08,0,43.57,0,0,0,0,0.51,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,10.39,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

96,23:45-24:00,0,8.87,0,0,0,371.25,0,13.25,5.25,0,0,0,16.48,13.78,0,43.57,0,0,0,0,0.51,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,24.11,683.14,0,0,1.4,125.97,0,0,5.38,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,24.15

