Block,Time,BRBCL,CHAMERA2,CHAMERA3,NAPP,NJPC,NTPL,RIHAND3,SALAL,URI,URI2,AURY_LF,DADRI_GF,DADRI_RF,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-I,PARBATI3,RAPPC,RSTPSU7,TALA,UNCHAHAR1,DADRI_CRF,DADRI_LF,BSIUL,FSTPP I & II,MAPS,ANTA_LF,CHAMERA1,KKNPPU2,NLCIIST2,TANAKPUR,ANTA_GF,AURY_CRF,DULHASTI,RAMPUR,RIHAND1,RSTPSU1TO6,TelanganaSTPP,UNCHAHAR3,VALLURNTECL,AURY_RF,KGSU1AND2,KHSTPP-II,KOLDAM,SASAN,SIMHST1,TALST2,TANDA2,TEHRI,UNCHAHAR2,ANTA_RF,AURY_GF,DHAULIGNGA,KISHANGANGA,KKNP,KOTESHWR,NLCEXP,NLCTS2EXP,SEWA2,SIMHST2,SINGRAULI_HYDRO,ANTA_CRF,KUDGI,NLCIIST1,NNTPP,RAPPB,RIHAND2,SINGRAULI,UNCHAHAR4
64,15:45-16:00,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

65,16:00-16:15,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,1.1,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

66,16:15-16:30,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,1.1,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

67,16:30-16:45,20,4,0,20.61,23.21,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,1.1,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

68,16:45-17:00,20,13.17,0,20.61,46.78,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,1.1,18.2,0,0,12.64,0,0,0.77,0,0,32.96,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

69,17:00-17:15,20,13.17,9.68,20.61,46.78,0,62.16,2.33,39.75,22.86,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,13.43,0,0,0.77,0,0,32.96,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,40.95,0,9.14,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

70,17:15-17:30,20,26.34,19.35,20.61,46.78,0,62.16,2.33,39.75,22.86,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,28.05,0,0,0.77,0,0,32.96,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,40.95,0,9.14,0,0,17.75,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

71,17:30-17:45,20,39.51,29.06,20.61,70.17,0,62.16,2.33,39.75,22.86,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0.77,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,41.48,0,18.27,0,0,39.05,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

72,17:45-18:00,20,39.51,29.06,20.61,93.56,0,62.16,2.33,39.75,22.86,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0.77,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,41.48,0,27.41,0,0,39.05,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

73,18:00-18:15,20,39.51,29.06,20.61,116.95,0,62.16,2.33,35.88,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0.77,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,42,0,27.41,0,0,39.05,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

74,18:15-18:30,20,39.51,29.06,20.61,140.35,0,62.16,2.33,35.88,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0.77,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,42,0,27.41,0,0,39.05,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

75,18:30-18:45,20,39.51,29.06,20.61,140.35,0,62.16,2.33,35.88,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0.77,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,47.63,42.39,42,0,27.41,0,0,39.05,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

76,18:45-19:00,20,39.51,29.06,20.61,116.95,0,62.16,2.33,35.88,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0.77,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,47.63,42.39,42,0,27.41,0,0,39.05,0,0,10.52,0,0.77,0,0,0,0,0,118.76,139.69,0

77,19:00-19:15,20,39.51,19.35,20.61,93.56,0,62.16,2.33,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,3.82,26.01,0,0,20.85,0,0,6.52,18.2,0,0,28.09,0,0,0.77,0,0,32.96,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,35.72,42.39,42,0,27.41,0,0,17.75,0,0,10.39,0,0.77,0,0,0,0,0,118.76,139.69,0

78,19:15-19:30,20,26.34,9.68,20.61,70.17,0,62.16,2.33,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,16.54,26.01,0,0,20.85,0,0,6.52,18.2,0,0,20.54,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,35.72,42.39,42.32,0,18.27,0,0,8.87,0,0,10.39,0,0.77,0,0,0,0,0,118.76,139.69,0

79,19:30-19:45,20,13.17,0,20.61,46.78,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,16.54,26.01,0,0,20.85,0,0,6.52,18.2,0,0,12.64,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,23.82,42.39,42.32,0,9.14,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

80,19:45-20:00,20,13.17,0,20.61,21.12,0,62.16,69.72,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,16.54,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,23.82,42.39,42.32,0,6.08,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

81,20:00-20:15,20,13.17,0,20.61,21.12,0,62.16,69.72,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,16.54,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,23.82,42.39,42.32,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

82,20:15-20:30,20,4,0,20.61,21.12,0,62.16,69.72,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,16.54,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,11.91,42.39,42.32,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

83,20:30-20:45,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,16.54,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,11.91,42.39,42.52,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

84,20:45-21:00,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,3.57,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,11.91,42.39,42.52,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

85,21:00-21:15,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,11.91,42.39,42.52,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

86,21:15-21:30,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,2.4,42.39,42.52,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

87,21:30-21:45,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.52,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

88,21:45-22:00,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.52,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

89,22:00-22:15,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

90,22:15-22:30,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

91,22:30-22:45,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

92,22:45-23:00,20,0,0,20.61,0,0,62.16,12.78,36.43,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

93,23:00-23:15,20,0,0,20.61,0,0,62.16,12.78,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

94,23:15-23:30,20,0,0,20.61,0,0,62.16,12.78,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

95,23:30-23:45,20,0,0,20.61,0,0,62.16,12.78,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

96,23:45-24:00,20,0,0,20.61,0,0,62.16,12.78,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,345.38,0,0,0,0,42.39,42.73,0,0,0,0,8.87,0,0,0,0,0.77,0,0,0,0,0,118.76,139.69,0

