Block,Time,SASAN,SINGRAULI_HYDRO,ANTA_RF,RIHAND1,SEWA2,KISHANGANGA,CHAMERA1,ANTA_CRF,UNCHAHAR4,NJPC,CHAMERA2,DULHASTI,SINGRAULI,URI,KOTESHWR,DADRI_GF,KHSTPP-I,BRBCL,FSTPP I & II,KHSTPP-II,TALA,UNCHAHAR3,TANAKPUR,CHAMERA3,RIHAND2,JHAJJAR,RIHAND3,URI2,UNCHAHAR2,BSIUL,AURY_GF,NAPP,AURY_RF,RAPPC,DADRI_CRF,PARBATI3,RAMPUR,TEHRI,ANTA_GF,DADRI_RF,TANDA2,KOLDAM,AURY_LF,UNCHAHAR1,SALAL,AURY_CRF,ANTA_LF,DADRI_LF,DHAULIGNGA,DADRT2,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.600388,5.306376,8.530576,0.000000,18.110123,14.419524,8.274486,64.859007,0.000000,5.767800,3.078563,9.303308,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,361.448800,0.000000,0,0,0,0,0

19,04:30-04:45,323.357288,0.570080,0.000000,83.107161,0.000000,0.000000,0.000000,0.000000,0.000000,18.207022,0.000000,15.841120,118.600388,5.306376,8.530576,0.000000,18.110123,14.419524,8.274486,64.859007,0.000000,5.767800,3.078563,9.303308,112.589823,115.356000,118.879765,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,371.061800,0.000000,0,0,0,0,0

20,04:45-05:00,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,18.207022,0.000000,15.841120,118.600388,5.306376,8.530576,0.000000,18.110123,14.419524,8.274486,64.859007,0.000000,5.767800,3.078563,18.606615,113.553562,115.356000,118.879765,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,371.061800,0.000000,0,0,0,0,0

21,05:00-05:15,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,18.207022,0.000000,15.841120,118.600388,5.306376,8.530576,0.000000,22.354881,14.419524,8.274486,82.351300,0.000000,5.767800,3.078563,18.606615,113.553562,115.356000,118.879765,6.465704,20.924713,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,14.958789,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

22,05:15-05:30,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,36.414044,0.000000,15.841120,118.600388,5.306376,8.530576,0.000000,27.783848,14.419524,13.049359,105.826503,0.000000,5.767800,3.078563,18.606615,113.553562,115.356000,118.879765,6.465704,34.015408,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,390.287800,0.000000,0,0,0,0,0

23,05:30-05:45,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,54.621066,3.203532,15.841120,118.600388,5.306376,8.530576,0.000000,27.996324,14.419524,8.620073,112.722903,0.000000,5.767800,3.694276,18.606615,113.553562,115.356000,118.879765,6.465704,28.471495,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,433.546300,0.000000,0,0,0,0,0

24,05:45-06:00,323.357288,0.570080,0.000000,88.439600,4.997510,0.000000,0.000000,0.000000,0.000000,72.828088,12.660359,31.682241,118.600388,5.306376,8.530576,0.000000,27.996324,14.419524,8.620073,112.722903,0.000000,5.767800,3.694276,18.606615,113.553562,115.356000,118.879765,6.465704,28.471495,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,3.671205,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,7.619264,481.611300,0.000000,0,0,0,0,0

25,06:00-06:15,323.357288,0.570080,0.000000,88.439600,4.997510,0.000000,6.758900,0.000000,0.000000,91.035110,25.320719,47.523361,118.600388,5.306376,18.956836,0.000000,32.749136,14.419524,8.620073,141.561903,0.000000,5.767800,3.694276,18.606615,113.553562,115.356000,118.879765,6.465704,28.471495,2.114860,0.000000,0.000000,0.000000,51.723323,0.000000,15.908554,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,15.238528,529.676300,0.000000,0,0,0,0,0

26,06:15-06:30,323.357288,0.570080,0.000000,88.439600,10.128288,0.000000,26.579945,0.000000,0.000000,118.345643,37.981078,47.523361,118.600388,5.306376,25.591729,0.000000,32.802824,14.419524,8.620073,141.561903,0.000000,5.767800,3.694276,19.585911,113.553562,115.356000,118.879765,6.465704,28.471495,12.536890,0.000000,0.000000,0.000000,51.723323,0.000000,15.908554,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,26.347414,567.758200,0.000000,0,0,0,0,0

27,06:30-06:45,323.357288,0.570080,0.000000,88.439600,10.128288,0.000000,26.579945,0.000000,0.000000,127.449154,37.981078,47.523361,118.600388,38.205907,25.591729,0.000000,32.802824,14.419524,8.620073,141.561903,0.000000,5.767800,3.694276,19.585911,113.553562,115.356000,118.879765,6.465704,28.471495,12.536890,0.000000,0.000000,0.000000,51.723323,0.000000,15.908554,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,26.347414,585.061600,0.000000,0,0,0,0,0

28,06:45-07:00,323.357288,0.570080,0.000000,88.439600,10.128288,0.000000,26.579945,0.000000,0.000000,127.449154,37.981078,47.523361,118.600388,38.205907,25.591729,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,5.767800,3.694276,19.585911,113.553562,115.356000,118.879765,6.465704,40.744508,12.536890,0.000000,0.000000,0.000000,51.723323,0.000000,15.908554,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,26.347414,597.903510,0.000000,0,0,0,0,0

29,07:00-07:15,323.357288,0.570080,0.000000,88.439600,10.128288,0.000000,26.579945,0.000000,0.000000,127.449154,37.981078,47.523361,118.600388,5.306376,25.591729,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,5.767800,8.004264,19.585911,113.553562,113.433400,118.879765,6.465704,40.744508,12.536890,0.000000,0.000000,0.000000,51.723323,0.000000,15.908554,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,26.347414,612.323010,0.000000,0,0,0,0,0

30,07:15-07:30,323.357288,0.570080,0.000000,88.439600,10.128288,0.000000,26.579945,0.000000,0.000000,127.449154,37.981078,47.523361,118.600388,4.245101,25.591729,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,5.767800,8.004264,19.585911,113.553562,113.433400,118.879765,6.465704,40.744508,12.536890,0.000000,0.000000,0.000000,51.723323,0.000000,15.908554,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,12.287337,0.000000,0.000000,0.000000,26.347414,617.129510,0.000000,0,0,0,0,0

31,07:30-07:45,323.357288,0.570080,0.000000,88.439600,10.128288,0.000000,26.579945,0.000000,0.000000,119.620135,37.981078,47.523361,118.600388,4.245101,25.591729,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,5.767800,8.004264,19.585911,113.553562,113.433400,118.879765,6.465704,40.744508,12.536890,0.000000,0.000000,0.000000,51.723323,0.000000,3.671205,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,12.287337,0.000000,0.000000,0.000000,26.347414,631.549010,0.000000,0,0,0,0,0

32,07:45:08:00,323.357288,0.570080,0.000000,88.439600,4.741228,0.000000,13.505650,0.000000,0.000000,98.317919,12.660359,31.682241,118.600388,4.245101,17.061152,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,10.574300,8.004264,9.303308,113.553562,146.117600,118.879765,6.465704,40.744508,6.268445,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,17.143344,656.692030,0.000000,0,0,0,0,0

33,08:00-08:15,323.357288,0.570080,0.000000,88.439600,4.356804,0.000000,8.353697,0.000000,0.000000,69.186684,3.203532,31.682241,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,10.574300,3.078563,9.303308,113.553562,198.027800,118.879765,6.465704,40.744508,6.268445,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,7.619264,619.052110,0.000000,0,0,0,0,0

34,08:15-08:30,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,36.414044,0.000000,31.682241,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,10.574300,3.078563,0.000000,113.553562,198.027800,118.879765,9.051985,40.744508,6.268445,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,12.287337,0.000000,0.000000,0.000000,0.000000,619.052110,0.000000,0,0,0,0,0

35,08:30-08:45,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,20.938075,0.000000,31.682241,118.600388,38.205907,8.530576,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,10.574300,3.078563,0.000000,113.553562,198.027800,118.879765,23.793790,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,68.138867,0.000000,0.000000,0.000000,0.000000,593.097010,0.000000,0,0,0,0,0

36,08:45:09:00,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,38.205907,8.530576,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,10.574300,3.078563,0.000000,113.553562,198.027800,118.879765,23.793790,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,68.138867,0.000000,0.000000,0.000000,0.000000,593.097010,0.000000,0,0,0,0,0

37,09:00:09:15,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.079513,140.600603,0.000000,10.574300,3.078563,0.000000,113.553562,198.027800,118.879765,23.793790,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,14.958789,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,68.138867,0.000000,0.000000,0.000000,0.000000,593.097010,0.000000,0,0,0,0,0

38,09:15-09:30,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.079513,140.600603,0.000000,10.574300,3.078563,0.000000,113.553562,198.027800,118.879765,23.793790,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,68.138867,0.000000,0.000000,0.000000,0.000000,593.097010,0.000000,0,0,0,0,0

39,09:30-09:45,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.079513,140.600603,0.000000,10.574300,3.078563,0.000000,113.553562,198.027800,118.879765,23.793790,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,13.404367,0.000000,0.000000,0.000000,0.000000,545.402111,0.000000,0,0,0,0,0

40,09:45-10:00,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.079513,140.600603,0.000000,10.574300,3.694276,0.000000,113.553562,198.027800,118.879765,23.793790,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,516.563111,0.000000,0,0,0,0,0

41,10:00-10:15,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,17.079513,140.600603,0.000000,10.574300,1.723995,0.000000,113.553562,198.027800,118.879765,7.758845,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,478.111111,0.000000,0,0,0,0,0

42,10:15-10:30,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.775738,8.530576,0.000000,32.802824,14.419524,17.250240,140.600603,0.000000,10.574300,2.462851,0.000000,113.553562,198.027800,118.879765,6.465704,40.744508,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,478.111111,0.000000,0,0,0,0,0

43,10:30-10:45,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,38.205907,8.530576,0.000000,32.802824,14.419524,12.820954,140.600603,0.000000,10.574300,2.462851,0.000000,113.553562,198.027800,118.879765,6.465704,35.200595,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,472.343311,0.000000,0,0,0,0,0

44,10:45-11:00,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,38.205907,8.530576,0.000000,32.802824,14.419524,12.820954,140.600603,0.000000,10.574300,2.462851,0.000000,113.553562,198.027800,118.879765,6.465704,35.200595,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,481.956311,0.000000,0,0,0,0,0

45,11:00-11:15,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.775738,8.530576,0.000000,32.802824,14.419524,12.820954,140.600603,0.000000,10.574300,2.462851,0.000000,113.553562,198.027800,118.879765,6.465704,35.200595,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,481.956311,0.000000,0,0,0,0,0

46,11:15-11:30,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,12.820954,140.600603,0.000000,10.574300,2.462851,0.000000,113.553562,198.027800,118.879765,6.465704,35.200595,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,2.234061,0.000000,0.000000,0.000000,0.000000,481.956311,0.000000,0,0,0,0,0

47,11:30-11:45,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,4.245101,8.530576,0.000000,32.802824,14.419524,12.820954,140.600603,0.000000,10.574300,2.462851,0.000000,113.553562,198.027800,118.879765,7.112274,35.200595,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.024163,12.287337,0.000000,0.000000,0.000000,0.000000,453.117311,0.000000,0,0,0,0,0

