Block,Time,SASAN,SINGRAULI_HYDRO,ANTA_RF,RIHAND1,SEWA2,KISHANGANGA,CHAMERA1,ANTA_CRF,UNCHAHAR4,NJPC,CHAMERA2,DULHASTI,SINGRAULI,URI,KOTESHWR,DADRI_GF,KHSTPP-I,BRBCL,FSTPP I & II,KHSTPP-II,TALA,UNCHAHAR3,TANAKPUR,CHAMERA3,RIHAND2,JHAJJAR,RIHAND3,URI2,UNCHAHAR2,BSIUL,AURY_GF,NAPP,AURY_RF,RAPPC,DADRI_CRF,PARBATI3,RAMPUR,TEHRI,ANTA_GF,DADRI_RF,TANDA2,KOLDAM,AURY_LF,UNCHAHAR1,SALAL,AURY_CRF,ANTA_LF,DADRI_LF,DHAULIGNGA,DADRT2,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,322.780508,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,38.205907,0.000000,0.000000,19.727020,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,113.553562,115.356000,118.879765,23.793790,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

2,00:15-00:30,323.357288,0.570080,0.000000,88.439600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.841120,118.600388,38.205907,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,113.553562,115.356000,118.879765,23.793790,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

3,00:30-00:45,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.600388,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,118.879765,23.793790,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,14.521398,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

4,00:45-01:00,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.600388,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,23.793790,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,68.138867,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

5,01:00-01:15,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,23.793790,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,68.138867,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

6,01:15-01:30,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,23.793790,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,68.138867,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

7,01:30-01:45,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,68.138867,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

8,01:45-02:00,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,13.404367,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

9,02:00-02:15,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

10,02:15-02:30,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

11,02:30-02:45,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,8.004264,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

12,02:45-03:00,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,8.004264,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

13,03:00-03:15,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,8.004264,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

14,03:15-03:30,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,0.000000,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,8.004264,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

15,03:30-03:45,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,8.530576,0.000000,18.110123,14.419524,3.845200,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

16,03:45-04:00,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.588296,5.306376,8.530576,0.000000,18.110123,14.419524,8.274486,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,351.835800,0.000000,0,0,0,0,0

17,04:00-04:15,323.357288,0.570080,0.000000,60.778769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.600388,5.306376,8.530576,0.000000,18.110123,14.419524,8.274486,64.859007,0.000000,5.767800,3.078563,0.000000,92.522529,115.356000,86.885370,6.465704,15.380800,0.000000,0.000000,0.000000,0.000000,51.723323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.690400,2.234061,0.000000,0.000000,0.000000,0.000000,361.448800,0.000000,0,0,0,0,0

