Block,Time Block,KOTESHWR,KOLDAM,MAPS,KUDGI,KKNPPU2,KKNP,KISHANGANGA,DADRT2,CHAMERA1,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,JHAJJAR,DULHASTI,UNCHAHAR3,TelanganaSTPP,VALLURNTECL,TANDA2,URI,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,SEWA2,SINGRAULI_HYDRO,TANAKPUR,SINGRAULI,TALST2,SIMHST1,TALA,SIMHST2,RAPPC,RSTPSU7,NTPL,PARBATI3,RIHAND3,SASAN,RAPPB,RIHAND2,SALAL,RIHAND1,RAMPUR,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,NLCEXP,NLCIIST2,NLCTS2EXP,NJPC,NNTPP,NAPP,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,10.4,344.76,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,114,25.89,0,0,0,0,0,42.35,0,0,0,0,0,0

63,15:30-15:45,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,10.4,344.76,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,114,25.89,0,0,0,0,0,42.35,0,0,0,0,0,0

64,15:45-16:00,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,10.4,344.76,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,114,25.89,0,0,0,0,0,42.35,0,0,0,0,0,0

65,16:00-16:15,8.51,0,0,0,0,0,0,368.22,0,0,0,19.16,0,0,10.4,342.01,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,115.37,267.45,0,111.89,1.34,60.65,0,0,0,0,114,25.89,0,0,0,0,0,42.35,0,0,0,0,0,0

66,16:15-16:30,8.51,0,0,0,0,0,0,368.22,0,0,0,19.16,0,0,10.4,342.01,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,29.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,85.28,0,0,0,0,114,25.89,0,0,0,0,0,42.35,0,0,0,0,0,0

67,16:30-16:45,8.51,0,0,0,0,0,0,368.22,0,0,0,19.16,0,0,10.4,378.52,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.43,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,114,25.89,0,0,0,18.14,0,42.35,0,0,0,0,0,0

68,16:45-17:00,8.51,0,0,0,0,0,0,368.22,0,0,0,19.16,0,0,10.4,494.27,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,114,25.89,0,0,0,36.29,0,42.35,0,0,0,0,0,0

69,17:00-17:15,8.51,0,0,0,0,0,0,380.35,0,1.05,0,19.16,3.19,0,14.41,558.21,15.79,25.28,0,0,0,1.06,40.61,9.73,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,136.11,31.24,0,0,0,67.22,0,42.35,0,0,0,0,0,0

70,17:15-17:30,8.51,0,0,0,0,0,0,444.11,11.53,6.25,9.26,19.16,12.62,7.59,14.91,558.21,15.79,25.28,0,0,0,1.06,40.61,9.73,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,72.58,0,42.35,0,0,0,0,0,0

71,17:30-17:45,18.89,0,0,0,0,0,0,508.08,26,12.49,18.57,19.16,25.23,15.31,14.91,571.62,31.57,25.28,0,0,0,1.06,40.61,9.73,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

72,17:45-18:00,18.89,0,0,0,0,0,0,555.98,26,12.49,18.57,19.16,25.23,15.31,14.91,575.45,31.57,25.28,0,0,0,1.06,40.61,9.73,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

73,18:00-18:15,18.89,0,0,0,0,0,0,654.45,26,12.49,18.57,19.16,25.23,25.44,14.91,588.07,31.57,25.28,0,0,0,1.06,40.61,9.73,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,8.9,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

74,18:15-18:30,18.89,0,0,0,0,0,0,654.45,26,12.49,18.57,19.16,25.23,25.44,14.91,588.23,31.57,25.28,0,0,0,1.06,40.61,9.73,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

75,18:30-18:45,18.89,0,0,0,0,0,0,654.45,11.53,12.49,18.57,19.16,25.23,15.31,14.91,588.23,31.57,25.28,0,0,0,4.22,40.61,9.73,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

76,18:45-19:00,8.51,0,0,0,0,0,0,654.45,0,6.25,9.26,19.16,25.23,15.31,14.91,588.23,31.57,25.28,0,0,0,4.22,40.61,9.73,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,72.58,0,42.35,0,0,0,0,0,0

77,19:00-19:15,8.51,0,0,0,0,0,0,654.45,0,1.05,9.26,19.16,12.52,10.13,14.91,626.82,31.57,25.28,0,0,0,4.22,40.61,9.73,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,3.66,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,72.58,0,42.35,0,0,0,0,0,0

78,19:15-19:30,8.51,0,0,0,0,0,0,654.45,0,0,9.26,19.16,0,7.59,14.91,626.82,15.79,25.28,0,0,0,25.38,40.61,9.73,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,15.85,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,54.43,0,42.35,0,0,0,0,0,0

79,19:30-19:45,8.51,0,0,0,0,0,0,597.33,0,0,0,19.16,0,0,15.19,626.82,15.79,25.28,0,0,0,25.38,40.61,9.73,0,4.13,29.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,15.85,119.1,267.45,0,113.76,40.07,71.85,0,0,0,0,142.07,32.28,0,0,0,36.29,0,42.35,0,0,0,0,0,0

80,19:45-20:00,8.51,0,0,0,0,0,0,549.43,0,0,0,19.16,0,0,15.19,626.82,15.79,25.28,0,0,0,25.38,40.61,9.73,0,4.13,28.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,15.85,119.1,267.45,0,113.76,8.9,71.85,0,0,0,0,142.07,32.28,0,0,0,18.14,0,42.35,0,0,0,0,0,0

81,20:00-20:15,8.51,0,0,0,0,0,0,497.49,0,0,0,19.16,0,0,17.44,550.65,15.79,25.28,0,0,0,14.8,40.61,9.84,0,4.13,28.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,15.85,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

82,20:15-20:30,8.51,0,0,0,0,0,0,449.59,0,0,0,19.16,0,0,17.44,550.65,15.79,25.28,0,0,0,14.8,40.61,9.84,0,4.13,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,15.85,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

83,20:30-20:45,8.51,0,0,0,0,0,0,449.59,0,0,0,19.16,0,0,17.44,550.65,15.79,25.28,0,0,0,25.38,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,15.85,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

84,20:45-21:00,8.51,0,0,0,0,0,0,449.59,0,0,0,19.16,0,0,17.44,462.51,15.79,21.78,0,0,0,25.38,35.01,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,120.67,0,0,0,0,25.28,0,0,3.41,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

85,21:00-21:15,8.51,0,0,0,0,0,0,391.63,0,0,0,19.16,0,0,17.44,378.21,15.79,21.78,0,0,0,25.38,35.01,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

86,21:15-21:30,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,12.66,449.63,15.79,19.93,0,0,0,14.8,32.35,7.97,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,114.16,24.8,0,0,0,0,0,42.35,0,0,0,0,0,0

87,21:30-21:45,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,12.66,401.4,15.79,19.93,0,0,0,14.8,32.35,7.9,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,114.16,24.8,0,0,0,0,0,42.35,0,0,0,0,0,0

88,21:45-22:00,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,12.66,382.24,15.79,19.93,0,0,0,14.8,32.35,7.9,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,114.16,24.8,0,0,0,0,0,42.35,0,0,0,0,0,0

89,22:00-22:15,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,22.22,22.33,6.93,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,94.55,20.4,0,0,0,0,0,42.35,0,0,0,0,0,0

90,22:15-22:30,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,22.22,22.33,6.93,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

91,22:30-22:45,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,4.22,22.33,6.93,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

92,22:45-23:00,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,4.22,22.33,6.93,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,71.85,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

93,23:00-23:15,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,1.06,22.33,6.93,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,79.99,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

94,23:15-23:30,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,1.06,22.33,6.93,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,87.51,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

95,23:30-23:45,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,2.12,22.33,6.93,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

96,23:45-24:00,8.51,0,0,0,0,0,0,363.22,0,0,0,19.16,0,0,6.58,344.76,15.79,13.9,0,0,0,2.12,22.33,6.93,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,78.58,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

