Block,Time,UNCHAHAR2,TANAKPUR,ANTA_CRF,NJPC,DADRI_CRF,KISHANGANGA,AURY_RF,UNCHAHAR3,JHAJJAR,DADRT2,URI2,SEWA2,SINGRAULI,KOLDAM,UNCHAHAR4,DULHASTI,KOTESHWR,ANTA_LF,DADRI_LF,DHAULIGNGA,SINGRAULI_HYDRO,PARBATI3,RAPPC,ANTA_RF,RIHAND3,ANTA_GF,SALAL,TEHRI,CHAMERA1,RIHAND1,AURY_LF,UNCHAHAR1,RAMPUR,RAPPB,AURY_GF,KHSTPP-II,KHSTPP-I,KUDGI,DADRI_GF,URI,TANDA2,DADRI_RF,AURY_CRF,TALA,BSIUL,FSTPP I & II,CHAMERA2,NAPP,BRBCL,CHAMERA3,RIHAND2,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,41.003944,12.886758,0.000000,147.939346,5.586641,0.000000,3.222850,25.527144,631.792092,664.322252,31.749572,15.287256,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,9.112063,0.000000,0.000000,0.000000,142.691864,30.429689,84.25,0.000000,40.580170,0.000000,19.346000,28.458933,26.732303,6.307570,11.272508,38.218139,36.880827,14.168080,28.112454,114.262312,330.816600,0,0,0,0,0

2,00:15-00:30,41.003944,12.886758,0.000000,147.939346,5.586641,0.000000,3.222850,25.527144,631.792092,664.322252,31.749572,15.287256,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,9.112063,0.000000,0.000000,0.000000,142.691864,30.531857,84.25,0.000000,40.580170,0.000000,19.346000,28.458933,26.732303,6.307570,11.278718,38.218139,36.880827,14.039447,28.112454,114.262312,330.816600,0,0,0,0,0

3,00:30-00:45,41.003944,12.886758,0.000000,147.939346,0.384115,0.000000,0.081348,25.527144,631.792092,664.322252,31.749572,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,9.112063,0.000000,0.000000,0.000000,142.691864,30.531857,84.25,0.000000,46.987565,0.000000,4.606191,6.343108,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

4,00:45-01:00,41.003944,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,25.527144,631.792092,664.322252,31.749572,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,9.112063,0.000000,0.000000,0.000000,142.691864,30.531857,84.25,0.000000,46.987565,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

5,01:00-01:15,41.003944,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,25.527144,631.792092,664.322252,31.749572,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,9.112063,0.000000,0.000000,0.000000,142.691864,30.531857,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

6,01:15-01:30,41.003944,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,25.527144,631.792092,664.322252,31.749572,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,9.112063,0.000000,0.000000,0.000000,142.691864,30.531857,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

7,01:30-01:45,41.003944,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,589.646692,20.819391,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,5.259851,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.095037,28.112454,114.262312,330.816600,0,0,0,0,0

8,01:45-02:00,41.003944,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,516.965843,20.819391,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,5.259851,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

9,02:00-02:15,28.798843,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,439.581843,20.819391,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,5.259851,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

10,02:15-02:30,28.798843,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,439.581843,20.819391,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,5.259851,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,11.278718,38.218139,36.880827,14.509484,28.112454,114.262312,330.816600,0,0,0,0,0

11,02:30-02:45,28.798843,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,439.581843,31.749572,10.212134,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,5.259851,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,8.259678,38.218139,36.880827,14.509484,28.112454,114.262312,340.610512,0,0,0,0,0

12,02:45-03:00,28.798843,12.886758,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,439.581843,31.749572,5.028703,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,83.176192,43.876728,40.769838,88.991600,0.000000,5.259851,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,8.259678,38.218139,36.880827,14.509484,28.112454,114.262312,354.931086,0,0,0,0,0

13,03:00-03:15,28.798843,11.771557,0.000000,147.939346,0.000000,0.000000,0.000000,18.184853,625.577189,439.581843,31.749572,5.028703,134.754563,0.000000,0.000000,47.819981,25.751461,0.000000,0.000000,35.395151,0.000000,0.000000,49.345649,0.000000,119.621759,0.000000,81.827389,43.876728,40.769838,88.991600,0.000000,5.414194,0.000000,0.000000,0.000000,142.691864,30.527988,84.25,0.000000,40.580170,0.000000,0.000000,0.000000,26.732303,6.307570,8.259678,38.218139,36.880827,14.509484,28.112454,114.262312,368.631984,0,0,0,0,0

