Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
1,00:00-00:15,13.1076,42.14808,147.214156,6.0207,4.233847,22.444045,44.326064,2.501308,47.472,1.116916,49.137658,37.412029,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0.663309,0,91.719487,122.432091,128.451291,56.92678,0,62.748,21.51372,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.37,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.325404,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

2,00:15-00:30,13.1076,42.14808,147.214156,6.0207,4.233847,22.444045,44.326064,2.501308,47.472,1.116916,49.137658,37.412029,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0.663309,0,91.719487,122.432091,128.451291,56.92678,0,83.664,21.51372,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.39,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.325404,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

3,00:30-00:45,13.1076,42.14808,147.214156,6.0207,4.233847,22.444045,44.326064,2.501308,13.248,1.116916,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0.663309,0,91.719487,122.432091,128.451291,56.92678,0,83.664,21.51372,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.4,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.97,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

4,00:45-01:00,13.1076,42.14808,147.214156,6.0207,4.233847,22.444045,44.326064,2.501308,4.416,1.116916,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0.663309,0,91.719487,122.432091,128.451291,37.821176,0,83.664,21.51372,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.42,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.97,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

5,01:00-01:15,13.1076,42.14808,147.214156,0,4.233847,22.444045,44.326064,2.501308,4.416,1.116916,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.43,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.97,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

6,01:15-01:30,13.1076,42.14808,147.214156,0,4.233847,22.444045,44.326064,2.501308,13.248,1.116916,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.46,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.97,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

7,01:30-01:45,13.1076,28.09872,147.214156,0,4.233847,22.444045,44.326064,2.501308,48.576,1.116916,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.48,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

8,01:45-02:00,13.1076,13.983,147.214156,0,4.233847,22.444045,44.326064,2.501308,52.992,1.116916,35.260819,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.49,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022515

9,02:00-02:15,13.1076,13.983,147.214156,0,4.233847,22.444045,44.326064,2.501308,52.992,1.116916,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.51,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.0227

10,02:15-02:30,13.1076,13.983,147.214156,0,4.233847,22.444045,44.326064,2.501308,48.576,1.116916,0,37.412029,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.52,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.0227

11,02:30-02:45,13.1076,13.983,147.214156,0,4.233847,22.444045,44.326064,2.501308,48.576,1.116916,0,37.412029,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.54,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.0227

12,02:45-03:00,13.1076,13.983,147.214156,0,4.233847,22.444045,44.326064,2.501308,48.576,1.116916,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.55,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.314688,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.0227

13,03:00-03:15,13.1076,13.983,147.214156,0,4.233847,22.444045,44.326064,2.501308,48.576,1.116916,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.497893,0,0,0,91.719487,122.432091,128.451291,37.821176,0,83.664,0,65.267821,0,3.734724,28.632886,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.33,1.04,0.23,2.01,2.18,1.58,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.9,0,147.515625,46.39908,20.73185,20.0018,1.347563,1.318423,2.293256,1.332638,3.517452,2.13222,2.537707,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,343.125,0,0,0,0,0.02032,0,0,0.001107,0.022884

