Block,Time,NR/01012024/15012024/IEX_231227_05966,NR/01102023/19072037/LT-05,NR/15012024/15012024/HPX-TAMCTG-140124-05772,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31032024/ ChanjuII,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HP-27,NR/30092023/31122025/SH-07,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01012024/15012024/IEX_231227_05965,NR/01012024/31012024/HP-26,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/22052037/LT-59,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/31012024/52,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/HP-28,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06)
51,12:30-12:45,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,16.500000,16.100000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,16.100000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.34,0.000000,269.970000,32.5,10,23.04,20.16,47,82,235,0,14,4.66,10,93,0,46,93.01,193,146.275336,5,47,4.67,32.5,32.5

52,12:45-13:00,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,16.510000,16.110000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,16.110000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.4,0.000000,269.970000,32.5,10,23.04,20.16,47,82,235,0,14,4.66,10,93,0,46,93.57,193,145.361844,5,47,4.67,32.5,32.5

53,13:00-13:15,48.000000,84.650000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,24.970000,6.720000,16.450000,16.040000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,16.040000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,10.41,0.000000,269.970000,32.5,10,23.04,20.16,46,82,235,0,14,4.66,10,92,0,46,92.96,193,143.797246,5,47,4.67,32.5,32.5

54,13:15-13:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,24.970000,6.720000,16.310000,15.920000,95.990000,229.540000,28.800000,75.150000,0.000000,1.480000,15.920000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,10.61,0.000000,269.970000,32.5,10,23.04,20.16,45,82,235,0,14,4.66,10,90,0,46,92.85,193,141.474644,5,47,4.67,32.5,32.5

55,13:30-13:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,24.970000,6.720000,16.170000,15.780000,95.990000,229.540000,28.800000,75.150000,0.000000,1.480000,15.780000,8.160000,257.170000,0.000000,30.720000,86.390000,11.520000,0.690000,48.000000,5.760000,95.990000,10.81,0.000000,269.970000,32.5,10,23.04,20.16,45,81,235,0,14,4.66,10,90,0,46,92.54,189,138.394038,5,47,4.67,32.5,32.5

56,13:45-14:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,24.970000,6.720000,16.010000,15.610000,95.990000,229.540000,28.800000,75.150000,0.000000,1.480000,15.610000,8.160000,257.170000,0.000000,30.720000,76.790000,11.520000,0.690000,48.000000,5.760000,95.990000,10.81,0.000000,269.970000,32.5,10,23.04,20.16,45,79,235,0,14,4.66,10,90,0,45.3,92.05,186,135.041328,5,47,4.67,32.5,32.5

57,14:00-14:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,25.820000,6.720000,16.770000,16.360000,95.990000,229.540000,28.800000,74.730000,0.000000,1.480000,16.360000,8.160000,222.920000,0.000000,25.820000,62.390000,11.520000,0.770000,48.000000,5.760000,95.990000,12.73,0.000000,269.970000,32.5,10,23.04,20.16,43,78,235,0,14,4.66,10,87,0,44.4,91.17,182,130.639074,5,47,4.67,32.5,32.5

58,14:15-14:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,25.820000,6.720000,16.320000,15.920000,95.990000,229.540000,28.800000,74.730000,0.000000,1.480000,15.920000,8.160000,222.920000,0.000000,25.820000,57.590000,11.520000,0.770000,48.000000,5.760000,95.990000,13.02,0.000000,269.970000,32.5,10,23.04,20.16,41,75,235,0,14,4.66,10,83,0,43.35,89.57,175,124.983198,5,47,4.67,32.5,32.5

59,14:30-14:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,25.820000,6.720000,15.680000,15.300000,95.990000,229.540000,28.800000,74.730000,0.000000,1.480000,15.300000,8.160000,222.920000,0.000000,25.820000,52.790000,11.520000,0.770000,48.000000,5.760000,95.990000,13.61,0.000000,269.970000,32.5,10,23.04,20.16,39,72,235,0,14,4.66,10,78,0,42.09,87.06,168,118.637344,5,47,4.67,32.5,32.5

60,14:45-15:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,25.820000,6.720000,15.020000,14.660000,95.990000,229.540000,28.800000,74.730000,0.000000,1.480000,14.660000,8.160000,239.240000,0.000000,25.820000,52.790000,11.520000,0.770000,48.000000,5.760000,95.990000,14.1,0.000000,269.970000,32.5,10,23.04,20.16,37,69,235,0,14,4.66,10,73,0,40.72,82.98,161,111.105894,5,47,4.67,32.5,32.5

61,15:00-15:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,25.820000,6.720000,14.200000,13.860000,95.990000,229.540000,28.800000,74.730000,20.160000,1.530000,13.860000,8.160000,239.240000,0.000000,25.820000,52.790000,11.520000,0.770000,48.000000,5.760000,95.990000,13,0.000000,269.970000,32.5,10,23.04,20.16,35,64,232.66,0,14,4.66,10,69,0,39.16,78.29,151,101.786332,5,46.53,4.67,32.5,32.5

62,15:15-15:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,25.820000,6.720000,13.290000,12.970000,95.990000,229.540000,28.800000,75.150000,20.160000,1.530000,12.970000,8.160000,257.170000,0.000000,25.820000,81.590000,11.520000,0.770000,48.000000,5.760000,95.990000,13.2,0.000000,269.970000,32.5,10,23.04,20.16,31,58,219.53,0,14,4.66,10,63,0,37.3,72.96,137,91.776792,5,43.9,4.67,32.5,32.5

63,15:30-15:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,24.970000,6.720000,12.350000,12.050000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,12.050000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,95.990000,13.4,0.000000,269.970000,32.5,10,23.04,20.16,29,52,205.08,0,14,4.66,10,57,0,35.85,66.73,123,80.358142,5,41.02,4.67,32.5,32.5

64,15:45-16:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.070000,0.000000,24.970000,6.720000,11.190000,10.920000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,10.920000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,95.990000,13.6,0.000000,269.970000,33,10,23.04,20.16,25,46,188.63,0,14,4.66,10,50,0,33.48,59.98,109,68.405002,5,37.73,4.67,30,33

65,16:00-16:15,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.140000,0.000000,14.190000,6.720000,9.930000,9.690000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,9.690000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,95.990000,8.98,0.000000,269.970000,33,10,23.04,20.16,22,40,170.73,0,14,4.66,10,43,0,30.53,52.55,95,56.723966,5,34.15,4.67,17,33

66,16:15-16:30,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.140000,0.000000,14.190000,6.720000,8.610000,8.400000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,8.400000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,95.990000,8.96,0.000000,269.970000,33,10,23.04,20.16,18,31,151.03,0,14,4.66,10,35,0,27.1,44.78,74,44.498722,5,30.2,4.67,7,33

67,16:30-16:45,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.140000,0.000000,0.750000,6.720000,7.050000,6.880000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,6.880000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,95.990000,8.76,0.000000,269.970000,22.45,10,23.04,14.21,13,24,129.48,0,15,5,10,27,0,23.03,36.49,56,33.497946,5,25.9,5,1,33

68,16:45-17:00,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.140000,0.000000,0.750000,6.720000,4.920000,4.790000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,4.790000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,95.990000,8.78,0.000000,269.970000,11.15,10,0,0,7,16,106.64,0,15,5,10,15,0,18.76,28.11,39,22.69153,5,21.33,5,0,30.15

69,17:00-17:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,3.050000,2.980000,95.990000,229.540000,28.800000,86.580000,21.120000,1.530000,2.980000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,8.96,0.000000,269.970000,6.48,10,0,0,5,9,81.31,0,15,5,10,9,0,14.83,18.96,21,13.080428,5,16.26,5,0,15.48

70,17:15-17:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,1.460000,1.420000,95.990000,229.540000,28.800000,86.580000,22.080000,1.530000,1.420000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,9.14,0.000000,269.970000,2.15,10,0,0,1,4,49.87,0,15,5,10,3,0,10.55,7.97,11,7.317654,5,9.97,5,0,5.49

71,17:30-17:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,0.530000,0.530000,95.990000,229.540000,28.800000,86.580000,22.080000,1.530000,0.530000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,9.76,0.000000,269.970000,0,10,0,0,1,1,27.43,0,15,5,10,1,0,5.52,1.72,2,3.54707,5,5.48,5,0,0

72,17:45-18:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,0.080000,0.080000,95.990000,229.540000,28.800000,86.580000,23.040000,1.530000,0.080000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,10.29,0.000000,269.970000,0,10,0,0,0,0,9.57,0,15,5,10,0,0,0.42,0.34,0,0.087462,5,1.91,5,0,0

73,18:00-18:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.220000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,86.580000,23.040000,1.530000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,10.74,0.000000,269.970000,0,10,0,0,0,0,1.54,0,15,5,10,0,0,0,0,0,0,5,0.31,5,0,0

74,18:15-18:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.220000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,86.580000,24.000000,1.530000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,11.9,0.000000,269.970000,0,10,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,5,0,5,0,0

75,18:30-18:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.220000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,86.580000,24.000000,1.530000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,13.4,0.000000,269.970000,0,10,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,5,0,5,0,0

76,18:45-19:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.220000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,86.580000,24.000000,1.530000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,14.18,0.000000,269.970000,0,10,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,5,0,5,0,0

77,19:00-19:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,14.73,0.000000,269.970000,0,10,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,5,0,5,0,0

78,19:15-19:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,14.58,0.000000,269.970000,0,10,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,5,0,5,0,0

79,19:30-19:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,14.26,0.000000,269.970000,0,10,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,5,0,5,0,0

80,19:45-20:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.140000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,95.990000,13.75,0.000000,269.970000,0,11.33,0,0,0,0,0,0,15,5,11.33,0,0,0,0,0,0,5,0,5,0,0

81,20:00-20:15,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.070000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,0.000000,12.89,0.000000,269.970000,0,11.67,0,0,0,0,0,0,15,5,11.67,0,0,0,0,0,0,5,0,5,0,0

82,20:15-20:30,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.070000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,0.000000,12.06,0.000000,269.970000,0,14.5,0,0,0,0,0,0,15,5,14.5,0,0,0,0,0,0,5,0,5,0,0

83,20:30-20:45,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.070000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,0.000000,11.48,0.000000,269.970000,0,15.08,0,0,0,0,0,0,15,5,15.08,0,0,0,0,0,0,5,0,5,0,0

84,20:45-21:00,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,1.070000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.840000,48.000000,5.760000,0.000000,10.63,0.000000,269.970000,0,16.08,0,0,0,0,0,0,15,5,16.08,0,0,0,0,0,0,5.42,0,5,0,0

85,21:00-21:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.030000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,0.000000,9.54,0.000000,269.970000,0,16.75,0,0,0,0,0,0,15,5,16.75,0,0,0,0,0,0,5.49,0,5,0,0

86,21:15-21:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.030000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,0.000000,9.49,0.000000,269.970000,0,18.08,0,0,0,0,0,0,15,5,18.08,0,0,0,0,0,0,5.84,0,5,0,0

87,21:30-21:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.030000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,0.000000,10.19,0.000000,269.970000,0,19.08,0,0,0,0,0,0,15,5,19.08,0,0,0,0,0,0,5.99,0,5,0,0

88,21:45-22:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,1.030000,0.000000,30.720000,6.720000,0.000000,0.000000,95.990000,0.000000,28.800000,86.580000,24.000000,1.480000,0.000000,8.160000,257.170000,0.000000,30.720000,100.540000,11.520000,0.770000,48.000000,5.760000,0.000000,11.12,0.000000,269.970000,0,19.42,0,0,0,0,0,0,15,5,19.42,0,0,0,0,0,0,6.09,0,5,0,0

89,22:00-22:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,74.730000,23.040000,1.430000,0.000000,8.160000,229.870000,0.000000,30.720000,71.740000,11.520000,0.770000,48.000000,5.760000,0.000000,12.56,24.470000,269.970000,0,19.41,0,0,0,0,0,0,15,5,19.41,0,0,0,0,0,0,6.21,0,5,0,0

90,22:15-22:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,74.730000,23.040000,1.430000,0.000000,8.160000,220.650000,0.000000,30.720000,46.080000,11.520000,0.770000,48.000000,5.760000,0.000000,13.88,24.470000,269.970000,0,20.81,0,0,0,0,0,0,15.26,5.08,20.81,0,0,0,0,0,0,6.55,0,5.09,0,0

91,22:30-22:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,74.730000,23.040000,1.430000,0.000000,8.160000,220.650000,0.000000,30.720000,46.080000,11.520000,0.770000,48.000000,5.760000,0.000000,13.91,24.470000,269.970000,0,21.84,0,0,0,0,0,0,16.22,5.4,21.84,0,0,0,0,0,0,6.62,0,5.41,0,0

92,22:45-23:00,48.000000,84.650000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,74.730000,23.040000,1.430000,0.000000,8.160000,220.650000,0.000000,30.720000,46.080000,11.520000,0.770000,48.000000,5.760000,0.000000,13.35,24.470000,269.970000,0,23.01,0,0,0,0,0,0,16.92,5.63,23.01,0,0,0,0,0,0,6.66,0,5.64,0,0

93,23:00-23:15,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,55.850000,23.040000,1.430000,0.000000,8.160000,220.650000,0.000000,30.720000,46.080000,11.520000,0.690000,48.000000,5.760000,0.000000,12.62,24.470000,269.970000,0,22.83,0,0,0,0,0,0,17.76,5.92,22.83,0,0,0,0,0,0,6.66,0,5.92,0,0

94,23:15-23:30,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,55.850000,23.040000,1.430000,0.000000,8.160000,196.650000,0.000000,30.720000,46.080000,11.520000,0.690000,48.000000,5.760000,0.000000,11.75,24.470000,269.970000,0,22.82,0,0,0,0,0,0,18.34,6.12,22.82,0,0,0,0,0,0,6.66,0,6.11,0,0

95,23:30-23:45,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,55.850000,23.040000,1.430000,0.000000,8.160000,196.650000,0.000000,30.720000,46.080000,11.520000,0.690000,48.000000,5.760000,0.000000,10.92,24.470000,269.970000,0,22.27,0,0,0,0,0,0,19.14,6.38,22.27,0,0,0,0,0,0,6.66,0,6.38,0,0

96,23:45-24:00,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,30.720000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,55.850000,23.040000,1.430000,0.000000,8.160000,196.650000,0.000000,30.720000,46.080000,11.520000,0.690000,48.000000,5.760000,0.000000,10.8,24.470000,269.970000,0,21.42,0,0,0,0,0,0,19.75,6.6,21.42,0,0,0,0,0,0,6.66,0,6.58,0,0

