Time,Block,WR/2024/21351/A/5530,NR/2024/18702/C,NR/2024/18445/A/5541,NR/2024/18388/A/5420,NR/2024/18700/C,WR/2024/21355/A/5542,NR/2024/18699/C,NR/2024/18701/C,NR/2024/18436/A/5465,NER/2024/1922/A/5527,NER/2024/1934/A/5526,Total
33,08:00-08:15,0.000000,0.000000,132.980000,0.870000,0.000000,0.000000,2.41,0.000000,7.720000,25.000000,20.000000,188.98

34,08:15-08:30,0.000000,0.000000,132.980000,0.870000,0.000000,0.000000,2.89,0.000000,7.720000,25.000000,20.000000,189.46

35,08:30-08:45,0.000000,0.000000,132.980000,0.870000,0.000000,0.000000,3.09,0.000000,7.720000,25.000000,20.000000,189.66

36,08:45:09:00,0.000000,0.000000,132.980000,0.870000,0.000000,0.000000,3.33,0.000000,7.720000,25.000000,20.000000,189.9

37,09:00:09:15,0.000000,4.530000,132.980000,0.870000,4.150000,0.000000,4.34,3.380000,7.720000,25.000000,20.000000,202.97

38,09:15-09:30,0.000000,4.530000,132.980000,0.870000,4.150000,0.000000,4.63,3.380000,7.720000,25.000000,20.000000,203.26

39,09:30-09:45,0.000000,4.530000,132.980000,0.870000,4.150000,0.000000,5.31,3.380000,7.720000,25.000000,20.000000,203.94

40,09:45-10:00,0.000000,4.530000,132.980000,0.870000,4.150000,0.000000,5.45,3.380000,7.720000,25.000000,20.000000,204.08

41,10:00-10:15,0.000000,3.950000,132.980000,0.870000,4.150000,0.000000,5.59,3.380000,7.720000,25.000000,20.000000,203.64

42,10:15-10:30,0.000000,3.950000,132.980000,0.870000,4.150000,0.000000,5.98,3.380000,7.720000,25.000000,20.000000,204.03

43,10:30-10:45,0.000000,3.950000,132.980000,0.870000,4.150000,0.000000,6.32,3.380000,7.720000,25.000000,20.000000,204.37

44,10:45-11:00,0.000000,3.950000,132.980000,0.870000,4.150000,0.000000,6.51,3.380000,7.720000,25.000000,20.000000,204.56

45,11:00-11:15,0.000000,3.860000,132.980000,0.870000,4.150000,0.000000,6.66,3.380000,7.720000,25.000000,20.000000,204.62

46,11:15-11:30,0.000000,3.860000,132.980000,0.870000,4.150000,0.000000,6.8,3.380000,7.720000,25.000000,20.000000,204.76

47,11:30-11:45,0.000000,3.860000,132.980000,0.870000,4.150000,0.000000,7.04,3.380000,7.720000,25.000000,20.000000,205

48,11:45-12:00,0.000000,3.860000,132.980000,0.870000,4.150000,0.000000,7.19,3.380000,7.720000,25.000000,20.000000,205.15

49,12:00-12:15,0.000000,3.760000,132.980000,0.870000,4.150000,0.000000,7.33,3.380000,7.720000,25.000000,20.000000,205.19

50,12:15-12:30,0.000000,3.760000,132.980000,0.870000,4.150000,0.000000,7.67,3.380000,7.720000,25.000000,20.000000,205.53

51,12:30-12:45,0.000000,3.760000,132.980000,0.870000,4.150000,0.000000,7.86,3.380000,7.720000,25.000000,20.000000,205.72

52,12:45-13:00,0.000000,3.760000,132.980000,0.870000,4.150000,0.000000,8.01,3.380000,7.720000,25.000000,20.000000,205.87

53,13:00-13:15,0.000000,3.670000,132.980000,0.870000,4.150000,0.000000,8.2,3.380000,7.720000,25.000000,20.000000,205.97

54,13:15-13:30,0.000000,3.670000,132.980000,0.870000,4.150000,0.000000,8.01,3.380000,7.720000,25.000000,20.000000,205.78

55,13:30-13:45,0.000000,2.120000,132.980000,0.870000,4.150000,0.000000,7.81,3.380000,7.720000,25.000000,20.000000,204.03

56,13:45-14:00,0.000000,2.120000,132.980000,0.870000,4.150000,0.000000,7.67,3.380000,7.720000,25.000000,20.000000,203.89

57,14:00-14:15,0.000000,2.120000,132.980000,0.870000,4.150000,0.000000,7.52,3.380000,7.720000,25.000000,20.000000,203.74

58,14:15-14:30,0.000000,2.120000,132.980000,0.870000,4.150000,0.000000,7.38,3.380000,7.720000,25.000000,20.000000,203.6

59,14:30-14:45,0.000000,2.120000,132.980000,0.870000,4.150000,0.000000,7.04,3.380000,7.720000,25.000000,20.000000,203.26

60,14:45-15:00,0.000000,2.120000,132.980000,0.870000,4.150000,0.000000,6.8,3.380000,7.720000,25.000000,20.000000,203.02

61,15:00-15:15,0.000000,2.120000,132.980000,0.680000,4.150000,0.000000,6.56,3.380000,7.720000,25.000000,20.000000,202.59

62,15:15-15:30,0.000000,2.120000,132.980000,0.680000,4.150000,0.000000,6.08,3.380000,7.720000,25.000000,20.000000,202.11

63,15:30-15:45,0.000000,2.120000,132.980000,0.680000,4.150000,0.000000,5.79,3.380000,7.720000,25.000000,20.000000,201.82

64,15:45-16:00,0.000000,2.120000,132.980000,0.680000,4.150000,0.000000,5.59,3.380000,7.720000,25.000000,20.000000,201.62

65,16:00-16:15,0.000000,0.000000,132.980000,0.530000,4.150000,0.000000,4.34,3.380000,7.720000,25.000000,20.000000,198.1

66,16:15-16:30,0.000000,0.000000,132.980000,0.530000,4.150000,0.000000,4.15,3.380000,7.720000,25.000000,20.000000,197.91

67,16:30-16:45,0.000000,0.000000,132.980000,0.530000,4.150000,0.000000,3.86,3.380000,7.720000,25.000000,20.000000,197.62

68,16:45-17:00,0.000000,0.000000,132.980000,0.530000,4.150000,0.000000,3.38,3.380000,7.720000,25.000000,20.000000,197.14

69,17:00-17:15,0.000000,0.000000,132.980000,0.530000,0.000000,0.000000,3.09,0.000000,7.720000,25.000000,20.000000,189.32

70,17:15-17:30,0.000000,0.000000,132.980000,0.530000,0.000000,0.000000,2.7,0.000000,7.720000,25.000000,20.000000,188.93

71,17:30-17:45,0.000000,0.000000,132.980000,0.530000,0.000000,0.000000,1.93,0.000000,7.720000,25.000000,20.000000,188.16

72,17:45-18:00,0.000000,0.000000,132.980000,0.530000,0.000000,0.000000,1.74,0.000000,7.720000,25.000000,20.000000,187.97

73,18:00-18:15,55.000000,0.000000,132.980000,0.530000,0.000000,25.000000,0.96,0.000000,7.720000,25.000000,20.000000,267.19

74,18:15-18:30,55.000000,0.000000,132.980000,0.530000,0.000000,25.000000,0.48,0.000000,7.720000,25.000000,20.000000,266.71

75,18:30-18:45,55.000000,0.000000,132.980000,0.530000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.23

76,18:45-19:00,55.000000,0.000000,132.980000,0.530000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.23

77,19:00-19:15,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

78,19:15-19:30,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

79,19:30-19:45,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

80,19:45-20:00,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

81,20:00-20:15,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

82,20:15-20:30,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

83,20:30-20:45,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

84,20:45-21:00,55.000000,0.000000,132.980000,0.630000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.33

85,21:00-21:15,55.000000,0.000000,132.980000,0.580000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.28

86,21:15-21:30,55.000000,0.000000,132.980000,0.580000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.28

87,21:30-21:45,55.000000,0.000000,132.980000,0.580000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.28

88,21:45-22:00,55.000000,0.000000,132.980000,0.580000,0.000000,25.000000,0,0.000000,7.720000,25.000000,20.000000,266.28

89,22:00-22:15,55.000000,0.000000,0.000000,0.530000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,108.25

90,22:15-22:30,55.000000,0.000000,0.000000,0.530000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,108.25

91,22:30-22:45,55.000000,0.000000,0.000000,0.530000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,108.25

92,22:45-23:00,55.000000,0.000000,0.000000,0.530000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,108.25

93,23:00-23:15,0.000000,0.000000,0.000000,0.480000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,53.2

94,23:15-23:30,0.000000,0.000000,0.000000,0.480000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,53.2

95,23:30-23:45,0.000000,0.000000,0.000000,0.480000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,53.2

96,23:45-24:00,0.000000,0.000000,0.000000,0.480000,0.000000,0.000000,0,0.000000,7.720000,25.000000,20.000000,53.2

