Block,Time,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR4,DHAULIGNGA,JHAJJAR,SEWA2,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,RIHAND1,DADRT2,DULHASTI,RIHAND2,SALAL,RIHAND3,KOLDAM,PARBATI3,RAMPUR,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
7,01:30-01:45,0,42.66,0,0,103.5,7.686,0,21.82362,42.392196,26.39091,47.472,32.2848,0.99476,21.168,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,337.5

8,01:45-02:00,0,42.66,0,0,103.5,7.686,0,21.82362,42.392196,26.39091,51.888,32.2848,0.99476,21.168,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,337.5

9,02:00-02:15,0,42.66,0,0,103.5,7.686,0,21.82362,42.392196,26.39091,51.888,32.2848,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

10,02:15-02:30,0,42.66,0,0,103.5,7.686,0,21.82362,42.392196,26.39091,47.472,32.2848,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

11,02:30-02:45,0,42.66,0,0,103.125,11.529,0,21.82362,42.392196,26.39091,47.472,32.2848,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,84.9422,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

12,02:45-03:00,0,42.66,0,0,103.125,11.529,0,21.82362,42.392196,26.39091,47.472,32.2848,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,84.9422,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

13,03:00-03:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

14,03:15-03:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

15,03:30-03:45,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,51.888,31.897382,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

16,03:45-04:00,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,51.888,31.897382,0.99476,10.584,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,98.34375,42.49,342

17,04:00-04:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,110.145,42.49,373.5

18,04:15-04:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,110.145,42.49,382.5

19,04:30-04:45,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,115.39,42.49,388.125

20,04:45-05:00,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,82.502,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,11.815,24.99,115.39,42.49,393.75

21,05:00-05:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,120.635,42.49,399.375

22,05:15-05:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,120.635,42.49,407.25

23,05:30-05:45,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,125.88,42.49,414

24,05:45-06:00,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,131.125,42.49,414

25,06:00-06:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,136.37,42.49,414

26,06:15-06:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,51.888,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,136.37,42.49,414

27,06:30-06:45,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,51.888,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,136.37,42.49,414

28,06:45-07:00,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,48.1125,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,136.37,42.49,414

29,07:00-07:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,136.37,42.49,414

30,07:15-07:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,79.016,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,136.37,42.49,414

31,07:30-07:45,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,77.854,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,141.615,42.49,414

32,07:45:08:00,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,5.916,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,77.854,123.665625,0,0,0,0,66.789,0,0,0,42,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,14.287,12.51,24.99,146.86,42.49,414

33,08:00-08:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,77.854,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,16.485,12.51,24.99,147.515625,42.49,414

34,08:15-08:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,77.854,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,18.683,12.51,24.99,147.515625,42.49,414

35,08:30-08:45,0,42.66,0,0,102.75,7.686,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,42.49,414

36,08:45:09:00,0,42.66,0,0,102.75,7.686,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,42.49,414

37,09:00:09:15,0,42.66,0,0,102.75,3.843,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,75.53,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,42.49,414

38,09:15-09:30,0,42.66,0,0,102.75,3.843,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,152.9405,0,50.76,92,686.779958,33.358,118.125,75.53,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,42.49,414

39,09:30-09:45,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,72.044,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,414

40,09:45-10:00,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,72.044,123.665625,0,0,0,0,66.789,0,0,0,40.95,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,414

41,10:00-10:15,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,72.044,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,414

42,10:15-10:30,0,42.66,0,0,102.75,11.529,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,72.044,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,414

43,10:30-10:45,0,42.66,0,0,103.125,11.529,0,21.82362,42.392196,26.39091,47.472,32.68836,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,66.234,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,414

44,10:45-11:00,0,42.66,0,0,103.125,7.686,0,21.82362,42.392196,26.39091,51.888,32.68836,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,414

45,11:00-11:15,0,42.66,0,0,103.125,10.248,0,21.82362,42.392196,26.39091,51.888,32.68836,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

46,11:15-11:30,0,42.66,0,0,103.125,10.248,0,21.82362,42.392196,26.39091,47.472,32.68836,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

47,11:30-11:45,0,42.66,0,0,103.125,10.248,0,21.82362,42.392196,26.39091,47.472,32.68836,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

48,11:45-12:00,0,42.66,0,0,103.125,10.248,0,21.82362,42.392196,26.39091,47.472,32.68836,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

49,12:00-12:15,0,42.66,0,0,103.125,8.1984,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

50,12:15-12:30,0,42.66,0,0,103.125,8.1984,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

51,12:30-12:45,0,42.66,0,0,103.125,8.1984,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

52,12:45-13:00,0,42.66,0,0,103.125,8.1984,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,33.358,118.125,53.452,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

53,13:00-13:15,0,42.66,0,0,103.125,9.4794,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,0,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

54,13:15-13:30,0,42.66,0,0,103.125,9.4794,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,0,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

55,13:30-13:45,0,42.66,0,0,103.5,9.4794,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,0,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

56,13:45-14:00,0,42.66,0,0,103.5,9.4794,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,0,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

57,14:00-14:15,0,42.66,0,0,103.5,9.4794,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,0,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

58,14:15-14:30,0,42.66,0,0,103.5,9.4794,0,21.82362,42.392196,26.39091,47.472,31.897382,0.99476,0,0,36.5917,653.1525,15.804048,0,7.888,28.7292,0,0,50.76,92,686.779958,0,118.125,76.692,123.665625,0,0,0,0,66.789,0,0,0,40.425,0,0,0,78.912,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,20.0018,12.51,27.93,147.515625,46.39908,416.25

