Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2025/06/01/4973,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/6051,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8456,GNA/NR/2025/06/16/8791,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/9719,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/16/1239,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/7786,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7663,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/2868,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/2569,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
64,15:45-16:00,42.02,0,33,7.5,17.55,33,0,6.67,7.5,33,48.37,8.62,38.32,9.83,11.92,24.18,16.02,0,33,16,25,22.5,125,27,24.18,11.93,19.35,29.77,4.74,15.33,6,150.44,24.18,8.62,0,26.97,6.66,-0,48.37,26.97,48.37,10.8,53.21,3.97,64.52,51.74,17.41,8.01,193.48,62.88,32.24,35,18

65,16:00-16:15,44.02,0,33,7.5,17.55,33,0,7,7.5,30,48.37,8.46,38.32,9.83,11.92,24.18,16.02,0,39,15,21.75,22.5,108.75,33,24.18,11.93,19.35,29.77,3.24,15.33,6.19,150.44,24.18,8.46,0,26.97,6.53,-0,48.37,26.97,48.37,10.8,53.21,3.97,64.52,51.74,17.41,4.35,193.48,62.88,40.6,43,22

66,16:15-16:30,44.02,0,33,7.5,17.55,33,0,7.33,7.5,20,48.37,9.45,38.32,9.83,11.92,24.18,16.02,0,36,12,20.25,22.5,101.25,32,24.18,11.93,19.35,30.78,3.24,15.33,6.19,150.44,24.18,9.45,0,26.97,7.31,-0,48.37,26.97,48.37,10.8,82.23,3.97,64.52,51.74,17.41,4.35,193.48,62.88,38.71,40,20

67,16:30-16:45,44.02,0,33,7.5,17.55,33,0,8.67,7.5,10,48.37,8.59,38.32,10.14,11.92,24.18,16.02,0,31,14,18.33,22.5,91.63,33,24.18,11.93,19.35,30.78,3.24,15.33,5.81,150.44,24.18,8.59,0,26.97,6.64,-0,48.37,26.97,48.37,10.8,100.78,3.97,64.52,70.95,17.41,4.35,193.48,62.88,37.16,35,17

68,16:45-17:00,44.02,0,33,7.5,17.55,33,0,8.67,7.5,5,48.37,7.58,38.32,10.14,11.92,24.18,16.02,0,28,13,16.23,22.5,81.12,32,24.18,11.93,19.35,30.78,3.24,15.33,5.81,150.44,24.18,7.58,0,26.97,5.86,-0,48.37,26.97,48.37,10.8,100.78,3.97,64.52,70.95,17.41,4.35,193.48,62.88,32.82,31,15

69,17:00-17:15,44.02,0,32.06,7.5,17.55,33,0,8.67,7.5,2,48.37,6.64,38.32,10.14,11.92,24.18,16.02,0,22,10,10,22.5,50,23,24.18,11.93,19.35,30.78,7.78,15.33,5.96,150.44,24.18,6.64,0,26.97,5.13,-0,48.37,26.97,48.37,10.8,100.78,5.31,64.52,70.95,17.41,11.09,193.48,62.88,34.34,27,13

70,17:15-17:30,44.02,0,24.33,7.5,17.55,33,0,8.67,7.5,0,48.37,5.69,38.32,10.14,11.92,24.18,16.02,0,18,8,9.17,22.5,45.83,20,24.18,11.93,19.35,30.78,7.78,15.33,5.96,150.44,24.18,5.69,0,26.97,4.4,-0,48.37,26.97,48.37,10.8,100.78,5.31,64.52,70.95,17.41,11.09,193.48,62.88,29.07,23,11

71,17:30-17:45,44.02,0,17.78,7.5,17.55,24.28,0,18.33,7.5,0,48.37,4.75,49.25,10.61,11.92,24.18,16.02,0,13,7,8.33,22.5,41.67,16,24.18,11.93,19.35,30.78,7.78,15.33,5.96,150.44,24.18,4.75,0,26.97,3.67,-0,48.37,26.97,48.37,10.8,100.78,5.31,70.53,70.95,17.41,11.09,193.48,62.88,23.92,16,8

72,17:45-18:00,44.02,0,12.4,7.5,15.23,16.02,0,16.67,7.5,0,48.37,3.8,49.25,10.61,11.92,24.18,16.02,0,10,6,7.5,22.5,37.5,10,24.18,11.93,19.35,31.29,7.78,15.33,5.96,150.44,24.18,3.8,0,26.97,2.93,-0,48.37,26.97,48.37,10.8,100.78,5.31,70.53,70.95,17.41,11.09,193.48,62.88,18.74,10,5

73,18:00-18:15,44.02,0,0,12.5,9.06,0,0,21.16,12.5,0,48.37,3.08,49.25,9.67,11.92,24.18,16.02,0,9,5,6.67,37.5,33.33,8,24.18,11.93,0,31.29,10.35,0,5.96,193.48,24.18,3.08,0,26.96,2.38,-0,48.37,26.96,48.37,10.8,100.78,5.31,64.52,70.95,17.41,15.37,193.48,62.88,10.99,5,3

74,18:15-18:30,43.02,0,0,12.83,5.85,0,0,20.28,12.83,0,48.37,2.37,49.25,9.67,11.92,24.18,16.02,0,7,3,4.05,38.51,20.25,5,24.18,11.93,0,31.29,10.35,0,5.96,232.18,24.18,2.37,0,26.96,1.82,-0,48.37,26.96,48.37,10.8,100.78,5.31,64.52,70.95,17.41,15.37,193.48,62.88,7.21,3,1

75,18:30-18:45,42.62,0,0,16.33,2.95,0,0,25,16.33,0,48.37,1.65,49.25,9.67,11.92,24.18,16.02,0,6,1,2.03,49.01,10.12,2,24.18,11.93,0,31.29,10.35,0,6.38,273.53,24.18,1.65,0,26.96,1.27,-0,48.37,26.96,48.37,10.8,100.78,5.31,64.52,70.95,17.41,15.37,193.48,62.88,4.23,1,0

76,18:45-19:00,42.02,0,0,16.17,0.89,0,0,23.33,16.17,0,48.37,0,49.25,9.67,11.92,24.18,16.02,0,3,1,0.68,48.49,3.37,1,24.18,11.93,0,31.29,10.35,0,6.38,273.53,24.18,0,0,26.96,0,-0,48.37,26.96,48.37,10.8,100.78,5.31,64.52,74.94,17.41,15.37,193.48,62.88,1.53,0,0

77,19:00-19:15,39.02,0,0,21.73,0,0,0,30,21.73,0,48.37,0,69.25,9.67,11.92,24.18,16.02,0,2,0,0.14,65.21,0.67,0,24.18,11.93,0,31.29,10.35,0,6.38,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,5.31,81.56,98.85,29.2,15.37,193.48,62.88,0.28,0,0

78,19:15-19:30,36.42,0,0,21.54,0,0,0,29.67,21.54,0,48.37,0,69.25,9.67,11.92,24.18,16.02,0,1,0,0,64.63,0.01,0,24.18,11.93,0,31.29,10.35,0,6.38,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,5.31,116.04,98.85,29.2,15.37,193.48,62.88,0,0,0

79,19:30-19:45,41.01,0,0,21.93,0,0,0,29.33,21.93,0,48.37,0,87.26,10.53,11.92,24.18,16.02,0,0,0,0,65.76,0,0,24.18,11.93,0,31.29,10.35,0,6.38,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,6.43,116.04,130.89,29.2,15.37,193.48,62.88,0,0,0

80,19:45-20:00,40.21,0,0,21.35,0,0,0,29,21.35,0,48.37,0,87.26,10.53,11.92,24.18,16.02,0,0,0,0,64.05,0,0,24.18,11.93,0,31.29,10.35,0,6.38,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,193.48,62.88,0,0,0

81,20:00-20:15,39.62,0,0,23.33,0,0,0,28.67,23.33,0,48.37,0,87.26,10.53,11.92,24.18,16.02,0,0,0,0,70.01,0,0,24.18,11.93,0,31.29,10.35,0,6.24,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

82,20:15-20:30,39.02,0,0,23,0,0,0,28.33,23,0,48.37,0,87.26,10.53,11.92,24.18,16.02,0,0,0,0,69,0,0,24.18,11.93,0,31.29,10.35,0,6.24,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

83,20:30-20:45,38.82,0,0,25.83,0,0,0,28,25.83,0,48.37,0,87.26,10.53,11.92,24.18,16.02,0,0,0,0,77.51,0,0,24.18,11.93,0,31.29,10.35,0,6.24,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

84,20:45-21:00,38.42,0,0,25,0,0,0,25.67,25,0,48.37,0,87.26,10.53,11.92,24.18,16.02,0,0,0,0,75,0,0,24.18,11.93,0,30.78,10.35,0,6.24,273.53,24.18,0,53.21,26.26,0,-0,48.37,26.26,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

85,21:00-21:15,39.02,0,0,22.77,0,0,0,25.33,22.77,0,48.37,0,87.26,10.53,11.92,24.18,16.94,0,0,0,0,68.31,0,0,24.18,11.93,0,30.28,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

86,21:15-21:30,39.82,0,0,22.56,0,0,0,25.33,22.56,0,48.37,0,87.26,10.53,11.92,24.18,16.94,0,0,0,0,67.67,0,0,24.18,11.93,0,29.77,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

87,21:30-21:45,40.62,0,0,22.14,0,0,0,25,22.14,0,48.37,0,87.26,10.53,11.92,24.18,16.94,0,0,0,0,66.4,0,0,24.18,11.93,0,29.77,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

88,21:45-22:00,41.02,0,0,20.66,0,0,0,23.67,20.66,0,48.37,0,87.26,10.53,11.92,24.18,16.94,0,0,0,0,61.99,0,0,24.18,11.93,0,29.77,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

89,22:00-22:15,41.42,0,0,18.44,0,0,0,28.33,18.44,0,48.37,0,87.26,10.53,11.92,24.18,16.94,0,0,0,0,55.31,0,0,24.18,11.93,0,29.77,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

90,22:15-22:30,41.82,0,0,15.77,0,0,0,28.33,15.77,0,48.37,0,87.26,10.53,11.92,24.18,16.94,0,0,0,0,47.31,0,0,24.18,11.93,0,29.26,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

91,22:30-22:45,42.02,0,0,32,0,0,0,30,32,0,48.37,0,87.26,9.98,11.92,24.18,16.94,0,0,0,0,96,0,0,24.18,11.93,0,29.26,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

92,22:45-23:00,42.02,0,0,31.67,0,0,0,30,31.67,0,48.37,0,87.26,9.98,11.92,24.18,16.94,0,0,0,0,94.99,0,0,24.18,11.93,0,29.26,10.35,0,6.09,273.53,24.18,0,53.21,26.69,0,-0,48.37,26.69,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

93,23:00-23:15,42.02,0,0,23.5,0,0,0,29.33,23.5,0,48.37,0,87.26,9.98,11.92,24.18,16.48,0,0,0,0,70.5,0,0,24.18,11.93,0,28.26,10.35,0,6,273.53,24.18,0,53.21,23.64,0,-0,48.37,23.64,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

94,23:15-23:30,42.02,0,0,20.5,0,0,0,28.33,20.5,0,48.37,0,87.26,9.98,11.92,24.18,16.48,0,0,0,0,61.5,0,0,24.18,11.93,0,28.26,10.35,0,6,273.53,24.18,0,53.21,23.64,0,-0,48.37,23.64,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

95,23:30-23:45,42.02,0,0,20.33,0,0,0,20,20.33,0,48.37,0,87.26,9.98,11.92,24.18,16.48,0,0,0,0,61.01,0,0,24.18,11.93,0,28.26,10.35,0,6,273.53,24.18,0,53.21,23.64,0,-0,48.37,23.64,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

96,23:45-24:00,42.02,0,0,20,0,0,0,18.33,20,0,48.37,0,87.26,9.98,12.19,24.18,16.48,0,0,0,0,60,0,0,24.18,11.93,0,28.26,10.35,0,6,273.53,24.18,0,53.21,23.64,0,-0,48.37,23.64,48.37,10.8,100.78,7.1,116.04,130.89,29.2,15.37,0,62.88,0,0,0

