Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/01102023/L_NR_2020_06,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/30092023/26122029/SH-06,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/16022024/29022024/HP-36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/06022042/L_NR_2012_07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/16022024/29022024/HP-45,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01022024/29022024/79,NR/01102023/31102037/L_NR_2019_11,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/15082037/GNA_NR_2012_01,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16022024/29022024/HP-40,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/16022024/29022024/HP-38,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04
22,05:15-05:30,0,0,0,0,31,0,21.67,0,10.34,0,0,0,10.33,0,0,0,0,0,7.34,0,0,19.6,0,21.67,24.490000,6.740000,0.000000,33.020000,30.800000,38.140000,18.290000,62.250000,5.780000,16.310000,23.100000,8.180000,0.000000,1.340000,1.740000,4.810000,0.000000,1.070000,96.260000,11.550000,53.910000,6.740000,0.000000,0.000000,0.850000,0.000000,128.010000,227.100000,270.730000

23,05:30-05:45,0,0,0,0,30.5,0,23.33,0,10.16,0,0,0,10.17,0,0,0,0,0,7.34,0,0,19.46,0,23.33,24.490000,6.740000,0.000000,33.020000,30.800000,38.140000,18.290000,76.320000,5.780000,16.310000,23.100000,8.180000,0.000000,1.340000,1.740000,4.810000,0.000000,1.070000,96.260000,11.550000,53.910000,6.740000,0.000000,0.000000,0.850000,0.000000,128.010000,227.100000,270.730000

24,05:45-06:00,0,0,0,0,30,0,22.67,0,10,0,0,0,10,0,0,0,0,0,7.34,0,0,19.06,0,22.67,24.490000,6.740000,0.000000,33.020000,30.800000,38.140000,18.290000,76.320000,5.780000,16.310000,24.060000,8.180000,0.000000,1.340000,1.740000,4.810000,0.000000,1.070000,96.260000,11.550000,53.910000,6.740000,0.000000,0.000000,0.850000,0.000000,128.010000,227.100000,270.730000

25,06:00-06:15,0,0,0,0,40,0,21.67,0,13.34,0,0,0,13.33,0,0,0,0,0,7.34,0,0,18.07,0,21.67,30.800000,6.740000,0.000000,33.020000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,24.060000,8.180000,0.000000,1.340000,1.660000,4.810000,96.260000,1.070000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.850000,0.000000,0.000000,260.480000,270.730000

26,06:15-06:30,0,0,0.01,0,36,0,20.67,0,12,0,0,0,12,0,0,0,0,0,7.34,0,0,17.75,0,20.67,30.800000,6.740000,0.000000,33.020000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,24.060000,8.180000,0.000000,1.340000,1.660000,4.810000,96.260000,1.070000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.850000,0.000000,0.000000,260.480000,270.730000

27,06:30-06:45,0,0,0.02,0.53,34,0,20,0,11.34,0,0,0,11.33,0,0,0,0,0,7.34,0,0,17.62,0,20,30.800000,6.740000,0.000000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,23.100000,8.180000,0.000000,1.340000,1.660000,4.810000,96.260000,1.070000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.850000,0.000000,0.000000,260.480000,270.730000

28,06:45-07:00,0,0,0.03,2.1,31,0,19.33,0,10.34,0,0,0,10.33,0.29226,0,0,0,0,7.34,0,2.42,17.8,0,19.33,30.800000,6.740000,0.000000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,23.100000,8.180000,0.000000,1.340000,1.660000,4.810000,96.260000,1.070000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.850000,0.000000,0.000000,260.480000,270.730000

29,07:00-07:15,0,0,2.18,7.46,29,0,18.33,0,9.66,0,0,0,9.67,3.818864,0.44,1,0,0,7.34,4.91,6.89,18.01,0,18.33,30.800000,6.740000,0.000000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,22.140000,8.180000,0.000000,1.340000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,0.000000,0.000000,260.480000,270.730000

30,07:15-07:30,0,0,4.4,13.97,27.5,1,18.33,0,9.16,0,0,0.5,9.17,10.638264,0.88,4,0,0,7.34,11.23,15.22,18.2,1,18.33,30.800000,6.740000,0.060000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,22.140000,8.180000,0.060000,1.340000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,0.060000,0.000000,260.480000,270.730000

31,07:30-07:45,0.33,0,8.56,21.42,37.5,4,18.33,0,12.5,0,0,1,12.5,18.12012,1.71,11,1,0,7.34,19.33,31.72,20.61,3,18.33,30.800000,6.740000,0.360000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,21.180000,8.180000,0.350000,1.340000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,0.350000,0.000000,260.480000,270.730000

32,07:45:08:00,5,0,27.71,25.65,36,7,18.33,0,12,0,0,4,12,26.40082,5.54,18,4,0,7.34,25.65,25.65,20.87,8,18.33,30.800000,6.740000,1.240000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,21.180000,8.180000,1.210000,1.340000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,1.210000,0.000000,260.480000,270.730000

33,08:00-08:15,10.24,0,38.52,27.69,22.5,9,18.33,0,7.5,0,0,8.1,7.5,36.902696,7.7,21,8,0,7.34,27.68,27.68,20.94,17,18.33,30.800000,6.740000,2.440000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,21.180000,8.180000,2.380000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,2.380000,0.000000,260.480000,270.730000

34,08:15-08:30,19.82,0,61.28,27.69,22.5,16,18.33,0,7.5,0,0,13.44,7.5,49.450392,12.26,39,13,0,7.34,27.68,27.68,21.03,27,18.33,30.800000,6.740000,3.850000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,21.180000,8.180000,3.750000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,3.750000,0.000000,260.480000,270.730000

35,08:30-08:45,29.19,0,85.21,28.19,22.5,24,18.33,0,7.5,0,0,16.81,7.5,63.118418,17.04,56,16,0,7.34,28.18,28.18,21.09,32,18.33,30.800000,6.740000,5.480000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,21.180000,8.180000,5.350000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,5.350000,0.000000,260.480000,270.730000

36,08:45:09:00,38.43,0,109.74,28.19,22.5,31,18.33,0,7.5,0,0,22.61,7.5,76.883864,21.95,72,20,0,7.34,28.18,28.18,21,41,18.33,30.800000,6.740000,6.930000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,20.210000,8.180000,6.760000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,6.760000,0.000000,260.480000,270.730000

37,09:00:09:15,47.02,0,133.47,28.19,22.5,40,18.33,0,7.5,0,0,26.31,7.5,84.872304,26.69,95,25,0,7.34,28.18,28.18,18,50,18.33,30.800000,6.740000,8.330000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,20.210000,8.180000,8.130000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,8.130000,0.000000,260.480000,270.730000

38,09:15-09:30,54.75,0,155.61,28.19,22.5,48,18.33,0,7.5,24.07,28.88,29.64,7.5,97.137482,31.12,112,29,0,7.34,28.18,28.18,18,57,18.33,30.800000,6.740000,9.660000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,20.210000,8.180000,9.420000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,9.420000,0.000000,260.480000,270.730000

39,09:30-09:45,61.96,0,161.8,29.04,22.5,55,18.33,0,7.5,24.07,28.88,32.78,7.5,108.486912,32.36,130,32,0,7.34,29.03,29.03,18,65,18.33,30.800000,6.740000,10.880000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,0.000000,8.180000,10.610000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,10.610000,0.000000,260.480000,270.730000

40,09:45-10:00,68.64,0,180.23,29.04,22.5,61,18.33,0,7.5,24.07,28.88,35.44,7.5,118.092524,36.04,144,36,0,7.34,29.03,29.03,17.8,71,18.33,30.800000,6.740000,11.880000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,0.000000,8.180000,11.590000,1.340000,1.660000,4.810000,48.130000,1.030000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.770000,11.590000,0.000000,260.480000,270.730000

41,10:00-10:15,74.72,0,197.35,29.04,22.5,67,13.33,0,7.5,24.07,28.88,37.94,7.5,126.20761,39.47,158,39,0,7.34,29.03,29.03,17.6,78,13.33,30.800000,6.740000,12.830000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,0.000000,8.180000,12.520000,1.390000,1.660000,4.810000,48.130000,0.990000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.690000,12.520000,0.000000,260.480000,270.730000

42,10:15-10:30,80.23,0,212.63,29.04,22.5,72,13.33,0,7.5,24.07,28.88,40.11,7.5,133.260818,42.53,168,41,0,7.34,29.03,29.03,17.6,83,13.33,30.800000,6.740000,13.650000,57.740000,30.800000,0.000000,18.290000,86.830000,5.780000,0.000000,0.000000,8.180000,13.310000,1.390000,1.660000,4.810000,48.130000,0.990000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.690000,13.310000,0.000000,260.480000,270.730000

43,10:30-10:45,84.92,0,226.8,29.04,22.5,75,13.33,24.07,7.5,0,0,42.08,7.5,142.96385,45.36,175,43,0,7.34,29.03,29.03,17.8,85,13.33,30.800000,6.740000,14.520000,57.740000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,14.160000,1.390000,1.660000,4.810000,48.130000,0.990000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.690000,14.160000,0.000000,260.480000,270.730000

44,10:45-11:00,88.68,0,231.67,29,22.5,78,13.33,24.07,7.5,0,0,43.86,7.5,147.172394,46.33,182,45,0,7.34,29,29,18,90,13.33,30.800000,6.740000,15.270000,57.740000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,14.900000,1.390000,1.660000,4.810000,48.130000,0.990000,96.260000,11.550000,99.740000,6.740000,0.000000,39.070000,0.690000,14.900000,0.000000,260.480000,270.730000

45,11:00-11:15,91.38,0,231.67,29,22.5,84,13.33,24.07,7.5,0,0,45.27,7.5,151.4881,46.33,196,47,0,7.34,29,29,18,93,13.33,30.800000,6.740000,16.050000,57.740000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,15.660000,1.390000,1.660000,4.810000,96.260000,0.990000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,15.660000,0.000000,260.480000,270.730000

46,11:15-11:30,92.29,0,231.67,29,22.5,84,13.33,0,7.5,24.07,28.88,46.45,7.5,155.686902,46.33,196,48,0,7.34,29,29,18,95,13.33,30.800000,6.740000,16.560000,57.740000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,16.150000,1.390000,1.660000,4.810000,96.260000,0.990000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.150000,0.000000,260.480000,270.730000

47,11:30-11:45,92.33,0,231.67,29,22.5,85,13.33,0,7.5,24.07,28.88,47.11,7.5,158.930988,46.33,200,48,0,7.34,29,29,15.07,95,13.33,30.800000,6.740000,16.810000,47.170000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,16.400000,1.390000,1.660000,4.810000,96.260000,0.990000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.400000,0.000000,260.480000,270.730000

48,11:45-12:00,92.32,0,231.67,29,22.5,85,13.33,0,7.5,24.07,28.88,47.75,7.5,161.395714,46.33,200,48,0,7.34,29,29,15.15,95,13.33,30.800000,6.740000,17.010000,33.020000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,16.600000,1.390000,1.660000,4.810000,96.260000,0.990000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.600000,0.000000,260.480000,270.730000

49,12:00-12:15,92.31,0,231.67,29,22.5,84,13.33,24.07,7.5,0,0,48.17,7.5,158.219822,46.33,196,48,0,7.34,29,29,14.93,95,13.33,30.800000,6.740000,17.230000,33.020000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,16.810000,1.390000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.810000,0.000000,260.480000,270.730000

50,12:15-12:30,92.3,0,231.67,29,22.5,84,13.33,24.07,7.5,0,0,48.24,7.5,158.94073,46.33,196,48,0,7.34,29,29,14.93,95,13.33,30.800000,6.740000,17.230000,33.020000,30.800000,0.000000,18.290000,76.320000,5.780000,0.000000,0.000000,8.180000,16.810000,1.390000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.810000,0.000000,260.480000,270.730000

51,12:30-12:45,92.31,0,231.67,29,22.5,84,13.33,24.07,7.5,0,0,48.33,7.5,158.960214,46.33,196,48,0,7.34,29,29,11.54,95,13.33,30.800000,6.740000,17.230000,33.020000,30.800000,0.000000,18.290000,57.390000,5.780000,0.000000,0.000000,8.180000,16.810000,1.390000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.810000,0.000000,182.150000,231.020000

52,12:45-13:00,92.32,0,231.67,29,22.5,84,13.33,24.07,7.5,0,0,48.49,7.5,158.249048,46.33,196,48,0,7.34,29,29,11.88,95,13.33,30.800000,6.740000,17.230000,33.020000,30.800000,0.000000,18.290000,57.390000,5.780000,0.000000,0.000000,8.180000,16.810000,1.390000,1.660000,4.810000,96.260000,1.030000,96.260000,11.550000,53.910000,6.740000,0.000000,39.070000,0.690000,16.810000,0.000000,182.150000,231.020000

