Block,Time,FSTPP I & II,VSTPS III,TAPS-II,KAWAS-ComGas,KHSTPP-II,NLCIIST2,NTPL,NLCIIST1,MAPS,NLCEXP,VALLURNTECL,SIMHST2,KSTPS I&II,TALA,GANDHAR-ComGas,MOUDA_II,MOUDA,BRBCL,KGSU1AND2,LARA-I,KAPS,KHSTPP-I,VSTPS II,SOLAPUR,VSTPS IV,VSTPS I,KAWAS-APM,GANDHAR-APM,VSTPS V,KUDGI,TALST2,RSTPSU1TO6,KKNP,RSTPSU7,GANDHAR-RLNG,NLCTS2EXP,NNTPP,KGSU3AND4,SIPAT I,KAWAS-zLIQ,KSTPS7,GANDHAR-NAPM,KHARGONE-I,KAWAS-RLNG,KAWAS-NAPM,SASAN,SIPAT II,GADARWARA-I,RIHAND2,DADRI_CRF,AURY_CRF,TANDA2,UNCHAHAR4,KOLDAM,ANTA_GF,SEWA2,URI,URI2,KOTESHWR,RAMPUR,SALAL,RIHAND1,NAPP,UNCHAHAR2,AURY_LF,JHAJJAR,DADRT2,AURY_RF,ANTA_CRF,NJPC,RAPPC,RAPPB,DADRI_RF,DULHASTI,DHAULIGNGA,DADRI_GF,SINGRAULI,CHAMERA2,TANAKPUR,SINGRAULI_HYDRO,UNCHAHAR3,UNCHAHAR1,CHAMERA3,BSIUL,ANTA_LF,RIHAND3,DADRI_LF,CHAMERA1,AURY_GF,PARBATI3,ANTA_RF,TEHRI,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,18.745722,1.887764,2.690880,0.000000,101.397825,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,3.074752,0.000000,16.548590,48.920227,33.781225,16.786203,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,390.836915,256.170369,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.458369,15.415196,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

7,01:30-01:45,18.745722,1.887764,2.690880,0.000000,101.397825,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,3.074752,0.000000,16.548590,48.920227,33.781225,16.786203,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,371.570915,207.905773,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.458369,14.405188,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

8,01:45-02:00,18.745722,1.887764,2.690880,0.000000,101.397825,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,2.360415,0.000000,16.548590,48.920227,33.781225,16.786203,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,361.937915,175.814270,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.458369,14.405188,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

9,02:00-02:15,18.745722,1.887764,2.690880,0.000000,101.397825,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,2.049835,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,342.671915,175.814270,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.352406,14.337757,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

10,02:15-02:30,18.745722,1.887764,2.690880,0.000000,101.397825,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,2.049835,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,323.694905,175.814270,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.352406,14.337757,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

11,02:30-02:45,18.745722,1.887764,2.690880,0.000000,142.101802,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,8.933321,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,1.024917,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,323.694905,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.352406,14.337757,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

12,02:45-03:00,18.745722,1.887764,2.690880,0.000000,142.101802,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.679307,1.93,4.101852,0.799115,44.696234,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,2.350548,1.375213,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,62.683858,90.858439,41.734238,41.944779,0.000000,304.428905,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,18.352406,14.337757,30.545986,18.939827,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

13,03:00-03:15,15.749394,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,38.160552,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,51.490312,90.858439,41.734238,41.944779,0.000000,269.664275,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

14,03:15-03:30,13.984322,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.406820,1.93,4.101852,0.799115,38.160552,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,51.490312,90.858439,41.734238,35.424394,0.000000,250.398275,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,0.616994,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

15,03:30-03:45,13.984322,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,38.160552,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,51.490312,90.858439,41.734238,35.424394,0.000000,233.428866,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,5.799740,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

16,03:45-04:00,13.984322,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,38.160552,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,51.490312,90.858439,41.734238,35.424394,0.000000,233.428866,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,0.000000,0.000000,138.740979,42.033750,5.799740,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

17,04:00-04:15,8.641090,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,38.160552,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,51.490312,90.858439,41.734238,23.070265,0.000000,233.428866,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,9.551251,0.000000,138.740979,42.033750,5.799740,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

18,04:15-04:30,8.641090,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,38.160552,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.000000,51.490312,90.858439,41.734238,22.643041,0.000000,233.428866,181.817189,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,51.927025,9.551251,0.000000,138.740979,42.033750,5.799740,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,0.000000,0.000000,28.789978,2.457837,0,0,0,0,0

19,04:30-04:45,8.641090,1.887764,2.690880,0.000000,124.313769,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,23.346057,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.415256,51.490312,90.858439,41.734238,12.046741,0.000000,233.428866,181.817189,0.000000,0.000000,21.696481,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,5.799740,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,3.345001,0.000000,28.789978,2.457837,0,0,0,0,0

20,04:45-05:00,8.641090,1.887764,2.690880,0.000000,100.432791,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,23.346057,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,0.939430,51.490312,90.858439,41.734238,12.884570,0.000000,233.428866,181.817189,0.000000,0.000000,48.718463,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,5.799740,1.035891,13.941602,10.937768,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,8.028004,0.000000,19.193318,2.457837,0,0,0,0,0

21,05:00-05:15,8.641090,1.887764,2.690880,0.000000,76.350291,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,23.346057,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.031884,0.735854,0.000000,0.000000,16.548590,51.047194,33.781225,8.393101,1.409146,51.490312,90.858439,41.734238,12.875508,0.000000,233.428866,181.817189,0.000000,0.000000,73.077695,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,0.000000,1.035891,13.970409,10.970112,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,52.182030,0.000000,0.000000,2.457837,0,0,0,0,0

22,05:15-05:30,7.475208,1.887764,2.690880,0.000000,92.726391,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,29.125857,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.258090,0.735854,0.000000,0.000000,16.548590,51.047194,33.781225,8.393101,1.878861,51.490312,90.858439,41.734238,12.875508,0.000000,233.428866,181.817189,0.000000,0.000000,97.436926,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,0.000000,1.035891,13.970409,10.970112,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,52.182030,0.000000,0.000000,2.457837,0,0,0,0,0

23,05:30-05:45,13.226398,1.887764,2.690880,0.000000,92.726391,0.40,3.64,0.81,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,29.125857,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.258047,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,1.878861,51.490312,90.858439,41.734238,20.812969,0.000000,233.424872,181.817189,0.000000,0.000000,97.436926,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,0.000000,1.035891,13.970409,10.970112,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,52.182030,0.000000,0.000000,2.457837,0,0,0,0,0

24,05:45-06:00,13.226398,1.887764,2.690880,0.000000,92.726391,0.41,3.64,0.85,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,29.125857,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.258047,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,1.708675,51.490312,90.858439,41.734238,29.163426,0.000000,233.424872,181.924756,0.000000,0.000000,88.758334,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,0.000000,1.035891,13.970409,10.970112,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,52.182030,0.000000,0.000000,2.457837,0,0,0,0,0

25,06:00-06:15,13.226398,1.887764,2.690880,0.000000,92.726391,0.42,3.64,0.86,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,29.125857,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.258047,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,1.613370,51.490312,90.858439,41.734238,29.163426,0.000000,233.424872,181.924756,0.000000,0.000000,83.827316,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,0.000000,1.035891,13.970409,10.970112,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,52.182030,0.000000,0.000000,2.457837,0,0,0,0,0

26,06:15-06:30,13.226398,1.887764,2.690880,0.000000,92.726391,0.42,3.64,0.86,0.23,1.71,0.00,1.78,2.860359,0.000000,0.000000,3.382812,1.866975,10.837149,1.93,4.101852,0.799115,29.125857,1.871655,3.412458,2.585197,2.307512,0.000000,0.000000,1.278811,0.00,0.00,5.83,1.55,1.87,0.000000,0.00,0.19,2.10,5.118688,0.000000,1.292598,0.000000,3.412459,0.000000,0.000000,336.167618,0.900795,2.068157,116.260677,0.000000,0.000000,1.258047,0.735854,0.000000,0.000000,16.548590,48.920227,33.781225,8.393101,1.878861,51.490312,90.858439,41.734238,29.163426,0.000000,233.424872,181.924756,0.000000,0.000000,97.436926,56.844293,0.000000,0.000000,51.927025,19.102501,0.000000,132.205401,42.033750,0.000000,1.035891,13.970409,10.970112,30.545986,12.626551,0.000000,121.876716,0.000000,40.601245,0.000000,52.182030,0.000000,0.000000,2.457837,0,0,0,0,0

