Block,Time,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KHSTPP-I,KHSTPP-II,NLCEXP,NNTPP,RIHAND3,SINGRAULI_HYDRO,TEHRIPSP,ANTA_CRF,DADRI_GF,BRBCL,KKNP,RAMPUR,RIHAND2,RSTPSU7,SASAN,TALST2,UNCHAHAR1,DADRI_RF,CHAMERA1,JHAJJAR,KKNPPU2,NLCIIST2,TEHRI,AURY_CRF,NLCTS2EXP,RAPPB,TANDA2,VALLURNTECL,ANTA_LF,DULHASTI,KOTESHWR,NTPL,SEWA2,SIMHST1,SIMHST2,SINGRAULI,TelanganaSTPP,UNCHAHAR2,ANTA_GF,BSIUL,CHAMERA3,NJPC,NLCIIST1,PARBATI2,RAPPD,SALAL,TALA,URI,NAPP,PARBATI3,UNCHAHAR3,ANTA_RF,AURY_GF,AURY_RF,DADRI_CRF,CHAMERA2,DADRT2,KGSU3AND4,KISHANGANGA,KOLDAM,KUDGI,MAPS,RAPPC,RIHAND1,RSTPSU1TO6,TANAKPUR,UNCHAHAR4,URI2,AURY_LF,DADRI_LF
55,13:30-13:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,43.05,24.48,56.49,27.69,49.06,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

56,13:45-14:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,43.05,24.48,56.49,27.69,49.06,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

57,14:00-14:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,43.05,24.48,56.49,27.69,49.06,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,3.85,3.22,32.74,0,0

58,14:15-14:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,43.05,24.48,56.49,27.69,49.06,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,3.85,3.22,32.74,0,0

59,14:30-14:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,11.25,24.28,80.18,22.93,47.47,24.48,50.55,27.69,49.06,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,3.85,3.22,32.74,0,0

60,14:45-15:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,11.25,24.28,80.18,22.93,47.47,24.48,50.55,27.69,49.06,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

61,15:00-15:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,22.93,48.02,24.48,50.55,27.69,48.55,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

62,15:15-15:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,22.93,48.02,24.48,50.55,27.69,48.55,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

63,15:30-15:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,20.34,46.92,24.48,56.49,27.69,48.55,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

64,15:45-16:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,18.58,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,20.28,46.92,24.48,56.49,27.69,48.55,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

65,16:00-16:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,37.16,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,20.28,46.37,24.48,56.49,27.69,48.04,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

66,16:15-16:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,55.74,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,20.28,46.37,24.48,56.49,27.69,48.04,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

67,16:30-16:45,0,18.35,0,45.53,98.87,0,0,130.84,0,88.59,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,20.28,46.37,24.48,56.49,27.69,48.04,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

68,16:45-17:00,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,38.02,30.43,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,20.28,46.37,24.48,56.49,27.69,48.04,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

69,17:00-17:15,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,38.02,42.83,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,15.48,24.28,80.18,19.57,48.57,24.48,56.49,27.69,47.53,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

70,17:15-17:30,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,4.49,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,38.02,42.83,0,18.34,0,0,113.75,0,45,0,19.56,33.94,134.43,0,15.48,24.28,80.18,19.4,48.57,24.48,56.49,27.69,47.53,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

71,17:30-17:45,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,3.59,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,38.02,42.83,0,18.34,0,0,113.75,0,45,0,19.56,33.94,107.54,0,15.48,24.28,80.18,19.32,48.57,24.48,56.49,27.69,47.53,0,79.48,0,47.12,689.38,0,4.48,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

72,17:45-18:00,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,2.69,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,38.02,42.83,0,18.34,0,0,113.75,0,45,0,19.56,33.94,80.65,0,15.48,24.28,80.18,19.32,48.57,24.48,56.49,27.69,47.53,0,79.48,0,47.12,689.38,0,4.48,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

73,18:00-18:15,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,1.8,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,74.33,0,0,0,3.13,0,0,38.02,44.64,0,18.34,0,0,113.75,0,45,0,19.56,33.94,53.77,0,15.48,24.28,80.18,19.03,48.57,24.48,56.49,27.69,47.53,0,79.48,0,47.12,689.38,0,4.48,8.62,0,0,65.59,98.32,0,11.91,1.62,32.74,0,0

74,18:15-18:30,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0.9,125.27,0,418.77,0,21.23,102.75,42.15,667.25,0,0,74.33,0,0,0,3.13,0,0,38.02,44.64,0,18.34,0,0,113.75,0,43.61,0,19.56,33.94,26.88,0,15.48,24.28,80.18,18.75,48.57,24.48,56.49,27.09,47.53,0,79.48,0,47.12,689.38,0,4.48,8.62,0,0,65.59,98.32,0,11.91,1.62,32.74,0,0

75,18:30-18:45,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.25,102.75,42.15,531.82,0,0,74.33,0,0,0,3.13,0,0,38.02,44.64,0,18.34,0,0,113.75,0,43.7,0,19.56,33.94,0,0,15.48,24.28,80.18,18.46,45.27,24.48,56.49,27.09,47.28,0,79.48,0,47.12,685.71,0,6.96,8.62,0,0,65.59,98.32,0,11.91,1.62,32.74,0,0

76,18:45-19:00,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.25,102.75,42.35,466.77,0,0,75.56,0,0,0,3.13,0,0,38.02,44.64,0,18.34,0,0,113.75,0,43.7,0,20.46,35.69,0,0,28.15,24.28,80.18,18.2,45.27,24.48,77.31,27.09,47.28,0,79.87,0,49.59,685.71,0,7.18,8.62,0,0,65.59,98.32,0,11.91,1.62,32.74,0,0

77,19:00-19:15,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,102.75,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,45,0,20.46,35.69,0,0,28.15,24.28,80.18,18.41,45.27,24.48,77.31,27.69,47.28,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

78,19:15-19:30,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,102.75,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,45,0,20.46,35.69,0,0,28.15,24.28,80.18,18.58,45.27,24.48,77.31,27.69,47.28,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

79,19:30-19:45,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,102.75,42.35,474.85,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,45,0,20.46,35.69,0,0,28.15,24.28,80.18,18.58,45.27,24.48,77.31,27.69,47.79,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

80,19:45-20:00,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,102.75,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,45,0,20.46,35.69,0,0,28.15,24.28,80.18,18.7,45.27,24.48,77.31,27.69,47.79,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

81,20:00-20:15,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,45,0,20.46,35.69,0,0,28.15,24.28,80.18,18.78,45.27,24.48,77.31,27.69,48.55,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

82,20:15-20:30,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,45,0,20.46,35.69,0,0,28.15,24.28,80.18,18.96,45.27,24.48,77.31,27.69,48.55,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

83,20:30-20:45,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,22.51,0,20.46,35.69,0,0,28.15,24.28,80.18,19.12,45.27,24.48,77.31,27.69,48.55,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

84,20:45-21:00,0,18.35,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.84,0,0,75.25,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,22.51,0,19.56,33.94,0,0,24.63,24.28,80.18,19.78,45.27,24.48,75.83,27.69,48.55,0,79.87,0,47.12,689,0,6.96,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

85,21:00-21:15,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.84,0,0,75.25,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,22.51,0,0,33.94,0,0,24.63,24.28,80.18,19.7,45.27,24.48,75.83,27.69,49.31,0,79.87,0,47.12,689,0,6.96,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

86,21:15-21:30,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.84,0,0,75.25,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,22.51,0,0,33.94,0,0,24.63,24.28,80.18,19.7,45.27,24.48,75.83,27.69,49.31,0,79.87,0,47.12,689,0,6.96,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

87,21:30-21:45,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,22.51,0,0,35.69,0,0,15.48,24.28,80.18,19.75,46.37,24.48,77.31,27.69,50.06,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

88,21:45-22:00,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,22.51,0,0,35.69,0,0,15.48,24.28,80.18,19.93,46.37,24.48,77.31,27.69,50.06,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

89,22:00-22:15,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,26.14,0,0,35.69,0,0,15.48,24.28,80.18,19.97,48.57,24.48,77.31,27.69,50.57,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

90,22:15-22:30,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.35,474.84,0,0,75.56,0,0,0,5.73,0,0,57.67,44.64,0,18.34,0,0,113.75,0,26.14,0,0,35.69,0,0,15.48,24.28,80.18,20.05,48.57,24.48,77.31,27.69,50.57,0,79.87,0,49.59,689,0,7.18,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

91,22:30-22:45,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.84,0,0,74.33,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,29.7,0,0,33.94,0,0,15.48,24.28,80.18,20.27,48.57,24.48,56.49,27.69,50.82,0,80.26,0,47.12,689,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

92,22:45-23:00,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.85,0,0,74.33,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,29.7,0,0,33.94,0,0,15.48,24.28,80.18,20.28,48.57,24.48,56.49,27.69,50.82,0,80.26,0,47.12,689,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

93,23:00-23:15,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.84,0,0,74.33,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,35.64,0,0,33.94,0,0,15.48,24.28,80.18,20.43,48.57,24.48,56.49,27.69,51.59,0,80.26,0,47.12,689,0,4.59,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

94,23:15-23:30,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,474.84,0,0,74.33,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,39.21,0,0,33.94,0,0,15.48,24.28,80.18,20.45,48.57,24.48,56.49,27.69,51.59,0,80.26,0,47.12,689,0,4.59,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

95,23:30-23:45,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,45,0,0,33.94,0,0,15.48,24.28,80.18,20.56,48.57,24.48,56.49,27.69,51.84,0,80.26,0,47.12,689.38,0,4.59,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

96,23:45-24:00,0,19.46,0,45.53,98.87,0,0,130.84,0,177.18,0,0,24.99,0,0,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.33,0,0,0,5.73,0,0,53.88,44.64,0,18.34,0,0,113.75,0,45,0,0,33.94,0,0,15.48,24.28,80.18,20.58,48.57,24.48,56.49,27.69,51.84,0,80.26,0,47.12,689.38,0,4.59,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

