Block,Time Block,RAPPC,RSTPSU7,RSTPSU1TO6,NTPL,RAPPB,RIHAND3,RIHAND2,PARBATI3,RIHAND1,RAMPUR,SIMHST2,TALST2,TANDA2,TALA,TANAKPUR,SEWA2,SIMHST1,SASAN,SINGRAULI,SINGRAULI_HYDRO,SALAL,CHAMERA1,BSIUL,BRBCL,NLCIIST2,NNTPP,NLCIIST1,NLCTS2EXP,NLCEXP,MAPS,NAPP,NJPC,KHSTPP-II,KUDGI,KOTESHWR,KKNPPU2,KGSU1AND2,KOLDAM,KHSTPP-I,KGSU3AND4,KISHANGANGA,KKNP,JHAJJAR,FSTPP I & II,DHAULIGNGA,CHAMERA2,CHAMERA3,DADRT2,DULHASTI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,DADRI_RF,AURY_RF,AURY_GF,AURY_LF,DADRI_CRF,DADRI_GF,DADRI_LF,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,527.39,15.59,0,0,0,428,15.85,5.27,17.64,0,0,4.27,21.82,0,36.18,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,589.12,15.59,0,0,0,480.9,15.85,14.97,17.64,0,0,4.27,21.82,0,36.18,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,589.12,15.59,0,0,0,500.14,15.85,29.94,17.64,0,0,4.27,25.38,0,40.77,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,604.95,15.85,44.91,17.64,0,0,4.27,25.38,0,40.77,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,31.7,59.86,17.64,0,0,4.27,25.38,0,40.77,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,22.5,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,44.99,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,12.67,0,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,11.55,0,19.24,0,0,0,0,0,0,41.91,59.21,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,7.75,12.67,0,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,13.14,0,19.24,0,0,0,0,0,0,41.91,89.99,95.09,0,25.6,0,0,0,43.49,0,0,0,627.93,15.59,15.37,25.33,6.12,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,5.07,0,389.53,121.16,0,1.35,26.98,0,19.24,0,0,0,0,0,0,41.91,112.48,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,15.37,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,5.07,0,389.53,121.16,0,1.35,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,32.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,5.07,0,389.53,121.16,0,1.35,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,32.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,5.07,0,389.53,121.16,0,1.35,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,32.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,5.07,0,389.53,121.16,0,1.35,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,32.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,51.99,0,0,0,0,119.57,114.22,3.67,88.49,0,0,0,0,0,0.49,5.07,0,389.53,121.16,0,1.35,23.55,0,19.24,0,0,0,0,0,0,41.91,112.48,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,15.37,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,51.99,0,0,0,0,119.57,114.22,15.92,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,23.55,0,19.24,0,0,0,0,0,0,41.91,89.99,95.09,0,18.97,0,0,0,43.49,0,0,0,627.93,15.59,7.63,25.33,1.84,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,51.99,0,0,0,0,119.57,114.22,15.92,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,11.55,0,19.24,0,0,0,0,0,0,41.91,67.49,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,7.63,12.67,0,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,51.99,0,0,0,0,119.57,114.22,15.92,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,41.9,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,12.67,0,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,51.99,0,0,0,0,119.57,114.22,15.92,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,8.94,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,12.67,0,595.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,51.99,0,0,0,0,119.57,114.22,15.92,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,53.64,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,3.2,0,581.89,31.7,59.86,19.77,0,0,4.27,25.38,0,40.77,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,51.99,0,0,0,0,119.57,114.22,15.92,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,53.64,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,543.42,15.85,59.86,19.77,0,0,4.27,25.38,0,40.77,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,51.99,0,0,0,0,119.57,114.22,3.42,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,53.64,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,551.42,15.59,0,0,0,470.56,15.85,59.86,19.77,0,0,4.27,25.38,0,40.77,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,8.94,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,455.27,15.59,0,0,0,389.53,15.85,59.86,19.77,0,0,4.27,25.38,0,40.77,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,376.4,15.59,0,0,0,341.44,15.85,59.86,19.77,0,0,4.27,25.38,0,40.77,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,375.44,15.02,0,0,0,297.2,15.85,44.91,16.59,0,0,4.27,22.4,0,35,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,375.44,15.02,0,0,0,297.2,15.85,44.91,16.59,0,0,4.27,22.4,0,35,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,44.91,11.75,0,0,4.27,17.5,0,29.29,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,44.91,11.75,0,0,4.27,17.5,0,27.19,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,29.94,11.75,0,0,4.27,17.5,0,20.38,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,29.94,11.75,0,0,4.27,17.5,0,20.38,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,29.94,11.75,0,0,4.27,17.5,0,20.38,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,14.97,11.75,0,0,4.27,17.5,0,20.38,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,0,11.75,0,0,4.27,17.5,0,20.38,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0,0,0,389.53,121.16,0,1.35,0,0,19.17,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,371.59,15.02,0,0,0,297.2,15.85,0,11.75,0,0,4.27,17.5,0,20.38,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

