Block,Time,CHAMERA1,SALAL,RIHAND3,AURY_RF,TANAKPUR,KOLDAM,RIHAND1,ANTA_GF,RAMPUR,NJPC,TANDA2,BSIUL,DADRI_GF,SEWA2,TEHRI,NAPP,UNCHAHAR1,DHAULIGNGA,PARBATI3,DADRI_LF,SINGRAULI,SINGRAULI_HYDRO,URI,CHAMERA2,AURY_LF,RIHAND2,DADRT2,UNCHAHAR2,ANTA_LF,DADRI_RF,KOTESHWR,AURY_CRF,RAPPB,DULHASTI,AURY_GF,DADRI_CRF,FSTPP I & II,KHSTPP-I,BRBCL,UNCHAHAR3,TALA,KUDGI,UNCHAHAR4,RAPPC,KHSTPP-II,KISHANGANGA,CHAMERA3,URI2,JHAJJAR,ANTA_CRF,ANTA_RF,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,41.209560,79.696932,119.460993,55.125238,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,10.754381,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,472.768997,40.948837,0.000000,0.000000,34.289136,2.098152,0.000000,47.755713,0.000000,0.000000,13.765500,31.077186,14.490000,21.915642,25.560360,23.87,0.000000,49.034160,94.996440,0.000000,28.074673,31.317063,532.056311,0.000000,0.000000,333.632250,0,0,0,0,0

2,00:15-00:30,41.209560,79.696932,119.460993,62.944560,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,10.754381,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,472.768997,40.948837,0.000000,0.000000,34.289136,2.098152,0.000000,47.755713,0.000000,0.000000,13.765500,31.077186,14.490000,21.915642,25.560360,9.80,0.000000,49.034160,94.996440,0.000000,28.074673,31.317063,427.791157,0.000000,0.000000,333.632250,0,0,0,0,0

3,00:30-00:45,41.209560,79.696932,119.460993,38.885882,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.555415,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,492.088997,40.948837,0.000000,0.000000,34.289136,0.034524,0.000000,47.755713,0.000000,0.000000,13.765500,32.115114,14.370463,21.915642,25.560360,9.66,0.000000,49.034160,94.996440,0.000000,28.074673,30.537385,397.026000,0.000000,0.000000,333.632250,0,0,0,0,0

4,00:45-01:00,41.209560,79.696932,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.555415,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,501.748997,40.948837,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,32.249910,14.166971,21.915642,25.560360,9.66,0.000000,49.034160,94.996440,0.000000,28.074673,30.537385,377.706000,0.000000,0.000000,333.632250,0,0,0,0,0

5,01:00-01:15,41.209560,79.696932,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.555415,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,574.231069,40.948837,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,31.076317,11.866127,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,422.142000,0.000000,0.000000,333.632250,0,0,0,0,0

6,01:15-01:30,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.555415,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,574.231069,40.948837,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,31.076317,12.621180,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,389.298000,0.000000,0.000000,333.632250,0,0,0,0,0

7,01:30-01:45,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.555415,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,574.231069,40.948837,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,31.076317,13.359825,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,349.692000,0.000000,0.000000,333.632250,0,0,0,0,0

8,01:45-02:00,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.555415,35.347582,0.000000,0.000000,120.267000,0.960938,50.123808,0.000000,0.000000,114.108750,574.231069,40.948837,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,31.076317,14.490000,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,312.018000,0.000000,0.000000,333.632250,0,0,0,0,0

9,02:00-02:15,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,50.123808,0.000000,0.000000,114.108750,511.206318,36.420910,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,31.076317,13.235596,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,31.317063,279.174000,0.000000,0.000000,333.632250,0,0,0,0,0

10,02:15-02:30,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,392.944499,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,13.765500,31.076317,12.949607,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,31.317063,263.718000,0.000000,0.000000,333.632250,0,0,0,0,0

11,02:30-02:45,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,333.394517,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,12.913510,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,247.296000,0.000000,0.000000,333.632250,0,0,0,0,0

12,02:45-03:00,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,285.094517,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,13.385308,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

13,03:00-03:15,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,14.490000,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

14,03:15-03:30,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,14.490000,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

15,03:30-03:45,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573659,35.347582,0.000000,0.000000,120.267000,0.960938,50.123808,0.000000,0.000000,114.108750,221.608997,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,14.490000,21.915642,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

16,03:45-04:00,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.475385,35.347582,0.000000,0.000000,120.267000,0.960938,50.123808,0.000000,0.000000,114.108750,212.520000,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,14.490000,16.026423,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

17,04:00-04:15,41.209560,79.696932,119.460993,0.000000,12.126971,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.475385,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,14.490000,16.026423,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

18,04:15-04:30,41.209560,79.696932,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.475385,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,35.377818,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,27.046937,14.490000,16.026423,25.560360,9.66,0.000000,49.034160,109.571834,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

19,04:30-04:45,41.209560,79.696932,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.475385,35.347582,0.000000,0.000000,121.315258,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,28.942133,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,115.968203,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

