Block,Time,CHAMERA1,SALAL,RIHAND3,AURY_RF,TANAKPUR,KOLDAM,RIHAND1,ANTA_GF,RAMPUR,NJPC,TANDA2,BSIUL,DADRI_GF,SEWA2,TEHRI,NAPP,UNCHAHAR1,DHAULIGNGA,PARBATI3,DADRI_LF,SINGRAULI,SINGRAULI_HYDRO,URI,CHAMERA2,AURY_LF,RIHAND2,DADRT2,UNCHAHAR2,ANTA_LF,DADRI_RF,KOTESHWR,AURY_CRF,RAPPB,DULHASTI,AURY_GF,DADRI_CRF,FSTPP I & II,KHSTPP-I,BRBCL,UNCHAHAR3,TALA,KUDGI,UNCHAHAR4,RAPPC,KHSTPP-II,KISHANGANGA,CHAMERA3,URI2,JHAJJAR,ANTA_CRF,ANTA_RF,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,41.209560,79.696932,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.475385,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,18.603949,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,28.942133,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,115.968203,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

21,05:00-05:15,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,115.968203,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

22,05:15-05:30,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,15.727525,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,115.968203,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

23,05:30-05:45,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,115.968203,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

24,05:45-06:00,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,115.968203,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

25,06:00-06:15,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,99.236407,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

26,06:15-06:30,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,50.123808,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,99.236407,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

27,06:30-06:45,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,50.123808,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,99.236407,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

28,06:45-07:00,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,19.007596,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,99.236407,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

29,07:00-07:15,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.617692,22.257606,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,99.236407,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

30,07:15-07:30,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.617692,22.257606,14.490000,13.500825,25.560360,9.66,0.000000,49.034160,99.236407,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

31,07:30-07:45,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,8.326437,14.655379,14.490000,13.547702,25.560360,9.66,0.000000,49.034160,65.176117,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

32,07:45:08:00,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,121.317525,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,8.326437,14.655379,14.490000,13.547702,25.560360,9.66,0.000000,49.034160,65.176117,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

33,08:00-08:15,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,6.530233,11.951288,14.490000,13.547702,25.560360,29.95,0.000000,49.034160,65.176117,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

34,08:15-08:30,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,4.830000,10.500420,14.490000,13.547702,25.560360,41.54,0.000000,49.034160,65.176117,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

35,08:30-08:45,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,4.830000,10.500420,14.490000,13.547702,25.560360,54.10,0.000000,49.034160,38.640000,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

36,08:45:09:00,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,4.830000,10.500420,14.490000,13.547702,25.560360,67.62,0.000000,49.034160,38.640000,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

37,09:00:09:15,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.473088,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,212.520000,12.558000,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,14.084280,14.490000,13.547702,25.560360,67.62,0.000000,49.034160,72.700291,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

38,09:15-09:30,41.209560,78.574440,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.267000,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,18.092987,14.490000,15.549219,25.560360,77.28,0.000000,49.034160,72.700291,0.000000,28.074673,30.537385,225.078000,0.000000,0.000000,333.632250,0,0,0,0,0

39,09:30-09:45,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.979753,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,18.092987,14.490000,15.549219,25.560360,82.11,0.000000,49.034160,98.579527,0.000000,28.074673,30.537385,261.786000,0.000000,0.000000,333.632250,0,0,0,0,0

40,09:45-10:00,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,18.092987,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,98.579527,0.000000,28.074673,30.537385,290.766000,0.000000,0.000000,333.632250,0,0,0,0,0

41,10:00-10:15,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,18.092987,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,109.386499,0.000000,28.074673,31.317063,348.726000,0.000000,0.000000,333.632250,0,0,0,0,0

42,10:15-10:30,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,7.121255,18.092987,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,135.101021,0.000000,28.074673,31.317063,368.046000,0.000000,0.000000,333.632250,0,0,0,0,0

43,10:30-10:45,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,18.092987,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,142.500094,0.000000,28.074673,31.317063,387.366000,0.000000,0.000000,333.632250,0,0,0,0,0

44,10:45-11:00,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,50.123808,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,18.092987,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,142.500094,0.000000,28.074673,31.317063,387.366000,0.000000,0.000000,333.632250,0,0,0,0,0

45,11:00-11:15,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,50.123808,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,26.911697,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,142.500094,0.000000,28.074673,30.812872,387.366000,0.000000,0.000000,333.632250,0,0,0,0,0

46,11:15-11:30,41.209560,79.135686,119.460993,0.000000,11.384503,0.000000,88.872000,0.000000,0.000000,147.740523,0.000000,0.000000,0.000000,15.266710,63.292320,38.481962,11.573250,35.347582,0.000000,0.000000,120.991500,0.960938,45.324720,0.000000,0.000000,114.108750,221.608997,23.189120,0.000000,0.000000,34.289136,0.000000,0.000000,47.755713,0.000000,0.000000,10.269063,26.911697,14.490000,15.549219,25.560360,90.56,0.000000,49.034160,142.500094,0.000000,28.074673,30.812872,387.366000,0.000000,0.000000,333.632250,0,0,0,0,0

