Block,Time,NR/01012024/15012024/IEX_231227_05965,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/05012024/31012024/SJVN050124NR1341,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/05012024/31012024/SJVN050124NR1342,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/HP-28,NR/01102023/05012040/L_NR_2020_02,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01012024/31032024/ ChanjuII,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31052040/LT-31,NR/01012024/31012024/HP-26,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/08012024/08012024/HPX-TAMCTG-070124-05687,NR/01102023/19072037/LT-05,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31012024/HP-27,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01012024/31012024/52,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/15012024/IEX_231227_05966,NR/30092023/26122029/SH-06
14,03:15-03:30,95.950000,22.070000,0,20.72,0,20.73,0,0,0,0,0,0,0,0,0,0,0,14.07,39.9,0,62.19,0,0,39.9,12.13,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

15,03:30-03:45,95.950000,22.070000,0,19.14,0,19.14,0,0,0,0,0,0,0,0,0,0,0,12.29,35.45,0,57.42,0,0,35.45,12.38,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

16,03:45-04:00,95.950000,22.070000,0,18,0,17.99,0,0,0,0,0,0,0,0,0,0,0,11.93,33.95,0,53.98,0,0,33.95,12.72,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

17,04:00-04:15,95.950000,22.070000,0,14.6,0,14.6,0,0,0,0,0,0,0,0,0,0,0,10.08,25.55,0,43.79,0,0,25.55,12.49,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

18,04:15-04:30,95.950000,22.070000,0,13.68,0,13.67,0,0,0,0,0,0,0,0,0,0,0,9.77,24.9,0,41.02,0,0,24.9,12.24,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

19,04:30-04:45,95.950000,22.070000,0,13.18,0,13.17,0,0,0,0,0,0,0,0,0,0,0,9.4,23.61,0,39.52,0,0,23.61,11.88,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

20,04:45-05:00,95.950000,22.070000,0,13.02,0,13.02,0,0,0,0,0,0,0,0,0,0,0,8.99,23.9,0,39.06,0,0,23.9,11.5,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,69.950000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

21,05:00-05:15,95.950000,22.070000,0,13.2,0,13.21,0,0,0,0,0,0,0,0,0,0,0,8.6,23.88,0,39.62,0,0,23.88,15.06,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,65.810000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

22,05:15-05:30,95.950000,22.070000,0,13.22,0,13.21,0,0,0,0,0,0,0,0,0,0,0,8.33,24.09,0,39.64,0,0,24.09,14.93,47.980000,148.420000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,65.810000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

23,05:30-05:45,95.950000,22.070000,0,13.28,0,13.27,0,0,0,0,0,0,0,0,0,0,0,7.88,23.29,0,39.82,0,0,23.29,14.73,47.980000,191.900000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,65.810000,47.980000,112.260000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

24,05:45-06:00,95.950000,22.070000,0,13.11,0,13.11,0,0,0,0,0,0,0,0,0,0,0,7.55,22.92,0,39.33,0,0,22.92,14.53,47.980000,230.280000,24.460000,1.430000,47.980000,0.990000,0.690000,1.550000,0.000000,47.980000,0.000000,8.160000,0.000000,152.060000,32.620000,5.760000,0.000000,65.810000,47.980000,184.890000,57.140000,25.810000,0.000000,11.510000,6.720000,0.000000,18.230000,47.980000,25.810000

25,06:00-06:15,95.950000,23.030000,0,12.92,0,12.94,0,0,0,0,0,0,0,0,0,0,0,7.07,22.83,0,38.81,0,0,22.83,16.75,47.980000,269.860000,0.000000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,47.980000,0.000000,8.160000,0.000000,77.380000,74.480000,5.760000,0.000000,65.810000,47.980000,259.640000,0.000000,24.960000,0.000000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

26,06:15-06:30,95.950000,23.030000,0,13.01,0,13.03,0,0,0,0,0,0,0,0,0,0,0,6.77,22.43,0,39.08,0,0,22.43,16.5,47.980000,269.860000,0.000000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,76.760000,0.000000,8.160000,0.000000,77.380000,74.480000,5.760000,0.000000,94.020000,47.980000,259.640000,0.000000,24.960000,0.000000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

27,06:30-06:45,95.950000,23.030000,0,12.63,0,12.62,0,0,0,0,0,0,0,0,0,0,0,6.66,22.21,0,37.87,0,0,22.21,16.73,47.980000,269.860000,0.000000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,100.500000,0.000000,8.160000,0.000000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,14.180000,0.000000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

28,06:45-07:00,95.950000,23.030000,0,12.36,0,12.34,0,0,0,0,0,0,0,0,0,0,4.5,6.66,22.4,0,37.03,0,0,22.4,16.91,47.980000,269.860000,0.000000,1.430000,47.980000,0.990000,0.690000,1.650000,0.000000,100.500000,0.000000,8.160000,0.000000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,14.180000,0.000000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

29,07:00-07:15,95.950000,22.070000,1,12.16,0,12.16,0.145815,0,0,0,1,0,0,0,0,0,9.2,6.66,27.48,0,36.49,0,0,27.48,17.13,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,0.000000,8.160000,0.000000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,14.180000,0.000000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

30,07:15-07:30,95.950000,22.070000,3,12.53,0,12.53,1.283172,0,0,0,5,0,0,0,0,0,15.6,6.66,27.67,0,37.58,0,1,27.67,17.26,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,0.000000,8.160000,0.000000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,14.180000,0.000000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

31,07:30-07:45,95.950000,21.110000,7,13.24,0.42,13.23,3.285698,0,1,0,10,0.33,5,0,0,2,23,6.66,27.52,0.08,39.7,1,3,27.52,18,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,0.080000,8.160000,0.080000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,0.080000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

32,07:45:08:00,95.950000,21.110000,15,14.12,2.93,14.1,5.531249,0,3,0,15,1,5,0,0,7,33,6.66,27.47,0.58,42.31,3,5,27.47,18.93,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,0.220000,8.160000,0.220000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,0.220000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

33,08:00-08:15,95.950000,21.110000,22.95,12.15,8.29,12.14,8.194803,0,3,0,26.2,1.67,5,0,0,11,33,6.66,26.85,1.66,36.42,4,6,26.85,13.13,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,0.430000,8.160000,0.430000,77.380000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,0.440000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

34,08:15-08:30,95.950000,21.110000,30.33,12.03,14.97,12.04,11.402733,0,4,0,30.33,3,5,0,0,14,30.34,6.66,25.37,2.99,36.11,6,9,25.37,13.27,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,0.760000,8.160000,0.760000,77.380000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,0.780000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

35,08:30-08:45,95.950000,21.110000,32,12.18,22.36,12.17,15.16476,0,6,0,32,5,5,0,0,18,32,6.66,23.7,4.47,36.51,7,11,23.7,13.53,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,1.210000,8.160000,1.210000,77.380000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,1.240000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

36,08:45:09:00,95.950000,21.110000,32,11.75,32.17,11.76,19.354511,0,7,0,32,6.67,5,0,0,21,32,6.66,22.16,6.43,35.26,9,13,22.16,13.93,47.980000,269.860000,0.000000,1.430000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,1.860000,8.160000,1.860000,77.380000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,1.910000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

37,09:00:09:15,95.950000,21.110000,32,11.29,41.93,11.28,24.234453,0,7,0,32,8.03,6,0,0,25,32,6.66,21.27,8.39,33.85,10,15,21.27,14.27,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,2.360000,8.160000,2.360000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,2.420000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

38,09:15-09:30,95.950000,21.110000,32,10.1,54.83,10.1,28.842207,0,9,0,32,10.13,7,0,0,27,32,6.66,20.59,10.96,30.31,11,18,20.59,14.73,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,2.900000,8.160000,2.900000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,2.970000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

39,09:30-09:45,95.950000,21.110000,32,8.63,70.88,8.62,33.53745,0,8,0,32,11.77,8,0,0,32,32,6.66,20.44,14.18,25.87,13,17,20.44,14.87,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,3.090000,8.160000,3.090000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,3.170000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

40,09:45-10:00,95.950000,21.110000,32.5,7.43,94.24,7.42,38.329903,0,9,0,32.5,14.39,9,0,0,35,32.5,6.66,20.18,18.85,22.27,15,19,20.18,14.87,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,3.500000,8.160000,3.500000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,3.590000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

41,10:00-10:15,95.950000,20.150000,32.5,6.75,62.33,6.75,43.35566,0,10,0,32.5,16.95,12,0,0,39,32.5,6.66,20.3,12.46,20.25,16,20,20.3,12.12,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,4.270000,8.160000,4.270000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,4.370000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

42,10:15-10:30,95.950000,20.150000,32.5,6.66,80.07,6.67,48.721652,0,11,0,32.5,20.38,14,0,0,42,32.5,6.66,20.23,16.01,20,18,21,20.23,11.14,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,3.540000,8.160000,3.540000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,3.630000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

43,10:30-10:45,95.950000,0.000000,32.5,6.66,101.48,6.67,55.99296,0,10,0,32.5,21.45,12,0,0,42,32.5,6.66,19.84,20.3,20,18,20,19.84,10.54,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,4.120000,8.160000,4.120000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,4.220000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

44,10:45-11:00,95.950000,0.000000,32.5,6.66,123.58,6.67,60.785413,0,11,0,32.5,23.1,14,0,0,46,32.5,6.66,18.99,24.71,20,19,22,18.99,9.74,47.980000,269.860000,0.000000,1.380000,47.980000,0.950000,0.690000,1.550000,0.000000,100.500000,4.880000,8.160000,4.880000,229.450000,85.900000,5.760000,87.570000,115.080000,47.980000,259.640000,0.000000,30.700000,5.000000,11.510000,6.720000,47.980000,18.230000,47.980000,30.700000

45,11:00-11:15,95.950000,0.000000,32.5,6.66,152.21,6.67,64.809907,0,12,0,32.5,26.67,14,0,0,49,32.5,6.66,18.71,30.44,20,21,23,18.71,9.27,47.980000,269.860000,0.000000,1.380000,47.980000,0.990000,0.690000,1.550000,0.000000,100.500000,5.840000,8.160000,5.840000,229.450000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,5.980000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

46,11:15-11:30,95.950000,0.000000,32.5,6.66,183.48,6.67,67.891464,0,13,0,32.5,30,15,0,0,53,32.5,6.66,18.62,36.7,20,22,25,18.62,9.27,47.980000,269.860000,0.000000,1.380000,47.980000,0.990000,0.690000,1.550000,0.000000,100.500000,6.790000,8.160000,6.790000,229.450000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,6.960000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

47,11:30-11:45,95.950000,0.000000,32.5,6.66,133.33,6.67,70.341156,0,13,19.67,32.5,33.33,17,0,23.03,56,32.5,6.66,19.68,26.67,20,24,27,19.68,9.27,47.980000,269.860000,0.000000,1.380000,47.980000,0.990000,0.690000,1.550000,0.000000,100.500000,7.750000,8.160000,7.750000,229.450000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,7.940000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

48,11:45-12:00,95.950000,0.000000,32.5,7.1,145.83,7.1,72.343682,0,15,19.67,32.5,38.33,19,0,23.03,63,32.5,6.66,20.82,29.17,21.3,27,30,20.82,9.27,47.980000,269.860000,0.000000,1.380000,47.980000,0.990000,0.690000,1.550000,0.000000,100.500000,9.460000,8.160000,9.460000,229.450000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,9.700000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

49,12:00-12:15,95.950000,0.000000,32.5,7.08,158.33,7.09,78.273492,0,17,19.67,32.5,33.33,19,0,23.03,70,32.5,6.66,14.17,31.67,21.26,30,33,14.17,7.21,47.980000,269.860000,0.000000,1.430000,47.980000,0.990000,0.770000,1.650000,0.000000,100.500000,10.720000,8.160000,10.720000,229.450000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,10.990000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

50,12:15-12:30,95.950000,0.000000,32.5,7.08,166.67,7.07,78.322097,0,19,19.67,32.5,36.67,22,0,23.03,81,32.5,6.66,14.17,33.33,21.22,34,38,14.17,7.21,47.980000,269.860000,0.000000,1.430000,47.980000,0.990000,0.770000,1.650000,0.000000,100.500000,12.520000,8.160000,12.520000,229.450000,85.900000,5.760000,0.000000,115.080000,47.980000,259.640000,0.000000,30.700000,12.840000,11.510000,6.720000,95.950000,18.230000,47.980000,30.700000

