Block,Time,CHAMERA2,JHAJJAR,NLCIIST1,NLCIIST2,PARBATI3,RAPPB,RAPPC,RIHAND1,RSTPSU7,SALAL,TALST2,TANAKPUR,TelanganaSTPP,ANTA_CRF,ANTA_LF,AURY_CRF,KGSU3AND4,NJPC,NLCTS2EXP,SINGRAULI_HYDRO,URI2,DADRI_CRF,CHAMERA3,KHSTPP-II,KISHANGANGA,NNTPP,NTPL,AURY_LF,BRBCL,KKNPPU2,KUDGI,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_GF,KGSU1AND2,NLCEXP,RIHAND3,ANTA_GF,AURY_RF,DADRI_GF,BSIUL,SIMHST2,TALA,UNCHAHAR2,ANTA_RF,DADRI_RF,CHAMERA1,DADRT2,DULHASTI,KHSTPP-I,KKNP,KOLDAM,KOTESHWR,MAPS,RIHAND2,SASAN,SINGRAULI,TEHRI,DHAULIGNGA,FSTPP I & II,NAPP,RAMPUR,RSTPSU1TO6,SEWA2,SIMHST1,TANDA2,UNCHAHAR1,URI,DADRI_LF
65,16:00-16:15,0,482.33,0,0,0,0,52.03,46,0,41.83,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,15.56,9.13,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

66,16:15-16:30,0,493.88,0,0,0,0,52.03,46,0,5.8,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,31.13,9.13,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

67,16:30-16:45,0,493.88,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,46.69,9.13,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

68,16:45-17:00,3.33,505.43,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,17.05,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,18.27,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

69,17:00-17:15,13.17,505.43,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,37.88,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,18.27,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

70,17:15-17:30,13.17,528.52,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,58.71,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,1.1,0,0,21.19,28.04,67.95,12.01,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,18.27,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

71,17:30-17:45,26.34,528.52,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,75.76,0,0,4.44,0,9.68,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,6.52,0,0,21.19,28.04,67.95,24.49,683.14,32.96,45.22,0,0,17.75,0,118.76,337.5,125.97,62.24,27.4,18.2,43.68,0,0,5.27,0,0,20.56,1.11,22.47

72,17:45-18:00,26.34,551.63,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,104.17,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.04,67.95,42.15,683.14,32.96,45.22,0,0,30.18,0,118.76,337.5,125.97,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,1.11,22.47

73,18:00-18:15,26.34,551.63,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.35,67.95,42.15,683.14,32.96,45.22,0,0,30.18,0,118.76,337.5,125.97,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,1.66,22.47

74,18:15-18:30,26.34,574.73,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.35,67.95,42.15,683.14,32.96,45.22,0,0,30.18,0,118.76,337.5,125.97,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,3.31,22.47

75,18:30-18:45,26.34,574.73,0,0,0,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.35,67.95,42.15,683.14,32.96,45.22,0,0,30.18,0,118.76,337.5,125.97,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,26.49,22.47

76,18:45-19:00,26.34,597.83,0,0,2.55,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.35,67.95,42.15,683.14,32.96,45.22,0,0,30.18,0,118.76,337.5,125.97,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,26.49,22.47

77,19:00-19:15,26.34,597.83,0,0,6.36,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.46,67.95,42.15,683.14,32.96,45.22,0,0,30.18,0,118.76,337.5,125.97,62.24,24.57,18.2,43.68,0,0,5.27,0,0,20.56,26.49,22.47

78,19:15-19:30,26.34,620.93,0,0,33.1,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,94.7,0,0,4.44,0,9.68,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,6.52,0,0,21.19,28.46,67.95,24.49,683.14,16.48,45.22,0,0,17.75,0,118.76,337.5,125.97,62.24,16.12,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

79,19:30-19:45,20,620.93,0,0,33.1,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,75.76,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,6.52,0,0,21.19,28.46,67.95,12.01,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,8.06,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

80,19:45-20:00,3.33,644.03,0,0,33.1,0,52.03,46,0,1.4,0,1.79,0,0,0,0,0,52.09,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,1.1,0,0,21.19,28.46,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

81,20:00-20:15,0,644.03,0,0,33.1,0,52.03,46,0,1.4,0,3.85,0,0,0,0,0,33.14,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

82,20:15-20:30,0,654.31,0,0,33.1,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,9.47,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

83,20:30-20:45,0,654.31,0,0,33.1,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,62.24,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

84,20:45-21:00,0,654.31,0,0,5.09,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,46.69,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

85,21:00-21:15,0,654.31,0,0,2.55,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,46.69,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

86,21:15-21:30,0,654.31,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,46.69,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

87,21:30-21:45,0,654.31,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,31.13,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

88,21:45-22:00,0,654.31,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,31.13,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

89,22:00-22:15,0,654.31,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,31.13,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

90,22:15-22:30,0,654.31,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,31.13,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

91,22:30-22:45,0,654.31,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,31.13,0,18.2,43.68,0,0,0,0,0,20.56,14.35,22.47

92,22:45-23:00,0,654.31,0,0,0,0,52.03,46,0,12.78,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,15.56,0,18.2,43.68,0,0,0,0,0,20.56,14.35,22.47

93,23:00-23:15,0,654.31,0,0,0,0,52.03,46,0,41.83,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,15.56,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

94,23:15-23:30,0,654.31,0,0,0,0,52.03,46,0,41.83,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,0,0,18.2,43.68,0,0,0,0,0,20.56,12.15,22.47

95,23:30-23:45,0,654.31,0,0,0,0,52.03,46,0,41.83,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,0,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

96,23:45-24:00,0,654.31,0,0,0,0,52.03,46,0,41.83,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,0,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

