Block,Time,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01112023/30112023/HP-09,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_35,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_36,NR/01102023/14082046/L_NR_2021_16,NR/01112023/30112023/HP-10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/19072037/LT-05,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/15082037/GNA_NR_2012_01,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/03112023/30112023/IEX-231101-05680,NR/01102023/05012040/L_NR_2020_02,NR/01102023/02012046/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04)
1,00:00-00:15,26.030000,55.570000,0.000000,16.34,16.35,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,14.14,0,0,0,169.970000,0,172.780000,39.72,39.72,0.000000,49.05,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,231.480000,0.000000,48.220000,2.230000,0,25.080000

2,00:15-00:30,26.030000,55.570000,0.000000,16.25,16.25,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,13.82,0,0,0,169.970000,0,172.780000,37.77,37.77,0.000000,48.75,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,212.190000,0.000000,48.220000,2.230000,0,25.080000

3,00:30-00:45,26.030000,55.570000,0.000000,15.24,15.26,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,13.4,0,0,0,169.970000,0,172.780000,35.91,35.91,0.000000,45.77,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,202.540000,0.000000,48.220000,2.230000,0,25.080000

4,00:45-01:00,26.030000,55.570000,0.000000,14.35,14.36,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,12.81,0,0,0,169.970000,0,172.780000,33.87,33.87,0.000000,43.07,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,192.900000,0.000000,48.220000,2.230000,0,25.080000

5,01:00-01:15,26.030000,55.570000,0.000000,16.06,16.05,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,12.14,0,0,0,169.970000,0,172.780000,32.14,32.14,0.000000,48.16,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,183.260000,0.000000,48.220000,2.230000,0,25.080000

6,01:15-01:30,26.030000,55.570000,0.000000,15.93,15.94,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,11.69,0,0,0,169.970000,0,172.780000,30.86,30.86,0.000000,47.81,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,173.610000,0.000000,48.220000,2.230000,0,25.080000

7,01:30-01:45,26.030000,55.570000,0.000000,15.66,15.65,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,11.17,0,0,0,169.970000,0,172.780000,41.4,41.4,0.000000,46.96,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,173.610000,0.000000,48.220000,2.230000,0,25.080000

8,01:45-02:00,26.030000,55.570000,0.000000,15.31,15.32,0,0,1.860000,0,0,0,1.920000,26.030000,7.21,10.55,0,0,0,169.970000,0,172.780000,41.02,41.02,0.000000,45.96,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,173.610000,0.000000,48.220000,2.230000,0,25.080000

9,02:00-02:15,26.030000,55.570000,0.000000,15,14.99,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,9.73,0,0,0,169.970000,0,172.780000,40.63,40.63,0.000000,44.99,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

10,02:15-02:30,26.030000,55.570000,0.000000,20.1,20.1,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,9.29,0,0,0,169.970000,0,172.780000,40.25,40.25,0.000000,60.3,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

11,02:30-02:45,26.030000,31.460000,0.000000,19.71,19.72,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,8.94,0,0,0,159.140000,0,172.780000,40.25,40.25,0.000000,59.15,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

12,02:45-03:00,26.030000,30.860000,0.000000,17,17,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,8.56,0,0,0,156.250000,0,172.780000,40.25,40.25,0.000000,51,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

13,03:00-03:15,26.030000,30.860000,0.000000,17,17,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,8.14,0,0,0,145.640000,0,172.780000,39.59,39.59,0.000000,51,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

14,03:15-03:30,26.030000,30.860000,0.000000,14.71,14.72,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,7.66,0,0,0,130.210000,0,172.780000,34.32,34.32,0.000000,44.15,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

15,03:30-03:45,26.030000,30.860000,0.000000,14.98,14.98,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,7.19,0,0,0,126.350000,0,172.780000,34.53,34.53,0.000000,44.94,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

16,03:45-04:00,26.030000,30.860000,0.000000,11.65,11.63,0,0,1.780000,0,0,0,1.840000,26.030000,7.21,7.34,0,0,0,146.600000,0,172.780000,27.97,27.97,0.000000,34.9,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.230000,0,25.080000

17,04:00-04:15,26.030000,30.860000,0.000000,11.77,11.76,0,0,1.710000,0,0,0,1.770000,26.030000,7.21,7.34,0,0,0,169.970000,0,172.780000,28.07,28.07,0.000000,35.29,0.000000,0,73.790000,0,0,0,71.760000,48.220000,48.220000,144.68,149.190000,0.000000,48.220000,2.180000,0,25.080000

