Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/16042024/31052024/IEX_240323_06618,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01042024/30042024/PTC/OA/32001,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/16042024/30042024/IEX_240323_06617,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
20,04:45-05:00,0,0,0,0,0,0,0,0,44,0,59.5,0,16.66,7.01,0,0,0,19.84,19.83,0,0,44,48.280000,0.000000,3.500000,0.000000,12.260000,206.230000,100.610000,16.110000,0.000000,66.240000,30.790000,36.700000,3.440000,0.000000,26.570000,0.000000,41.040000,26.570000,3.770000,9.660000,273.050000

21,05:00-05:15,0,0,0,0,0,0,0,0,36,0,57,0,14,7.01,0,0,0,19,19,0,0,36,48.280000,0.000000,3.500000,0.000000,12.170000,206.230000,100.610000,16.110000,0.000000,66.240000,30.270000,47.230000,3.440000,0.000000,25.630000,0.000000,41.040000,25.630000,3.690000,9.660000,273.050000

22,05:15-05:30,0,0,0,0,0,0,0,0,35,0,54,0,13.34,7.01,0,0,0,18,18,0,0,35,48.280000,0.000000,3.500000,0.000000,12.170000,235.200000,100.610000,16.110000,0.000000,66.240000,30.270000,47.230000,3.440000,0.000000,25.630000,0.000000,41.040000,25.630000,3.690000,9.660000,273.050000

23,05:30-05:45,0,0,0,0,0,0,0,0,33.33,0,51,0,13,7.01,0,0,0,17,17,0,0,33.33,48.280000,0.000000,3.340000,0.000000,12.170000,262.190000,100.610000,16.110000,0.000000,74.750000,30.270000,66.230000,3.440000,0.000000,25.630000,0.000000,41.040000,25.630000,3.690000,9.660000,273.050000

24,05:45-06:00,0,0,0,0,0,0,0,0,32.67,0,48,0,12.66,7.01,0,0,0.48715,16,16,0,0,32.67,48.280000,0.000000,3.340000,0.000000,12.170000,262.190000,100.610000,16.110000,0.000000,83.270000,30.270000,66.230000,3.440000,0.000000,25.630000,0.000000,41.040000,25.630000,3.690000,9.660000,273.050000

25,06:00-06:15,0,1,4.22,0,0,0,3.45,0,33,0,47,0,12.34,7.01,0,0,3.098274,15.66,15.67,0,0,33,48.280000,0.000000,3.340000,0.000000,12.080000,262.190000,100.610000,16.110000,0.000000,115.450000,29.770000,66.230000,3.340000,0.000000,24.570000,0.000000,41.040000,30.900000,0.000000,9.660000,273.050000

26,06:15-06:30,0.5,1,9.61,0,0,0,7.48,0.36,31,0,46.5,0.07,12,7.01,1,0.25,7.044189,15.5,15.5,0.2,0,31,48.280000,0.000000,3.340000,0.070000,12.080000,262.190000,100.610000,16.110000,0.070000,115.450000,29.770000,66.230000,3.340000,0.000000,24.570000,0.070000,41.040000,30.900000,0.000000,9.660000,273.050000

27,06:30-06:45,5,4,21.8,0,1,0,12.49,2.72,30,0,46,0.54,11.34,7.01,1,1.57,11.253165,15.34,15.33,1,0,30,48.280000,0.000000,2.720000,0.270000,12.080000,262.190000,100.610000,16.110000,0.260000,115.450000,29.270000,66.230000,3.160000,0.000000,24.570000,0.260000,41.040000,30.900000,0.000000,9.660000,273.050000

28,06:45-07:00,15,7,20.61,0,3,0,20.44,8.38,30,0,46,1.68,11,7.01,3,3.82,16.124665,15.34,15.33,3,1,30,48.280000,0.000000,1.940000,0.600000,12.080000,235.200000,100.610000,16.110000,0.590000,106.930000,29.270000,47.230000,3.160000,0.000000,24.570000,0.590000,41.040000,30.900000,0.000000,9.660000,231.770000

29,07:00-07:15,18.02,18,18.01,0,7,0,18.02,18.3,35,0,52.5,3.66,10,7.01,7,8.33,22.340699,17.5,17.5,4,3,35,48.280000,0.000000,1.550000,1.070000,11.980000,174.710000,100.610000,11.820000,1.050000,98.410000,28.260000,36.700000,3.160000,0.000000,24.570000,1.050000,41.040000,30.900000,0.000000,9.660000,273.050000

30,07:15-07:30,18.18,25,18.19,0,13,0,18.18,30.53,35.33,0,53.5,6.1,10,7.01,10,12.67,29.852552,17.84,17.83,8.5,7,35.33,48.280000,0.000000,0.700000,1.670000,11.980000,174.710000,100.610000,11.820000,1.630000,89.900000,28.260000,36.700000,3.160000,0.000000,24.570000,1.630000,41.040000,30.900000,0.000000,9.660000,273.050000

31,07:30-07:45,19.18,39,19.19,0,20,0,19.18,46.13,36,0,50,9.23,12.66,7.01,16,18.67,38.718682,16.66,16.67,12,10,36,48.280000,0.000000,0.700000,2.420000,11.980000,174.710000,100.610000,11.820000,2.360000,81.380000,27.750000,36.700000,3.160000,0.000000,24.570000,2.360000,41.040000,30.900000,0.000000,9.660000,273.050000

32,07:45:08:00,20.02,56,20.01,0,27,0,20.02,60.99,36.67,0,50.5,12.2,13,7.01,24,24.19,48.52014,16.84,16.83,15.5,14,36.67,48.280000,0.000000,0.000000,3.290000,11.980000,174.710000,86.910000,11.820000,3.210000,72.860000,27.250000,36.700000,3.160000,0.000000,24.570000,3.210000,41.040000,30.900000,0.000000,9.660000,273.050000

33,08:00-08:15,21.02,67,21.01,0,35,0,21.02,76.58,32,0,51.5,15.32,13.34,7.01,28,32.21,58.55543,17.16,17.17,20.85,17,32,48.280000,0.000000,0.000000,4.160000,11.900000,130.370000,53.110000,11.820000,4.060000,70.400000,27.250000,36.700000,3.160000,0.000000,24.570000,4.060000,41.040000,30.900000,0.000000,9.660000,231.770000

34,08:15-08:30,22.68,84,22.69,0,43,0,22.68,95.18,32.33,0,52,19.04,13.34,7.01,36,40.36,68.269201,17.34,17.33,24.52,22,32.33,48.280000,0.000000,3.500000,5.160000,11.900000,111.060000,53.110000,11.820000,5.030000,70.400000,26.750000,36.700000,3.160000,0.000000,24.570000,5.030000,41.040000,30.900000,0.000000,9.660000,193.140000

35,08:30-08:45,24.02,102,24.01,0,50,0,24.02,115.8,29.67,0,44.5,23.16,10.34,7.01,43,48.05,76.833298,14.84,14.83,28.13,25,29.67,48.280000,0.000000,3.500000,6.900000,11.900000,111.060000,53.110000,11.820000,6.730000,70.400000,26.750000,36.700000,3.160000,0.000000,25.630000,6.730000,41.040000,25.630000,0.000000,9.660000,150.180000

36,08:45:09:00,24.02,116,24.01,0,57,0,24.02,133.03,30,0,45,26.6,10.34,7.01,49,55.38,84.345151,15,15,31.44,29,30,48.280000,0.000000,3.500000,7.810000,11.900000,111.060000,53.110000,11.820000,7.620000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,7.620000,41.040000,25.630000,0.000000,9.660000,150.180000

37,09:00:09:15,25.52,130,25.51,0,65,0,25.52,148.59,30,0,45,29.72,10.34,7.01,55,62.28,90.911933,15,15,34.52,33,30,48.280000,0.000000,3.500000,10.720000,11.800000,111.060000,53.110000,11.820000,10.460000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,10.460000,41.040000,25.630000,0.000000,9.660000,150.180000

38,09:15-09:30,25.85,144,25.85,0,70,0,25.85,163.67,30,0,45.5,32.73,10.34,7.01,61,68.72,96.368013,15.16,15.17,37.21,35,30,48.280000,0.000000,3.500000,11.880000,11.800000,111.060000,53.110000,11.820000,11.580000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,11.580000,41.040000,25.630000,0.000000,9.660000,150.180000

39,09:30-09:45,26.35,158,26.35,0,76,0,26.35,192.02,31.33,0,45.5,38.4,10,5.01,67,74.7,101.600004,15.16,15.17,39.84,38,31.33,48.280000,0.000000,0.000000,12.780000,11.800000,111.060000,53.110000,11.820000,12.470000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,12.470000,41.040000,25.630000,0.000000,9.660000,150.180000

40,09:45-10:00,26.35,168,26.35,0,83,0,26.35,205.65,32,0,46,41.13,9.66,5.01,72,80.01,106.676107,15.34,15.33,42.04,41,32,48.280000,0.000000,0.000000,13.690000,11.800000,111.060000,53.110000,11.820000,13.360000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,13.360000,41.040000,25.630000,0.000000,9.660000,150.180000

41,10:00-10:15,26.52,179,26.51,0,90,0,26.52,216.85,33,0,46,43.37,10.34,5.01,76,84.62,111.138401,15.34,15.33,43.96,45,33,48.280000,0.000000,0.000000,14.480000,11.700000,111.060000,53.110000,11.820000,14.120000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,14.120000,41.040000,25.630000,0.000000,9.660000,150.180000

42,10:15-10:30,26.52,186,26.51,0,93,0,26.52,225.49,33.67,0,46,45.1,10.34,5.01,79,88.8,114.889456,15.34,15.33,44.8,47,33.67,48.280000,0.000000,0.000000,15.150000,11.700000,111.060000,53.110000,11.820000,14.780000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,14.780000,41.040000,25.630000,0.000000,9.660000,150.180000

43,10:30-10:45,26.85,189,26.85,0,93,0,26.85,230.84,29.67,0,47,46.17,10.34,5.01,81,91.13,117.734412,15.66,15.67,45,47,29.67,48.280000,0.000000,3.500000,15.820000,11.700000,111.060000,53.110000,11.820000,15.430000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,15.430000,41.040000,25.630000,0.000000,9.660000,150.180000

44,10:45-11:00,26.85,193,26.85,0,93,0,26.85,233.58,30,0,47.5,46.72,10.34,5.01,82,91.96,120.03376,15.84,15.83,45,47,30,48.280000,0.000000,3.500000,16.260000,11.700000,111.060000,53.110000,11.820000,15.860000,70.400000,27.250000,36.700000,3.160000,0.000000,25.630000,15.860000,41.040000,25.630000,0.000000,9.660000,150.180000

45,11:00-11:15,27.02,193,27.01,0,93,0,27.02,233.58,28.33,0,40,46.72,11.34,5.01,82,92.08,121.680327,13.34,13.33,45,47,28.33,48.280000,0.000000,3.500000,16.650000,11.620000,111.060000,53.110000,11.820000,16.240000,70.400000,25.230000,36.700000,3.160000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

46,11:15-11:30,27.18,193,27.19,0,93,0,27.18,233.58,30.33,0,40,46.72,11.66,5.01,82,92.04,122.985889,13.34,13.33,45,47,30.33,48.280000,0.000000,3.500000,16.650000,11.620000,111.060000,53.110000,11.820000,16.240000,70.400000,25.230000,36.700000,3.160000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

47,11:30-11:45,27.35,193,27.35,0,93,0,27.35,233.58,31.33,0,40.5,46.72,11.66,5.01,82,92.12,124.437596,13.5,13.5,46,47,31.33,48.280000,0.000000,3.500000,16.650000,11.620000,111.060000,53.110000,11.820000,16.240000,70.400000,25.230000,36.700000,3.160000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

48,11:45-12:00,27.35,193,27.35,0,93,0,27.35,233.58,32.33,0,41,46.72,11.66,5.01,82,92.3,126.249794,13.66,13.67,46,47,32.33,48.280000,0.000000,3.500000,16.650000,11.620000,111.060000,53.110000,11.820000,16.240000,70.400000,24.730000,36.700000,3.160000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

49,12:00-12:15,28.02,193,28.01,0,93,0,28.02,233.58,28.67,0,41.5,46.72,11.66,5.61,82,92.4,127.915847,13.84,13.83,46,47,28.67,48.280000,0.000000,3.500000,16.650000,11.520000,111.060000,53.110000,12.160000,16.240000,70.400000,24.730000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

50,12:15-12:30,28.35,193,28.35,0,93,0,28.35,233.58,29,0,42.5,46.72,11.66,6.41,82,92.36,129.114236,14.16,14.17,46,47,29,48.280000,0.000000,3.500000,16.650000,11.520000,111.060000,53.110000,12.160000,16.240000,70.400000,24.730000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

51,12:30-12:45,28.35,193,28.35,0,94,0,28.35,229.17,29.33,0,43,45.83,11.66,7.21,82,92.31,128.617343,14.34,14.33,46,47,29.33,48.280000,0.000000,3.500000,16.650000,11.520000,111.060000,53.110000,12.160000,16.240000,70.400000,24.730000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

52,12:45-13:00,28.52,193,28.51,0,94,0,28.52,229.17,30,0,44.5,45.83,11.66,7.21,82,92.25,126.873346,14.84,14.83,46,47,30,48.280000,0.000000,3.500000,16.650000,11.520000,111.060000,53.110000,12.160000,16.240000,70.400000,25.230000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

53,13:00-13:15,28.52,193,28.51,0,94,0,28.52,229.17,30.33,0,40.5,45.83,11.66,11.01,82,92.15,125.314466,13.5,13.5,46,47,30.33,48.280000,0.000000,3.880000,16.650000,11.430000,111.060000,53.110000,12.160000,16.240000,70.400000,25.230000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

54,13:15-13:30,28.52,193,28.51,0,94,0,28.52,229.17,31,0,42.5,45.83,12.34,11.61,82,92.15,122.946917,14.16,14.17,46,47,31,48.280000,0.000000,3.880000,16.650000,11.430000,111.060000,53.110000,12.160000,16.240000,70.400000,25.230000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

55,13:30-13:45,28.68,193,28.69,0,94,0,28.68,229.17,41.67,0,54,45.83,12.34,18,82,88.36,119.283549,18,18,46,47,41.67,48.280000,0.000000,3.880000,16.650000,11.430000,111.060000,53.110000,12.160000,16.240000,70.400000,25.230000,36.700000,3.290000,0.000000,25.630000,16.240000,41.040000,25.630000,0.000000,9.660000,150.180000

56,13:45-14:00,29.02,193,29.01,0,94,0,29.02,229.17,42.67,0,55.5,45.83,12.34,19.6,82,88.41,115.210975,18.5,18.5,46,47,42.67,48.280000,0.000000,3.880000,16.410000,11.430000,111.060000,53.110000,12.160000,16.010000,70.400000,25.230000,36.700000,3.290000,0.000000,25.630000,16.010000,41.040000,25.630000,0.000000,9.660000,150.180000

57,14:00-14:15,29.02,189,29.01,0,94,0,29.02,229.17,43.33,0,57,45.83,17.34,21.61,81,88.27,110.894826,19,19,45.5,47,43.33,48.280000,0.000000,3.880000,16.140000,11.430000,111.060000,53.110000,12.160000,15.750000,70.400000,23.720000,33.800000,3.390000,0.000000,25.630000,15.750000,41.040000,25.630000,0.000000,9.660000,193.140000

58,14:15-14:30,29.02,186,29.01,0,93,0,29.02,229.17,45.33,0,58.5,45.83,18,23.01,79,87.93,106.335102,19.5,19.5,43.5,47,45.33,48.280000,0.000000,3.880000,15.610000,11.430000,111.060000,53.110000,12.160000,15.230000,70.400000,23.720000,33.800000,3.390000,0.000000,25.630000,15.230000,41.040000,25.630000,0.000000,9.660000,193.140000

59,14:30-14:45,29.02,182,29.01,0,90,0,29.02,217.71,45.67,0,60,43.54,18.66,24.21,78,76.79,100.93748,20,20,41,45,45.67,48.280000,0.000000,3.880000,14.710000,11.430000,111.060000,53.110000,12.160000,14.350000,70.400000,23.220000,33.800000,3.390000,0.000000,25.630000,14.350000,41.040000,25.630000,0.000000,9.660000,231.770000

60,14:45-15:00,29.02,175,29.01,0,87,0,29.02,211.13,46,0,61.5,42.22,19,25.21,75,75.19,95.042965,20.5,20.5,39.5,43,46,48.280000,0.000000,3.880000,13.920000,11.430000,111.060000,53.110000,12.160000,13.580000,70.400000,23.220000,33.800000,3.390000,0.000000,25.630000,13.580000,41.040000,25.630000,0.000000,9.660000,231.770000

61,15:00-15:15,29.02,165,29.01,0,79,0,29.02,191.83,55,0,63,38.36,19,25.01,70,71.98,88.515155,21,21,35,39,55,48.280000,0.000000,3.880000,13.400000,11.520000,111.060000,53.110000,12.160000,13.070000,70.400000,23.220000,33.800000,3.390000,0.000000,25.630000,13.070000,41.040000,25.630000,0.000000,9.660000,273.050000

62,15:15-15:30,29.35,158,29.35,0,72,0,29.35,179.98,56,0,64.5,36,19.66,25.41,67,67.76,80.779213,21.5,21.5,33,36,56,48.280000,0.000000,3.880000,9.020000,11.520000,111.060000,53.110000,12.160000,8.810000,70.400000,23.720000,33.800000,3.390000,0.000000,25.630000,8.810000,41.040000,25.630000,0.000000,9.660000,273.050000

63,15:30-15:45,29.68,144,29.69,0,66,0,29.68,168.16,56.67,0,68,33.63,19.66,27.61,61,63.21,72.244345,22.66,22.67,31.5,33,56.67,48.280000,0.000000,3.880000,8.420000,11.520000,111.060000,53.110000,12.160000,8.210000,70.400000,23.720000,33.800000,3.390000,0.000000,25.630000,8.210000,41.040000,25.630000,0.000000,9.660000,273.050000

64,15:45-16:00,30.02,130,30.01,0,59,0,30.02,156.34,58.33,0,73,31.27,20,27.61,55,58.42,63.52436,24.34,24.33,28.5,30,58.33,48.280000,0.000000,3.880000,8.230000,11.520000,145.740000,53.110000,12.160000,8.030000,85.170000,24.220000,33.800000,3.390000,0.000000,25.630000,8.030000,41.040000,25.630000,0.000000,9.660000,273.050000

65,16:00-16:15,30.02,116,30.01,0,53,0,30.02,126.78,60,0,77,25.36,20.34,27.41,49,48.07,54.638744,25.66,25.67,26,26,60,48.280000,0.000000,3.880000,8.050000,11.620000,145.740000,53.110000,12.160000,7.850000,85.170000,24.730000,33.800000,3.520000,0.000000,25.630000,7.850000,41.040000,25.630000,0.000000,9.660000,273.050000

66,16:15-16:30,30.02,102,30.01,0,45,0,30.02,112.86,61,0,80.5,22.57,20.66,27.01,43,43.35,45.850558,26.84,26.83,23,23,61,48.280000,0.000000,3.880000,7.700000,11.620000,145.740000,53.110000,12.160000,7.510000,85.170000,25.230000,33.800000,3.520000,0.000000,25.630000,7.510000,41.040000,25.630000,0.000000,9.660000,273.050000

67,16:30-16:45,30.02,88,30.01,0,39,0,30.02,87.97,66,0,83,17.59,25,26.41,37,38.39,38.026929,27.66,27.67,21,19,66,48.280000,0.000000,3.880000,7.340000,11.620000,194.030000,57.940000,16.110000,7.160000,85.170000,25.740000,33.800000,3.520000,0.000000,25.630000,7.160000,41.040000,25.630000,0.000000,9.660000,273.050000

