Block,Time,ANTA_LF,DADRT2,RAPPB,URI2,CHAMERA1,UNCHAHAR4,URI,CHAMERA2,BSIUL,KOLDAM,ANTA_GF,NAPP,UNCHAHAR3,ANTA_CRF,TANDA2,JHAJJAR,AURY_RF,SALAL,DADRI_GF,UNCHAHAR1,KOTESHWR,RAPPC,AURY_LF,AURY_GF,PARBATI3,DADRI_LF,RAMPUR,KISHANGANGA,NJPC,DULHASTI,TEHRI,DADRI_CRF,AURY_CRF,ANTA_RF,DHAULIGNGA,RIHAND2,UNCHAHAR2,SEWA2,SINGRAULI,SINGRAULI_HYDRO,RIHAND1,RIHAND3,CHAMERA3,TANAKPUR,DADRI_RF,KUDGI,BRBCL,FSTPP I & II,TALA,KHSTPP-I,SASAN,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0.000000,454.059229,0.000000,19.518179,0.000000,0.000000,21.357984,38.218139,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,83.176192,0.000000,10.768854,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,41.003944,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,12.886758,0.000000,9.67,14.836563,12.861027,25.594758,42.861063,403.726838,142.445469,0,0,0,0,0

9,02:00-02:15,0.000000,454.059229,0.000000,19.518179,0.000000,0.000000,21.357984,38.218139,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,83.176192,0.000000,10.768854,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,41.003944,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,12.886758,0.000000,9.67,15.006558,12.861027,25.594758,42.861063,403.726838,142.445469,0,0,0,0,0

10,02:15-02:30,0.000000,483.078229,0.000000,19.518179,0.000000,0.000000,21.357984,38.218139,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,83.176192,0.000000,10.768854,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,41.003944,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,12.886758,0.000000,9.67,15.636804,12.861027,25.594758,42.861063,403.726838,142.445469,0,0,0,0,0

11,02:30-02:45,0.000000,447.695661,0.000000,19.518179,0.000000,0.000000,22.425883,38.218139,6.307570,0.000000,0.000000,18.078837,13.940173,0.000000,0.000000,582.450699,0.000000,83.176192,0.000000,11.548214,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,41.003944,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,12.886758,0.000000,9.67,17.254439,12.861027,25.594758,43.151156,403.726838,142.445469,0,0,0,0,0

12,02:45-03:00,0.000000,415.367229,0.000000,19.518179,0.000000,0.000000,22.425883,38.218139,6.307570,0.000000,0.000000,18.078837,13.994430,0.000000,0.000000,582.450699,0.000000,83.176192,0.000000,11.551637,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,41.003944,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,12.886758,0.000000,9.67,17.535110,12.861027,25.594758,43.151156,403.726838,142.445469,0,0,0,0,0

13,03:00-03:15,0.000000,422.416618,0.000000,19.518179,0.000000,0.000000,22.425883,38.218139,6.307570,0.000000,0.000000,18.078837,13.994430,0.000000,0.000000,582.450699,0.000000,80.366186,0.000000,11.551637,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,41.003944,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,16.533697,12.861027,25.594758,43.151156,403.726838,142.445469,0,0,0,0,0

14,03:15-03:30,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,22.425883,38.218139,6.307570,0.000000,0.000000,18.078837,13.994430,0.000000,0.000000,582.450699,0.000000,80.366186,0.000000,11.551637,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,17.605731,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

15,03:30-03:45,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,22.425883,38.218139,6.307570,0.000000,0.000000,18.078837,13.994430,0.000000,0.000000,582.793414,0.000000,80.366186,0.000000,11.551637,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,17.599879,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

16,03:45-04:00,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,22.425883,38.218139,6.307570,0.000000,0.000000,18.078837,13.994430,0.000000,0.000000,582.793414,0.000000,80.366186,0.000000,11.551637,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,5.028703,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.056700,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

17,04:00-04:15,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,22.425883,30.945862,6.307570,0.000000,0.000000,18.078837,13.993980,0.000000,0.000000,582.793414,0.000000,80.366186,0.000000,11.551422,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,4.255056,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

18,04:15-04:30,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,45.919666,30.945862,6.307570,0.000000,0.000000,18.078837,13.993980,0.000000,0.000000,582.793414,0.000000,80.366186,0.000000,11.551422,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

19,04:30-04:45,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,45.919666,30.945862,6.307570,0.000000,0.000000,18.078837,13.864150,0.000000,0.000000,582.793414,0.000000,80.366186,0.000000,11.530612,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

20,04:45-05:00,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,21.357984,30.945862,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,80.366186,0.000000,11.378118,25.751461,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

21,05:00-05:15,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,80.366186,0.000000,11.145543,18.121398,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

22,05:15-05:30,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,80.366186,0.000000,11.145543,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

23,05:30-05:45,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,27.765379,30.945862,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,73.060169,0.000000,10.923066,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,43.876728,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

24,05:45-06:00,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,27.765379,30.945862,6.307570,0.000000,0.000000,18.078837,13.635544,0.000000,0.000000,582.450699,0.000000,73.060169,0.000000,10.811559,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

25,06:00-06:15,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,27.765379,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

26,06:15-06:30,0.000000,439.581843,0.000000,19.518179,0.000000,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

27,06:30-06:45,0.000000,439.581843,0.000000,19.518179,6.113336,0.000000,45.919666,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

28,06:45-07:00,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,45.919666,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

29,07:00-07:15,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,32.036976,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,9.67,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

30,07:15-07:30,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,14.51,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

31,07:30-07:45,0.000000,439.581843,0.000000,31.749572,13.589946,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,29.02,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

32,07:45:08:00,0.000000,439.581843,0.000000,31.749572,13.589946,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,73.060169,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,30.469950,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,38.69,19.346045,10.065821,25.594758,29.035638,403.726838,94.282828,0,0,0,0,0

33,08:00-08:15,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,77.556179,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,29.251152,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,43.53,19.346045,10.065821,25.594758,29.035638,405.029742,94.282828,0,0,0,0,0

34,08:15-08:30,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,29.901178,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.195783,0.000000,77.556179,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,29.251152,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,62.87,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

35,08:30-08:45,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,30.969077,30.945862,6.307570,0.000000,0.000000,18.078837,17.217553,0.000000,0.000000,625.577189,0.000000,77.556179,0.000000,13.745720,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,29.251152,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,87.06,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

36,08:45:09:00,0.000000,430.480614,0.000000,19.518179,13.589946,0.000000,30.969077,30.945862,6.307570,0.000000,0.000000,18.078837,11.696218,0.000000,0.000000,568.994976,0.000000,77.556179,0.000000,10.461889,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,29.251152,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,106.40,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

37,09:00:09:15,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,30.969077,30.945862,6.307570,0.000000,0.000000,18.078837,13.680074,0.000000,0.000000,591.499114,0.000000,77.556179,0.000000,11.087599,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,15.844374,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,77.38,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

38,09:15-09:30,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,30.969077,30.945862,6.307570,0.000000,0.000000,18.078837,13.680074,0.000000,0.000000,591.499114,0.000000,77.556179,0.000000,11.087599,17.167640,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,87.06,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

39,09:30-09:45,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,30.969077,30.945862,6.307570,0.000000,0.000000,18.078837,13.740766,0.000000,0.000000,591.156399,0.000000,77.556179,0.000000,11.211538,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,99.48,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

40,09:45-10:00,0.000000,439.581843,0.000000,19.518179,13.589946,0.000000,30.969077,30.945862,6.307570,0.000000,0.000000,18.078837,13.740766,0.000000,0.000000,581.826114,0.000000,77.556179,0.000000,11.211538,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,111.24,19.346045,10.065821,25.594758,29.035638,405.076221,94.282828,0,0,0,0,0

41,10:00-10:15,0.000000,430.480614,0.000000,19.518179,13.589946,0.000000,21.357984,30.945862,6.307570,0.000000,0.000000,18.078837,13.361979,0.000000,0.000000,472.042400,0.000000,77.556179,0.000000,10.059405,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,22.022616,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,111.24,19.346045,6.196621,24.172827,29.035638,405.076221,94.282828,0,0,0,0,0

42,10:15-10:30,0.000000,430.480614,0.000000,19.518179,13.589946,0.000000,21.357984,30.945862,6.307570,0.000000,0.000000,18.078837,13.361979,0.000000,0.000000,348.493696,0.000000,77.556179,0.000000,10.059405,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,120.91,19.346045,10.065821,24.172827,29.035638,405.076221,94.282828,0,0,0,0,0

43,10:30-10:45,0.000000,374.444903,0.000000,19.518179,13.589946,0.000000,21.357984,30.945862,6.307570,0.000000,0.000000,18.078837,13.361979,0.000000,0.000000,347.204389,0.000000,77.556179,0.000000,10.678333,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,120.91,19.346045,10.065821,24.172827,29.035638,405.076221,94.282828,0,0,0,0,0

44,10:45-11:00,0.000000,367.574000,0.000000,19.518179,13.589946,0.000000,21.357984,30.945862,6.307570,0.000000,0.000000,18.078837,13.361979,0.000000,0.000000,347.204389,0.000000,77.556179,0.000000,10.678333,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,120.91,18.896793,10.065821,24.172827,29.035638,405.076221,94.282828,0,0,0,0,0

45,11:00-11:15,0.000000,367.574000,0.000000,19.518179,13.589946,0.000000,45.919666,30.945862,6.307570,0.000000,0.000000,18.078837,13.361979,0.000000,0.000000,347.204389,0.000000,77.556179,0.000000,11.478828,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,130.59,18.289649,10.065821,24.172827,29.035638,405.076221,94.282828,0,0,0,0,0

46,11:15-11:30,0.000000,367.574000,0.000000,19.518179,13.589946,0.000000,45.919666,30.945862,6.307570,0.000000,0.000000,18.078837,13.361979,0.000000,0.000000,347.204389,0.000000,77.556179,0.000000,11.478828,8.583820,49.345649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.939346,47.819981,14.625576,0.000000,0.000000,0.000000,35.395151,114.262312,32.668043,0.000000,134.754563,1.017745,88.991600,119.621759,18.722749,11.771557,0.000000,130.59,18.113096,10.065821,24.172827,29.035638,405.076221,94.282828,0,0,0,0,0

