Block,Time,URI,URI2,RIHAND1,RIHAND2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,BSIUL,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
32,07:45:08:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,28.09872,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.55,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

33,08:00-08:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,25.28,29.001777,344.673159,9.915136,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.72,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

34,08:15-08:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,13.983,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.72,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

35,08:30-08:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,6.0207,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,13.983,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.87,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

36,08:45:09:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,5.8926,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,13.983,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.87,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

37,09:00:09:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,5.8926,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,13.983,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

38,09:15-09:30,52.992,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,5.8926,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,13.983,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

39,09:30-09:45,52.992,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,5.8926,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,13.983,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

40,09:45-10:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,5.8926,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,14.427279,344.673159,0,661.459879,2.551476,17.906896,0,13.2,10.55926,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

41,10:00-10:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,6.405,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,14.427279,344.673159,0,661.459879,2.551476,0,0,13.2,10.55926,0,0,0,6.41457,36.737993,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.8,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021627,0,0,0.002557,0,0.017578

42,10:15-10:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,6.405,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,14.427279,344.673159,0,661.459879,2.551476,0,0,13.2,10.55926,0,0,0,6.41457,36.737993,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021627,0,0,0.002557,0,0.017578

43,10:30-10:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,14.427279,344.673159,0,661.459879,2.551476,0,0,13.1076,10.55926,0,0,0,6.41457,36.737993,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

44,10:45-11:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,36.737993,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

45,11:00-11:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,35.571708,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

46,11:15-11:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,35.571708,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

47,11:30-11:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,35.571708,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

48,11:45-12:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,35.571708,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

49,12:00-12:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,34.405422,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

50,12:15-12:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,34.405422,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.582897,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

51,12:30-12:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,34.405422,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

52,12:45-13:00,52.992,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,34.405422,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

53,13:00-13:15,52.992,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,33.239137,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

54,13:15-13:30,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,33.239137,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

55,13:30-13:45,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,33.239137,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.986411,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

56,13:45-14:00,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,33.239137,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.986411,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

57,14:00-14:15,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,10.456856,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.128298,2.59712,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

58,14:15-14:30,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.08795,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.128298,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

59,14:30-14:45,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.270184,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

60,14:45-15:00,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.270184,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

61,15:00-15:15,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.41207,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

62,15:15-15:30,50.784,34.64741,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,0,0,344.673159,0,661.459879,2.551476,0,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.41207,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

63,15:30-15:45,50.784,35.068229,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,12.64,14.427279,344.673159,0,661.459879,2.551476,17.906896,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.553957,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

64,15:45-16:00,50.784,35.068229,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,27.887,14.427279,344.673159,0,661.459879,2.551476,35.813791,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.553957,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

