Block,Time,UNCHAHAR3,CHAMERA3,KOLDAM,UNCHAHAR2,SALAL,RAPPC,TEHRI,NJPC,RIHAND1,BSIUL,KISHANGANGA,RIHAND2,ANTA_RF,RIHAND3,SINGRAULI_HYDRO,ANTA_CRF,UNCHAHAR1,UNCHAHAR4,SEWA2,DADRT2,TANAKPUR,RAPPB,AURY_RF,DADRI_LF,PARBATI3,URI2,AURY_CRF,SINGRAULI,DADRI_CRF,DADRI_GF,URI,DULHASTI,NAPP,ANTA_GF,JHAJJAR,TANDA2,CHAMERA2,CHAMERA1,RAMPUR,DADRI_RF,KOTESHWR,ANTA_LF,AURY_LF,AURY_GF,DHAULIGNGA,KHSTPP-I,BRBCL,KUDGI,KHSTPP-II,FSTPP I & II,SASAN,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,13.218010,0.000000,0.000000,33.541457,0.000000,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,221.858000,11.985830,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,316.388800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,25.08,114.526186,14.224667,399.344400,28.359240,0,0,0,0,0

7,01:30-01:45,13.218010,0.000000,0.000000,33.541457,0.000000,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,221.858000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,316.388800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,23.15,114.526186,14.224667,399.344400,28.359240,0,0,0,0,0

8,01:45-02:00,13.218010,0.000000,0.000000,33.541457,0.000000,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,316.388800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,22.19,114.526186,14.224667,399.344400,28.359240,0,0,0,0,0

9,02:00-02:15,12.236490,0.000000,0.000000,33.541457,11.208652,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.717936,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,316.388800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.362565,33.76,114.526186,14.224667,401.394175,28.359240,0,0,0,0,0

10,02:15-02:30,12.236490,0.000000,0.000000,33.541457,33.625956,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,268.158800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,13.935539,33.76,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

11,02:30-02:45,11.560483,0.000000,0.000000,33.541457,44.834608,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,205.459800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,31.83,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

12,02:45-03:00,11.560483,0.000000,0.000000,33.541457,65.010182,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,157.229800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,30.87,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

13,03:00-03:15,12.236490,0.000000,0.000000,27.978512,76.555093,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.985830,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,29.90,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

14,03:15-03:30,12.236490,0.000000,0.000000,27.978512,81.935246,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.985830,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,29.90,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

15,03:30-03:45,12.236490,0.000000,0.000000,27.978512,81.935246,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.985830,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,29.90,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

16,03:45-04:00,12.236490,0.000000,0.000000,27.978512,81.935246,48.963096,10.999334,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.985830,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,28.94,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

17,04:00-04:15,9.646000,0.000000,0.000000,27.978512,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,27.01,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

18,04:15-04:30,9.646000,0.000000,0.000000,27.978512,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,25.059247,15.371383,27.97,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

19,04:30-04:45,9.646000,0.000000,0.000000,15.433600,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.985830,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,19.083936,15.371383,27.01,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

20,04:45-05:00,9.646000,0.000000,0.000000,15.433600,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.985830,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,35.296354,19.083936,15.371383,27.01,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

21,05:00-05:15,9.646000,0.000000,0.000000,27.654305,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,15.371383,27.01,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

22,05:15-05:30,9.646000,0.000000,0.000000,27.978512,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,15.371383,25.08,114.526186,14.224667,401.514750,28.359240,0,0,0,0,0

23,05:30-05:45,9.646000,0.000000,0.000000,27.978512,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,171.698800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,17.046733,24.12,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

24,05:45-06:00,13.664526,0.000000,0.000000,33.541457,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,219.928800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.254661,26.04,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

25,06:00-06:15,13.218010,0.000000,0.000000,33.541457,81.935246,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,221.858000,11.368004,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,268.158800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.292031,27.01,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

26,06:15-06:30,13.218010,0.000000,0.000000,33.541457,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,221.858000,11.368004,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,268.158800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.292031,29.90,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

27,06:30-06:45,13.218010,0.000000,0.000000,33.541457,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,221.858000,11.368004,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,268.158800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.292031,35.69,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

28,06:45-07:00,13.218010,0.000000,0.000000,33.541457,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,221.858000,11.368004,0.000000,0.000000,0.000000,0.000000,31.271676,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,268.158800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.292031,41.48,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

29,07:00-07:15,13.218010,0.000000,0.000000,33.541457,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,183.274000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,219.928800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.292031,47.27,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

30,07:15-07:30,13.218010,0.000000,0.000000,33.541457,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,183.274000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,171.698800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.059247,19.292031,57.88,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

31,07:30-07:45,13.218010,0.000000,0.000000,20.996545,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.543174,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,129.256400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,19.083936,19.292031,64.63,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

32,07:45:08:00,9.646000,0.000000,0.000000,15.433600,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,19.083936,19.292031,74.27,114.526186,14.224667,401.514750,25.523316,0,0,0,0,0

33,08:00-08:15,9.646000,0.000000,0.000000,15.433600,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,17.362800,19.292031,80.06,114.526186,9.966440,401.514750,25.523316,0,0,0,0,0

34,08:15-08:30,9.646000,0.000000,0.000000,15.433600,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,17.362800,19.292031,87.78,114.526186,9.966440,401.514750,25.523316,0,0,0,0,0

35,08:30-08:45,9.646000,0.000000,0.000000,15.433600,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,17.362800,19.292031,93.51,114.526186,9.966440,401.514750,25.523316,0,0,0,0,0

36,08:45:09:00,9.646000,0.000000,0.000000,15.433600,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,114.787400,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,17.362800,19.292031,87.78,114.526186,9.966440,401.514750,25.523316,0,0,0,0,0

37,09:00:09:15,9.646000,0.000000,0.000000,18.911904,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,10.482133,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,115.128103,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,17.362800,19.292031,87.78,114.526186,12.417463,401.514750,25.806908,0,0,0,0,0

38,09:15-09:30,9.646000,0.000000,0.000000,20.256600,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,115.128103,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,19.215605,19.292031,87.78,114.526186,13.824840,401.514750,25.806908,0,0,0,0,0

39,09:30-09:45,9.646000,0.000000,0.000000,32.801512,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,115.128103,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,13.824840,401.514750,23.821762,0,0,0,0,0

40,09:45-10:00,9.646000,0.000000,0.000000,32.801512,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,115.128103,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,13.824840,401.514750,23.821762,0,0,0,0,0

41,10:00-10:15,9.646000,0.000000,0.000000,27.804884,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,166.875800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,9.966440,401.514750,23.821762,0,0,0,0,0

42,10:15-10:30,9.646000,0.000000,0.000000,27.804884,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,205.459800,0.000000,0.000000,41.149836,0.000000,0.000000,5.706574,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,9.966440,401.514750,23.821762,0,0,0,0,0

43,10:30-10:45,9.646000,0.000000,0.000000,27.804884,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,234.397800,0.000000,0.000000,41.149836,0.000000,0.000000,7.608765,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,9.966440,401.514750,23.821762,0,0,0,0,0

44,10:45-11:00,9.646000,0.000000,0.000000,27.804884,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,253.689800,0.000000,0.000000,41.149836,0.000000,0.000000,7.608765,0.000000,0.000000,0.000000,0.000000,25.551579,13.961129,87.78,114.526186,9.966440,401.514750,23.821762,0,0,0,0,0

45,11:00-11:15,9.646000,0.000000,0.000000,27.804884,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,50.051165,0.000000,38.117134,0.000000,234.397800,0.000000,0.000000,41.149836,0.000000,0.000000,7.608765,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,9.966440,401.514750,23.821762,0,0,0,0,0

46,11:15-11:30,9.646000,0.000000,0.000000,27.804884,79.581429,48.963096,0.000000,0.000000,88.743200,0.000000,0.000000,113.943375,0.000000,119.287862,0.867282,0.000000,7.716800,0.000000,15.244585,173.628000,11.368004,0.000000,0.000000,0.000000,0.000000,30.768215,0.000000,100.288256,0.000000,0.000000,45.791491,0.000000,38.117134,0.000000,253.689800,0.000000,0.000000,41.149836,0.000000,0.000000,7.608765,0.000000,0.000000,0.000000,0.000000,25.551579,19.292031,87.78,114.526186,9.966440,401.514750,23.821762,0,0,0,0,0

