Block,Time,DADRT2,DULHASTI,KOLDAM,NLCEXP,PARBATI3,RIHAND1,RSTPSU1TO6,SASAN,SEWA2,SIMHST1,TANAKPUR,DADRI_GF,KHSTPP-II,NLCTS2EXP,RAPPC,SINGRAULI_HYDRO,TALST2,VALLURNTECL,AURY_GF,BRBCL,DHAULIGNGA,KGSU3AND4,NAPP,NLCIIST2,RAMPUR,RAPPB,RIHAND2,RIHAND3,SINGRAULI,TALA,UNCHAHAR4,NJPC,UNCHAHAR1,URI2,KHSTPP-I,KKNPPU2,MAPS,SIMHST2,TEHRI,TelanganaSTPP,URI,ANTA_RF,AURY_CRF,AURY_LF,AURY_RF,DADRI_LF,CHAMERA1,JHAJJAR,KUDGI,NNTPP,UNCHAHAR3,BSIUL,CHAMERA2,FSTPP I & II,KISHANGANGA,KKNP,NLCIIST1,NTPL,RSTPSU7,SALAL,TANDA2,ANTA_CRF,ANTA_LF,DADRI_CRF,DADRI_RF,CHAMERA3,KGSU1AND2,KOTESHWR,UNCHAHAR2,ANTA_GF
9,02:00-02:15,683.14,0,0,0,0,92,0,331.88,0,0,8.33,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

10,02:15-02:30,683.14,0,0,0,0,92,0,331.88,0,0,8.33,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

11,02:30-02:45,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

12,02:45-03:00,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

13,03:00-03:15,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

14,03:15-03:30,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

15,03:30-03:45,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

16,03:45-04:00,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.33,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

17,04:00-04:15,683.14,0,0,0,0,92,0,331.88,0,0,8.33,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

18,04:15-04:30,683.14,0,0,0,0,92,0,331.88,0,0,8.33,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

19,04:30-04:45,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

20,04:45-05:00,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

21,05:00-05:15,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

22,05:15-05:30,683.14,0,0,0,0,92,0,331.88,0,0,2.56,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,12.78,0,0,0,0,67.95,0,0,8.87,42.4,0

23,05:30-05:45,683.14,0,0,0,0,92,0,331.88,0,0,3.2,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,18.94,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,55.77,0,0,0,0,67.95,0,0,8.87,42.4,0

24,05:45-06:00,683.14,16.48,0,0,0,92,0,331.88,0,0,3.2,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,37.88,20.56,4.44,45.22,0,0,0,0,0,1.54,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,3.33,11.7,0,0,0,0,0,55.77,0,0,0,0,67.95,0,0,8.87,42.4,0

25,06:00-06:15,683.14,16.48,0,0,3.82,92,0,354.38,0,0,6.27,0,98.87,0,54.06,0,0,0,0,20,9.13,0,41.76,0,0,0,118.76,124.32,139.68,0,0,56.82,20.56,4.44,45.22,0,0,0,15.12,0,1.54,30.35,0,0,70.59,23.56,0,654.31,0,0,26.39,1.1,13.17,11.7,0,0,0,0,0,55.77,0,0,0,0,67.95,9.68,0,8.87,42.4,0

26,06:15-06:30,683.14,32.96,0,0,16.55,92,0,365.62,0,0,6.27,0,98.87,0,54.06,0,0,0,0,20,9.13,0,41.76,0,0,0,118.76,124.32,139.68,0,0,94.7,20.56,4.44,45.22,0,0,0,31.13,0,1.54,30.35,0,0,70.59,23.56,0,654.31,0,0,26.39,2.2,26.34,11.7,0,0,0,0,0,55.77,0,0,0,0,67.95,9.68,0,17.75,42.4,0

27,06:30-06:45,683.14,49.43,0,0,16.55,92,0,371.25,10.54,0,0.51,0,98.87,0,54.06,0,0,0,0,20,16.51,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,1.54,30.35,0,0,70.59,23.56,12.01,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,12.78,0,0,0,0,67.95,29.06,0,29.88,42.4,0

28,06:45-07:00,683.14,49.43,0,0,16.55,92,0,376.88,10.54,0,0.51,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,1.54,30.35,0,0,70.59,23.56,28.05,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

29,07:00-07:15,683.14,49.43,0,0,16.55,92,0,382.5,10.54,0,0.51,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,4.41,30.35,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

30,07:15-07:30,683.14,49.43,0,0,16.55,92,0,388.12,10.54,0,0.51,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,26.49,30.35,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

31,07:30-07:45,683.14,49.43,0,0,16.55,92,0,393.75,10.54,0,6.27,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,26.49,30.35,0,0,70.59,23.56,28.05,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

32,07:45-08:00,683.14,49.43,0,0,3.56,92,0,399.38,10.54,0,1.15,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,26.49,30.35,0,0,70.59,23.56,14.05,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

33,08:00-08:15,683.14,32.96,0,0,0,92,0,405,0,0,1.15,0,98.87,0,54.06,0,0,0,0,20,16.12,0,41.76,0,0,0,118.76,124.32,139.68,0,0,94.7,20.56,4.44,45.22,0,0,0,46.69,0,3.53,30.03,0,0,70.59,23.56,14.05,654.31,0,0,26.39,6.52,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,1.53,0,19.72,42.4,0

34,08:15-08:30,683.14,16.48,0,0,0,92,0,405,0,0,1.15,0,98.87,0,54.06,0,0,0,0,20,8.06,0,41.76,0,0,0,118.76,124.32,139.68,0,0,61.56,20.56,4.44,45.22,0,0,0,31.13,0,1.66,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,1.1,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

35,08:30-08:45,683.14,16.48,0,0,0,92,0,405,0,0,6.27,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,39.78,20.56,4.44,45.22,0,0,0,15.56,0,1.66,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,0,13.17,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

36,08:45-09:00,683.14,16.48,0,0,0,92,0,405,0,0,1.15,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,23.39,20.56,4.44,45.22,0,0,0,15.56,0,1.66,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,0,13.17,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

37,09:00-09:15,683.14,16.48,0,0,0,92,0,405,0,0,0.77,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,18.94,20.56,4.44,45.22,0,0,0,0,0,3.31,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

38,09:15-09:30,683.14,16.48,0,0,0,92,0,405,0,0,0.77,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,3.31,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

39,09:30-09:45,683.14,16.48,0,0,0,92,0,405,0,0,0.77,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,4.41,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

40,09:45-10:00,683.14,16.48,0,0,0,92,0,405,0,0,0.77,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,26.49,30.03,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

41,10:00-10:15,683.14,16.48,0,0,0,65,0,405,0,0,2.82,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,26.49,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

42,10:15-10:30,683.14,16.48,0,0,0,65,0,405,0,0,2.82,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,26.49,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

43,10:30-10:45,683.14,16.48,0,0,0,65,0,405,0,0,3.2,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,3.53,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

44,10:45-11:00,683.14,16.48,0,0,0,65,0,405,0,0,3.2,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

45,11:00-11:15,683.14,16.48,0,0,0,65,0,405,0,0,3.2,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

46,11:15-11:30,683.14,16.48,0,0,0,65,0,405,0,0,3.2,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

47,11:30-11:45,683.14,16.48,0,0,0,78.8,0,405,0,0,3.85,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

48,11:45-12:00,683.14,16.48,0,0,0,92,0,405,0,0,3.85,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

49,12:00-12:15,683.14,0,0,0,0,92,0,405,0,0,3.85,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,10.76,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

50,12:15-12:30,683.14,0,0,0,0,92,0,405,0,0,3.85,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,18.83,45.22,0,0,0,0,0,1.11,29.09,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

51,12:30-12:45,683.14,0,0,0,0,92,0,405,0,0,8.33,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,18.83,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

52,12:45-13:00,683.14,0,0,0,0,92,0,405,0,0,8.33,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,18.83,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

53,13:00-13:15,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,18.83,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

54,13:15-13:30,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,10.76,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

55,13:30-13:45,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

56,13:45-14:00,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

57,14:00-14:15,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.66,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

58,14:15-14:30,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.66,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,9.29,0,0,0,0,67.95,0,0,8.87,42.4,0

59,14:30-14:45,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

60,14:45-15:00,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,28.88,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

61,15:00-15:15,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,0,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

62,15:15-15:30,683.14,0,0,0,0,92,0,405,0,0,4.61,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,15.56,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

63,15:30-15:45,683.14,0,0,0,0,92,0,405,0,0,5.76,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,15.56,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,9.29,0,0,0,0,67.95,0,0,8.87,42.4,0

64,15:45-16:00,683.14,0,0,0,0,92,0,405,0,0,5.76,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,31.13,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

