Block,Time,ANTA_LF,CHAMERA3,KOTESHWR,JHAJJAR,SEWA2,AURY_CRF,SALAL,URI2,CHAMERA1,DADRI_GF,UNCHAHAR1,KISHANGANGA,KOLDAM,UNCHAHAR4,RAPPC,RAPPB,SINGRAULI_HYDRO,RIHAND3,ANTA_GF,DADRI_LF,NAPP,CHAMERA2,AURY_GF,TANAKPUR,ANTA_RF,UNCHAHAR3,DADRI_RF,DADRT2,DULHASTI,BSIUL,SINGRAULI,TANDA2,RAMPUR,NJPC,UNCHAHAR2,PARBATI3,DADRI_CRF,SASAN,FSTPP I & II,KHSTPP-II,TALA,BRBCL,KHSTPP-I,RIHAND2,TEHRI,AURY_RF,ANTA_CRF,RIHAND1,URI,AURY_LF,DHAULIGNGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,77.484019,36.617398,40.731905,0.000000,21.483072,0.732764,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,8.046730,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,12.077700,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

7,01:30-01:45,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,77.484019,36.617398,40.731905,0.000000,21.483072,5.373603,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,12.514200,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

8,01:45-02:00,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,77.484019,36.617398,40.731905,0.000000,21.483072,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,13.265900,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

9,02:00-02:15,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,77.484019,36.617398,40.731905,0.000000,21.483072,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,13.368600,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

10,02:15-02:30,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,77.484019,36.617398,40.731905,0.000000,21.483072,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,12.339300,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

11,02:30-02:45,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.483072,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,9.463800,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

12,02:45-03:00,0.000000,33.660923,27.294924,457.049313,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.483072,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.130471,0.000000,662.192691,57.187109,12.603402,139.730761,5.178057,6.518867,173.915716,42.141442,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,10.020600,42.821184,117.398272,40.966138,0.000000,0.000000,91.282223,32.007168,0.000000,31.481990,0,0,0,0,0

13,03:00-03:15,0.000000,33.660923,27.294924,456.278609,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.104204,0.000000,661.348109,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,9.005800,42.821184,117.186534,40.966138,0.000000,0.000000,91.161768,32.007168,0.000000,31.481990,0,0,0,0,0

14,03:15-03:30,0.000000,33.660923,18.939336,465.329911,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.104204,0.000000,661.348109,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,12.226400,42.821184,117.186534,30.724603,0.000000,0.000000,91.161768,32.007168,0.000000,31.481990,0,0,0,0,0

15,03:30-03:45,0.000000,33.660923,18.939336,465.329911,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.104204,0.000000,664.716303,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,20.483069,0.000000,0.000000,91.161768,32.007168,0.000000,31.481990,0,0,0,0,0

16,03:45-04:00,0.000000,33.660923,18.939336,465.329911,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.837548,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,26.104204,0.000000,664.716303,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,10.241534,0.000000,0.000000,91.161768,32.007168,0.000000,31.481990,0,0,0,0,0

17,04:00-04:15,0.000000,33.660923,18.939336,465.329911,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,664.716303,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

18,04:15-04:30,0.000000,33.660923,18.939336,417.484607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,664.716303,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

19,04:30-04:45,0.000000,33.660923,9.469669,388.492607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,664.716303,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

20,04:45-05:00,0.000000,33.660923,9.469669,359.500607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,8.060405,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,664.716303,57.187109,12.603402,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

21,05:00-05:15,0.000000,33.660923,9.469669,330.508607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,7.327641,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,661.348109,57.187109,6.301701,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

22,05:15-05:30,0.000000,33.660923,9.469669,300.377318,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,7.327641,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,661.348109,57.187109,6.301701,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

23,05:30-05:45,0.000000,33.660923,9.469669,277.557608,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,7.327641,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,661.348109,57.187109,6.301701,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

24,05:45-06:00,0.000000,33.660923,9.469669,233.868607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.458236,7.327641,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,661.348109,57.187109,6.301701,139.456159,5.178057,6.518867,173.915716,42.108271,0.000000,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

25,06:00-06:15,0.000000,33.660923,9.469669,214.540607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.837548,7.327641,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.104204,0.000000,660.641380,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,42.108271,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

26,06:15-06:30,0.000000,33.660923,9.469669,214.540607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.837548,7.327641,9.891175,1.439936,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.670514,0.000000,660.641380,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,42.108271,11.795855,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

27,06:30-06:45,0.000000,33.660923,9.469669,214.540607,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,18.932356,7.327641,9.891175,2.852330,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,23.060237,0.000000,660.641380,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,43.327674,56.814736,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

28,06:45-07:00,0.000000,33.660923,9.469669,204.307784,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,21.837548,7.327641,9.891175,2.852330,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.670514,0.000000,629.455749,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,43.327674,56.814736,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

29,07:00-07:15,0.000000,33.660923,9.469669,174.966720,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,18.932356,7.327641,9.891175,2.852330,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,23.060237,0.000000,581.135749,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,37.475252,56.814736,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

30,07:15-07:30,0.000000,33.660923,9.469669,174.966720,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,18.932356,7.327641,9.891175,2.852330,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,23.060237,0.000000,461.117760,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,37.475252,56.814736,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

31,07:30-07:45,0.000000,33.660923,9.469669,174.966720,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,18.932356,7.327641,9.891175,2.852330,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,3.713875,0.000000,23.060237,0.000000,412.797760,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,37.475252,56.814736,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

32,07:45:08:00,0.000000,33.660923,9.469669,174.966720,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,18.932356,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,3.713875,0.000000,23.060237,0.000000,366.410560,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,37.475252,56.814736,0.000000,330.508800,14.767365,123.536458,0.000000,14.497305,36.912324,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

33,08:00-08:15,0.000000,33.660923,9.469669,174.966720,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,12.157312,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,3.094896,0.000000,15.240128,0.000000,293.930560,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,24.343616,5.897928,0.000000,330.508800,14.767365,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

34,08:15-08:30,0.000000,33.660923,9.469669,174.966720,12.259727,0.000000,72.992192,36.617398,40.731905,0.000000,12.157312,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,3.094896,0.000000,15.240128,0.000000,293.930560,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,24.343616,4.128549,0.000000,330.508800,14.767365,143.317120,0.000000,14.497305,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

35,08:30-08:45,0.000000,33.660923,9.469669,174.966720,5.210384,0.000000,72.992192,36.617398,40.731905,0.000000,12.157312,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,3.713875,0.000000,15.240128,0.000000,293.930560,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,24.343616,4.128549,0.000000,330.508800,14.767365,143.317120,0.000000,19.328000,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,32.007168,0.000000,20.987994,0,0,0,0,0

36,08:45:09:00,0.000000,33.660923,9.469669,174.966720,0.000000,0.000000,72.992192,36.617398,40.731905,0.000000,12.157312,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,122.870802,0.000000,0.000000,45.812429,46.870234,0.000000,3.713875,0.000000,15.240128,0.000000,293.930560,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,24.343616,4.128549,0.000000,330.508800,14.767365,143.317120,0.000000,19.328000,42.821184,117.186534,0.000000,0.000000,0.000000,91.161768,37.341696,0.000000,20.987994,0,0,0,0,0

37,09:00:09:15,0.000000,33.660923,9.469669,175.866825,0.000000,0.000000,72.992192,36.617398,40.731905,0.000000,14.646082,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,17.895409,0.000000,294.793169,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,29.025824,4.128549,0.000000,330.508800,14.767365,143.317120,0.000000,19.328000,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,37.341696,0.000000,20.987994,0,0,0,0,0

38,09:15-09:30,0.000000,33.660923,9.469669,175.866825,0.000000,0.000000,72.992192,36.617398,40.731905,0.000000,14.646082,7.327641,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,6.189792,0.000000,17.895409,0.000000,294.793169,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,29.025824,4.128549,0.000000,330.508800,14.767365,143.317120,0.000000,19.328000,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,37.341696,0.000000,20.987994,0,0,0,0,0

39,09:30-09:45,0.000000,33.660923,9.469669,176.717257,0.000000,0.000000,72.992192,36.617398,40.731905,0.000000,14.636418,6.594877,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,18.030705,0.000000,294.938129,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,34.878246,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,32.007168,0.000000,20.987994,0,0,0,0,0

40,09:45-10:00,0.000000,33.660923,9.469669,176.717257,0.000000,0.000000,72.992192,36.617398,40.731905,0.000000,17.551274,6.594877,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,21.505686,0.000000,294.938129,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,34.878246,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,32.007168,0.000000,20.987994,0,0,0,0,0

41,10:00-10:15,0.000000,33.660923,0.000000,175.576905,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,17.551274,4.396585,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,11.760605,0.000000,21.505686,0.000000,366.636118,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,34.878246,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,37.341696,0.000000,20.987994,0,0,0,0,0

42,10:15-10:30,0.000000,33.660923,0.000000,175.576905,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,17.551274,2.198292,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,11.760605,0.000000,21.505686,0.000000,366.636118,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,34.878246,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,37.341696,0.000000,20.987994,0,0,0,0,0

43,10:30-10:45,0.000000,33.660923,0.000000,201.593503,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,20.059162,0.000000,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.710311,0.000000,416.953280,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,43.397762,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,37.341696,0.000000,20.987994,0,0,0,0,0

44,10:45-11:00,0.000000,33.660923,0.000000,266.814980,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,21.841025,0.000000,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.710311,0.000000,465.273280,57.187109,12.603402,101.401881,5.178057,6.518867,173.915716,43.397762,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,32.007168,0.000000,20.987994,0,0,0,0,0

45,11:00-11:15,0.000000,33.660923,0.000000,281.417033,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,21.869632,0.000000,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.710311,0.000000,436.281280,57.187109,6.301701,101.401881,5.178057,6.518867,173.915716,43.397762,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,32.007168,0.000000,20.987994,0,0,0,0,0

46,11:15-11:30,0.000000,33.660923,0.000000,291.486921,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,21.869632,0.000000,9.891175,0.000000,65.706388,0.000000,1.151137,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.710311,0.000000,453.676480,57.187109,6.301701,101.401881,5.178057,6.518867,173.915716,43.397762,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,32.007168,0.000000,20.987994,0,0,0,0,0

47,11:30-11:45,0.000000,33.660923,0.000000,340.958097,0.000000,0.000000,69.623322,36.617398,40.731905,0.000000,21.869632,0.000000,9.891175,0.000000,65.706388,0.000000,1.046488,123.100032,0.000000,0.000000,45.812429,46.870234,0.000000,4.951834,0.000000,26.710311,0.000000,454.437732,57.187109,6.301701,101.401881,5.178057,6.518867,173.915716,43.397762,4.128549,0.000000,330.508800,17.088851,143.317120,0.000000,14.497305,42.821184,117.398272,0.000000,0.000000,0.000000,91.282223,37.341696,0.000000,20.987994,0,0,0,0,0

