Block,Time Block,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KOLDAM,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,NTPL,NLCTS2EXP,PARBATI3,RAPPB,RAMPUR,RAPPC,RSTPSU1TO6,RIHAND3,RIHAND2,RIHAND1,SIMHST1,RSTPSU7,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TANAKPUR,TALST2,TALA,TEHRI,TANDA2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,UNCHAHAR2,URI,VALLURNTECL,URI2,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_GF,ANTA_GF,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,DADRI_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,19.38,6.32,0,27.46,20.71,39.14,541.74,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,100.73,104.21,38.88,0,0,77.12,16.83,316.1,0,0,88.11,8.07,0,11.97,0,1.49,0,15.05,19.07,0,30.25,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,19.38,6.32,0,27.46,20.71,39.14,570.81,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.53,0,1.49,0,15.05,19.07,0,30.25,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,19.38,6.32,12.93,27.46,20.71,39.14,585.93,15.07,52.12,111.52,0,0,32.64,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.51,0,1.49,0,15.05,19.07,0,30.25,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,19.38,6.32,12.93,27.46,20.71,39.14,585.93,15.07,52.12,111.52,0,0,32.64,95.8,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.65,0,1.49,0,15.22,19.42,0,30.3,34.23,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,19.38,6.32,13.61,27.46,20.71,39.14,585.93,17.12,52.12,111.52,0,0,32.64,95.8,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.71,0,1.49,0,15.22,19.42,0,30.3,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,19.38,6.32,13.61,27.46,20.71,39.14,585.93,17.21,52.12,111.52,0,0,32.64,95.8,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.63,0,1.49,0,15.22,19.42,0,30.3,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.38,6.32,13.61,27.46,20.71,39.14,585.93,17.21,52.12,111.52,0,0,32.64,95.8,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.57,0,1.49,0,15.22,19.42,0,30.3,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.38,6.32,13.61,27.46,20.71,39.14,585.93,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.48,0,1.49,0,15.22,19.42,0,30.3,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.38,6.32,27.23,27.46,20.71,39.14,585.93,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,11.48,0,1.49,0,15.22,19.42,0,30.3,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.38,6.32,27.23,27.46,20.71,39.14,585.93,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,9.44,0,1.49,0,15.22,19.42,0,30.3,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.38,6.32,27.23,27.46,20.71,39.14,586.9,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,9.44,0,1.49,0,15.22,19.42,0,29.81,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.38,6.32,27.23,27.46,20.71,39.14,586.9,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,9.37,16.47,1.49,0,15.22,19.42,0,29.81,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,19.38,6.32,27.23,27.46,20.71,39.14,586.9,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,8.87,16.47,1.49,0,15.22,19.42,0,29.81,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.38,6.32,27.23,27.46,20.71,39.14,586.9,17.21,52.12,111.52,0,0,32.64,95.8,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,8.55,16.47,1.49,0,15.22,19.42,0,29.81,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.38,1.07,27.23,26.01,20.71,39.14,586.9,17.21,52.12,111.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,3.4,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,9.09,16.47,1.49,0,15.22,19.42,0,29.81,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.38,1.07,27.23,26.01,20.71,39.14,586.9,19.11,52.12,111.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,6.81,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,8.91,16.47,1.49,0,15.22,19.42,0,29.81,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.38,6.32,40.84,26.01,20.71,39.14,655.87,20,52.12,135.47,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,10.89,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,8.63,16.47,1.49,0,17.37,22.04,0,35.4,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.38,6.32,40.84,26.01,20.71,39.14,657.65,20,52.12,135.47,0,0,32.64,95.8,4.7,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,8.34,49.42,1.49,0,17.37,22.04,0,35.4,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.38,19.58,40.84,44.23,32.69,40.13,604.53,17.86,52.83,135.47,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,52.43,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,8.29,68.67,1.49,0,17.37,22.04,0,35.4,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.38,19.58,40.84,44.23,32.69,40.13,595.47,15.07,52.83,190.95,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,52.43,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,8.21,68.67,1.49,0,17.37,22.04,0,35.4,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.38,19.58,40.84,44.23,32.69,40.13,644.4,16.99,52.83,293.76,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,52.43,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,8.41,68.67,1.49,0,17.37,22.04,0,34.55,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.38,19.58,40.84,44.23,32.69,40.13,654.57,20,52.83,375.01,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,52.43,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,8.37,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.38,19.58,40.84,44.23,32.69,40.13,658.75,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,52.43,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,8.53,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.38,19.58,40.84,44.23,32.69,40.13,658.75,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,20.42,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,8.87,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.38,19.58,40.84,44.23,32.69,40.13,658.75,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,17.01,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,8.91,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.38,19.58,40.84,44.23,32.69,40.13,658.75,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,17.01,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,8.94,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.38,6.32,40.84,42.84,31.08,39.14,658.75,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,9.06,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.38,6.32,40.84,42.84,31.08,39.14,658.75,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,9.23,68.67,1.49,0,19.55,24.98,0,39.84,42.79,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.38,6.32,40.84,42.84,31.08,39.14,658.75,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,9.32,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.38,6.32,40.84,42.84,31.08,39.14,658.75,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,9.46,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.38,6.32,40.84,42.84,31.08,39.14,658.75,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,9.66,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.38,6.32,40.84,42.84,31.08,39.14,658.75,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,28.08,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,9.89,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.38,19.58,40.84,44.23,32.69,40.13,658.75,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,17.01,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,12.54,0,10.09,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.38,19.58,40.84,44.23,32.69,40.13,658.75,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,17.01,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,10.05,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.38,19.58,40.84,44.23,32.69,40.13,660.38,20,52.83,391.85,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,17.01,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,10.16,68.67,1.49,0,19.55,24.98,0,39.84,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.38,19.58,40.84,44.23,32.69,40.13,658.79,20,52.83,384.78,0,0,32.64,95.8,5.18,0,0,4.19,37.44,0,0,43.23,163.41,0,0,0,0,0,0,17.01,0,3.51,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,10.16,68.67,1.49,0,19.64,25.01,0,39.85,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.38,6.32,40.84,14.28,10.36,39.14,658.79,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,18.72,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,10.03,49.42,1.49,0,19.64,25.01,0,39.85,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,19.38,6.32,40.84,0,0,39.14,658.79,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,9.91,49.42,1.49,0,19.64,25.01,0,39.85,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,19.38,6.32,40.84,0,0,39.14,658.79,20,52.12,384.78,0,0,32.64,95.8,5.18,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,10.05,49.42,1.49,0,19.64,25.01,0,39.85,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,18.9,6.32,40.84,0,0,39.14,661.87,20,52.12,391.85,0,0,32.64,95.8,5.18,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,123.63,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,11.17,0,10.25,49.42,1.49,0,19.64,25.01,0,39.85,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

