Time,Block,NR/2023/17901/A/1193,WR/2023/18560/A,NR/2023/17064/A,WR/2023/20256/A/1230,WR/2023/20254/A/1232,NR/2023/18060/C,WR/2023/18560/A/II,NR/2023/18065/C,NR/2023/16187/A,NR/2023/17905/A/1176,NR/2023/18061/C,Total
,,ITCLH,MANIKARAN,GMRETL,MANIKARAN,APPCPL,TPDDL,MANIKARAN,SJVNL,APPCPL,IEXL,NVVNL,Total

,,ANDHRA PRADESH,DELHI,DELHI,DELHI,DELHI,HIMACHAL PRADESH,DELHI,NA,DELHI,HIMACHAL PRADESH,NA,
,,ITCWIND,BYPL,BYPL,BRPL,BRPL,CHANJUII,BYPL,RSRPL_BKN,BYPL,BSHP,SOLAPUR_SOLAR,
,,DELHI,MAHARASHTRA,RAJASTHAN,GOA,GOA,DELHI,MAHARASHTRA,DELHI,HIMACHAL PRADESH,DELHI,DELHI,
,,ITCLH,AEML,RUVNL,GOA_Beneficiary,GOA_Beneficiary,TPDDL,AEML,NDMC,HP,MES (Delhi),MES (Delhi),
,,South-West-North,North-West,North-North,North-West,North-West,North-North,North-East-West,North-North,North-North,North-North,West-North,
1,00:00-00:15,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

2,00:15-00:30,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

3,00:30-00:45,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

4,00:45-01:00,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

5,01:00-01:15,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

6,01:15-01:30,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

7,01:30-01:45,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

8,01:45-02:00,0.480000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.25

9,02:00-02:15,0.430000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.2

10,02:15-02:30,0.430000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.2

11,02:30-02:45,0.430000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.2

12,02:45-03:00,0.430000,100.000000,0.000000,0.000000,0.000000,2.670000,0.000000,0,34.170000,1.930000,0,139.2

13,03:00-03:15,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

14,03:15-03:30,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

15,03:30-03:45,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

16,03:45-04:00,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

17,04:00-04:15,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

18,04:15-04:30,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

19,04:30-04:45,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

20,04:45-05:00,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

21,05:00-05:15,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

22,05:15-05:30,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

23,05:30-05:45,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

24,05:45-06:00,0.430000,100.000000,0.000000,0.000000,0.000000,2.570000,0.000000,0,34.170000,1.930000,0,139.1

25,06:00-06:15,0.430000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0,204.93

26,06:15-06:30,0.430000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0,204.93

27,06:30-06:45,0.430000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0,204.93

28,06:45-07:00,0.430000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0,204.93

29,07:00-07:15,0.580000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0,205.08

30,07:15-07:30,0.580000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0.14,205.22

31,07:30-07:45,0.580000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0.19,205.27

32,07:45:08:00,0.580000,0.000000,100.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0.29,205.37

33,08:00-08:15,0.960000,0.000000,50.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0.58,156.04

34,08:15-08:30,0.960000,0.000000,50.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,0.87,156.33

35,08:30-08:45,0.960000,0.000000,50.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,1.16,156.62

36,08:45:09:00,0.960000,0.000000,50.000000,0.000000,0.000000,2.570000,100.000000,0,0.000000,1.930000,1.35,156.81

37,09:00:09:15,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,1.45,181.11

38,09:15-09:30,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,1.74,181.4

39,09:30-09:45,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,2.12,181.78

40,09:45-10:00,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,2.22,181.88

41,10:00-10:15,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,2.51,182.17

42,10:15-10:30,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,2.7,182.36

43,10:30-10:45,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,2.89,182.55

44,10:45-11:00,0.960000,0.000000,50.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,3.18,182.84

45,11:00-11:15,0.960000,0.000000,100.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,3.47,233.13

46,11:15-11:30,0.960000,0.000000,100.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,3.86,233.52

47,11:30-11:45,0.960000,0.000000,100.000000,0.000000,0.000000,2.670000,100.000000,24.1,0.000000,1.930000,3.95,233.61

