Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/22052037/LT-59,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/6775,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,NR/30092023/31122025/SH-07,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/7459,GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_07,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/6528,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3945,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/09/6952,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02
10,02:15-02:30,0,0,0,0,0,7,7,14,0,14,0,7,0,21,10,0,0,0,1.47,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,116.62,25.24,0,65.59,25.81,0,99.59,0,0,0,27,66.91

11,02:30-02:45,0,0,0,0,0,7,7,14,0,14,0,7,0,21,9,0,0,0,1.47,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,116.62,25.24,0,65.59,25.81,0,99.59,0,0,0,27,65

12,02:45-03:00,0,0,0,0,0,7,7,14,0,14,0,7,0,21,7.6,0,0,0,1.47,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,116.62,25.24,0,65.59,25.81,0,90.81,0,0,0,27,65

13,03:00-03:15,0,0,0,0,0,7,7,13.34,0,13.33,0,7,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.55,8.6,131.91,25.24,0,65.59,25.81,0,82.21,0,0,0,27,65

14,03:15-03:30,0,0,0,0,0,7,7,13.34,0,13.33,0,7,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.55,8.6,131.91,25.24,0,65.59,25.81,0,76.47,0,0,0,27,65

15,03:30-03:45,0,0,0,0,0,7,7,13.34,0,13.33,0,7,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.55,8.6,131.91,25.24,0,65.59,25.81,0,71.69,0,0,0,27,65

16,03:45-04:00,0,0,0,0,0,7,7,13.34,0,13.33,0,7,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.55,8.6,131.91,25.24,0,65.59,25.81,0,76.47,0,0,0,27,65

17,04:00-04:15,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,131.91,25.24,0,65.59,25.81,0,66.91,0,0,0,27,65

18,04:15-04:30,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,131.91,25.24,0,65.59,25.81,0,62.13,0,0,0,27,65

19,04:30-04:45,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,131.91,25.24,0,65.59,25.81,0,52.57,0,0,0,27,65

20,04:45-05:00,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,7.4,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,131.91,25.24,0,65.59,25.81,0,52.57,0,0,0,27,65

21,05:00-05:15,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,7.6,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,131.91,25.24,0,65.59,25.81,0,52.57,0,0,0,27,65

22,05:15-05:30,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,7.8,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,59.1,0,0,0,0,1.46,8.6,131.91,25.24,0,65.59,25.81,0,62.13,0,0,0,27,65

23,05:30-05:45,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,11,0,0,0,1.42,26.77,28.68,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,28.68,0,59.1,0,0,0,0,1.46,8.6,131.91,24.73,0,65.59,28.68,0,62.13,0,0,0,27,65

24,05:45-06:00,0,0,0,0,0,7,7,13.34,0,13.33,0,6.67,0,21,11.21,0,0,0,1.42,26.77,28.68,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,28.68,0,59.1,0,0,0,0,1.46,8.6,131.91,24.73,0,65.59,28.68,0,63.09,0,0,0,27,72.65

25,06:00-06:15,0,0,0,0,0,7,7,13.34,0.5,13.33,0,6.67,0,21,11.41,0,0,0,1.42,26.77,31.54,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,31.54,0,86.22,0,0,0,0,1.46,8.6,131.91,24.73,0,65.59,31.54,0,99.59,0,0,0,27,129.76

26,06:15-06:30,0,0,0,0,0,7,7,13.34,0.97,13.33,0.08,6.67,0.1,21,11.61,0,0,0,1.42,26.77,31.54,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,31.54,0,86.22,0,0,0,0,1.46,8.6,131.91,24.73,0,65.59,31.54,0,99.59,0,0,0,27,129.76

27,06:30-06:45,0,0,0,0,0,7,7,13.34,1.37,13.33,0.61,6.67,0.22,21,12.01,0,0,0,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,0,0,0,0,1.46,8.6,131.91,24.73,0,74.02,36.32,0,99.59,0,0,0,27,114.71

28,06:45-07:00,0,0,0,0,0,7,7,13.34,2.26,13.33,1.99,6.67,0.33,21,12.21,0,0,0,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,0,0,1,0,1.46,8.6,131.91,24.22,0,82.47,36.32,0,99.59,0,0,0,27,114.71

29,07:00-07:15,1,0,0,0,0,7,7,13.34,4.16,13.33,4.6,6.67,1.14,21,12.41,2,0,0,1.42,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,3,0.23,1.55,14.34,131.91,23.72,0,90.9,36.32,0.23,99.59,0.24,65.96,0,32,114.71

30,07:15-07:30,2,0,0,0,1,7,7,13.34,7.44,13.33,9.12,6.67,2.53,21,12.61,3,0,0,1.42,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,1,4.5,7,0.47,1.55,14.34,131.91,23.72,0,114.33,36.32,0.47,99.59,0.49,64.05,0,32,114.71

31,07:30-07:45,3,1,0.29,0,4,7,7,13.34,11.84,13.33,15.14,6.67,6.94,21,12.81,5,1.44,1,1.42,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,2,13.33,13,0.87,1.55,14.34,131.91,23.72,0,114.33,43.02,0.87,99.59,0.89,48.75,0,32,114.71

32,07:45-08:00,5,3,1.85,0,7,7,7,13.34,18.01,13.33,22.13,6.67,8.65,21,13.21,7,9.23,2,1.42,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,2,23.66,21,1.45,1.55,14.34,131.91,23.72,0,114.33,43.02,1.45,99.59,1.48,48.75,0,32,114.71

33,08:00-08:15,9,8,4.96,0,20,7,7,13.34,26.12,13.33,30.76,6.67,10.78,21,13.61,9,24.77,5,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,5,34.54,29,2.32,1.46,14.34,131.91,23.72,0,114.33,43.02,2.32,99.59,2.38,54.49,0,31.65,114.71

34,08:15-08:30,13,10,9.18,0,25,7,7,13.34,29.9,13.33,29.9,6.67,16.13,21,14.41,12,45.89,7,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,7,45.27,29.9,3.25,1.46,14.34,131.91,23.72,0,114.33,43.02,3.25,99.59,3.32,59.27,0,31.65,114.71

35,08:30-08:45,23,19,14.94,0,46,7,7,13.34,30.4,13.33,30.4,6.67,21.48,21,14.81,17,74.72,10,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,12,55.28,30.4,4.24,1.46,14.34,131.91,23.72,0,114.33,43.02,4.24,99.59,4.35,61.18,0,31.65,114.71

36,08:45-09:00,32,27,19.58,0,63,7,7,13.34,30.8,13.33,30.8,6.67,26.84,21,15.01,25,97.87,18,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,16,65.1,30.8,5.2,1.46,14.34,131.91,23.72,0,114.33,43.02,5.2,99.59,5.32,63.09,0,31.65,114.71

37,09:00-09:15,43,37,23.72,0,88,7,7,13.34,30.8,13.33,30.8,6.67,33.01,21,12.41,43,118.6,23,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,22,79.82,30.8,6.38,1.46,14.34,131.91,23.72,0,114.33,43.02,6.38,99.59,6.54,66.91,0,31.14,114.71

38,09:15-09:30,50,45,27.73,0,105,7,7,13.34,30.8,13.33,30.8,6.67,41.85,21,12.41,50,138.65,25,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,25,90.54,30.8,7.6,1.46,14.34,131.91,23.72,0,114.33,43.02,7.6,99.59,7.79,71.69,0,31.14,114.71

39,09:30-09:45,56,51,31.54,0,119,7,7,13.34,30.8,13.33,30.8,6.67,52.99,21,12.41,57,157.69,29,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,28,100.36,30.8,8.84,1.46,14.34,131.91,23.72,0,114.33,43.02,8.84,99.59,9.06,78.38,0,31.75,114.71

40,09:45-10:00,62,56,35.17,0,132,7,7,13.34,30.8,13.33,30.8,6.67,61.81,21,12.41,63,175.83,32,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,31,109.45,30.8,10.2,1.46,14.34,131.91,23.72,0,114.33,43.02,10.2,99.59,10.46,82.21,0,32,114.71

41,10:00-10:15,68,62,38.44,0,145,7,7,13.34,30.8,13.33,30.8,6.67,68.47,21,10,67,192.21,34,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,34,117.64,30.8,11.55,1.46,14.34,131.91,23.21,0,114.33,43.02,11.55,99.59,11.83,0,0,32,114.71

42,10:15-10:30,73,67,41.4,0,155,7,7,13.34,30.8,13.33,30.8,6.67,75.6,21,9.8,73,206.99,36,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,36,124.75,30.8,12.76,1.46,14.34,131.91,23.21,0,105.89,43.02,12.76,99.59,13.08,0,0,32,114.71

43,10:30-10:45,78,70,43.98,0,165,7,7,13.34,30.8,13.33,30.8,6.67,80.15,21,9.6,80,219.9,39,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,39,130.68,30.8,13.66,1.46,14.34,131.91,22.21,0,97.45,43.02,13.66,99.59,14,0,0,32,114.71

44,10:45-11:00,83,74,46.23,0,174,7,7,13.34,30.8,13.33,30.8,6.67,85.22,21,9.6,83,231.17,41,1.38,26.77,36.32,1.02,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,41,135.65,30.8,14.49,1.46,14.34,131.91,22.21,0,89.02,43.02,14.49,99.59,14.85,0,0,32,114.71

45,11:00-11:15,88,77,47.99,0,181,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,9.4,89,239.95,42,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,74.84,44,139.84,30.8,15.17,1.55,14.34,131.91,21.19,0,80.59,43.02,15.17,71.69,15.54,0,0,32,101.96

46,11:15-11:30,91,80,48.33,0,188,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,9.2,91,241.67,43,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,74.84,45,143.18,30.8,15.55,1.55,14.34,131.91,21.19,0,69.71,43.02,15.55,52.57,15.94,0,0,32,101.96

47,11:30-11:45,93,82,48.33,0,193,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,91,241.67,44,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,62.73,47,146.04,30.8,15.66,1.55,14.34,131.91,21.19,0,69.71,43.02,15.66,68.82,16.05,0,0,27,101.96

48,11:45-12:00,93,84,48.33,0,196,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,91,241.67,45,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,62.73,47,148.21,30.8,15.66,1.55,14.34,131.91,20.19,0,69.71,43.02,15.66,68.82,16.05,0,0,27,101.96

49,12:00-12:15,93,84,48.33,0,196,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,92,241.67,45,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,47,149.67,30.8,15.66,1.46,14.34,131.91,20.19,0,69.71,43.02,15.66,52.57,16.05,0,0,27,64.05

50,12:15-12:30,93,84,48.33,0,196,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,93,241.67,45,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,47,150.16,30.8,15.66,1.46,14.34,131.91,20.19,0,69.71,43.02,15.66,52.57,16.05,0,0,27,64.05

51,12:30-12:45,93,84,46.17,0,196,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,93,230.83,46,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,47,149.76,30.8,15.66,1.46,14.34,131.91,20.19,0,69.71,43.02,15.66,52.57,16.05,0,0,27,64.05

52,12:45-13:00,93,84,46.17,0,196,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,93,230.83,46,1.42,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,47,148.59,30.8,15.66,1.46,14.34,131.91,20.19,0,69.71,43.02,15.66,52.57,16.05,0,0,27,64.05

53,13:00-13:15,92,81,46.17,0,189,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,93,230.83,46,1.47,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,46,146.64,30.8,14.88,1.46,14.34,131.91,20.19,0,69.71,43.02,14.88,52.57,15.25,0,0,27,64.05

54,13:15-13:30,91,81,46.17,0,189,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,93,230.83,46,1.47,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,45,144.15,30.8,14.88,1.46,14.34,131.91,20.19,0,69.71,43.02,14.88,52.57,15.25,0,0,27,64.05

55,13:30-13:45,90,81,46.17,0,189,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,92,230.83,45,1.47,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,45,140.86,30.8,14.88,1.46,14.34,131.91,20.19,0,69.71,36.32,14.88,52.57,15.25,0,0,27,64.05

56,13:45-14:00,89,78,46.17,0,182,7,7,13.34,30.8,13.33,30.8,6.67,85.66,21,13.01,91,230.83,44,1.47,26.77,36.32,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,44,136.6,30.8,14.88,1.46,14.34,131.91,20.19,0,69.71,36.32,14.88,52.57,15.25,0,0,27,64.05

57,14:00-14:15,87,78,46.17,0,182,2.5,2.5,10,30.8,10,30.8,3.33,85.66,7.5,13.01,91,230.83,43,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,43,131.56,30.8,14.75,1.55,14.34,131.91,20.19,0,69.71,36.32,14.75,52.57,15.12,0,0,27,64.05

58,14:15-14:30,85,76,46.17,0,179,2.5,2.5,10,30.8,10,30.8,3.33,85.66,7.5,13.01,88,230.83,41,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,43,125.31,30.8,14.33,1.55,14.34,131.91,20.19,0,69.71,36.32,14.33,52.57,14.7,0,0,27,64.05

59,14:30-14:45,83,79,46.17,0,186,2.5,2.5,10,30.8,10,30.8,3.33,85.66,7.5,13.21,86,230.83,40,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,42,118.29,30.8,13.67,1.55,14.34,131.91,20.19,0,69.71,36.32,13.67,52.57,14.01,0,0,27,64.05

60,14:45-15:00,77,75,44.5,0,175,2.5,2.5,10,30.8,10,30.8,3.33,85.66,7.5,14.41,82,222.51,38,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,39,110.38,30.8,12.79,1.55,14.34,131.91,20.19,0,69.71,36.32,12.79,52.57,13.11,0,0,27,64.05

61,15:00-15:15,72,70,42.21,0,165,2.5,2.5,10,31.3,10,31.3,3.33,81.4,7.5,15.81,79,211.07,35,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,59.1,36,101.7,31.3,11.86,1.46,14.34,131.91,21.19,0,69.71,36.32,11.86,68.82,12.16,0,0,27,64.05

62,15:15-15:30,67,66,39.45,0,154,2.5,2.5,10,31.3,10,31.3,3.33,75.2,7.5,17.41,72,197.27,33,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,63.18,33,92.15,31.3,10.77,1.46,14.34,131.91,22.21,0,69.71,36.32,10.77,68.82,11.05,0,0,27,87.18

63,15:30-15:45,60,60,36.6,0,140,2.5,2.5,10,32.9,10,32.89,3.33,68.85,7.5,16.61,66,182.99,31,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,63.18,30,81.64,26,9.66,1.46,14.34,131.91,23.21,0,65.59,36.32,9.66,68.82,9.89,0,0,27,100.56

64,15:45-16:00,53,54,33.49,0,126,2.5,2.5,10,32.92,10,32.91,3.33,62.01,7.5,18.01,59,167.46,28,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,75.29,26,70.12,19,8.5,1.46,14.34,131.91,23.21,0,74.02,36.32,8.5,99.59,8.71,0,0,27,100.56

65,16:00-16:15,45,48,29.96,0,112,2.5,2.5,10,33,10,33,3.33,53.53,7.5,11.21,53,149.79,24,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,74.84,23,57.83,11,7.37,1.46,14.34,131.91,24.22,0,82.47,36.32,7.37,99.59,7.55,0,0,32,113.32

66,16:15-16:30,36,40,26.17,0,95,2.5,2.5,10,33,10,33,3.33,43.11,7.5,11.61,46,130.87,21,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,75.29,18,44.89,5,6.22,1.46,14.34,131.91,25.24,0,90.9,36.32,6.22,99.59,6.38,0,0,32,113.32

67,16:30-16:45,27,33,22.16,0,77,2.5,2.5,10,25.96,10,33,3.33,34.96,7.5,12.21,37,110.81,15,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,13,32.19,1,5.04,1.46,14.34,131.91,25.24,0,99.33,43.02,5.04,99.59,5.17,0,0,32,113.32

68,16:45-17:00,19,24,17.93,0,56,2.5,2.5,10,15.79,10,20.46,3.33,27.04,7.5,13.01,28,89.64,8,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,9,21.23,0,3.85,1.46,14.34,131.91,25.24,0,114.33,43.02,3.85,99.59,3.94,0,0,32,113.32

69,17:00-17:15,10,15,12.88,0,35,2.5,2.5,11,8.96,11,10.92,3.33,20.66,7.5,13.81,19,64.38,4,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,5,12.84,0,2.82,1.55,14.34,131.91,25.73,0,114.33,43.02,2.82,99.59,2.88,132.87,0,32,113.32

70,17:15-17:30,5,6,7.74,0,14,2.5,2.5,12.66,4.44,12.67,4.74,3.33,12.14,7.5,15.01,11,38.7,2,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,2,6.87,0,1.98,1.55,14.34,131.91,26.24,0,114.33,43.02,1.98,99.59,2.02,130.96,0,32,113.32

