Block,Time,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NAPP,RAMPUR,BSIUL,CHAMERA3,KISHANGANGA,RAPPB,NJPC,PARBATI3,RIHAND1,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,URI2,RAPPC,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
6,01:15-01:30,42.14808,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,36.022,127.937634,1.075357,1.5372,33.702163,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.117538,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

7,01:30-01:45,42.14808,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,36.022,131.814532,1.075357,0,33.702163,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.117538,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

8,01:45-02:00,42.14808,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,36.022,133.365291,1.075357,0,22.468109,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.117538,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

9,02:00-02:15,28.09872,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,36.022,133.365291,1.075357,0,22.468109,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.131684,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

10,02:15-02:30,28.09872,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,48.804,133.365291,1.075357,0,0,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.131684,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

11,02:30-02:45,14.04936,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,83.664,135.69143,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.131684,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

12,02:45-03:00,14.04936,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,83.664,137.242189,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,35.798817,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.131684,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

13,03:00-03:15,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,83.664,138.792949,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

14,03:15-03:30,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,83.664,138.792949,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

15,03:30-03:45,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,83.664,139.568328,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.53,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

16,03:45-04:00,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,21.118518,2.551476,0,0,0,94.319983,126.520837,83.664,139.568328,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.53,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

17,04:00-04:15,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.395742,19.6614,21.118518,2.551476,0,20.475526,0,94.319983,126.520837,48.804,139.568328,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

18,04:15-04:30,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.395742,19.6614,21.118518,2.551476,0,20.475526,0,94.319983,126.520837,48.804,139.568328,1.075357,3.5868,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

19,04:30-04:45,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.395742,19.6614,21.118518,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,4.4835,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

20,04:45-05:00,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.395742,19.6614,21.118518,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,4.4835,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

21,05:00-05:15,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.395742,13.2,21.118518,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.62,0,1.85,7.53,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

22,05:15-05:30,0,29.001777,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.395742,13.2,21.118518,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.6,0,1.85,7.53,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

23,05:30-05:45,0,43.63516,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,0.975221,13.2,21.118518,2.551476,0,50.574549,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.58,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

24,05:45-06:00,0,43.63516,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,1.462832,13.2,21.118518,2.551476,0,75.861824,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,92.427499,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,1.9,3.78,0.42,0.88,0.22,2,2.18,1.51,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

25,06:00-06:15,0,43.63516,689.346319,0,35.813791,661.459879,0,8.712864,45.567181,1.286161,13.2,21.118518,2.551476,0,66.54546,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.82228,0,0,72.0861,0,0,3.03,2.03,3.78,0.42,0.88,0.22,2,2.18,1.43,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

26,06:15-06:30,14.04936,43.63516,689.346319,9.915136,35.813791,661.459879,1.063965,8.712864,45.567181,1.462832,19.6614,21.118518,2.551476,0,75.861824,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.82228,0,0,72.0861,0,0,3.03,2.03,3.78,0.42,0.88,0.22,2,2.18,1.36,0,1.85,7.33,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

27,06:30-06:45,28.09872,43.63516,689.346319,19.830272,35.813791,661.459879,1.063965,8.712864,45.567181,1.462832,19.6614,21.118518,2.551476,0,75.861824,0,94.319983,126.520837,36.022,139.568328,1.075357,7.9422,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.82228,0,0,72.0861,0,0,3.03,2.03,3.78,0.42,0.88,0.22,2,2.18,1.27,0,1.85,7.12,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

28,06:45-07:00,28.09872,29.001777,689.346319,29.745407,35.813791,661.459879,1.063965,8.712864,45.567181,1.462832,19.6614,21.118518,2.551476,0,75.861824,0,94.319983,126.520837,36.022,139.568328,1.075357,2.562,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.82228,0,0,72.0861,0,0,3.03,2.03,3.78,0.42,0.88,0.22,2,2.18,1.18,0,1.85,7.12,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

29,07:00-07:15,28.09872,29.001777,689.346319,29.745407,35.813791,661.459879,1.063965,8.712864,45.567181,1.462832,19.6614,21.118518,2.551476,0,75.861824,0,94.319983,126.520837,36.022,139.568328,1.075357,2.562,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.03,3.78,0.41,0.88,0.22,2,2.18,1.1,0,1.85,7.12,1.94,0,9.33,0.25,1.75,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.293256,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021777

30,07:15-07:30,28.09872,29.001777,689.346319,29.745407,35.813791,661.459879,1.063965,8.712864,45.567181,0.975221,19.6614,21.118518,2.551476,0,50.574549,3.47244,94.319983,126.520837,36.022,139.568328,1.075357,2.562,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.03,3.78,0.41,0.88,0.22,2,2.18,1.01,0,1.85,7.12,1.94,0,9.33,0.25,1.75,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.293256,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021777

31,07:30-07:45,28.09872,29.001777,689.346319,29.745407,35.813791,661.459879,1.063965,8.712864,45.567181,0.487611,19.6614,21.118518,2.551476,0,25.287275,3.47244,94.319983,126.520837,36.022,139.568328,1.075357,2.562,0,22.710586,43.545976,1.427606,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.03,3.78,0.41,0.89,0.22,2,2.18,0.91,0,1.85,7.12,1.94,0,9.33,0.25,1.75,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.293256,1.332638,3.518162,4.26444,2.718972,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021777

