Block,Time,CHAMERA1,CHAMERA2,CHAMERA3,TALA,VALLURNTECL,DADRI_CRF,KISHANGANGA,KKNP,KKNPPU2,NLCIIST2,PARBATI3,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_GF,ANTA_LF,AURY_RF,BSIUL,DADRT2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,MAPS,NNTPP,RIHAND2,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,ANTA_RF,DADRI_RF,NJPC,NTPL,PARBATI2,RAMPUR,TANDA2,TEHRIPSP,AURY_LF,DADRI_LF,KHSTPP-II,KUDGI,NAPP,RIHAND1,TALST2,BRBCL,KGSU3AND4,KHSTPP-I,NLCEXP,RSTPSU1TO6,TANAKPUR,ANTA_CRF,AURY_CRF,DADRI_GF,NLCIIST1,RAPPC,RAPPD,RSTPSU7,SASAN,SEWA2,TEHRI,UNCHAHAR1,AURY_GF,FSTPP I & II,KGSU1AND2,NLCTS2EXP,RAPPB,RIHAND3,SALAL,SIMHST1,SIMHST2,URI2
7,01:30-01:45,42.15,0,0,28.81,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,80.52,0,589.38,42.46,55.38,641.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.95,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,55.77,0,0,38.97

8,01:45-02:00,42.15,0,0,28.81,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,589.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.95,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,55.77,0,0,38.97

9,02:00-02:15,42.15,0,0,28.81,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.95,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,38.97

10,02:15-02:30,42.15,0,0,28.81,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.95,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,38.97

11,02:30-02:45,42.15,0,0,28.81,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.95,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,38.97

12,02:45-03:00,42.15,0,0,28.81,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.95,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,38.97

13,03:00-03:15,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.86,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

14,03:15-03:30,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.86,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

15,03:30-03:45,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.86,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

16,03:45-04:00,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.86,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

17,04:00-04:15,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.86,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

18,04:15-04:30,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.86,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

19,04:30-04:45,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

20,04:45-05:00,42.15,0,0,28.52,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.02,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

21,05:00-05:15,42.15,0,0,28.05,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

22,05:15-05:30,42.15,0,0,27.85,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

23,05:30-05:45,42.15,0,0,27.69,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

24,05:45-06:00,42.15,0,0,27.4,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

25,06:00-06:15,42.15,0,0,27.11,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,626.49,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

26,06:15-06:30,42.15,0,0,26.77,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,626.49,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

27,06:30-06:45,42.15,0,0,26.75,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

28,06:45-07:00,42.15,0,0,27,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,52.59,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,17.79,0,18.35,0,0,0,130.84,53.45,0,0,36.97

29,07:00-07:15,42.15,0,0,27.17,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.97,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,19.57,0,18.35,0,0,0,130.84,53.45,0,0,36.97

30,07:15-07:30,42.15,0,0,27.29,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.97,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,53.45,0,0,36.97

31,07:30-07:45,42.15,0,0,27.49,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.97,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,53.45,0,0,36.97

32,07:45-08:00,42.15,0,0,27.79,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.97,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

33,08:00-08:15,42.15,0,0,27.79,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,51.33,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

34,08:15-08:30,42.15,0,0,27.79,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,51.32000000000001,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

35,08:30-08:45,42.15,0,0,27.79,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,51.32000000000001,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

36,08:45-09:00,42.15,0,0,27.79,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.63,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,51.32000000000001,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

37,09:00-09:15,42.15,0,0,29.32,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

38,09:15-09:30,42.15,0,0,29.48,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,337.5,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

39,09:30-09:45,42.15,0,0,30.58,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

40,09:45-10:00,42.15,0,0,30.58,0,0,6.96,0,0,0,0,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

41,10:00-10:15,42.15,0,0,30.72,0,0,6.96,0,0,0,4.16,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.44,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

42,10:15-10:30,42.15,0,0,30.72,0,0,6.96,0,0,0,19.03,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.44,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

43,10:30-10:45,42.15,0,0,30.55,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,35.88,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.44,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

44,10:45-11:00,42.15,0,0,30.55,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.37,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,50.06,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.44,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

45,11:00-11:15,42.15,0,0,31.42,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.11,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,49.44,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.99,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

46,11:15-11:30,42.15,0,0,30.25,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.11,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,52.99,49.44,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,9.99,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

47,11:30-11:45,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.11,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,49.44,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

48,11:45-12:00,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.11,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,49.44,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

49,12:00-12:15,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.11,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,48.81,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

50,12:15-12:30,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,76.11,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,48.81,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,40.68,0,0,36.97

51,12:30-12:45,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,0,0,0,125.27,45,27.69,3.22,47.47,48.81,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,38.93,0,0,36.97

52,12:45-13:00,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,48.81,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,38.93,0,0,36.97

53,13:00-13:15,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,48.81,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,3.85,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,38.93,0,0,36.97

54,13:15-13:30,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,3.85,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,38.93,0,0,36.97

55,13:30-13:45,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,3.85,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,38.93,0,0,36.97

56,13:45-14:00,42.15,0,0,31.73,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,38.93,0,0,36.97

57,14:00-14:15,42.15,0,0,30.55,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

