Block,Time Block,DHAULIGNGA,DADRT2,DADRI_RF,CHAMERA2,CHAMERA1,CHAMERA3,ANTA_CRF,URI,DADRI_LF,ANTA_RF,AURY_LF,DADRI_CRF,VALLURNTECL,UNCHAHAR4,ANTA_LF,AURY_GF,DADRI_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,TEHRI,BSIUL,BRBCL,TANDA2,SIMHST1,RSTPSU1TO6,RSTPSU7,RAMPUR,SALAL,SEWA2,NNTPP,RAPPC,RIHAND3,SIMHST2,NTPL,RIHAND1,PARBATI3,RIHAND2,RAPPB,SASAN,TALST2,TANAKPUR,TALA,SINGRAULI,SINGRAULI_HYDRO,NJPC,MAPS,NLCIIST1,NLCTS2EXP,NAPP,NLCIIST2,NLCEXP,KHSTPP-I,KKNP,KOLDAM,JHAJJAR,KKNPPU2,KISHANGANGA,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,FSTPP I & II,KUDGI,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
32,07:45-08:00,26.36,341.3,0,37.99,40.53,27.94,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,1.35,7.88,0,51.73,119.56,0,0,88.47,3.43,114.2,0,194.72,0,1.97,0,134.33,0,112.46,0,0,0,42,0,0,31.81,0,0,569.25,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

33,08:00-08:15,26.36,341.3,0,37.99,40.53,27.94,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,8.93,7.88,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,7.51,0,134.33,0,89.97,0,0,0,42,0,0,31.81,0,0,548.09,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

34,08:15-08:30,26.36,341.3,0,37.99,40.53,27.94,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,40.22,7.88,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,7.51,0,134.33,0,67.48,0,0,0,42,0,0,31.81,0,0,538.48,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

35,08:30-08:45,15.31,341.3,0,3.85,25.07,1.84,0,3.39,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,2.12,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,7.51,0,134.33,0,44.98,0,0,0,42,0,0,31.81,0,0,557.71,0,0,0,15.85,0,142.61,20,0,18.96,0,0,0,0,0

36,08:45-09:00,7.62,341.3,0,0,11.55,0,0,2.13,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,44.7,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,7.51,0,134.33,0,44.98,0,0,0,42,0,0,31.81,0,0,548.09,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

37,09:00-09:15,0,341.3,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,44.7,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,44.98,0,0,0,42,0,0,31.81,0,0,514.44,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

38,09:15-09:30,0,341.3,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,22.49,0,0,0,42,0,0,31.81,0,0,514.44,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

39,09:30-09:45,0,341.3,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,22.49,0,0,0,42,0,0,31.81,0,0,514.44,0,0,0,0,0,142.61,20,0,8.53,0,0,0,0,0

40,09:45-10:00,0,579.69,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,8.93,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,22.49,0,0,0,42,0,0,31.81,0,0,514.44,0,0,0,0,0,142.61,20,0,8.53,0,0,0,0,0

41,10:00-10:15,0,442.1,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,10.35,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.81,0,0,465.91,0,0,0,0,0,142.61,20,0,8.53,0,0,0,0,0

42,10:15-10:30,0,304.6,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,10.35,22.78,0,0,0,0,36.18,8.34,29.8,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.81,0,0,350.42,0,0,0,0,0,142.61,20,0,8.53,0,0,0,0,0

43,10:30-10:45,0,226.12,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,10.35,25.39,0,0,0,0,40.76,9.89,29.8,0,18.07,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.81,0,0,350.42,0,0,0,0,0,142.61,19.81,0,8.53,0,0,0,0,0

44,10:45-11:00,0,226.12,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,10.35,25.39,0,0,0,0,40.76,9.89,29.8,0,17.07,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.81,0,0,379.37,0,0,0,0,0,142.61,19.81,0,8.53,0,0,0,0,0

45,11:00-11:15,0,226.12,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,10.35,21.88,0,0,0,0,35.14,8.52,29.8,0,16.65,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,379.37,0,0,0,0,0,142.61,18.02,0,8.53,0,0,0,0,0

46,11:15-11:30,0,226.12,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,10.35,21.88,0,0,0,0,35.14,8.52,29.8,0,18.82,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,379.37,0,0,0,0,0,142.61,17.24,0,8.53,0,0,0,0,0

47,11:30-11:45,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,21.88,0,0,0,0,35.14,8.52,29.8,0,17.76,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,379.37,0,0,0,0,0,142.61,17.24,0,8.53,0,0,0,0,0

48,11:45-12:00,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,21.88,0,0,0,0,35.14,8.52,29.32,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,379.37,0,0,0,0,0,142.61,17.24,0,8.53,0,0,0,0,0

49,12:00-12:15,0,179.96,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,4.14,19.45,0,0,0,0,31,7.66,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,345.21,0,0,0,0,0,142.61,17.24,0,8.53,0,0,0,0,0

50,12:15-12:30,0,179.96,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,4.14,15.05,0,0,0,0,23.75,6,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,345.21,0,0,0,0,0,142.61,17.24,0,8.53,0,0,0,0,0

51,12:30-12:45,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,13.96,0,0,0,0,22.46,5.77,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,25.58,0,0,345.21,0,0,0,0,0,119.28,13.26,0,8.53,0,0,0,0,0

52,12:45-13:00,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,13.96,0,0,0,0,22.46,5.77,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,25.58,0,0,345.21,0,0,0,0,0,114.41,13.26,0,8.53,0,0,0,0,0

53,13:00-13:15,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,25.58,0,0,345.21,0,0,0,0,0,114.41,13.26,0,8.53,0,0,0,0,0

54,13:15-13:30,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,0,0,114.41,13.26,0,8.53,0,0,0,0,0

55,13:30-13:45,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,0,0,114.41,13.26,0,8.53,0,0,0,0,0

56,13:45-14:00,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

57,14:00-14:15,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

58,14:15-14:30,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

59,14:30-14:45,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

60,14:45-15:00,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

61,15:00-15:15,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

62,15:15-15:30,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

