Block,Time,WR/01102023/01102023/L_NR_2020_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01112023/30112023/HP-09,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/02122045/L_NR_2021_13,NR/01112023/30112023/HP-10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/IEX-231101-05680,NR/01102023/30042040/GNA_LT_35,NR/02112023/15112023/D20231102NR21539,NR/01102023/13082046/L_NR_2021_12,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/22052037/LT-59
6,01:15-01:30,7,27.050000,71.890000,17.75,0,7,7,38.280000,17.75,6.61,0,0.000000,0,0,193.240000,0,0,26.080000,2.510000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,209.890000,21,0,49.930000,144.93,1.940000

7,01:30-01:45,7,27.050000,71.890000,17.42,0,7,7,38.280000,17.42,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,209.890000,21,0,49.930000,144.93,1.940000

8,01:45-02:00,7,27.050000,71.890000,17.96,0,7,6.66,38.280000,17.96,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,209.890000,21,0,49.930000,144.93,1.940000

9,02:00-02:15,7,26.090000,71.890000,17.91,0,7,6.66,38.280000,17.91,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,209.890000,21,0,49.930000,144.93,1.940000

10,02:15-02:30,7,26.090000,71.890000,17.85,0,7,6.66,38.280000,17.85,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,195.390000,21,0,49.930000,144.93,1.940000

11,02:30-02:45,7,26.090000,71.890000,13.33,0,7,6.66,38.280000,13.33,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,1.940000

12,02:45-03:00,7,26.090000,71.890000,13.33,0,7,6.66,38.280000,13.33,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,1.940000

13,03:00-03:15,7,26.090000,71.890000,13.33,0,7,6.66,38.280000,13.33,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

14,03:15-03:30,7,26.090000,71.890000,13.33,0,7,6.66,38.280000,13.33,6.61,0,0.000000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

15,03:30-03:45,7,26.090000,71.890000,13.33,0,7,6.66,38.280000,13.33,6.61,0,75.160000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

16,03:45-04:00,7,26.090000,71.890000,13.33,0,7,6.34,38.280000,13.33,6.61,0,85.900000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

17,04:00-04:15,7,26.090000,71.890000,13.33,0,7,6.34,38.280000,13.33,6.61,0,85.900000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

18,04:15-04:30,7,26.090000,71.890000,13.33,0,7,6.34,38.280000,13.33,9.06,0,96.630000,0,0,149.450000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

19,04:30-04:45,7,26.090000,71.890000,13.33,0,7,6.34,38.280000,13.33,8.53,0,96.630000,0,0,193.240000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

20,04:45-05:00,7,26.090000,71.890000,13.33,0,7,6.34,38.280000,13.33,7.94,0,101.200000,0,0,231.890000,0,0,26.080000,2.510000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,185.730000,21,0,49.930000,144.93,2.020000

21,05:00-05:15,6.66,26.090000,71.890000,13.33,0,6.67,6.34,38.280000,13.33,7.66,0,101.200000,0,0,271.740000,0,0,26.080000,2.460000,0,93.630000,1.850000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,261.450000,20,0,64.930000,144.93,2.020000

22,05:15-05:30,6.66,26.090000,71.890000,13.33,0,6.67,6.34,38.280000,13.33,7.26,0,101.200000,0,0,271.740000,0,0,26.080000,2.460000,0,93.630000,1.850000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,261.450000,20,0,64.930000,144.93,2.020000

23,05:30-05:45,6.66,26.090000,67.630000,13.33,0,6.67,6.34,38.280000,13.33,7.06,0,101.200000,0,0,271.740000,0,0,26.080000,2.460000,0,93.630000,1.850000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,261.450000,20,0,74.090000,144.93,1.170000

24,05:45-06:00,6.66,26.090000,67.630000,13.33,0,6.67,6.34,38.280000,13.33,7.01,0,101.200000,0,0,271.740000,0,0,26.080000,2.460000,0,93.630000,1.850000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,261.450000,20,0,74.090000,144.93,1.170000

25,06:00-06:15,6.66,26.090000,67.630000,13.33,0,6.67,6.34,0.000000,13.33,6.81,0,101.200000,0,0,271.740000,0,0,26.080000,2.460000,0,223.850000,1.850000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,0,0,261.450000,20,0,74.090000,144.93,1.860000

26,06:15-06:30,6.66,26.090000,67.630000,13.33,1.12,6.67,6.34,0.000000,13.33,6.81,0,101.200000,0,0,271.740000,0,0,26.080000,2.460000,0,223.850000,1.850000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.080000,0,1,0,261.450000,20,0,74.090000,144.93,1.860000

27,06:30-06:45,6.66,26.090000,96.620000,13.33,4.55,6.67,6.34,0.000000,13.33,6.81,0,101.200000,0,0,271.740000,0,0,24.980000,2.460000,0,223.850000,1.850000,0,0.010000,48.310000,0.010000,48.310000,0,48.310000,0,0.000000,0.010000,24.980000,0,5,0.962973,261.450000,20,1,74.090000,144.93,1.860000

28,06:45-07:00,6.66,26.090000,117.880000,13.33,15,6.67,6.34,0.000000,13.33,6.81,0,101.200000,0,0,271.740000,0.33,1.5,24.980000,2.460000,0,223.850000,1.850000,0,0.070000,48.310000,0.070000,48.310000,0,48.310000,3.5,0.000000,0.070000,24.980000,0,12,7.081256,261.450000,20,4.19,74.090000,144.93,1.860000

29,07:00-07:15,6.66,26.090000,117.880000,13.33,26.02,6.67,6.34,0.000000,13.33,6.01,1,101.200000,0,0,271.740000,0,3,24.980000,2.460000,0.37,223.850000,1.920000,0,0.270000,48.310000,0.260000,48.310000,1.87,48.310000,7,0.000000,0.260000,24.980000,2.55,20,15.5632,261.450000,20,20,74.090000,144.93,1.860000

30,07:15-07:30,6.66,26.090000,117.880000,13.33,27.65,6.67,6.34,0.000000,13.33,6.01,3,101.200000,1,0,271.740000,0.33,4,24.980000,2.460000,1.54,223.850000,1.920000,0,0.600000,48.310000,0.590000,48.310000,7.72,48.310000,11,0.000000,0.590000,24.980000,5,27.65,23.772788,261.450000,20,27.65,74.090000,144.93,1.860000

31,07:30-07:45,6.66,26.090000,117.880000,13.33,29.98,6.67,6.34,0.000000,13.33,6.01,7,101.200000,4,0,271.740000,1.67,6,24.980000,2.460000,3.05,223.850000,1.920000,0,1.070000,48.310000,1.050000,48.310000,15.28,48.310000,14,0.000000,1.050000,24.980000,9,29.98,33.023165,261.450000,20,29.99,74.090000,144.93,1.860000

32,07:45:08:00,6.66,26.090000,117.880000,13.33,30.48,6.67,6.34,0.000000,13.33,6.01,13,101.200000,6,0,271.740000,8.32,10,24.980000,2.460000,5.03,223.850000,1.920000,0,1.680000,48.310000,1.630000,48.310000,25.14,48.310000,22,0.000000,1.630000,24.980000,12,30.48,41.796919,261.450000,20,30.49,74.090000,144.93,1.860000

33,08:00-08:15,6.66,26.090000,96.620000,17.42,30.98,6.67,6.34,0.000000,17.42,6.01,19,101.200000,10,0,271.740000,16.02,13.8,24.980000,2.460000,7.58,223.850000,1.920000,0,2.420000,48.310000,2.360000,48.310000,37.89,48.310000,32.2,0.000000,2.360000,24.980000,17,30.98,50.551219,261.450000,20,30.99,74.090000,144.93,1.860000

34,08:15-08:30,6.66,26.090000,67.630000,17.22,31.32,6.67,6.34,0.000000,17.22,6.01,27,101.200000,14,0,271.740000,23.72,20.7,24.980000,2.460000,10.49,223.850000,1.920000,0,3.290000,48.310000,3.210000,48.310000,52.43,48.310000,48.3,0.000000,3.210000,24.980000,21.5,31.32,59.354154,261.450000,20,31.31,74.090000,144.93,1.860000

35,08:30-08:45,6.66,26.090000,67.630000,16.75,32.17,6.67,6.34,0.000000,16.75,6.01,33,101.200000,16,0,271.740000,31.42,26.7,26.030000,2.460000,14.58,223.850000,1.920000,0,4.390000,48.310000,4.290000,48.310000,72.92,48.310000,62.3,0.000000,4.290000,26.030000,23,32.17,67.661012,261.450000,20,32.16,74.090000,144.93,1.860000

36,08:45:09:00,6.66,26.090000,67.630000,16.62,32.17,6.67,6.34,0.000000,16.62,6.01,39,101.200000,20,0,271.740000,38.38,33,26.030000,2.460000,18.31,223.850000,1.920000,0,5.610000,48.310000,5.470000,48.310000,91.58,48.310000,77,0.000000,5.470000,26.030000,25.8,32.17,75.248072,261.450000,20,32.16,74.090000,144.93,1.860000

37,09:00:09:15,6.66,26.090000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,41,101.200000,21,0,271.740000,45.5,36.6,26.030000,2.460000,21.88,223.850000,1.920000,0,6.710000,48.310000,6.550000,48.310000,109.4,48.310000,85.4,0.000000,6.550000,26.030000,28.5,32.33,75.09244,261.450000,20,32.34,74.090000,144.93,1.860000

38,09:15-09:30,6.66,26.090000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,49,101.200000,24,0,271.740000,51.48,43.2,26.030000,2.460000,25.5,223.850000,1.920000,0,8.740000,48.310000,8.530000,48.310000,127.51,48.310000,100.8,0.000000,8.530000,26.030000,31,32.33,82.38769,261.450000,20,32.34,74.090000,144.93,1.860000

39,09:30-09:45,6.66,27.050000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,53,101.200000,26,0,271.740000,56.79,48,26.030000,2.460000,31.14,223.850000,1.920000,0,9.680000,48.310000,9.440000,48.310000,155.72,48.310000,112,0.000000,9.440000,26.030000,34,32.33,89.079866,261.450000,20,32.34,74.090000,144.93,1.860000

40,09:45-10:00,6.66,27.050000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,57,101.200000,29,0,271.740000,62.27,52.8,26.030000,2.460000,33.95,223.850000,1.920000,0,10.550000,48.310000,10.290000,48.310000,169.74,48.310000,123.2,0.000000,10.290000,26.030000,35.5,32.33,95.314873,261.450000,20,32.34,74.090000,144.93,1.860000

41,10:00-10:15,6.66,26.090000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,59,101.200000,29,0,271.740000,66.94,58.2,26.030000,2.460000,36.61,223.850000,1.920000,0,12.440000,48.310000,12.140000,48.310000,183.07,48.310000,135.8,0.000000,12.140000,26.030000,38,32.33,100.791174,261.450000,20,32.34,74.090000,144.93,1.860000

42,10:15-10:30,6.66,26.090000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,63,101.200000,32,0,271.740000,70.98,63,26.030000,2.460000,39.23,223.850000,1.920000,0,12.980000,48.310000,12.650000,48.310000,196.15,48.310000,147,0.000000,12.650000,26.030000,41,32.33,105.810306,261.450000,20,32.34,74.090000,144.93,1.940000

43,10:30-10:45,6.66,26.090000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,64,101.200000,32,0,271.740000,74.56,68.1,26.030000,2.460000,41.58,223.850000,1.920000,0,13.640000,48.310000,13.300000,48.310000,207.91,48.310000,158.9,0.000000,13.300000,26.030000,42,32.33,107.337445,261.450000,20,32.34,74.090000,144.93,1.940000

44,10:45-11:00,6.66,26.090000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,63,101.200000,32,0,271.740000,77.42,71.4,26.030000,2.460000,43.71,223.850000,1.920000,0,14.100000,48.310000,13.750000,48.310000,218.54,48.310000,166.6,0.000000,13.750000,26.030000,42.5,32.33,110.080459,261.450000,20,32.34,74.090000,144.93,1.940000

45,11:00-11:15,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,66,101.200000,33,0,271.740000,79.91,74.4,26.030000,2.460000,44.83,223.850000,2.000000,0,14.100000,48.310000,13.750000,48.310000,224.15,48.310000,173.6,0.000000,13.750000,26.030000,43,32.33,112.15231,261.450000,20,32.34,74.090000,144.93,1.940000

46,11:15-11:30,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,69,101.200000,34,0,271.740000,82.18,76.8,26.030000,2.460000,45.87,223.850000,2.000000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,179.2,0.000000,13.750000,26.030000,45,32.33,113.300096,261.450000,20,32.34,74.090000,144.93,1.940000

47,11:30-11:45,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,75,101.200000,38,0,271.740000,83.75,78,26.030000,2.460000,45.87,223.850000,2.000000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,182,0.000000,13.750000,26.030000,45,32.33,113.689176,261.450000,20,32.34,74.090000,144.93,1.940000

48,11:45-12:00,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,6.01,75,101.200000,38,0,271.740000,84.71,78.9,26.030000,2.460000,45.87,223.850000,2.000000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,184.1,0.000000,13.750000,26.030000,45,32.33,113.387639,261.450000,20,32.34,74.090000,144.93,1.940000

49,12:00-12:15,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,9.04,77,101.200000,38,0,271.740000,85.53,79.5,26.030000,2.510000,45.87,223.850000,2.080000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,185.5,0.000000,13.750000,30.920000,45,32.33,105.411499,261.450000,20,32.34,74.090000,144.93,2.020000

50,12:15-12:30,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,8.92,78,101.200000,39,0,271.740000,86.27,81,26.030000,2.510000,45.87,223.850000,2.080000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,189,0.000000,13.750000,30.920000,44,32.33,104.302621,261.450000,20,32.34,74.090000,144.93,2.020000

51,12:30-12:45,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,8.74,78,101.200000,39,0,271.740000,86.36,81,26.030000,2.510000,45.87,223.850000,2.080000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,189,0.000000,13.750000,26.030000,44,32.33,102.03623,261.450000,20,32.34,74.090000,144.93,2.020000

52,12:45-13:00,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,8.54,78,101.200000,39,0,271.740000,85.95,81,26.030000,2.510000,45.87,223.850000,2.080000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,189,0.000000,13.750000,26.030000,44,32.33,99.108403,261.450000,20,32.34,74.090000,144.93,2.020000

53,13:00-13:15,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,11.13,77,101.200000,38,0,271.740000,84.78,81,26.030000,2.510000,45.87,223.850000,2.080000,0,14.100000,48.310000,13.750000,48.310000,229.38,48.310000,189,0.000000,13.750000,26.030000,43.5,32.33,96.229211,261.450000,20,32.34,59.080000,144.93,2.020000

54,13:15-13:30,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,11,71,101.200000,35,0,271.740000,83.24,81,26.030000,2.510000,45.87,223.850000,2.080000,0,14.780000,48.310000,14.420000,48.310000,229.38,48.310000,189,0.000000,14.420000,26.030000,43.5,32.33,94.021182,261.450000,20,32.34,59.080000,144.93,2.020000

55,13:30-13:45,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,10.97,69,101.200000,35,0,271.740000,80.96,81,26.030000,2.510000,46.39,223.850000,2.080000,0,14.780000,48.310000,14.420000,48.310000,231.97,48.310000,189,0.000000,14.420000,26.030000,41,32.33,91.949331,261.450000,20,32.34,59.080000,144.93,2.020000

56,13:45-14:00,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,10.65,65,101.200000,33,0,271.740000,79.06,78,26.030000,2.510000,45.53,223.850000,2.080000,0,14.570000,48.310000,14.220000,48.310000,227.68,48.310000,182,0.000000,14.220000,26.030000,40,32.33,86.891291,261.450000,20,32.34,59.080000,144.93,2.020000

57,14:00-14:15,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,10.25,62,101.200000,31,0,271.740000,75.46,74.4,26.030000,2.510000,44.05,223.850000,2.150000,0,13.810000,48.310000,13.480000,48.310000,220.27,48.310000,173.6,0.000000,13.480000,26.030000,39,32.33,81.745708,261.450000,20,32.34,59.080000,144.93,2.020000

58,14:15-14:30,6.66,28.020000,67.630000,13.33,32.33,6.67,6.34,0.000000,13.33,9.94,59,101.200000,30,0,271.740000,71.66,70.2,26.030000,2.510000,42.08,223.850000,2.150000,0,13.100000,48.310000,12.790000,48.310000,210.39,48.310000,163.8,0.000000,12.790000,26.030000,37,32.33,75.997051,261.450000,20,32.34,59.080000,144.93,2.020000

59,14:30-14:45,6.66,28.020000,71.890000,13.33,32.33,6.67,6.34,0.000000,13.33,9.54,57,101.200000,28,0,271.740000,68.12,66,26.030000,2.510000,39.01,223.850000,2.150000,0,12.520000,48.310000,12.210000,48.310000,195.08,48.310000,154,0.000000,12.210000,26.030000,36,32.33,68.390537,261.450000,20,32.34,74.090000,144.93,2.020000

60,14:45-15:00,6.66,28.020000,71.890000,13.33,32.33,6.67,6.34,0.000000,13.33,7.1,51,101.200000,26,0,271.740000,63.3,61.5,26.030000,2.510000,36.59,223.850000,2.150000,0,11.920000,48.310000,11.620000,48.310000,182.95,48.310000,143.5,0.000000,11.620000,26.030000,33,32.33,60.686753,261.450000,20,32.34,74.090000,144.93,2.020000

61,15:00-15:15,6.66,28.020000,96.620000,13.33,32.5,6.67,6.34,0.000000,13.33,6.98,47,101.200000,23,0,271.740000,58.11,55.8,26.030000,2.510000,33.52,223.850000,2.150000,0,11.160000,48.310000,10.890000,48.310000,167.58,48.310000,130.2,0.000000,10.890000,26.030000,30,32.5,57.214214,261.450000,20,32.5,74.090000,144.93,2.020000

62,15:15-15:30,6.66,28.990000,117.880000,13.33,32.5,6.67,6.34,0.000000,13.33,6.7,39,101.200000,20,0,271.740000,52.1,51,26.030000,2.510000,29.83,223.850000,2.150000,0,10.420000,48.310000,10.160000,48.310000,149.15,48.310000,119,0.000000,10.160000,26.030000,29,32.5,49.89951,261.450000,20,32.5,74.090000,144.93,2.100000

63,15:30-15:45,6.66,28.990000,117.880000,13.33,32.5,6.67,6.34,0.000000,13.33,6.41,32,101.200000,16,0,271.740000,45.5,46.2,26.030000,2.510000,26.86,223.850000,2.150000,0,9.350000,48.310000,9.120000,48.310000,134.32,48.310000,107.8,0.000000,9.120000,22.540000,24,32.5,42.662622,261.450000,20,32.5,74.090000,144.93,2.100000

64,15:45-16:00,6.66,28.990000,117.880000,13.33,32.5,6.67,6.34,0.000000,13.33,6.41,29,101.200000,14,0,271.740000,39.59,39.3,24.070000,2.510000,23.55,223.850000,2.150000,0,8.290000,48.310000,8.090000,48.310000,117.74,48.310000,91.7,0.000000,8.090000,13.420000,22,32.5,36.009354,261.450000,20,32.5,74.090000,144.93,2.100000

65,16:00-16:15,6.66,28.020000,117.880000,13.33,32.67,6.67,6.34,0.000000,13.33,6.41,27,101.200000,13,0,271.740000,32.64,34.8,13.420000,2.550000,20.05,223.850000,2.150000,0,7.240000,48.310000,7.060000,48.310000,100.28,48.310000,81.2,0.000000,7.060000,13.420000,18,32.67,29.920252,261.450000,20,32.66,74.090000,144.93,2.100000

66,16:15-16:30,6.66,28.020000,117.880000,13.33,33,6.67,6.34,0.000000,13.33,6.41,19,101.200000,9,0,271.740000,25.64,28.5,13.420000,2.550000,16.11,223.850000,2.150000,0,6.160000,48.310000,6.010000,48.310000,80.57,48.310000,66.5,0.000000,6.010000,13.420000,14,33,21.555032,261.450000,20,31.23,74.090000,144.93,2.100000

67,16:30-16:45,6.66,28.020000,117.880000,13.33,16.06,6.67,6.34,0.000000,13.33,6.41,10,101.200000,5,0,271.740000,17.66,21,13.420000,2.550000,12.2,223.850000,2.000000,0,4.950000,48.310000,4.820000,48.310000,61.03,48.310000,49,0.000000,4.820000,13.420000,11,22,13.637254,261.450000,20,11.65,74.090000,144.93,2.100000

68,16:45-17:00,6.66,28.990000,117.880000,13.33,7.45,6.67,6.34,0.000000,13.33,6.41,2,101.200000,1,0,271.740000,9.75,15,13.420000,2.550000,8.16,223.850000,2.000000,0,3.670000,48.310000,3.570000,48.310000,40.82,48.310000,35,0.000000,3.570000,13.420000,8,12,7.032621,261.450000,20,6,74.090000,144.93,2.100000

