Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/04/01/7960,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/5285,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,NR/01102023/19072037/LT-05,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/4565,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/6490,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/7459,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/29/1142,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/29/1534,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/16/6639
59,14:30-14:45,91,175,75,46.88,43,234.42,10.6,33.33,93.77,33,120.53,81.67,33.33,100.01,87,28.33,81.66,33,33,43,43.78,6.15,2.89,226.38,1.93,57.78,96.33,4.71,3.97,28.76,8.85,48.16,52.98,57.48,21.93,83.65,0,9.63,16.39,16.39,32,5.28,4.11,4.04,16.39,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

60,14:45-15:00,88,165,70,44.58,41,222.92,11,33.33,90.53,33,107,81.67,33.33,100.01,83,28.33,81.66,33,33,42,43.78,6.15,2.89,226.38,1.93,57.78,96.33,4.71,3.97,29.27,8.85,48.16,81.88,57.48,21.93,83.65,0,9.63,16.06,16.06,32,5.28,4.11,4.04,16.06,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

61,15:00-15:15,80,154,66,39.04,39,195.2,15.01,33.33,84.54,33,103.94,81.67,33.33,100.01,79,28.33,81.66,33,33,39,43.78,6.53,2.89,226.38,1.93,57.78,96.33,4.71,3.97,29.77,8.67,48.16,100.36,67.99,21.93,100.37,0,9.63,15.24,15.24,32,5.43,4.3,4.04,15.24,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

62,15:15-15:30,77,144,61,37.8,37,189.02,14.81,33.33,80.36,33,97.32,81.67,33.33,100.01,73,28.33,81.66,33,33,37,43.78,6.53,2.89,226.38,1.93,57.78,96.33,4.71,3.97,30.28,8.67,48.16,100.36,67.99,21.93,100.37,0,9.63,14.46,14.46,32,5.43,4.3,4.04,14.46,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

63,15:30-15:45,70,137,58,40.02,34,200.11,15,33.33,74.85,33,90.21,81.67,33.33,100.01,71,36.67,81.66,33,33,35,43.78,6.53,2.89,226.38,1.93,57.78,96.33,4.71,3.97,30.28,8.67,48.16,100.36,67.99,21.93,100.37,0,9.63,13.85,13.85,32,5.43,4.3,4.04,13.85,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

64,15:45-16:00,65,126,54,36.57,31,182.83,14.8,33.33,69.78,33,82.67,81.67,33.33,100.01,65,36.67,81.66,33,33,33,43.78,6.53,2.89,226.38,1.93,57.78,96.33,4.71,3.97,30.78,8.67,48.16,100.36,67.99,21.93,100.37,0,9.63,13.02,13.02,32,5.43,4.3,4.04,13.02,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

65,16:00-16:15,60,116,49,35.18,27,175.88,14.6,33.33,65.08,33,74.41,81.67,33.33,100.01,58,36.67,81.66,33,33,29,43.78,7.15,2.89,226.38,1.93,57.78,96.33,3.28,1.18,30.79,9.04,48.16,100.36,67.99,21.93,100.37,50,9.63,11.79,11.79,32,5.43,4.48,2.22,11.79,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

66,16:15-16:30,55,102,43,31.75,25,158.74,14.4,33.33,58.81,33,62.63,81.67,33.33,100.01,51,36.67,81.66,33,33,25,43.78,7.15,2.89,226.38,1.93,57.78,96.33,3.28,1.18,31.29,9.04,48.16,100.36,67.99,21.93,100.37,50,9.63,10.76,10.76,32,5.43,4.48,2.22,10.76,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

67,16:30-16:45,47,88,37,27.83,23,139.15,14,33.33,52.81,33,53.46,81.67,33.33,100.01,44,36.67,81.66,33,33,22,43.78,7.68,2.89,226.38,1.93,57.78,96.33,3.28,1.18,31.29,9.04,48.16,100.36,67.99,21.93,100.37,50,9.63,9.67,9.67,32,5.43,4.48,2.22,9.67,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

68,16:45-17:00,42,74,31,24.13,21,120.63,13.6,33.33,45.67,33,44.3,81.67,33.33,100.01,37,36.67,81.66,33,33,18,43.78,7.68,2.89,226.38,1.93,57.78,96.33,3.28,1.18,31.29,9.04,48.16,100.36,67.99,21.93,100.37,50,9.63,8.06,8.06,32,5.43,4.48,2.22,8.06,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

69,17:00-17:15,34,60,25,20.24,16,101.22,13.2,33.33,38.62,33,35.2,81.67,33.33,100.01,30,36.67,81.66,33,28,15,43.78,8.29,2.89,226.38,1.93,57.78,96.33,5.97,1.18,31.29,9.5,48.16,100.36,67.99,21.93,100.37,50,9.63,6.28,6.28,32,5.52,4.67,3.87,6.28,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

70,17:15-17:30,28,46,19,16.03,12,80.12,13,33.33,31.93,26.23,26.5,81.67,33.33,100.01,23,36.67,81.66,27.91,10,12,43.78,8.29,2.89,226.38,1.93,57.78,96.33,5.97,1.18,31.29,9.5,48.16,100.36,67.99,21.93,100.37,50,9.63,4.86,4.86,32,5.52,4.67,3.87,4.86,9.63,0,28.9,0,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

71,17:30-17:45,20,28,12,11.54,9,57.72,8,33.33,25.02,17.33,18.44,81.67,33.33,100.01,19,36.67,81.66,17.81,5,9,43.78,8.29,2.89,226.38,1.93,57.78,46.85,5.97,1.18,31.29,9.5,48.16,100.36,67.99,32,100.37,50,9.63,3.75,3.75,32,5.52,4.67,3.87,3.75,9.63,0,28.9,0,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

72,17:45-18:00,13,21,9,8.94,7,44.71,8,30.83,17.49,10.07,11.73,81.67,30.83,92.51,12,34.33,81.66,10.21,1,6,43.78,8.29,2.89,226.38,1.93,57.78,46.85,5.97,1.18,31.29,9.5,48.16,100.36,67.99,32,100.37,50,9.63,2.62,2.62,32,5.52,4.67,3.87,2.62,9.63,0,28.9,0,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

73,18:00-18:15,8,11,4,7.99,5,39.97,8,33.33,12.36,0,6.38,81.67,33.33,100.01,10,32.67,81.66,0,0,5,43.78,8.83,2.89,246.6,1.93,57.78,46.85,10.43,4.06,31.29,10.14,48.16,100.36,67.99,32,100.37,50,9.63,1.67,1.67,32,5.52,4.67,5.29,1.67,9.63,0,28.9,0,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

74,18:15-18:30,5,4,1,5.73,3,28.64,8,33.33,8.26,0,3.5,81.67,33.33,100.01,5,30.67,81.66,0,0,3,43.78,8.83,2.89,265.87,1.93,57.78,46.85,10.43,4.06,31.29,10.14,48.16,100.36,67.99,32,100.37,50,9.63,0.93,0.93,32,5.52,4.67,6.68,0.93,9.63,0,28.9,0,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

75,18:30-18:45,2,1,0,3.47,1,17.32,10,33.33,4.98,0,0.1,81.67,33.33,100.01,3,36.75,81.66,0,0,1,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,10.14,48.16,100.36,67.99,32,100.37,50,9.63,0.06,0.06,32,5.52,4.67,7.74,0.06,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

76,18:45-19:00,1,0,0,1.2,1,6.01,10,33.33,2.44,0,0,81.67,33.33,100.01,0,35.92,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,10.14,48.16,100.36,86.89,32,130.33,50,9.63,0.02,0.02,32,5.52,4.67,7.74,0.02,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

77,19:00-19:15,0,0,0,0.68,0,3.38,11,33.33,0.31,0,0,81.67,33.33,100.01,0,34.53,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,11.34,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.48,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

78,19:15-19:30,0,0,0,0.3,0,1.5,10.8,32.67,0,0,0,81.67,32.67,97.99,0,32.59,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,11.34,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.48,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

79,19:30-19:45,0,0,0,0.08,0,0.37,10.4,30.5,0,0,0,81.67,30.5,91.5,0,30.21,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,11.34,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.48,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

80,19:45-20:00,0,0,0,0,0,0,10,29.5,0,0,0,81.67,29.5,88.5,0,27.74,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,11.34,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.48,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

81,20:00-20:15,0,0,0,0,0,0,9.6,25.5,0,0,0,81.67,25.5,76.5,0,25.52,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,12.26,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.3,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

82,20:15-20:30,0,0,0,0,0,0,9,24.33,0,0,0,81.67,24.33,73.01,0,23.42,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,12.26,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.3,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

83,20:30-20:45,0,0,0,0,0,0,13.01,23.5,0,0,0,81.67,23.5,70.5,0,22.77,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,10.43,5.65,31.29,12.26,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.3,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

84,20:45-21:00,0,0,0,0,0,0,12.41,22.67,0,0,0,81.67,22.67,67.99,0,22.11,81.66,0,0,0,43.78,8.83,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,12.26,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.3,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

85,21:00-21:15,0,0,0,0,0,0,13.01,22.83,0,0,0,81.67,22.83,68.51,0,20.59,81.66,0,0,0,43.78,8.68,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

86,21:15-21:30,0,0,0,0,0,0,12.41,23.33,0,0,0,81.67,23.33,70.01,0,20.24,81.66,0,0,0,43.78,8.68,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

87,21:30-21:45,0,0,0,0,0,0,11.61,23.67,0,0,0,81.67,23.67,70.99,0,20.36,81.66,0,0,0,43.78,8.68,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,2.89,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

88,21:45-22:00,0,0,0,0,0,0,11,24.17,0,0,0,81.67,24.17,72.49,0,20.67,81.66,0,0,0,43.78,8.68,2.89,272.37,1.93,57.78,46.68,5.97,3.85,30.78,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

89,22:00-22:15,0,0,0,0,0,0,10.6,27.45,0,0,0,81.67,27.45,82.35,0,20.98,81.66,0,0,0,43.78,8.6,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

90,22:15-22:30,0,0,0,0,0,0,10.4,27.34,0,0,0,81.67,27.34,82.02,0,21.36,81.66,0,0,0,43.78,8.6,2.89,272.37,1.93,57.78,46.68,5.97,3.85,31.29,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

91,22:30-22:45,0,0,0,0,0,0,9.6,27.16,0,0,0,81.67,27.16,81.47,0,24.67,81.66,0,0,0,43.78,8.6,2.89,272.37,1.93,57.78,46.68,10.43,4.05,30.78,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

92,22:45-23:00,0,0,0,0,0,0,9,26.9,0,0,0,81.67,26.9,80.67,0,24.33,81.66,0,0,0,43.78,8.6,2.89,272.37,1.93,57.78,46.68,10.43,4.05,30.78,13.19,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

93,23:00-23:15,0,0,0,0,0,0,8.6,26.38,0,0,0,81.67,26.38,79.16,0,24.33,81.66,0,0,0,43.78,8.45,2.89,272.37,1.93,57.78,46.68,10.43,4.05,31.29,12.99,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

94,23:15-23:30,0,0,0,0,0,0,8.4,25.83,0,0,0,81.67,25.83,77.47,0,25,81.66,0,0,0,43.78,8.45,2.89,272.37,1.93,57.78,46.68,10.43,4.05,31.29,12.99,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

95,23:30-23:45,0,0,0,0,0,0,8,25.13,0,0,0,81.67,25.13,75.39,0,25.33,81.66,0,0,0,43.78,8.45,2.89,272.37,1.93,57.78,46.68,10.43,4.05,30.79,12.99,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

96,23:45-24:00,0,0,0,0,0,0,8,24.91,0,0,0,81.67,24.91,74.73,0,26,81.66,0,0,0,43.78,8.45,2.89,272.37,1.93,57.78,46.68,10.43,4.05,30.79,12.99,48.16,100.36,86.89,32,130.33,50,9.63,0,0,32,5.52,4.2,7.74,0,9.63,0,28.9,32.75,72.25,24.76,2.89,9.63,2.89,14.59,19.27,72.25

