Block,Time,URI,DADRI_LF,UNCHAHAR4,ANTA_LF,RIHAND2,BSIUL,UNCHAHAR3,ANTA_RF,AURY_LF,PARBATI3,KOLDAM,AURY_RF,CHAMERA3,DADRI_RF,DHAULIGNGA,DADRI_CRF,RAPPB,RAPPC,RIHAND3,NAPP,DULHASTI,KOTESHWR,ANTA_CRF,CHAMERA1,AURY_CRF,DADRI_GF,SINGRAULI,KHSTPP-II,BRBCL,KISHANGANGA,FSTPP I & II,UNCHAHAR2,RAMPUR,TALA,JHAJJAR,KHSTPP-I,TEHRI,SASAN,KUDGI,TANDA2,TANAKPUR,DADRT2,URI2,AURY_GF,SALAL,RIHAND1,CHAMERA2,UNCHAHAR1,SINGRAULI_HYDRO,ANTA_GF,NJPC,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,34.425706,18.102360,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,62.80,0.000000,11.519294,173.916000,23.915073,0.000000,2.245449,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,34.425706,18.712586,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,61.84,0.000000,11.519294,173.916000,23.915073,0.000000,2.245449,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,34.425706,17.713897,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,61.84,0.000000,11.519294,173.916000,23.915073,0.000000,2.245449,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,34.425706,16.704417,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,61.84,0.000000,4.950809,173.916000,10.397858,0.000000,2.245449,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

10,02:15-02:30,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,16.496067,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,59.90,0.000000,4.950809,173.916000,9.098126,0.000000,24.699937,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

11,02:30-02:45,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,15.352159,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,59.90,0.000000,11.519294,173.916000,9.098126,0.000000,76.693304,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

12,02:45-03:00,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,14.968032,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,58.94,0.000000,11.519294,173.916000,9.098126,0.000000,76.693304,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

13,03:00-03:15,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,18.036904,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,59.90,0.000000,4.950809,173.916000,9.098126,0.000000,76.693304,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

14,03:15-03:30,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,17.827653,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,58.94,0.000000,4.950809,173.916000,9.098126,0.000000,76.693304,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

15,03:30-03:45,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,18.147237,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,58.94,0.000000,4.950809,173.916000,9.098126,0.000000,24.699937,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

16,03:45-04:00,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,18.151170,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,59.90,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

17,04:00-04:15,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,19.318892,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,57.97,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

18,04:15-04:30,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,35.749400,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,59.90,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

19,04:30-04:45,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,49.982026,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,60.87,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

20,04:45-05:00,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,62.987448,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,58.94,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

21,05:00-05:15,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.276350,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,62.987448,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,61.84,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,21.959794,0.000000,0,0,0,0,0

22,05:15-05:30,6.400109,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.509386,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,62.987448,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,15.035038,404.615574,61.84,0.000000,4.950809,173.916000,9.098126,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,41.174613,0.000000,0,0,0,0,0

23,05:30-05:45,12.800218,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.806816,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,7.729600,22.222600,0.000000,0.000000,226.090800,22.222600,15.035038,404.615574,62.80,0.000000,4.950809,178.437236,9.098126,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,54.899484,0.000000,0,0,0,0,0

24,05:45-06:00,12.800218,0.000000,0.000000,0.000000,114.132375,1.062820,9.662000,0.000000,0.000000,3.689918,0.000000,0.000000,0.000000,0.000000,17.613633,0.000000,0.000000,49.657366,119.485727,0.000000,31.843734,8.574059,0.000000,6.793352,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,7.729600,22.222600,0.000000,0.000000,226.090800,22.222600,30.070076,404.615574,62.80,0.000000,4.950809,178.437236,9.098126,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,73.199312,5.022984,0,0,0,0,0

25,06:00-06:15,48.000816,0.000000,0.000000,0.000000,114.132375,3.188460,9.662000,0.000000,0.000000,15.797768,0.000000,0.000000,1.230359,0.000000,26.420449,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,17.148118,0.000000,13.586704,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,7.729600,22.222600,0.000000,0.000000,226.090800,28.489277,45.105115,404.615574,65.70,0.000000,4.950809,178.437236,12.997322,0.000000,12.349968,88.890400,25.449785,5.797200,0.572986,0.000000,100.649054,10.200521,0,0,0,0,0

26,06:15-06:30,48.000816,0.000000,0.000000,0.000000,114.132375,18.901191,9.662000,0.000000,0.000000,15.797768,0.000000,0.000000,18.719913,0.000000,35.308952,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,28.237234,0.000000,25.188834,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,7.729600,22.222600,0.000000,0.000000,226.090800,28.489277,60.140153,404.615574,70.53,0.000000,4.950809,178.437236,12.997322,0.000000,12.349968,88.890400,38.174678,5.797200,0.572986,0.000000,128.098796,15.269871,0,0,0,0,0

27,06:30-06:45,12.800218,0.000000,0.000000,0.000000,114.132375,18.901191,9.662000,0.000000,0.000000,15.797768,0.000000,0.000000,18.719913,0.000000,35.308952,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,28.237234,0.000000,38.164900,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,7.729600,22.222600,0.000000,0.000000,226.090800,28.489277,60.140153,404.615574,71.50,0.000000,4.950809,178.437236,12.997322,0.000000,12.349968,88.890400,38.174678,5.797200,0.572986,0.000000,128.098796,15.269871,0,0,0,0,0

28,06:45-07:00,12.800218,0.000000,0.000000,0.000000,114.132375,18.901191,9.662000,0.000000,0.000000,15.797768,0.000000,0.000000,18.719913,0.000000,35.308952,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,28.237234,0.000000,38.164900,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,13.627865,22.222600,0.000000,0.000000,226.090800,42.847588,60.140153,404.615574,71.50,0.000000,4.950809,212.254236,12.997322,0.000000,12.349968,88.890400,38.174678,5.797200,0.572986,0.000000,128.098796,15.269871,0,0,0,0,0

29,07:00-07:15,12.800218,0.000000,0.000000,0.000000,114.132375,18.901191,9.662000,0.000000,0.000000,15.797768,0.000000,0.000000,18.719913,0.000000,35.308952,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,28.237234,0.000000,38.164900,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,13.627865,22.222600,0.000000,0.000000,226.090800,42.847588,60.140153,404.615574,72.46,0.000000,4.950809,278.131838,12.997322,0.000000,12.349968,88.890400,38.174678,5.797200,0.572986,0.000000,128.098796,15.269871,0,0,0,0,0

30,07:15-07:30,12.800218,0.000000,0.000000,0.000000,114.132375,18.901191,9.662000,0.000000,0.000000,15.797768,0.000000,0.000000,18.719913,0.000000,17.613633,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,28.237234,0.000000,25.188834,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,13.627865,22.222600,0.000000,0.000000,226.090800,42.847588,60.140153,404.615574,73.43,0.000000,4.950809,289.360668,12.997322,0.000000,12.349968,88.890400,38.174678,5.797200,0.572986,0.000000,128.098796,15.269871,0,0,0,0,0

31,07:30-07:45,12.800218,0.000000,0.000000,0.000000,114.132375,6.300397,9.662000,0.000000,0.000000,3.689918,0.000000,0.000000,18.719913,0.000000,8.806816,0.000000,0.000000,49.657366,119.485727,0.000000,47.765600,28.237234,0.000000,12.976066,0.000000,0.000000,132.248625,92.918778,19.324022,0.000000,13.627865,22.222600,0.000000,0.000000,226.090800,36.580912,60.140153,404.615574,76.33,0.000000,4.950809,289.360668,12.997322,0.000000,12.349968,88.890400,38.174678,5.797200,0.572986,0.000000,128.098796,15.269871,0,0,0,0,0

32,07:45:08:00,12.800218,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,31.843734,18.100791,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,10.729265,11.594400,0.000000,0.000000,226.090800,25.952712,60.140153,404.615574,76.33,0.000000,4.950809,284.839432,12.997322,0.000000,12.349968,88.890400,25.449785,5.797200,0.572986,0.000000,91.499140,10.200521,0,0,0,0,0

33,08:00-08:15,12.800218,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,31.843734,9.526732,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,10.729265,11.594400,0.000000,0.000000,226.090800,25.952712,60.140153,404.615574,77.30,0.000000,4.950809,284.839432,30.819250,0.000000,12.349968,88.890400,25.449785,5.797200,0.572986,0.000000,73.199312,5.100261,0,0,0,0,0

34,08:15-08:30,48.000816,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,31.843734,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,10.729265,11.594400,0.000000,0.000000,226.090800,25.952712,45.105115,404.615574,80.19,0.000000,4.950809,284.839432,30.819250,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,55.814475,0.000000,0,0,0,0,0

35,08:30-08:45,48.000816,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,31.843734,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,10.729265,11.594400,0.000000,0.000000,226.090800,25.952712,42.609420,404.615574,81.16,0.000000,4.950809,284.839432,30.819250,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,42.547100,0.000000,0,0,0,0,0

36,08:45:09:00,12.800218,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,10.729265,11.594400,0.000000,0.000000,226.090800,25.952712,42.000714,404.615574,85.99,0.000000,4.950809,283.956399,23.915073,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,22.417289,0.000000,0,0,0,0,0

37,09:00:09:15,12.800218,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,12.807584,28.000476,404.615574,90.82,0.000000,3.713107,214.742090,10.397858,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,22.417289,0.000000,0,0,0,0,0

38,09:15-09:30,12.800218,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,14.243720,404.615574,94.69,0.000000,3.713107,173.916000,9.747992,0.000000,12.349968,88.890400,12.724893,5.797200,0.572986,0.000000,22.417289,0.000000,0,0,0,0,0

39,09:30-09:45,8.533478,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,86.96,0.000000,3.713107,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,8.533478,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,83.09,0.000000,3.713107,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,49.067501,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,85.03,0.000000,3.713107,173.916000,23.915073,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,49.067501,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,85.99,0.000000,3.713107,173.916000,23.915073,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,8.533478,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,85.99,0.000000,3.713107,173.916000,23.915073,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,86.96,0.000000,3.713107,173.916000,23.915073,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,87.92,0.000000,3.713107,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,6.400109,0.000000,0.000000,0.000000,114.132375,0.000000,9.662000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.657366,119.485727,0.000000,15.921867,8.574059,0.000000,0.000000,0.000000,0.000000,132.248625,75.527178,19.324022,0.000000,4.831000,11.594400,0.000000,0.000000,226.090800,11.594400,0.000000,404.615574,86.96,0.000000,3.713107,173.916000,9.098126,0.000000,12.349968,88.890400,0.000000,5.797200,0.572986,0.000000,0.000000,0.000000,0,0,0,0,0

