Block,Time,URI2,RIHAND1,ANTA_LF,ANTA_CRF,DHAULIGNGA,UNCHAHAR1,SINGRAULI_HYDRO,URI,RAPPC,RAMPUR,KOLDAM,PARBATI3,UNCHAHAR2,NAPP,CHAMERA1,AURY_LF,SINGRAULI,TEHRI,TANAKPUR,AURY_GF,UNCHAHAR4,NJPC,RAPPB,RIHAND2,KISHANGANGA,JHAJJAR,SEWA2,DADRI_LF,SALAL,AURY_RF,KOTESHWR,DADRT2,TANDA2,CHAMERA2,AURY_CRF,DADRI_CRF,BSIUL,DADRI_GF,CHAMERA3,DULHASTI,UNCHAHAR3,DADRI_RF,ANTA_RF,ANTA_GF,RIHAND3,FSTPP I & II,BRBCL,KHSTPP-II,SASAN,KHSTPP-I,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,33.002203,67.182461,0.000000,0.000000,0.000000,43.303458,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,10.004919,488.632603,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,23.137703,0.000000,0.000000,0.000000,125.918390,20.057440,16.186257,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

7,01:30-01:45,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,37.260552,67.182461,0.000000,0.000000,0.000000,43.303458,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,465.383330,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,23.137703,0.000000,0.000000,0.000000,125.918390,20.057440,14.807587,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

8,01:45-02:00,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,37.260552,67.182461,0.000000,0.000000,0.000000,43.303458,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,442.143700,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,20.057440,16.080160,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

9,02:00-02:15,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.000000,0.000000,0.000000,43.303458,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,418.894427,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,20.057440,14.729790,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

10,02:15-02:30,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.000000,0.000000,0.000000,43.303458,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,20.057440,14.566610,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

11,02:30-02:45,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.000000,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,14.395844,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

12,02:45-03:00,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.000000,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,0.000000,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,15.164969,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

13,03:00-03:15,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,37.260552,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,14.786971,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

14,03:15-03:30,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,37.260552,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,17.172145,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

15,03:30-03:45,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,18.471168,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

16,03:45-04:00,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

17,04:00-04:15,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,365.366134,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

18,04:15-04:30,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,0.000000,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,24.651365,0.000000,20.009838,372.395881,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

19,04:30-04:45,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,37.260552,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,13.547798,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,12.325683,0.000000,20.009838,390.997228,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

20,04:45-05:00,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,37.260552,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,13.547798,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,12.325683,0.000000,20.009838,390.997228,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

21,05:00-05:15,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,38.707581,50.018247,13.547798,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,12.325683,0.000000,20.009838,390.997228,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

22,05:15-05:30,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,43.303458,50.018247,27.095596,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,12.325683,0.000000,20.009838,418.894427,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,23.137703,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

23,05:30-05:45,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,43.303458,50.018247,27.095596,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,9.174815,0.000000,12.325683,0.000000,20.009838,465.383330,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,23.137703,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

24,05:45-06:00,36.537827,93.591046,0.000000,0.000000,0.000000,16.770816,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,43.303458,50.018247,27.095596,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,330.219810,9.174815,0.000000,12.325683,0.000000,20.009838,483.984677,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,23.137703,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

25,06:00-06:15,36.537827,93.591046,0.000000,0.000000,0.000000,21.822109,0.730951,37.260552,67.182461,0.831651,0.000000,3.678195,43.303458,50.018247,27.095596,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,422.735958,18.129435,0.000000,12.325683,0.000000,20.009838,516.082946,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,26.652269,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

26,06:15-06:30,36.537827,93.591046,0.000000,0.000000,10.495474,21.822109,0.730951,37.260552,67.182461,0.831651,1.806807,5.885111,43.303458,50.018247,27.095596,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,433.817889,18.129435,0.000000,12.325683,0.000000,20.009838,534.684293,5.166805,15.589461,0.000000,0.000000,6.288007,0.000000,11.184643,19.020948,26.652269,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

27,06:30-06:45,36.537827,93.591046,0.000000,0.000000,20.990949,21.822109,0.730951,33.002203,67.182461,0.831651,4.065315,37.794185,43.303458,50.018247,27.095596,0.000000,144.634344,36.881610,0.000000,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,433.817889,18.129435,0.000000,12.325683,0.000000,20.009838,534.684293,5.166805,15.589461,0.000000,0.000000,18.864022,0.000000,11.184643,19.020948,26.652269,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

28,06:45-07:00,36.537827,93.591046,0.000000,0.000000,31.486423,21.822109,0.730951,33.002203,67.182461,1.663303,4.065315,37.794185,43.303458,50.018247,27.095596,0.000000,144.634344,24.587740,0.000000,0.000000,2.979687,42.981497,0.000000,59.969913,5.297584,414.795284,18.129435,0.000000,12.325683,0.000000,20.009838,534.684293,5.166805,15.589461,0.000000,0.000000,18.864022,0.000000,11.184643,19.020948,26.652269,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

29,07:00-07:15,36.537827,93.591046,0.000000,0.000000,31.486423,16.770816,0.730951,33.002203,67.182461,1.663303,4.065315,37.794185,43.303458,50.018247,22.853910,0.000000,144.634344,12.293870,0.000000,0.000000,2.979687,42.981497,0.000000,59.969913,5.297584,370.163784,18.129435,0.000000,16.807749,0.000000,20.009838,511.881876,5.166805,15.589461,0.000000,0.000000,18.864022,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,20.057440,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

30,07:15-07:30,36.537827,93.591046,0.000000,0.000000,31.486423,16.770816,0.730951,33.002203,67.182461,1.663303,4.065315,37.794185,38.707581,50.018247,22.853910,0.000000,144.634344,0.000000,0.000000,0.000000,2.979687,42.981497,0.000000,59.969913,5.297584,297.655999,18.129435,0.000000,76.542489,0.000000,8.893262,465.383330,5.166805,15.589461,0.000000,0.000000,18.864022,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,18.110695,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

31,07:30-07:45,36.537827,93.591046,0.000000,0.000000,20.990949,16.770816,0.730951,37.260552,67.182461,1.663303,4.065315,37.794185,38.707581,50.018247,22.853910,0.000000,144.634344,0.000000,0.000000,0.000000,2.979687,42.981497,0.000000,59.969913,5.297584,246.557142,18.129435,0.000000,76.542489,0.000000,8.893262,418.894427,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,17.855750,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

32,07:45:08:00,36.537827,93.591046,0.000000,0.000000,10.471193,16.770816,0.730951,37.260552,67.182461,1.663303,4.065315,37.794185,33.060736,50.018247,22.853910,0.000000,144.634344,0.000000,0.000000,0.000000,2.979687,42.981497,0.000000,59.969913,5.297584,246.557142,18.129435,0.000000,76.542489,0.000000,8.893262,365.366134,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,11.184643,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,15.559366,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

33,08:00-08:15,36.537827,93.591046,0.000000,0.000000,10.425666,16.770816,0.730951,33.002203,67.182461,0.831651,1.919732,5.885111,33.060736,50.018247,22.853910,0.000000,144.634344,0.000000,5.805761,0.000000,2.979687,21.490749,0.000000,59.969913,5.297584,246.557142,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,0.000000,19.020948,20.528790,0.000000,0.000000,0.000000,125.918390,15.559366,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

34,08:15-08:30,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.831651,1.919732,3.678195,33.060736,50.018247,22.853910,0.000000,144.634344,0.000000,5.805761,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,5.166805,15.589461,0.000000,0.000000,12.576015,0.000000,0.000000,19.020948,15.900985,0.000000,0.000000,0.000000,125.918390,15.559366,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

35,08:30-08:45,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.831651,1.919732,0.000000,24.460337,50.018247,22.853910,0.000000,144.634344,0.000000,5.805761,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,15.589461,0.000000,0.000000,12.576015,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,11.874796,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

36,08:45:09:00,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,24.460337,50.018247,20.187620,0.000000,144.634344,0.000000,5.805761,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,15.589461,0.000000,0.000000,12.576015,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,11.600529,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

37,09:00:09:15,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.935607,0.000000,0.000000,29.059470,50.018247,13.547798,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,24.284545,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,15.589461,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.802219,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

38,09:15-09:30,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,29.059470,50.018247,13.547798,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,15.589461,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.802219,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

39,09:30-09:45,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,29.059470,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,15.589461,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.802219,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

40,09:45-10:00,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,33.002203,67.182461,0.831651,0.000000,0.000000,29.059470,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,18.129435,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,15.589461,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.802219,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

41,10:00-10:15,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.059470,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,9.174815,0.000000,24.651365,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.802219,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

42,10:15-10:30,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.059470,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,9.174815,0.000000,76.542489,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,16.098603,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

43,10:30-10:45,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.904679,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,9.174815,0.000000,76.542489,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.790840,17.110977,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

44,10:45-11:00,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.904679,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,9.174815,0.000000,76.542489,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,19.020948,15.238158,0.000000,0.000000,0.000000,125.918390,13.790840,17.050975,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

45,11:00-11:15,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.904679,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,9.174815,0.000000,24.651365,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,0.000000,15.238158,0.000000,0.000000,0.000000,125.918390,13.790840,19.286000,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

46,11:15-11:30,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.904679,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,9.174815,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,0.000000,15.238158,0.000000,0.000000,0.000000,125.918390,13.790840,18.924825,143.005690,403.819911,44.742633,0.000000,0,0,0,0,0

47,11:30-11:45,36.537827,93.591046,0.000000,0.000000,0.000000,12.461842,0.730951,30.873029,67.182461,0.831651,0.000000,0.000000,29.904679,50.018247,0.000000,0.000000,144.634344,0.000000,0.000000,0.000000,2.351446,21.490749,0.000000,59.969913,5.297584,241.348186,0.000000,0.000000,12.325683,0.000000,8.893262,365.366134,4.104821,0.000000,0.000000,0.000000,6.288007,0.000000,0.000000,0.000000,15.238158,0.000000,0.000000,0.000000,125.918390,13.790840,19.286000,126.932545,403.819911,39.164466,0.000000,0,0,0,0,0

