Block,Time Block,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KGSU1AND2,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,JHAJJAR,FSTPP I & II,DULHASTI,DHAULIGNGA,ANTA_RF,ANTA_GF,VALLURNTECL,ANTA_LF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,DADRT2,CHAMERA1,CHAMERA2,CHAMERA3,UNCHAHAR1,TANDA2,UNCHAHAR4,URI2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,SINGRAULI_HYDRO,SIMHST2,TALA,UNCHAHAR2,URI,TEHRI,SINGRAULI,BSIUL,BRBCL,RIHAND1,SIMHST1,RSTPSU7,RSTPSU1TO6,RAPPC,RIHAND3,SALAL,RAPPB,SASAN,RIHAND2,SEWA2,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,RAMPUR,NNTPP,NAPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
26,06:15-06:30,0,47.47,0,0,32.36,0,18.94,0,0,0,251.49,19.98,47.47,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,430.39,0,25.3,27.91,17.01,0,0,4.39,0,21.84,2.71,0,0,0,0,17.54,1.91,59.78,134.15,12.52,19.21,88.36,0,0,0,51.19,119.4,66.96,0,335.16,114.06,5.06,15.89,0,0,112.32,0,0,0,0,0,41.23,0,0,0,0,0,0

27,06:30-06:45,0,47.47,0,0,32.36,0,18.94,0,0,0,302.39,19.98,47.47,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,387.18,11.38,25.3,27.91,19.75,0,0,4.39,0,25.34,2.71,0,0,0,0,20.29,34.99,59.78,134.15,12.52,19.21,88.36,0,0,0,51.19,119.4,66.96,0,335.16,114.06,10.12,15.89,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

28,06:45-07:00,0,47.47,0,0,32.36,0,18.94,0,0,0,353.46,19.98,47.47,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,492.06,26.94,25.3,27.91,19.75,0,0,4.39,0,25.34,2.71,0,0,0,0,20.35,34.99,59.78,134.15,12.52,19.21,88.36,0,0,0,51.19,119.4,66.96,0,335.16,114.06,10.12,15.89,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

29,07:00-07:15,0,47.47,0,0,32.36,0,18.94,0,0,0,417.64,19.98,47.47,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,590.96,26.94,25.3,27.91,19.75,0,0,4.39,0,25.34,2.71,0,0,0,0,20.35,3.18,59.78,134.15,12.52,19.21,88.36,0,0,0,51.19,119.4,66.96,0,335.16,114.06,10.12,15.89,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

30,07:15-07:30,0,47.47,0,0,32.36,0,18.94,0,0,0,417.64,19.98,47.47,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,604.07,26.94,25.3,27.91,19.75,0,0,4.39,0,25.34,2.71,0,0,0,0,20.35,1.38,59.78,134.15,6.26,19.21,88.36,0,0,0,51.19,119.4,12.27,0,335.16,114.06,5.06,15.89,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

31,07:30-07:45,0,47.47,0,0,32.36,0,8.52,0,0,0,417.64,19.98,31.65,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,656.09,26.94,3.2,9.3,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.38,59.78,134.15,6.26,19.21,88.36,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,15.89,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

32,07:45-08:00,0,47.47,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,656.09,26.94,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.38,59.78,134.15,6.26,19.21,88.36,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,3.42,0,0,112.32,0,0,0,0,0,41.23,0,0,0,0,0,0

33,08:00-08:15,0,51.04,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,656.09,11.76,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.91,59.78,134.15,6.26,19.21,88.36,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,89.86,0,0,0,0,0,41.23,0,0,0,0,0,0

34,08:15-08:30,0,54.22,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.49,11.76,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.91,44.84,134.15,1.06,19.21,88.36,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,67.39,0,0,0,0,0,41.23,0,0,0,0,0,0

35,08:30-08:45,0,60.91,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.88,0,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.91,29.9,134.15,0,19.21,88.36,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,44.93,0,0,0,0,0,41.23,0,0,0,0,0,0

36,08:45-09:00,0,61.45,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.07,0,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.91,14.94,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,22.46,0,0,0,0,0,41.23,0,0,0,0,0,0

37,09:00-09:15,0,65.3,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.47,0,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,3.18,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

38,09:15-09:30,0,68.51,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.47,0,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,34.99,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

39,09:30-09:45,0,66.95,0,0,32.36,0,8.52,0,0,0,360.02,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.01,0,1.8,0,14.88,0,0,18.08,0,22.75,3.07,0,0,0,0,18.07,34.99,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

40,09:45-10:00,0,66.95,0,0,32.36,0,8.52,0,0,0,315.35,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.79,0,1.8,0,14.88,0,0,18.08,0,22.75,3.07,0,0,0,0,18.07,3.18,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

41,10:00-10:15,0,71.83,0,0,32.36,0,8.52,0,0,0,231.73,18.17,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.5,0,1.8,0,14.88,0,0,18.08,0,19.25,3.07,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

42,10:15-10:30,0,71.83,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.25,0,1.8,0,14.88,0,0,18.08,0,19.25,3.07,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

43,10:30-10:45,0,76.72,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.24,0,1.8,0,14.88,0,0,18.08,0,19.25,3.07,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

44,10:45-11:00,0,76.72,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.23,0,1.8,0,14.88,0,0,18.08,0,19.25,3.07,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

45,11:00-11:15,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.21,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,134.15,0,17.65,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

46,11:15-11:30,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.19,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

47,11:30-11:45,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.8,0,1.8,0,14.88,0,0,4.39,0,19.25,9.84,0,0,0,0,15.25,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

48,11:45-12:00,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.18,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,4.24,0,134.15,0,18.87,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

49,12:00-12:15,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.77,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

50,12:15-12:30,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.56,0,1.8,0,14.88,0,0,4.39,0,19.25,9.84,0,0,0,0,15.25,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

51,12:30-12:45,0,80.39,0,0,32.36,0,8.52,0,0,0,231.49,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.96,0,1.8,0,14.53,0,0,4.39,0,18.8,3.31,0,0,0,0,14.9,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

52,12:45-13:00,0,80.39,0,0,32.36,0,8.52,0,0,0,231.49,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,14.53,0,0,4.39,0,18.8,3.31,0,0,0,0,14.9,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

53,13:00-13:15,0,80.39,0,0,32.36,0,8.52,0,0,0,230.41,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,11.53,0,0,4.39,0,13.94,3.31,0,0,0,0,11.19,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

54,13:15-13:30,0,80.39,0,0,32.36,0,8.52,0,0,0,230.41,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,11.53,0,0,4.39,0,13.94,3.31,0,0,0,0,11.19,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

55,13:30-13:45,0,80.39,0,0,32.36,0,8.52,0,0,0,230.41,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,11.53,0,0,4.39,0,13.94,9.84,0,0,0,0,11.19,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

56,13:45-14:00,0,80.39,0,0,32.36,0,8.52,0,0,0,230.41,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,11.53,0,0,4.39,0,13.94,3.31,0,0,0,0,11.19,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

57,14:00-14:15,0,80.39,0,0,32.36,0,8.52,0,0,0,230.41,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,11.53,0,0,4.39,0,13.94,9.84,0,0,0,0,11.19,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

58,14:15-14:30,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,14.88,0,0,4.39,0,19.25,3.31,0,0,0,0,15.25,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

59,14:30-14:45,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,14.88,0,0,4.39,0,19.25,3.31,0,0,0,0,15.25,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

60,14:45-15:00,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.54,0,1.8,0,14.88,0,0,4.39,0,19.25,3.31,0,0,0,0,15.25,4.24,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

61,15:00-15:15,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.76,0,1.8,0,14.88,0,0,4.39,0,19.25,3.31,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,2.24,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

