Block,Time Block,DADRT2,DHAULIGNGA,VALLURNTECL,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,SASAN,SIMHST1,SIMHST2,SEWA2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,URI,UNCHAHAR2,TALA,TEHRI,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,SINGRAULI,JHAJJAR,KGSU1AND2,MAPS,RIHAND3,RAMPUR,RIHAND2,RAPPC,RIHAND1,PARBATI3,RSTPSU1TO6,RSTPSU7,SALAL,RAPPB,FSTPP I & II,DULHASTI,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,NTPL,NLCEXP,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KHSTPP-II,KUDGI,KOLDAM,KGSU3AND4,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.42,0.62,12.08,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

13,03:00-03:15,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.42,0.62,12.08,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,12.28,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.08,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

14,03:15-03:30,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,53.61,0,13.12,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

15,03:30-03:45,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,53.61,0,13.12,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

16,03:45-04:00,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,53.61,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

17,04:00-04:15,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,53.61,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

18,04:15-04:30,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,8.93,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

19,04:30-04:45,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

20,04:45-05:00,332.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,0,0,0.43,22.47,0,12.53,0.62,12.09,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,17.23,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,81.91,0,0,0,36.1,0,0,0,0,0

21,05:00-05:15,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,18.21,0,0,0,0.43,32.68,0,12.53,0.62,13.11,0,0,4.14,134.27,227.8,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,38.24,0,0,0,0,0

22,05:15-05:30,399.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,20.19,0,0,0,0.43,32.68,0,24.46,0.62,13.11,0,0,4.14,134.27,248.38,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

23,05:30-05:45,418.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,20.19,0,0,0,0.43,32.68,0,24.46,0.62,13.11,0,0,4.14,134.27,294.67,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

24,05:45-06:00,431.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,20.19,0,0,0,0.43,32.68,0,37.6,0.62,13.11,0,0,4.14,134.27,361.37,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,15.84,20.03,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

25,06:00-06:15,431.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,20.19,0,0,0,0.53,32.68,0,37.6,0.62,13.11,0,0,4.14,134.27,411.79,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,15.84,40.05,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

26,06:15-06:30,435.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,5.07,24.87,0,0,0,0.53,40.75,0,37.6,0.62,18.61,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,15.84,55.8,0,0,41.68,0,0,0,0,9.3,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,43.76,0,0,0,0,0

27,06:30-06:45,435.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,0,0,0.53,40.75,0,37.6,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,80.1,0,0,41.68,0,0,0,0,9.3,2.11,5.12,14.42,12.69,0,0,0,25.59,95.03,0,0,0,43.76,0,0,0,0,0

28,06:45-07:00,435.84,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,0,0,0.53,40.75,0,49.54,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,109.23,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,23.16,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

29,07:00-07:15,435.84,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,0,0,25.46,40.75,0,49.54,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,109.23,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,23.16,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

30,07:15-07:30,488.48,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,0,0,25.46,40.75,0,49.54,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,109.23,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,25.6,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

31,07:30-07:45,566.72,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,0,0,25.46,40.75,0,49.54,0.62,19.2,0,0,10.34,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,109.23,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,26.96,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

32,07:45-08:00,628.08,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,0,0,25.46,40.75,0,49.54,0.62,19.2,0,0,10.34,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,109.23,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,23.16,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

33,08:00-08:15,656.3,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,5.54,0,1.07,40.75,0,49.54,0.62,19.2,0,0,10.34,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,31.68,109.23,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,23.16,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

34,08:15-08:30,656.3,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,10.12,25.38,0,5.54,0,1.07,40.75,0,37.54,0.62,19.2,0,0,10.34,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,15.84,109.23,0,0,41.68,0,0,0,0,9.3,2.11,3.21,14.42,12.69,0,0,0,17.06,95.03,0,0,0,43.76,0,0,0,0,0

35,08:30-08:45,656.3,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,5.07,25.38,0,5.54,0,1.07,40.75,0,24.83,0.62,19.2,0,0,10.34,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,0,80.19,0,0,41.68,0,0,0,0,9.3,0,3.21,14.42,12.69,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

36,08:45-09:00,656.3,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,25.38,0,5.54,0,1.07,40.75,0,24.83,0.62,19.2,0,0,10.34,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,0,60.08,0,0,41.68,0,0,0,0,9.3,0,3.21,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

37,09:00-09:15,656.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,25.38,0,5.54,0,1.07,40.75,0,24.83,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,0,40.05,0,0,41.68,0,0,0,0,9.3,0,3.21,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

38,09:15-09:30,656.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,25.38,0,5.54,0,1.07,40.75,0,24.83,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,101.73,25,88.43,0,0,0,2.24,0,19.99,0,18.21,0,0,41.68,0,0,0,0,9.3,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

39,09:30-09:45,652.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,25.38,0,0,0,25.46,40.75,0,24.83,0.62,19.2,0,0,4.14,134.27,414.93,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,0,0,0,0,41.68,0,0,0,0,9.3,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

40,09:45-10:00,610.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,25.38,0,0,0,25.46,40.75,0,24.83,0.62,19.2,0,0,4.14,134.27,364.95,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

41,10:00-10:15,505.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,20.04,0,0,0,1.07,33.96,0,24.83,0.62,14.56,0,0,4.14,134.27,286.7,0,0,59.75,0,114.15,25,88.43,0,0,0,12.28,0,18.56,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

42,10:15-10:30,438.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,19.26,0,0,0,1.07,30.54,0,24.83,0.62,14.56,0,0,4.14,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,53.61,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

43,10:30-10:45,428.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,19.26,0,0,0,1.07,30.54,0,24.83,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,75.93,0,0,0,53.61,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

44,10:45-11:00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,19.26,0,0,0,1.07,30.54,0,24.83,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,71.13,0,0,0,53.61,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,41.43,0,0,0,0,0

45,11:00-11:15,380.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,19.26,0,1.97,0,1.07,30.54,0,24.83,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,71.13,0,0,0,53.61,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,36.67,0,0,0,0,0

46,11:15-11:30,380.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,19.26,0,1.97,0,1.07,30.54,0,24.83,0.62,14.56,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,12.28,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,69.3,0,0,0,31.34,0,0,0,0,0

47,11:30-11:45,380.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,69.3,0,0,0,31.34,0,0,0,0,0

48,11:45-12:00,380.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,69.3,0,0,0,31.34,0,0,0,0,0

49,12:00-12:15,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,81.91,0,0,0,31.34,0,0,0,0,0

50,12:15-12:30,303.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,81.91,0,0,0,31.34,0,0,0,0,0

51,12:30-12:45,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,81.91,0,0,0,32.37,0,0,0,0,0

52,12:45-13:00,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,81.91,0,0,0,32.37,0,0,0,0,0

53,13:00-13:15,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

54,13:15-13:30,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,71.13,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

55,13:30-13:45,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,63.78,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

56,13:45-14:00,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.52,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,63.78,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

57,14:00-14:15,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,63.78,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

58,14:15-14:30,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,1.07,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,63.78,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

59,14:30-14:45,265.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,24.83,0.62,11.53,0,0,4.27,134.27,227.8,0,0,59.75,0,114.15,25,55.56,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

60,14:45-15:00,342.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,24.83,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,91.89,25,55.56,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,52.27,0,0,0,24.53,0,0,0,0,0

61,15:00-15:15,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,24.83,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,91.89,25,55.56,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,63.1,0,0,0,27.98,0,0,0,0,0

62,15:15-15:30,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,24.83,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,91.89,25,55.56,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,63.24,0,0,0,29.07,0,0,0,0,0

